gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
1700001C19Rik,0.195,-0.083,-0.483,-0.195,-0.255,-0.618,0.083,0.255,-0.366,0.483,0.618,0.366
Vmn2r23,-1.323,0.154,-0.597,1.323,1.354,0.672,-0.154,-1.354,-0.689,0.597,-0.672,0.689
Gm43772,0.0,-0.296,0.0,0.0,-0.275,0.0,0.296,0.275,0.32,0.0,0.0,-0.32
Gm45689,,,,,,,,,,,,
Tpbg,0.54,-0.126,0.001,-0.54,-0.613,-0.5,0.126,0.613,0.117,-0.001,0.5,-0.117
Ccdc186,1.66,1.534,2.538,-1.66,-0.115,0.797,-1.534,0.115,0.912,-2.538,-0.797,-0.912
Ascc1,-0.889,-0.309,0.486,0.889,0.532,1.261,0.309,-0.532,0.73,-0.486,-1.261,-0.73
Tnnt1,0.401,-0.748,0.225,-0.401,-1.044,-0.162,0.748,1.044,0.885,-0.225,0.162,-0.885
Gm49017,0.16,0.686,-0.639,-0.16,0.488,-0.724,-0.686,-0.488,-1.199,0.639,0.724,1.199
Ccm2l,,,,,,,,,,,,
Sumo1,1.663,0.168,1.786,-1.663,-1.368,0.108,-0.168,1.368,1.48,-1.786,-0.108,-1.48
Gm28396,,,,,,,,,,,,
Gsdmcl-ps,0.0,-0.542,-0.086,0.0,-0.5,-0.084,0.542,0.5,0.417,0.086,0.084,-0.417
Gm18417,0.0,-0.278,-0.25,0.0,-0.259,-0.234,0.278,0.259,0.026,0.25,0.234,-0.026
Elmo2,-0.36,-0.502,-0.561,0.36,-0.129,-0.183,0.502,0.129,-0.054,0.561,0.183,0.054
Erg28,-0.607,-1.208,0.024,0.607,-0.547,0.578,1.208,0.547,1.128,-0.024,-0.578,-1.128
P2rx6,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm49531,,,,,,,,,,,,
Manea,0.415,1.455,0.712,-0.415,0.952,0.27,-1.455,-0.952,-0.683,-0.712,-0.27,0.683
Hist1h3b,0.194,-0.16,0.227,-0.194,-0.322,0.031,0.16,0.322,0.353,-0.227,-0.031,-0.353
Gm9298,,,,,,,,,,,,
Dis3l2,-0.576,0.391,-0.45,0.576,0.885,0.118,-0.391,-0.885,-0.771,0.45,-0.118,0.771
Gm6091,,,,,,,,,,,,
Gm17271,,,,,,,,,,,,
Bcr,2.018,-0.039,0.491,-2.018,-1.887,-1.402,0.039,1.887,0.486,-0.491,1.402,-0.486
Mtmr10,1.084,-0.075,0.587,-1.084,-1.059,-0.46,0.075,1.059,0.605,-0.587,0.46,-0.605
4921511C20Rik,,,,,,,,,,,,
Cox10,0.803,-0.376,-0.282,-0.803,-1.078,-0.992,0.376,1.078,0.087,0.282,0.992,-0.087
Gm16026,0.422,-1.426,-0.212,-0.422,-1.7,-0.6,1.426,1.7,1.151,0.212,0.6,-1.151
Lemd3,-0.44,-0.312,0.635,0.44,0.118,0.983,0.312,-0.118,0.866,-0.635,-0.983,-0.866
9330182O14Rik,0.04,0.009,0.124,-0.04,-0.028,0.076,-0.009,0.028,0.105,-0.124,-0.076,-0.105
Skiv2l-ps1,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Telo2,1.146,-0.324,-0.283,-1.146,-1.347,-1.311,0.324,1.347,0.038,0.283,1.311,-0.038
Gm37486,-0.051,0.137,-0.281,0.051,0.172,-0.209,-0.137,-0.172,-0.382,0.281,0.209,0.382
Gm18124,,,,,,,,,,,,
Gm19086,,,,,,,,,,,,
Gm43659,0.0,-0.5,0.0,0.0,-0.46,0.0,0.5,0.46,0.505,0.0,0.0,-0.505
Gm18838,,,,,,,,,,,,
Lpin3,-0.195,-1.498,-2.208,0.195,-1.194,-1.859,1.498,1.194,-0.714,2.208,1.859,0.714
Vmn1r47,-0.035,0.148,-0.233,0.035,0.167,-0.18,-0.148,-0.167,-0.349,0.233,0.18,0.349
Vip,0.774,0.804,0.488,-0.774,0.0,-0.255,-0.804,0.0,-0.282,-0.488,0.255,0.282
Gm13331,0.029,0.085,0.175,-0.029,0.051,0.134,-0.085,-0.051,0.083,-0.175,-0.134,-0.083
Gm12633,,,,,,,,,,,,
Rerg,-0.612,0.657,-0.193,0.612,1.125,0.387,-0.657,-1.125,-0.781,0.193,-0.387,0.781
Gm8862,0.0,0.0,-0.25,0.0,0.0,-0.233,0.0,0.0,-0.258,0.25,0.233,0.258
Cspg4,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Vcpkmt,1.37,0.727,1.164,-1.37,-0.593,-0.195,-0.727,0.593,0.4,-1.164,0.195,-0.4
Slc25a16,0.597,-0.265,-0.13,-0.597,-0.788,-0.665,0.265,0.788,0.123,0.13,0.665,-0.123
Gm34743,,,,,,,,,,,,
Shc2,0.851,0.861,0.712,-0.851,0.009,-0.153,-0.861,-0.009,-0.163,-0.712,0.153,0.163
Npr2,-1.008,-1.123,-0.645,1.008,-0.1,0.34,1.123,0.1,0.442,0.645,-0.34,-0.442
Psmg2,0.511,-1.45,0.451,-0.511,-1.789,-0.057,1.45,1.789,1.741,-0.451,0.057,-1.741
Abcd3,0.069,-0.587,0.297,-0.069,-0.599,0.208,0.587,0.599,0.809,-0.297,-0.208,-0.809
Csprs,0.443,0.068,0.033,-0.443,-0.345,-0.377,-0.068,0.345,-0.032,-0.033,0.377,0.032
Abi1,0.861,-0.001,1.225,-0.861,-0.787,0.332,0.001,0.787,1.12,-1.225,-0.332,-1.12
Trmt6,1.354,-1.259,0.553,-1.354,-2.389,-0.736,1.259,2.389,1.659,-0.553,0.736,-1.659
Matk,0.132,-1.112,2.318,-0.132,-1.131,1.993,1.112,1.131,3.148,-2.318,-1.993,-3.148
BC061212,,,,,,,,,,,,
Mip,-0.308,-0.279,0.0,0.308,0.027,0.331,0.279,-0.027,0.304,0.0,-0.331,-0.304
Gm21032,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm19090,,,,,,,,,,,,
Gm16269,,,,,,,,,,,,
Gm11539,0.119,0.76,-0.571,-0.119,0.594,-0.627,-0.76,-0.594,-1.212,0.571,0.627,1.212
Abcf2,0.259,-1.342,-0.153,-0.259,-1.462,-0.377,1.342,1.462,1.087,0.153,0.377,-1.087
Gm12099,,,,,,,,,,,,
Bop1,-0.854,-1.382,-1.077,0.854,-0.479,-0.2,1.382,0.479,0.28,1.077,0.2,-0.28
Gm20921,,,,,,,,,,,,
Ntrk3,-0.053,2.29,0.151,0.053,2.145,0.187,-2.29,-2.145,-1.972,-0.151,-0.187,1.972
Itga3,1.704,0.821,-0.203,-1.704,-0.825,-1.747,-0.821,0.825,-0.938,0.203,1.747,0.938
Gm29546,,,,,,,,,,,,
Olfr890,-0.169,0.65,0.171,0.169,0.749,0.311,-0.65,-0.749,-0.443,-0.171,-0.311,0.443
Gm11889,-0.333,-0.799,0.0,0.333,-0.41,0.357,0.799,0.41,0.779,0.0,-0.357,-0.779
Nrsn2,,,,,,,,,,,,
Rgs19,-0.147,1.425,0.924,0.147,1.436,0.978,-1.425,-1.436,-0.46,-0.924,-0.978,0.46
Tas2r123,,,,,,,,,,,,
Map3k19,-0.324,-0.292,0.511,0.324,0.031,0.765,0.292,-0.031,0.738,-0.511,-0.765,-0.738
Gm18577,-0.758,0.0,-0.678,0.758,0.72,0.073,0.0,-0.72,-0.649,0.678,-0.073,0.649
Gm45147,1.223,0.64,0.188,-1.223,-0.572,-0.979,-0.64,0.572,-0.42,-0.188,0.979,0.42
Gm14434,-0.251,-0.622,-0.16,0.251,-0.339,0.083,0.622,0.339,0.423,0.16,-0.083,-0.423
Cenpw,-0.379,-0.824,-0.688,0.379,-0.405,-0.281,0.824,0.405,0.125,0.688,0.281,-0.125
Eif4g3,-0.0,0.828,-0.432,0.0,0.757,-0.394,-0.828,-0.757,-1.151,0.432,0.394,1.151
Slco1a4,-0.462,0.026,-0.4,0.462,0.445,0.06,-0.026,-0.445,-0.389,0.4,-0.06,0.389
Fbxw16,,,,,,,,,,,,
Gm8531,,,,,,,,,,,,
Alkbh7,0.721,1.68,0.433,-0.721,0.874,-0.269,-1.68,-0.874,-1.151,-0.433,0.269,1.151
Olfr464,0.0,0.0,-0.495,0.0,0.0,-0.455,0.0,0.0,-0.48,0.495,0.455,0.48
Cst11,,,,,,,,,,,,
Ighv3-2,,,,,,,,,,,,
Cfap73,0.0,-0.279,0.0,0.0,-0.26,0.0,0.279,0.26,0.305,0.0,0.0,-0.305
Gm4871,,,,,,,,,,,,
Gm18213,,,,,,,,,,,,
Trbv14,-1.288,-1.087,-1.443,1.288,0.189,-0.134,1.087,-0.189,-0.324,1.443,0.134,0.324
Gm3962,,,,,,,,,,,,
Fpr2,-0.06,-0.012,-0.431,0.06,0.045,-0.343,0.012,-0.045,-0.39,0.431,0.343,0.39
Gys1,0.348,0.388,0.07,-0.348,0.034,-0.255,-0.388,-0.034,-0.291,-0.07,0.255,0.291
Olfr1468-ps1,,,,,,,,,,,,
Nup160,-0.299,-0.557,-0.521,0.299,-0.236,-0.203,0.557,0.236,0.033,0.521,0.203,-0.033
Mark3,1.46,0.738,0.789,-1.46,-0.661,-0.615,-0.738,0.661,0.046,-0.789,0.615,-0.046
Gm9399,,,,,,,,,,,,
Gm14208,,,,,,,,,,,,
Snupn,0.672,0.462,0.206,-0.672,-0.195,-0.431,-0.462,0.195,-0.236,-0.206,0.431,0.236
Plin1,-0.475,0.277,-0.593,0.475,0.688,-0.104,-0.277,-0.688,-0.797,0.593,0.104,0.797
Gm44852,,,,,,,,,,,,
Cd40lg,0.966,0.507,0.755,-0.966,-0.428,-0.203,-0.507,0.428,0.227,-0.755,0.203,-0.227
Gnat1,-2.148,-1.096,-1.995,2.148,0.964,0.147,1.096,-0.964,-0.82,1.995,-0.147,0.82
Ceacam13,,,,,,,,,,,,
Cyp2c50,0.0,-0.296,0.0,0.0,-0.275,0.0,0.296,0.275,0.32,0.0,0.0,-0.32
Rsph10b,-0.887,0.514,-0.127,0.887,1.278,0.7,-0.514,-1.278,-0.589,0.127,-0.7,0.589
Fmo3,,,,,,,,,,,,
Ccl19-ps1,,,,,,,,,,,,
Marveld1,0.686,-0.226,0.467,-0.686,-0.833,-0.202,0.226,0.833,0.634,-0.467,0.202,-0.634
Ppfia4,-0.624,-0.857,-1.693,0.624,-0.243,-0.976,0.857,0.243,-0.69,1.693,0.976,0.69
Gm16332,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Gm29748,,,,,,,,,,,,
Gm48142,-0.054,0.588,0.107,0.054,0.592,0.147,-0.588,-0.592,-0.454,-0.107,-0.147,0.454
Prss37,,,,,,,,,,,,
Rsph1,0.89,0.591,0.136,-0.89,-0.282,-0.699,-0.591,0.282,-0.42,-0.136,0.699,0.42
Gm49129,,,,,,,,,,,,
Gm43934,,,,,,,,,,,,
Ighv13-1,,,,,,,,,,,,
Gprc5c,-0.878,-0.342,-0.24,0.878,0.492,0.589,0.342,-0.492,0.095,0.24,-0.589,-0.095
Kmt2d,-1.405,0.484,-2.07,1.405,1.725,-0.606,-0.484,-1.725,-2.332,2.07,0.606,2.332
Snx27,0.263,0.307,1.147,-0.263,0.04,0.807,-0.307,-0.04,0.768,-1.147,-0.807,-0.768
Gm8979,0.298,-0.588,0.283,-0.298,-0.81,-0.016,0.588,0.81,0.8,-0.283,0.016,-0.8
Rpain,0.115,-1.041,-0.226,-0.115,-1.057,-0.312,1.041,1.057,0.748,0.226,0.312,-0.748
Cd86,-4.935,-4.297,-4.214,4.935,0.601,0.68,4.297,-0.601,0.078,4.214,-0.68,-0.078
Ier3ip1,0.316,-0.731,-0.442,-0.316,-0.954,-0.692,0.731,0.954,0.264,0.442,0.692,-0.264
Mlph,-0.435,0.657,0.076,0.435,0.999,0.469,-0.657,-0.999,-0.536,-0.076,-0.469,0.536
Btbd35f21,,,,,,,,,,,,
Gm49948,,,,,,,,,,,,
Gm3159,,,,,,,,,,,,
Gm1553,,,,,,,,,,,,
Gm14783,,,,,,,,,,,,
Ccdc178,,,,,,,,,,,,
Btbd35f24,,,,,,,,,,,,
Gm19880,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm6181,0.216,-0.087,0.265,-0.216,-0.277,0.0,0.087,0.277,0.322,-0.265,0.0,-0.322
Ighv1-43,,,,,,,,,,,,
Ddx19a,0.489,0.297,-0.132,-0.489,-0.177,-0.568,-0.297,0.177,-0.392,0.132,0.568,0.392
Trbv13-2,-0.511,-0.931,-0.298,0.511,-0.379,0.199,0.931,0.379,0.583,0.298,-0.199,-0.583
Atg9a,0.553,0.944,1.15,-0.553,0.355,0.543,-0.944,-0.355,0.188,-1.15,-0.543,-0.188
Rrp1b,-1.083,-0.8,-1.291,1.083,0.26,-0.187,0.8,-0.26,-0.448,1.291,0.187,0.448
Eif2a,1.935,-0.152,0.13,-1.935,-1.91,-1.654,0.152,1.91,0.258,-0.13,1.654,-0.258
Ptdss1,-0.063,-1.233,-0.908,0.063,-1.069,-0.771,1.233,1.069,0.299,0.908,0.771,-0.299
Olfr1306,,,,,,,,,,,,
Mif-ps3,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Rnd1,1.009,1.722,0.325,-1.009,0.655,-0.629,-1.722,-0.655,-1.285,-0.325,0.629,1.285
Psg17,,,,,,,,,,,,
Gm8523,,,,,,,,,,,,
Gm19113,-0.201,0.179,-0.622,0.201,0.346,-0.384,-0.179,-0.346,-0.721,0.622,0.384,0.721
Gm11865,0.85,0.028,-0.363,-0.85,-0.766,-1.107,-0.028,0.766,-0.357,0.363,1.107,0.357
Dnajb13,-0.732,0.027,-0.352,0.732,0.696,0.35,-0.027,-0.696,-0.347,0.352,-0.35,0.347
Tmtc1,1.638,0.93,1.021,-1.638,-0.74,-0.666,-0.93,0.74,0.081,-1.021,0.666,-0.081
Snrnp200,-0.166,0.342,0.424,0.166,0.463,0.539,-0.342,-0.463,0.075,-0.424,-0.539,-0.075
Tectb,,,,,,,,,,,,
Gm20689,0.13,-0.05,0.587,-0.13,-0.164,0.417,0.05,0.164,0.584,-0.587,-0.417,-0.584
Gm12850,-1.289,-1.395,-1.016,1.289,-0.093,0.252,1.395,0.093,0.347,1.016,-0.252,-0.347
Gm5733,,,,,,,,,,,,
Gm7726,-0.099,0.246,0.268,0.099,0.315,0.335,-0.246,-0.315,0.0,-0.268,-0.335,0.0
Bbx,-1.288,0.277,-0.233,1.288,1.43,0.965,-0.277,-1.43,-0.466,0.233,-0.965,0.466
AU022252,0.66,-0.605,-0.616,-0.66,-1.155,-1.166,0.605,1.155,-0.01,0.616,1.166,0.01
Mpdu1,1.203,0.676,0.172,-1.203,-0.485,-0.944,-0.676,0.485,-0.461,-0.172,0.944,0.461
Rps17,1.399,-0.465,0.507,-1.399,-1.702,-0.815,0.465,1.702,0.888,-0.507,0.815,-0.888
Rnf157,-0.338,0.08,0.203,0.338,0.384,0.496,-0.08,-0.384,0.112,-0.203,-0.496,-0.112
C1galt1,-0.023,0.015,1.527,0.023,0.035,1.416,-0.015,-0.035,1.382,-1.527,-1.416,-1.382
AC166779.3,-0.112,-0.211,0.286,0.112,-0.089,0.366,0.211,0.089,0.456,-0.286,-0.366,-0.456
Nkx6-1,-0.418,0.2,0.198,0.418,0.56,0.561,-0.2,-0.56,-0.003,-0.198,-0.561,0.003
Gm48391,-0.374,-0.244,-0.704,0.374,0.12,-0.298,0.244,-0.12,-0.42,0.704,0.298,0.42
Nipal3,0.244,0.247,0.57,-0.244,0.002,0.298,-0.247,-0.002,0.296,-0.57,-0.298,-0.296
Lats2,0.773,2.295,1.322,-0.773,1.391,0.501,-2.295,-1.391,-0.89,-1.322,-0.501,0.89
Ush1g,0.355,-0.027,0.398,-0.355,-0.352,0.035,0.027,0.352,0.392,-0.398,-0.035,-0.392
Gm2735,0.887,0.085,-0.133,-0.887,-0.744,-0.947,-0.085,0.744,-0.199,0.133,0.947,0.199
Krt40,,,,,,,,,,,,
Map3k6,1.079,1.331,1.064,-1.079,0.257,-0.028,-1.331,-0.257,-0.288,-1.064,0.028,0.288
Cyp4a28-ps,,,,,,,,,,,,
Gm12093,0.0,-0.5,-0.295,0.0,-0.46,-0.275,0.5,0.46,0.181,0.295,0.275,-0.181
Foxd4,0.0,0.0,-0.451,0.0,0.0,-0.416,0.0,0.0,-0.441,0.451,0.416,0.441
Ptprz1,-0.247,0.68,-0.119,0.247,0.845,0.117,-0.68,-0.845,-0.733,0.119,-0.117,0.733
Uggt1,0.277,0.457,-0.306,-0.277,0.164,-0.533,-0.457,-0.164,-0.697,0.306,0.533,0.697
Sult2a3,,,,,,,,,,,,
Gm28877,,,,,,,,,,,,
Daxx,-1.53,-0.151,0.121,1.53,1.262,1.511,0.151,-1.262,0.249,-0.121,-1.511,-0.249
Retreg2,1.829,0.739,1.471,-1.829,-0.996,-0.328,-0.739,0.996,0.668,-1.471,0.328,-0.668
Gm6392,0.097,0.052,0.44,-0.097,-0.042,0.313,-0.052,0.042,0.356,-0.44,-0.313,-0.356
Olfr1457,0.709,0.031,0.019,-0.709,-0.625,-0.638,-0.031,0.625,-0.012,-0.019,0.638,0.012
Gm48564,0.217,0.244,0.266,-0.217,0.0,0.0,-0.244,0.0,0.0,-0.266,0.0,0.0
Gm27190,,,,,,,,,,,,
Rnf212,-0.548,-0.102,-0.469,0.548,0.41,0.076,0.102,-0.41,-0.336,0.469,-0.076,0.336
Acd,0.398,-0.081,1.304,-0.398,-0.438,0.826,0.081,0.438,1.268,-1.304,-0.826,-1.268
Olfr681,1.136,-0.413,-0.472,-1.136,-1.407,-1.456,0.413,1.407,-0.053,0.472,1.456,0.053
Gm8872,,,,,,,,,,,,
Dnajc4,-0.403,0.815,0.077,0.403,1.114,0.44,-0.815,-1.114,-0.679,-0.077,-0.44,0.679
Gbp5,-1.897,-1.581,-1.395,1.897,0.294,0.467,1.581,-0.294,0.173,1.395,-0.467,-0.173
Gm11222,-0.317,-0.279,-0.25,0.317,0.035,0.061,0.279,-0.035,0.026,0.25,-0.061,-0.026
Hs2st1,-0.25,0.384,0.536,0.25,0.58,0.719,-0.384,-0.58,0.138,-0.536,-0.719,-0.138
Clmp,0.913,1.139,0.969,-0.913,0.213,0.052,-1.139,-0.213,-0.161,-0.969,-0.052,0.161
Gm28504,,,,,,,,,,,,
Trav11,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Mical1,0.081,2.119,-0.53,-0.081,1.861,-0.558,-2.119,-1.861,-2.419,0.53,0.558,2.419
Spink11,,,,,,,,,,,,
Spryd3,0.841,0.636,1.731,-0.841,-0.188,0.811,-0.636,0.188,1.001,-1.731,-0.811,-1.001
AI837181,-0.348,-0.454,0.036,0.348,-0.095,0.352,0.454,0.095,0.449,-0.036,-0.352,-0.449
Exoc2,0.323,0.16,-0.544,-0.323,-0.149,-0.791,-0.16,0.149,-0.642,0.544,0.791,0.642
Mif,-0.376,-1.23,-0.06,0.376,-0.779,0.289,1.23,0.779,1.069,0.06,-0.289,-1.069
Brs3,,,,,,,,,,,,
Syt3,-0.201,-0.812,0.0,0.201,-0.551,0.234,0.812,0.551,0.788,0.0,-0.234,-0.788
Gm50047,0.337,0.045,0.012,-0.337,-0.272,-0.302,-0.045,0.272,-0.03,-0.012,0.302,0.03
Tcrg-V6,0.314,0.15,0.805,-0.314,-0.155,0.467,-0.15,0.155,0.621,-0.805,-0.467,-0.621
Gm12464,-0.318,0.0,0.0,0.318,0.32,0.34,0.0,-0.32,0.0,0.0,-0.34,0.0
Gm12445,-0.289,0.861,-0.605,0.289,1.046,-0.286,-0.861,-1.046,-1.301,0.605,0.286,1.301
Svop,-0.529,0.813,0.759,0.529,1.226,1.181,-0.813,-1.226,-0.061,-0.759,-1.181,0.061
Sun2,2.963,2.442,1.668,-2.963,-0.477,-1.184,-2.442,0.477,-0.707,-1.668,1.184,0.707
Gm11942,0.191,-0.194,-0.272,-0.191,-0.351,-0.422,0.194,0.351,-0.071,0.272,0.422,0.071
Gm48943,,,,,,,,,,,,
Cenpf,-0.575,-0.289,-0.349,0.575,0.261,0.206,0.289,-0.261,-0.055,0.349,-0.206,0.055
1700128F08Rik,-0.678,-0.335,-0.198,0.678,0.315,0.442,0.335,-0.315,0.127,0.198,-0.442,-0.127
Klra1,0.157,-0.52,0.085,-0.157,-0.612,-0.068,0.52,0.612,0.555,-0.085,0.068,-0.555
Mitd1,-0.9,-0.265,0.212,0.9,0.582,1.019,0.265,-0.582,0.437,-0.212,-1.019,-0.437
Lrp11,0.35,0.702,-0.089,-0.35,0.314,-0.401,-0.702,-0.314,-0.723,0.089,0.401,0.723
Myg1,0.135,-0.374,1.007,-0.135,-0.465,0.794,0.374,0.465,1.263,-1.007,-0.794,-1.263
Gm49697,,,,,,,,,,,,
Rps10,0.798,-0.08,0.41,-0.798,-0.802,-0.354,0.08,0.802,0.448,-0.41,0.354,-0.448
Cyp2d34-ps,0.334,0.597,0.043,-0.334,0.242,-0.27,-0.597,-0.242,-0.515,-0.043,0.27,0.515
Crx,0.912,-0.049,-0.121,-0.912,-0.882,-0.95,0.049,0.882,-0.066,0.121,0.95,0.066
Tpsb2,,,,,,,,,,,,
Gm13552,,,,,,,,,,,,
Gm47886,,,,,,,,,,,,
Marcksl1-ps4,,,,,,,,,,,,
Olfr454-ps1,,,,,,,,,,,,
Kars-ps1,,,,,,,,,,,,
Gjb2,,,,,,,,,,,,
Gm42861,,,,,,,,,,,,
Gm49647,,,,,,,,,,,,
Tifab,-0.213,0.804,-0.694,0.213,0.932,-0.437,-0.804,-0.932,-1.366,0.694,0.437,1.366
Gm44966,,,,,,,,,,,,
Gm13210,,,,,,,,,,,,
Olfr52,-0.696,-1.038,-0.198,0.696,-0.316,0.462,1.038,0.316,0.777,0.198,-0.462,-0.777
Lclat1,-0.355,0.06,0.355,0.355,0.383,0.653,-0.06,-0.383,0.272,-0.355,-0.653,-0.272
Gm4735,1.02,-0.498,1.07,-1.02,-1.378,0.0,0.498,1.378,1.424,-1.07,0.0,-1.424
Zzz3,-0.354,0.246,-0.079,0.354,0.549,0.252,-0.246,-0.549,-0.298,0.079,-0.252,0.298
Bik,-0.728,-0.258,1.541,0.728,0.434,2.079,0.258,-0.434,1.662,-1.541,-2.079,-1.662
Gm14470,,,,,,,,,,,,
Fmo9,,,,,,,,,,,,
Mmp27,0.562,0.589,0.611,-0.562,0.0,0.0,-0.589,0.0,0.0,-0.611,0.0,0.0
Gm47052,,,,,,,,,,,,
Traj11,-0.384,0.022,0.172,0.384,0.373,0.512,-0.022,-0.373,0.138,-0.172,-0.512,-0.138
Vmn2r-ps65,,,,,,,,,,,,
Gm49836,,,,,,,,,,,,
Tmem242,0.359,-0.136,0.437,-0.359,-0.453,0.069,0.136,0.453,0.525,-0.437,-0.069,-0.525
Gm9013,-0.465,-0.211,-0.655,0.465,0.233,-0.17,0.211,-0.233,-0.406,0.655,0.17,0.406
Slain1,-0.9,0.007,0.069,0.9,0.828,0.886,-0.007,-0.828,0.057,-0.069,-0.886,-0.057
Cd163,-1.243,-0.151,-1.475,1.243,1.001,-0.196,0.151,-1.001,-1.208,1.475,0.196,1.208
Gm4853,0.351,0.889,-0.105,-0.351,0.474,-0.419,-0.889,-0.474,-0.923,0.105,0.419,0.923
Pex26,0.835,0.147,0.301,-0.835,-0.632,-0.496,-0.147,0.632,0.14,-0.301,0.496,-0.14
Gm6767,-0.856,-0.261,-0.406,0.856,0.546,0.417,0.261,-0.546,-0.132,0.406,-0.417,0.132
G0s2,0.23,-2.508,-0.212,-0.23,-2.489,-0.405,2.508,2.489,2.106,0.212,0.405,-2.106
Scg5,0.523,0.675,-0.524,-0.523,0.138,-0.958,-0.675,-0.138,-1.098,0.524,0.958,1.098
Ankrd55,0.008,-0.287,-0.526,-0.008,-0.265,-0.479,0.287,0.265,-0.218,0.526,0.479,0.218
Nomo1,-1.217,0.1,-0.649,1.217,1.203,0.521,-0.1,-1.203,-0.684,0.649,-0.521,0.684
Gm48132,-0.751,0.242,-0.538,0.751,0.907,0.195,-0.242,-0.907,-0.713,0.538,-0.195,0.713
Plpp5,-0.306,-0.144,-0.511,0.306,0.148,-0.186,0.144,-0.148,-0.335,0.511,0.186,0.335
Klk13,-0.249,0.248,1.191,0.249,0.447,1.307,-0.248,-0.447,0.851,-1.191,-1.307,-0.851
Gm4850,,,,,,,,,,,,
Gm48982,,,,,,,,,,,,
Gm19085,-0.166,1.197,0.22,0.166,1.255,0.353,-1.197,-1.255,-0.921,-0.22,-0.353,0.921
Gm18560,,,,,,,,,,,,
Npnt,0.153,-0.523,1.686,-0.153,-0.608,1.38,0.523,0.608,2.036,-1.686,-1.38,-2.036
mt-Cytb,0.05,0.072,1.527,-0.05,0.02,1.348,-0.072,-0.02,1.328,-1.527,-1.348,-1.328
Uhrf1,0.054,-0.746,0.074,-0.054,-0.731,0.018,0.746,0.731,0.748,-0.074,-0.018,-0.748
Nfe2,-0.323,1.622,0.056,0.323,1.762,0.348,-1.622,-1.762,-1.447,-0.056,-0.348,1.447
Lsm11,-0.003,-0.717,0.619,0.003,-0.653,0.568,0.717,0.653,1.223,-0.619,-0.568,-1.223
Zfp697,-0.189,-0.218,-1.067,0.189,-0.026,-0.798,0.218,0.026,-0.775,1.067,0.798,0.775
Syt17,-0.45,0.44,-0.871,0.45,0.815,-0.38,-0.44,-0.815,-1.199,0.871,0.38,1.199
Sirt5,0.503,0.164,0.355,-0.503,-0.309,-0.136,-0.164,0.309,0.174,-0.355,0.136,-0.174
Trmu,0.072,-0.146,-0.846,-0.072,-0.2,-0.84,0.146,0.2,-0.641,0.846,0.84,0.641
Prrc2a,-0.701,-0.511,-0.818,0.701,0.173,-0.107,0.511,-0.173,-0.28,0.818,0.107,0.28
Irx6,,,,,,,,,,,,
Slc17a2,0.913,-0.181,-0.62,-0.913,-1.013,-1.401,0.181,1.013,-0.402,0.62,1.401,0.402
Sfi1,0.591,1.533,-0.954,-0.591,0.859,-1.41,-1.533,-0.859,-2.272,0.954,1.41,2.272
Lonrf2,0.167,0.219,0.837,-0.167,0.047,0.63,-0.219,-0.047,0.585,-0.837,-0.63,-0.585
Ccdc171,0.46,0.525,-0.159,-0.46,0.062,-0.568,-0.525,-0.062,-0.628,0.159,0.568,0.628
Ndufaf4,0.64,0.748,-0.381,-0.64,0.094,-0.936,-0.748,-0.094,-1.038,0.381,0.936,1.038
Vmn2r24,0.682,-0.273,-0.643,-0.682,-0.875,-1.213,0.273,0.875,-0.338,0.643,1.213,0.338
Gm5854,0.403,-0.261,0.452,-0.403,-0.611,0.0,0.261,0.611,0.657,-0.452,0.0,-0.657
Gm32180,,,,,,,,,,,,
Anapc13,-0.025,0.675,-0.07,0.025,0.639,-0.041,-0.675,-0.639,-0.685,0.07,0.041,0.685
Gm28814,,,,,,,,,,,,
Gm9003,,,,,,,,,,,,
Olfr533,1.338,0.766,1.061,-1.338,-0.588,-0.317,-0.766,0.588,0.282,-1.061,0.317,-0.282
Pcsk5,0.008,-0.984,-0.55,-0.008,-0.879,-0.496,0.984,0.879,0.408,0.55,0.496,-0.408
