gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Gm8163,,,,,,,,,,,,
Vps53,0.014,0.045,0.08,-0.014,0.031,0.066,-0.045,-0.031,0.035,-0.08,-0.066,-0.035
Gm7001,,,,,,,,,,,,
Gm47146,,,,,,,,,,,,
Gm8616,1.863,1.985,2.086,-1.863,0.0,0.0,-1.985,0.0,0.0,-2.086,0.0,0.0
Ciita,0.236,0.331,-0.367,-0.236,0.095,-0.603,-0.331,-0.095,-0.699,0.367,0.603,0.699
2210016L21Rik,-0.127,-0.107,0.01,0.127,0.019,0.137,0.107,-0.019,0.118,-0.01,-0.137,-0.118
Slc10a5,0.369,0.543,2.065,-0.369,0.174,1.696,-0.543,-0.174,1.522,-2.065,-1.696,-1.522
Sod2,0.158,-0.088,-0.038,-0.158,-0.247,-0.197,0.088,0.247,0.05,0.038,0.197,-0.05
Atp8b1,-0.441,-1.395,-0.362,0.441,-0.955,0.079,1.395,0.955,1.034,0.362,-0.079,-1.034
Ugt1a7c,-1.37,-2.053,-1.404,1.37,-0.683,-0.034,2.053,0.683,0.649,1.404,0.034,-0.649
Zfp975,-0.533,0.051,-0.177,0.533,0.584,0.356,-0.051,-0.584,-0.228,0.177,-0.356,0.228
Olfr203,,,,,,,,,,,,
Gm20491,,,,,,,,,,,,
Hist2h3c1,0.192,-0.204,-0.446,-0.192,-0.397,-0.639,0.204,0.397,-0.242,0.446,0.639,0.242
Gm9102,,,,,,,,,,,,
Gm10073,-0.466,1.102,-2.16,0.466,1.568,-1.694,-1.102,-1.568,-3.262,2.16,1.694,3.262
Gpt2,-0.918,-1.49,-0.064,0.918,-0.573,0.853,1.49,0.573,1.426,0.064,-0.853,-1.426
Gm49105,-2.991,0.0,0.0,2.991,3.141,3.241,0.0,-3.141,0.0,0.0,-3.241,0.0
Abhd11os,,,,,,,,,,,,
Gm14042,,,,,,,,,,,,
Gm8247,,,,,,,,,,,,
Mtrf1l,0.221,-0.092,0.066,-0.221,-0.313,-0.155,0.092,0.313,0.158,-0.066,0.155,-0.158
Polr1e,0.354,0.034,0.065,-0.354,-0.32,-0.288,-0.034,0.32,0.032,-0.065,0.288,-0.032
Slc29a4,0.66,0.478,0.959,-0.66,-0.182,0.299,-0.478,0.182,0.481,-0.959,-0.299,-0.481
Olfr11,-0.135,0.392,-0.009,0.135,0.527,0.125,-0.392,-0.527,-0.402,0.009,-0.125,0.402
Gm47185,,,,,,,,,,,,
Gm15516,0.16,0.428,-0.004,-0.16,0.268,-0.164,-0.428,-0.268,-0.432,0.004,0.164,0.432
Oip5,0.022,-0.418,-0.042,-0.022,-0.44,-0.064,0.418,0.44,0.376,0.042,0.064,-0.376
Ccl27a,0.265,0.393,0.173,-0.265,0.129,-0.091,-0.393,-0.129,-0.22,-0.173,0.091,0.22
S1pr5,0.457,0.464,0.23,-0.457,0.006,-0.227,-0.464,-0.006,-0.234,-0.23,0.227,0.234
Gm4535,,,,,,,,,,,,
Gm10290,-0.657,-0.654,1.076,0.657,0.003,1.733,0.654,-0.003,1.73,-1.076,-1.733,-1.73
Defb5,,,,,,,,,,,,
Slc6a1,1.733,-0.853,1.141,-1.733,-2.586,-0.592,0.853,2.586,1.994,-1.141,0.592,-1.994
Smlr1,-0.89,-0.266,-0.411,0.89,0.624,0.479,0.266,-0.624,-0.146,0.411,-0.479,0.146
Magea2,,,,,,,,,,,,
Mllt10,0.032,-0.163,-0.14,-0.032,-0.194,-0.172,0.163,0.194,0.023,0.14,0.172,-0.023
Gm5175,0.093,-1.336,-0.448,-0.093,-1.429,-0.541,1.336,1.429,0.888,0.448,0.541,-0.888
Slc44a4,,,,,,,,,,,,
Olfr1193,0.99,-0.308,1.213,-0.99,-1.298,0.0,0.308,1.298,1.52,-1.213,0.0,-1.52
Fancl,-0.032,-0.568,-0.22,0.032,-0.537,-0.189,0.568,0.537,0.348,0.22,0.189,-0.348
Gm48589,,,,,,,,,,,,
Asf1a,0.109,-0.121,0.251,-0.109,-0.23,0.142,0.121,0.23,0.372,-0.251,-0.142,-0.372
Gm8877,,,,,,,,,,,,
Gm9614,-1.191,0.55,0.675,1.191,1.741,1.866,-0.55,-1.741,0.125,-0.675,-1.866,-0.125
Vmn1r192,0.301,2.01,0.422,-0.301,1.709,0.121,-2.01,-1.709,-1.588,-0.422,-0.121,1.588
Oasl2,0.049,1.098,-0.063,-0.049,1.049,-0.113,-1.098,-1.049,-1.162,0.063,0.113,1.162
Dck,-0.079,-0.148,-0.022,0.079,-0.069,0.057,0.148,0.069,0.127,0.022,-0.057,-0.127
Ppcdc,0.072,0.065,-0.008,-0.072,-0.007,-0.08,-0.065,0.007,-0.072,0.008,0.08,0.072
Thada,-0.068,-0.02,-0.136,0.068,0.048,-0.068,0.02,-0.048,-0.116,0.136,0.068,0.116
Rpl31-ps18,-0.53,3.035,0.552,0.53,3.565,1.082,-3.035,-3.565,-2.483,-0.552,-1.082,2.483
Msl3,-0.025,-0.116,0.098,0.025,-0.091,0.124,0.116,0.091,0.214,-0.098,-0.124,-0.214
Scgb2b9-ps,,,,,,,,,,,,
Speer4f1,,,,,,,,,,,,
Zfp493,-0.586,-0.838,-0.661,0.586,-0.252,-0.075,0.838,0.252,0.177,0.661,0.075,-0.177
Gm49829,,,,,,,,,,,,
Gm6505,-0.353,1.024,-0.034,0.353,1.377,0.318,-1.024,-1.377,-1.058,0.034,-0.318,1.058
Gm5864,-2.377,0.0,-2.373,2.377,2.527,0.005,0.0,-2.527,-2.523,2.373,-0.005,2.523
Trav7d-2,,,,,,,,,,,,
Casp16,-1.027,1.311,0.117,1.027,2.339,1.144,-1.311,-2.339,-1.195,-0.117,-1.144,1.195
Gm6362,,,,,,,,,,,,
Rep15,-0.275,-0.336,-0.389,0.275,-0.061,-0.114,0.336,0.061,-0.053,0.389,0.114,0.053
Gm15203,,,,,,,,,,,,
2810004N23Rik,-0.097,-0.095,0.009,0.097,0.002,0.106,0.095,-0.002,0.103,-0.009,-0.106,-0.103
Gm4518,-0.711,1.382,0.857,0.711,2.093,1.568,-1.382,-2.093,-0.525,-0.857,-1.568,0.525
Gm42522,2.428,-0.541,2.651,-2.428,-2.969,0.0,0.541,2.969,3.192,-2.651,0.0,-3.192
Gm19612,,,,,,,,,,,,
Gm7030,1.049,1.197,1.341,-1.049,0.148,0.292,-1.197,-0.148,0.144,-1.341,-0.292,-0.144
Gm48154,,,,,,,,,,,,
Polr2a,-0.418,-0.244,-0.556,0.418,0.174,-0.138,0.244,-0.174,-0.312,0.556,0.138,0.312
Olfr1262,-0.054,-0.599,-0.286,0.054,-0.544,-0.231,0.599,0.544,0.313,0.286,0.231,-0.313
Hrg,,,,,,,,,,,,
Lyrm7,0.178,0.265,-0.329,-0.178,0.087,-0.506,-0.265,-0.087,-0.594,0.329,0.506,0.594
Ighv9-1,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm12904,0.0,0.0,-2.376,0.0,0.0,-2.404,0.0,0.0,-2.526,2.376,2.404,2.526
Gm2367,0.375,1.966,2.066,-0.375,1.592,1.692,-1.966,-1.592,0.0,-2.066,-1.692,0.0
Dsn1,-0.125,-0.107,-0.299,0.125,0.018,-0.174,0.107,-0.018,-0.191,0.299,0.174,0.191
Cyth4,-0.028,0.073,-0.051,0.028,0.101,-0.023,-0.073,-0.101,-0.124,0.051,0.023,0.124
Ezh2,-0.151,-0.158,-0.161,0.151,-0.008,-0.011,0.158,0.008,-0.003,0.161,0.011,0.003
Srsf4,-0.063,0.146,0.065,0.063,0.209,0.128,-0.146,-0.209,-0.08,-0.065,-0.128,0.08
Gm14747,-0.111,-0.713,-0.3,0.111,-0.602,-0.189,0.713,0.602,0.413,0.3,0.189,-0.413
Ints4,-0.155,-0.175,-0.215,0.155,-0.02,-0.06,0.175,0.02,-0.04,0.215,0.06,0.04
Oog2,,,,,,,,,,,,
Dennd2c,-0.112,0.253,-0.196,0.112,0.365,-0.085,-0.253,-0.365,-0.449,0.196,0.085,0.449
Rpl3-ps2,-0.476,-1.14,-1.479,0.476,-0.664,-1.003,1.14,0.664,-0.34,1.479,1.003,0.34
Cd79b,0.188,0.622,0.314,-0.188,0.435,0.126,-0.622,-0.435,-0.308,-0.314,-0.126,0.308
Vcp,-0.094,-0.013,-0.0,0.094,0.081,0.094,0.013,-0.081,0.013,0.0,-0.094,-0.013
Ulbp1,0.246,0.019,0.094,-0.246,-0.228,-0.152,-0.019,0.228,0.075,-0.094,0.152,-0.075
Rnf187,0.095,-0.072,0.035,-0.095,-0.167,-0.06,0.072,0.167,0.107,-0.035,0.06,-0.107
Eri1,0.057,-0.084,0.095,-0.057,-0.141,0.037,0.084,0.141,0.178,-0.095,-0.037,-0.178
1110017D15Rik,1.679,0.268,-0.608,-1.679,-1.41,-2.287,-0.268,1.41,-0.877,0.608,2.287,0.877
Spty2d1,0.226,0.38,0.248,-0.226,0.154,0.022,-0.38,-0.154,-0.132,-0.248,-0.022,0.132
Ighv2-9-1,0.0,-2.225,0.0,0.0,-2.253,0.0,2.225,2.253,2.476,0.0,0.0,-2.476
Gm21905,,,,,,,,,,,,
Obox4-ps2,,,,,,,,,,,,
Gm12358,,,,,,,,,,,,
D030056L22Rik,0.016,-0.229,0.001,-0.016,-0.244,-0.015,0.229,0.244,0.229,-0.001,0.015,-0.229
Gm35931,,,,,,,,,,,,
AC133968.1,,,,,,,,,,,,
Elp6,-0.004,-0.116,-0.074,0.004,-0.112,-0.07,0.116,0.112,0.042,0.074,0.07,-0.042
B230118H07Rik,0.785,-0.003,0.965,-0.785,-0.788,0.179,0.003,0.788,0.967,-0.965,-0.179,-0.967
Gm21063,,,,,,,,,,,,
Gls2,-0.074,0.736,0.712,0.074,0.81,0.785,-0.736,-0.81,-0.025,-0.712,-0.785,0.025
Tial1,-0.055,-0.161,-0.104,0.055,-0.106,-0.049,0.161,0.106,0.057,0.104,0.049,-0.057
Obox3-ps4,,,,,,,,,,,,
Sec61a1,-0.038,-0.036,-0.141,0.038,0.002,-0.103,0.036,-0.002,-0.105,0.141,0.103,0.105
Anapc16,-0.045,-0.027,-0.026,0.045,0.018,0.019,0.027,-0.018,0.001,0.026,-0.019,-0.001
Gm21060,-0.937,0.13,-0.502,0.937,1.067,0.436,-0.13,-1.067,-0.631,0.502,-0.436,0.631
Slc22a26,-1.402,0.0,0.0,1.402,1.552,1.652,0.0,-1.552,0.0,0.0,-1.652,0.0
Gtf2h1,0.111,-0.018,-0.02,-0.111,-0.128,-0.131,0.018,0.128,-0.003,0.02,0.131,0.003
Clcn1,0.089,0.991,-0.531,-0.089,0.901,-0.621,-0.991,-0.901,-1.522,0.531,0.621,1.522
Gm38019,,,,,,,,,,,,
Olfr368,,,,,,,,,,,,
Olfr1378,1.498,0.612,0.171,-1.498,-0.886,-1.326,-0.612,0.886,-0.44,-0.171,1.326,0.44
Avpr1a,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Cdca3,-0.121,-0.291,0.148,0.121,-0.17,0.269,0.291,0.17,0.44,-0.148,-0.269,-0.44
Vmn1r-ps137,,,,,,,,,,,,
Hist1h4k,0.024,-0.329,-0.115,-0.024,-0.352,-0.138,0.329,0.352,0.214,0.115,0.138,-0.214
Riok2,0.245,0.091,0.182,-0.245,-0.154,-0.063,-0.091,0.154,0.091,-0.182,0.063,-0.091
Pla2g4b,-0.223,-0.643,-0.402,0.223,-0.42,-0.179,0.643,0.42,0.241,0.402,0.179,-0.241
Xpo1,-0.011,-0.017,0.049,0.011,-0.006,0.06,0.017,0.006,0.067,-0.049,-0.06,-0.067
Olfr1488-ps1,,,,,,,,,,,,
Iqcb1,-0.105,0.022,-0.253,0.105,0.127,-0.148,-0.022,-0.127,-0.274,0.253,0.148,0.274
Gm47825,,,,,,,,,,,,
Olfr1505,0.216,-0.08,0.154,-0.216,-0.295,-0.062,0.08,0.295,0.233,-0.154,0.062,-0.233
Olfr1235-ps1,,,,,,,,,,,,
Nudt10,,,,,,,,,,,,
Defa-ps12,,,,,,,,,,,,
Cox18,0.036,-0.046,0.032,-0.036,-0.083,-0.005,0.046,0.083,0.078,-0.032,0.005,-0.078
Gm18367,1.488,1.599,-0.2,-1.488,0.112,-1.688,-1.599,-0.112,-1.799,0.2,1.688,1.799
Zfyve27,0.203,0.184,0.132,-0.203,-0.019,-0.071,-0.184,0.019,-0.052,-0.132,0.071,0.052
Tctex1d1,0.099,0.757,0.807,-0.099,0.658,0.709,-0.757,-0.658,0.051,-0.807,-0.709,-0.051
Bambi,0.482,0.971,0.347,-0.482,0.489,-0.135,-0.971,-0.489,-0.624,-0.347,0.135,0.624
Gm8837,,,,,,,,,,,,
Prl2c3,,,,,,,,,,,,
Rnf216,0.263,0.146,0.117,-0.263,-0.117,-0.147,-0.146,0.117,-0.03,-0.117,0.147,0.03
Olfr435,,,,,,,,,,,,
Sdsl,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Mier2,-0.162,-0.259,-0.155,0.162,-0.097,0.007,0.259,0.097,0.104,0.155,-0.007,-0.104
Gm5453,1.983,-0.4,2.122,-1.983,-2.383,0.139,0.4,2.383,2.522,-2.122,-0.139,-2.522
Gm12611,,,,,,,,,,,,
Gm14481,,,,,,,,,,,,
Gm11447,,,,,,,,,,,,
Psg21,,,,,,,,,,,,
Tmem87b,-0.019,0.304,0.163,0.019,0.323,0.182,-0.304,-0.323,-0.141,-0.163,-0.182,0.141
Ccdc74a,-1.109,0.12,-1.764,1.109,1.228,-0.655,-0.12,-1.228,-1.884,1.764,0.655,1.884
Olfr138,,,,,,,,,,,,
Gm12969,-0.443,-1.325,-1.066,0.443,-0.882,-0.622,1.325,0.882,0.259,1.066,0.622,-0.259
Slco6c1,-0.306,-0.086,0.201,0.306,0.22,0.507,0.086,-0.22,0.287,-0.201,-0.507,-0.287
Hipk2,-0.38,0.292,-0.045,0.38,0.672,0.335,-0.292,-0.672,-0.337,0.045,-0.335,0.337
Gas8,0.411,0.218,-0.076,-0.411,-0.193,-0.487,-0.218,0.193,-0.294,0.076,0.487,0.294
Fdps,-0.126,-0.5,-0.258,0.126,-0.374,-0.132,0.5,0.374,0.242,0.258,0.132,-0.242
Col27a1,0.289,0.49,0.304,-0.289,0.201,0.015,-0.49,-0.201,-0.186,-0.304,-0.015,0.186
Dmpk,-0.119,0.345,-1.556,0.119,0.464,-1.437,-0.345,-0.464,-1.901,1.556,1.437,1.901
Lrrc10b,2.438,-0.592,1.212,-2.438,-3.031,-1.226,0.592,3.031,1.804,-1.212,1.226,-1.804
Gm36980,,,,,,,,,,,,
Gm9731,-1.448,0.0,0.0,1.448,1.598,1.698,0.0,-1.598,0.0,0.0,-1.698,0.0
Palm2,-0.557,3.026,0.323,0.557,3.583,0.88,-3.026,-3.583,-2.702,-0.323,-0.88,2.702
S100a4,0.223,0.187,0.251,-0.223,-0.036,0.028,-0.187,0.036,0.064,-0.251,-0.028,-0.064
Hspb2,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm28105,,,,,,,,,,,,
Fam170a,,,,,,,,,,,,
Ifitm10,0.261,0.32,0.136,-0.261,0.059,-0.125,-0.32,-0.059,-0.184,-0.136,0.125,0.184
Gm28996,,,,,,,,,,,,
Bmp4,-0.793,0.58,-1.253,0.793,1.373,-0.459,-0.58,-1.373,-1.833,1.253,0.459,1.833
Gpr26,0.123,0.272,-0.042,-0.123,0.149,-0.165,-0.272,-0.149,-0.313,0.042,0.165,0.313
Lim2,0.182,-1.811,-1.631,-0.182,-1.993,-1.813,1.811,1.993,0.18,1.631,1.813,-0.18
Traj56,0.003,0.161,-0.24,-0.003,0.159,-0.243,-0.161,-0.159,-0.402,0.24,0.243,0.402
Olfr929-ps1,,,,,,,,,,,,
Tnfaip8l3,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Gm9009,1.392,0.599,3.061,-1.392,-0.793,1.669,-0.599,0.793,2.462,-3.061,-1.669,-2.462
Gm19058,,,,,,,,,,,,
Gm19680,0.464,-0.467,0.544,-0.464,-0.932,0.08,0.467,0.932,1.011,-0.544,-0.08,-1.011
Fgf14,,,,,,,,,,,,
Pigc,0.137,0.034,0.129,-0.137,-0.103,-0.008,-0.034,0.103,0.095,-0.129,0.008,-0.095
Gm49073,,,,,,,,,,,,
Rhox3d-ps,,,,,,,,,,,,
Ubqln4,-0.001,-0.04,0.114,0.001,-0.039,0.115,0.04,0.039,0.154,-0.114,-0.115,-0.154
Gm49903,,,,,,,,,,,,
Tex28,,,,,,,,,,,,
Olfr387-ps1,0.176,1.888,-1.5,-0.176,1.712,-1.676,-1.888,-1.712,-3.388,1.5,1.676,3.388
Rpl10-ps5,-0.782,5.294,5.395,0.782,6.076,6.176,-5.294,-6.076,0.0,-5.395,-6.176,0.0
Gm40319,0.47,2.025,0.558,-0.47,1.555,0.087,-2.025,-1.555,-1.467,-0.558,-0.087,1.467
Cdhr2,,,,,,,,,,,,
Fthl17e,,,,,,,,,,,,
Zgrf1,-0.217,-0.427,-0.254,0.217,-0.21,-0.038,0.427,0.21,0.173,0.254,0.038,-0.173
Lkaaear1,,,,,,,,,,,,
Notch1,-0.368,-0.351,-0.199,0.368,0.017,0.169,0.351,-0.017,0.152,0.199,-0.169,-0.152
Treml4,0.333,0.814,-0.292,-0.333,0.481,-0.625,-0.814,-0.481,-1.105,0.292,0.625,1.105
Dhx29,0.302,0.108,0.068,-0.302,-0.194,-0.234,-0.108,0.194,-0.04,-0.068,0.234,0.04
Ring1,0.387,0.371,0.272,-0.387,-0.016,-0.114,-0.371,0.016,-0.099,-0.272,0.114,0.099
Gm12517,1.026,1.139,-1.041,-1.026,0.113,-2.067,-1.139,-0.113,-2.179,1.041,2.067,2.179
Ighv2-6-8,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Mmp21,-2.165,-2.816,-1.605,2.165,-0.651,0.56,2.816,0.651,1.211,1.605,-0.56,-1.211
Shisa2,-0.441,-1.847,-1.061,0.441,-1.406,-0.62,1.847,1.406,0.786,1.061,0.62,-0.786
Lef1,-0.01,-0.134,-0.008,0.01,-0.124,0.002,0.134,0.124,0.126,0.008,-0.002,-0.126
Ogfrl1,0.396,0.86,0.887,-0.396,0.464,0.491,-0.86,-0.464,0.027,-0.887,-0.491,-0.027
Sap30,0.058,-0.083,0.378,-0.058,-0.141,0.321,0.083,0.141,0.462,-0.378,-0.321,-0.462
Gm9109,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Gm48557,0.87,0.557,0.081,-0.87,-0.312,-0.789,-0.557,0.312,-0.476,-0.081,0.789,0.476
Gm14882,,,,,,,,,,,,
Cetn3,0.036,0.162,0.006,-0.036,0.126,-0.03,-0.162,-0.126,-0.157,-0.006,0.03,0.157
Greb1,1.337,1.063,-0.438,-1.337,-0.274,-1.774,-1.063,0.274,-1.501,0.438,1.774,1.501
Vmn2r-ps34,0.991,-1.327,-2.149,-0.991,-2.319,-3.14,1.327,2.319,-0.821,2.149,3.14,0.821
Arpc5,0.005,0.634,0.105,-0.005,0.629,0.101,-0.634,-0.629,-0.528,-0.105,-0.101,0.528
Me3,0.185,-0.177,0.018,-0.185,-0.363,-0.167,0.177,0.363,0.196,-0.018,0.167,-0.196
Gm13692,,,,,,,,,,,,
Krtap5-2,,,,,,,,,,,,
Ttr,,,,,,,,,,,,
Cep131,0.045,-0.138,-0.4,-0.045,-0.184,-0.445,0.138,0.184,-0.262,0.4,0.445,0.262
Slc30a3,2.083,-0.642,0.025,-2.083,-2.725,-2.058,0.642,2.725,0.667,-0.025,2.058,-0.667
Slc25a46,0.057,0.024,0.126,-0.057,-0.033,0.069,-0.024,0.033,0.102,-0.126,-0.069,-0.102
Cntn5,,,,,,,,,,,,
Ly6c1,0.498,0.14,0.379,-0.498,-0.358,-0.119,-0.14,0.358,0.239,-0.379,0.119,-0.239
Vmn2r-ps80,,,,,,,,,,,,
Gpr33,,,,,,,,,,,,
Cox7a2,0.051,-0.068,-0.06,-0.051,-0.119,-0.111,0.068,0.119,0.008,0.06,0.111,-0.008
Gm47410,,,,,,,,,,,,
Galnt6,0.068,0.109,0.118,-0.068,0.041,0.049,-0.109,-0.041,0.008,-0.118,-0.049,-0.008
Sik2,0.018,0.094,-0.104,-0.018,0.076,-0.122,-0.094,-0.076,-0.198,0.104,0.122,0.198
Scgb2b2,,,,,,,,,,,,
4921539E11Rik,,,,,,,,,,,,
Insr,-0.139,0.912,0.754,0.139,1.051,0.893,-0.912,-1.051,-0.158,-0.754,-0.893,0.158
Evx1,,,,,,,,,,,,
Pon1,,,,,,,,,,,,
Mrpl57,0.063,-0.074,-0.005,-0.063,-0.136,-0.068,0.074,0.136,0.069,0.005,0.068,-0.069
Mtfr1,0.099,-0.069,0.097,-0.099,-0.168,-0.002,0.069,0.168,0.167,-0.097,0.002,-0.167
Neo1,-1.225,-2.085,-1.565,1.225,-0.86,-0.34,2.085,0.86,0.52,1.565,0.34,-0.52
Acaa2,-0.077,-0.123,0.201,0.077,-0.046,0.278,0.123,0.046,0.324,-0.201,-0.278,-0.324
Arl2bp,0.147,0.145,0.143,-0.147,-0.003,-0.005,-0.145,0.003,-0.002,-0.143,0.005,0.002
Tmprss11d,0.103,0.093,-0.398,-0.103,-0.01,-0.501,-0.093,0.01,-0.491,0.398,0.501,0.491
Impdh2,-0.004,-0.305,0.061,0.004,-0.301,0.065,0.305,0.301,0.365,-0.061,-0.065,-0.365
Gm12966,1.55,2.664,1.794,-1.55,1.114,0.245,-2.664,-1.114,-0.869,-1.794,-0.245,0.869
Gm5977,0.0,-2.808,0.0,0.0,-2.836,0.0,2.808,2.836,3.058,0.0,0.0,-3.058
Lyz1,0.0,-2.359,-1.341,0.0,-2.387,-1.368,2.359,2.387,1.019,1.341,1.368,-1.019
Cltb,-0.16,-0.216,0.016,0.16,-0.056,0.176,0.216,0.056,0.232,-0.016,-0.176,-0.232
Tas2r113,,,,,,,,,,,,
Retnlg,-0.441,1.114,-0.367,0.441,1.554,0.074,-1.114,-1.554,-1.48,0.367,-0.074,1.48
Gm9165,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm28099,,,,,,,,,,,,
Ndufc1,-0.055,-0.22,-0.021,0.055,-0.165,0.034,0.22,0.165,0.199,0.021,-0.034,-0.199
Hrnr,,,,,,,,,,,,
Cdadc1,0.111,0.331,0.35,-0.111,0.22,0.239,-0.331,-0.22,0.019,-0.35,-0.239,-0.019
Tmed4,0.133,0.261,0.173,-0.133,0.128,0.04,-0.261,-0.128,-0.088,-0.173,-0.04,0.088
March2,0.142,0.208,0.267,-0.142,0.066,0.124,-0.208,-0.066,0.059,-0.267,-0.124,-0.059
Mcmbp,0.065,-0.088,-0.02,-0.065,-0.153,-0.084,0.088,0.153,0.068,0.02,0.084,-0.068
Tsc22d1,-0.446,-0.904,-0.285,0.446,-0.458,0.161,0.904,0.458,0.619,0.285,-0.161,-0.619
Opn4,,,,,,,,,,,,
Zxdb,0.124,0.215,0.218,-0.124,0.091,0.094,-0.215,-0.091,0.003,-0.218,-0.094,-0.003
Scn8a,-0.726,-1.262,-0.58,0.726,-0.536,0.146,1.262,0.536,0.682,0.58,-0.146,-0.682
Gm19082,,,,,,,,,,,,
Gm20877,,,,,,,,,,,,
Gm9662,-1.405,-1.343,0.0,1.405,0.062,1.655,1.343,-0.062,1.593,0.0,-1.655,-1.593
Gm18270,,,,,,,,,,,,
Gm15103,,,,,,,,,,,,
Arhgap9,-0.048,-0.078,0.088,0.048,-0.03,0.136,0.078,0.03,0.166,-0.088,-0.136,-0.166
Gm11320,,,,,,,,,,,,
Gm17169,,,,,,,,,,,,
Gm6109,-1.45,-2.855,0.0,1.45,-1.405,1.7,2.855,1.405,3.105,0.0,-1.7,-3.105
F11r,0.828,1.263,1.328,-0.828,0.435,0.5,-1.263,-0.435,0.065,-1.328,-0.5,-0.065
Gm44034,,,,,,,,,,,,
Gapdh-ps14,-0.878,-0.049,0.553,0.878,0.829,1.431,0.049,-0.829,0.602,-0.553,-1.431,-0.602
Mycbp,0.347,0.099,0.016,-0.347,-0.248,-0.331,-0.099,0.248,-0.083,-0.016,0.331,0.083
AC114003.1,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Olfr451-ps1,,,,,,,,,,,,
Gm14263,-1.114,-0.408,-0.954,1.114,0.706,0.159,0.408,-0.706,-0.546,0.954,-0.159,0.546
Zfp119b,0.053,0.575,-0.286,-0.053,0.522,-0.339,-0.575,-0.522,-0.861,0.286,0.339,0.861
Csnk1d,0.128,0.24,0.067,-0.128,0.112,-0.061,-0.24,-0.112,-0.173,-0.067,0.061,0.173
Prl4a1,,,,,,,,,,,,
F2,-1.091,-1.599,-0.721,1.091,-0.508,0.37,1.599,0.508,0.878,0.721,-0.37,-0.878
Lrrc42,0.222,-0.395,0.024,-0.222,-0.616,-0.197,0.395,0.616,0.419,-0.024,0.197,-0.419
Cmtm5,,,,,,,,,,,,
Fate1,,,,,,,,,,,,
Nhlh2,0.952,2.061,2.271,-0.952,1.108,1.319,-2.061,-1.108,0.21,-2.271,-1.319,-0.21
Gm13478,,,,,,,,,,,,
Csmd1,0.382,-0.464,1.649,-0.382,-0.846,1.267,0.464,0.846,2.114,-1.649,-1.267,-2.114
Rem1,,,,,,,,,,,,
Phf23,0.006,-0.104,0.034,-0.006,-0.11,0.027,0.104,0.11,0.137,-0.034,-0.027,-0.137
Olfr212,0.268,0.935,-0.225,-0.268,0.667,-0.492,-0.935,-0.667,-1.159,0.225,0.492,1.159
Gm13493,4.847,-0.049,0.144,-4.847,-4.896,-4.702,0.049,4.896,0.194,-0.144,4.702,-0.194
2510002D24Rik,-0.219,-0.1,0.01,0.219,0.12,0.23,0.1,-0.12,0.11,-0.01,-0.23,-0.11
Cd63-ps,-0.743,-1.362,-0.881,0.743,-0.619,-0.137,1.362,0.619,0.482,0.881,0.137,-0.482
Olfr1244-ps1,,,,,,,,,,,,
Gm11780,,,,,,,,,,,,
Pip5k1a,0.053,0.002,0.044,-0.053,-0.051,-0.01,-0.002,0.051,0.041,-0.044,0.01,-0.041
Defb50,,,,,,,,,,,,
Api5-ps,,,,,,,,,,,,
Gm48188,,,,,,,,,,,,
Dspp,,,,,,,,,,,,
Hbq1b,,,,,,,,,,,,
Gm19829,0.0,0.0,-1.137,0.0,0.0,-1.164,0.0,0.0,-1.286,1.137,1.164,1.286
Olfr854,,,,,,,,,,,,
Gm8675,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Zfp568,0.108,0.046,-0.064,-0.108,-0.062,-0.172,-0.046,0.062,-0.11,0.064,0.172,0.11
Gm29334,,,,,,,,,,,,
Tmem265,-0.392,-0.489,-0.469,0.392,-0.097,-0.078,0.489,0.097,0.02,0.469,0.078,-0.02
Rnf183,0.497,-1.242,-0.035,-0.497,-1.739,-0.532,1.242,1.739,1.207,0.035,0.532,-1.207
2210010C04Rik,0.882,1.584,-0.709,-0.882,0.701,-1.592,-1.584,-0.701,-2.293,0.709,1.592,2.293
