gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Lrmp,0.85848564,1.0791798,1.0498638,1.0620108,1.1996614,0.9327443,1.1359781,0.9092843,0.7330071,1.0258863,1.3076161,1.203044,1.2061117,1.1834166,1.3807881,1.5494528,1.4649678,1.1176829
Etfrf1,0.09008895,0.08877704,0.09123211,0.09023533,0.09051402,0.13492301,0.08516799,0.11660885,0.16021009,0.097424515,0.090501614,0.08335217,0.081531115,0.09314446,0.11360604,0.11840511,0.09145384,0.0805309
Fgfr1op2,1.7033108,1.7568934,1.7503068,1.6138415,2.0304887,1.7186701,1.6144763,1.591865,1.4838134,1.6958565,1.6682884,1.7371612,1.6147786,1.9718758,1.6851747,1.5186368,1.7053708,2.5331435
Med21,0.08525665,0.09671643,0.0877589,0.08057007,0.08039003,0.047090147,0.04770404,0.048533533,0.051471364,0.0781654,0.08053248,0.08363815,0.07508909,0.07157355,0.05351594,0.03626025,0.040019903,0.0440353
Stk38l,0.053162485,0.034114793,0.04227968,0.057261605,0.04073933,0.045602508,0.024219068,0.032941453,0.039640434,0.06104938,0.03684431,0.049621414,0.043297295,0.033091426,0.08178534,0.04927053,0.055199552,0.06994088
Ppfibp1,0.027117455,0.025945466,0.024056433,0.026905125,0.0123379,0.0236678,0.009534284,0.020425675,0.008036499,0.046653256,0.044302326,0.03559466,0.04479437,0.04079334,0.07285353,0.045268912,0.029096851,0.019783925
Mrps35,0.58347535,0.41564545,0.45956275,0.47210073,0.4781494,0.36711285,0.42618635,0.4717533,0.4852527,0.62088716,0.3863764,0.44309524,0.49388957,0.42393053,0.5002878,0.45815724,0.43088865,0.54531026
Klhl42,0.041938845,0.04601865,0.03948379,0.045418274,0.061834592,0.096064545,0.052653544,0.090402804,0.059565064,0.048684325,0.039470725,0.038362496,0.040783387,0.06889433,0.07149557,0.07660635,0.07134486,0.008055477
Ccdc91,0.052838963,0.047470786,0.06231278,0.058308296,0.044426046,0.05428735,0.039369002,0.03673644,0.015788289,0.06857886,0.05330899,0.06742269,0.055943865,0.056449108,0.088195734,0.04243221,0.048227698,0.02579081
Etfbkmt,0.02549427,0.024061456,0.021734312,0.024269657,0.041480567,0.04190375,0.061001904,0.08084,0.08267174,0.03213104,0.041387897,0.029084323,0.033803515,0.04857508,0.07356815,0.093220785,0.06817524,0.13447966
Resf1,0.8853839,1.2454246,1.1505286,0.922575,1.1652288,1.2663616,1.4748416,1.899928,1.6595197,0.9367871,1.6575993,1.4656293,1.2984128,1.5037949,1.3977678,1.7918006,1.8708825,1.7164922
Tfpt,0.10838968,0.11325426,0.11561824,0.09329317,0.12165722,0.10391831,0.06469647,0.12366967,0.12629394,0.10232668,0.113366485,0.09569099,0.10140877,0.11885946,0.114702195,0.14353973,0.1764405,0.06887086
Leng1,0.10138065,0.13584758,0.118747845,0.11584734,0.15357779,0.15265608,0.2228478,0.20867254,0.23189902,0.12397413,0.13968807,0.11213025,0.10436853,0.11650728,0.18294357,0.17327437,0.1949165,0.27102762
Mboat7,0.24406989,0.20699647,0.21006142,0.1923455,0.17278385,0.18422335,0.13229662,0.14796089,0.13543779,0.23262458,0.21459977,0.23264816,0.17433593,0.1345581,0.18765166,0.15241486,0.08329164,0.03683966
Pirb,0.023875078,0.002500939,0.030087123,0.0063845273,0.008325265,0.014254058,0.0,0.015815113,0.008958048,0.01675554,0.004465269,0.014307493,0.0004551688,0.0011486493,0.009433182,0.014412843,0.00991853,0.024656948
Lair1,0.2504491,0.2655753,0.29327232,0.3693928,0.26206428,0.20282616,0.3795743,0.3112405,0.39539367,0.15923686,0.1435816,0.15608512,0.30230188,0.16820012,0.085056044,0.2200926,0.20007029,0.314228
Ppp1r12c,0.020581502,0.039034426,0.023807893,0.02032999,0.020177769,0.028260276,0.042127684,0.027820433,0.030707126,0.0452306,0.027320234,0.017588958,0.025400793,0.016403658,0.020588188,0.025026713,0.020222187,0.0
Tnnt1,0.103299856,0.07162526,0.09376883,0.08189442,0.085887715,0.086096704,0.046658542,0.04157011,0.021028832,0.111195326,0.07005783,0.12659548,0.085719414,0.09079397,0.079915434,0.039380465,0.048886307,0.044509888
Tmem86b,0.019575339,0.017768526,0.016681956,0.016386373,0.020632619,0.038743388,0.0020115094,0.02192517,0.017061453,0.024789039,0.013069358,0.013870976,0.025236398,0.019568112,0.021547562,0.014056444,0.03764358,0.0
Ppp6r1,0.70132816,0.74964756,0.6839573,0.6450374,0.6177426,0.8194603,0.81040275,0.871074,0.8005054,0.6752322,0.75681883,0.687675,0.63804,0.5961406,0.6978055,0.6455262,0.6907603,0.37656325
Hspbp1,0.32751912,0.1873294,0.23933809,0.26887348,0.19119115,0.31451702,0.26113117,0.22122438,0.08608421,0.34875208,0.21328425,0.26766515,0.2870343,0.25247967,0.25415412,0.21155901,0.26496577,0.25182414
Tmem238,0.66121405,0.37009904,0.45725954,0.49553832,0.35603154,0.3635448,0.34576622,0.4310886,0.21420513,0.6558763,0.44273022,0.52018124,0.5479887,0.4245821,0.40793175,0.36486748,0.39873096,0.44861367
Ube2s,0.0836418,0.14003927,0.09467033,0.07780158,0.071190976,0.038619477,0.02875133,0.03528786,0.02235355,0.09192348,0.13653739,0.11514221,0.062870964,0.04884804,0.028722718,0.031349782,0.033741757,0.013072936
Isoc2b,0.12147152,0.20577107,0.17815329,0.19185226,0.22020207,0.2755216,0.22517668,0.20610246,0.2263767,0.17141332,0.25475296,0.21645872,0.2223877,0.30459464,0.35049412,0.20787235,0.2794274,0.38940784
Fiz1,0.11298855,0.12045989,0.11963519,0.112776145,0.1158528,0.11157825,0.10912901,0.13175273,0.11376955,0.115784615,0.13322484,0.12772231,0.12465249,0.10656577,0.14066057,0.17186984,0.12378789,0.13297856
Zfp787,0.083734185,0.09003445,0.08693656,0.08989734,0.079545796,0.12447245,0.08046851,0.1609363,0.16241221,0.13616824,0.091905035,0.097302966,0.12839746,0.11966183,0.113876045,0.1961567,0.112951174,0.091950655
Zfp954,0.09405486,0.1002723,0.10211098,0.09344101,0.13855964,0.15556417,0.16786185,0.14388861,0.15673828,0.09545969,0.10130995,0.0959488,0.095240824,0.11978066,0.13419412,0.13646398,0.17508397,0.24823077
Clcn4,0.22769953,0.2967901,0.27628928,0.32237762,0.27622613,0.2697657,0.44947588,0.4854663,0.4616207,0.23948541,0.24026844,0.22183175,0.2850715,0.31206843,0.30852157,0.4616411,0.44535235,0.43899927
Zfp329,0.07507229,0.0723912,0.0759468,0.08055743,0.147513,0.13919576,0.17714787,0.24160297,0.25996667,0.10033755,0.09794842,0.09700189,0.09946444,0.1396336,0.1905289,0.3492404,0.19563669,0.17245415
Zbtb45,0.20000853,0.26287654,0.23823439,0.24247107,0.18979116,0.1553952,0.18082702,0.15522301,0.14066376,0.20701766,0.27269003,0.28580937,0.22449805,0.1748891,0.18395554,0.23822175,0.19642818,0.3553943
Chmp2a,1.6998153,2.3856015,2.1181598,2.0281544,2.5251355,1.7382436,2.6942139,1.9238489,1.521761,1.9096928,2.360598,2.2129078,1.9759064,2.7036343,1.9953028,2.1037307,2.181336,2.0547078
Ube2m,2.93001,2.2945302,2.4514852,2.2999265,2.1038911,1.5606585,1.6362709,1.298703,1.1932894,2.846056,2.2598078,2.5165672,2.2230575,2.1913204,1.7097713,1.4479935,1.8781285,1.945069
Selenow,2.5555382,2.8619897,2.8318565,3.1019974,3.2841258,4.888379,5.7790055,5.2782655,4.86828,3.2341263,3.5256999,3.284424,3.7472167,3.8745928,5.798283,6.2618046,5.434264,5.1006584
Nop53,1.4908509,1.7380497,1.6383862,1.5242935,1.8591285,2.5404265,2.4272335,3.1130452,3.4230762,1.5059203,1.8107686,1.6263213,1.6359216,1.8634167,2.5051167,2.998622,2.715687,2.4738073
Bicra,0.084315926,0.1489452,0.123338304,0.12492564,0.116506755,0.21246369,0.16683342,0.21607906,0.19729142,0.10277511,0.13282429,0.11581772,0.10158573,0.0844265,0.15898614,0.14292207,0.18096997,0.20652124
Dhx34,0.04609502,0.06019624,0.044472765,0.049686477,0.037840772,0.072611816,0.026596613,0.037082773,0.05472791,0.0967447,0.035134237,0.0483816,0.042375047,0.03724791,0.094121955,0.041625492,0.048254974,0.023071522
C5ar1,0.0014399441,8.139012e-05,0.0018577375,0.0005987942,0.0004605546,0.0011362805,0.0,0.00035618508,0.0010037727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc9,0.06492583,0.045800325,0.06919057,0.058422808,0.05492157,0.08606792,0.08388359,0.072074234,0.080438904,0.08263712,0.08791954,0.09541067,0.081943534,0.10046303,0.097008675,0.07742153,0.1049168,0.065144695
Sae1,0.3524301,0.28989756,0.30530083,0.2677984,0.25009254,0.15677358,0.11923239,0.15150326,0.1598059,0.35436913,0.34040388,0.34656107,0.2892353,0.22976455,0.19836207,0.19514707,0.12541643,0.10333894
Arhgap35,0.040934686,0.016724693,0.03158739,0.03688806,0.021549828,0.046982616,0.0842772,0.037646372,0.033493586,0.034659874,0.02175638,0.009618746,0.04229994,0.01208537,0.041433457,0.036778532,0.013372181,0.0
Fkrp,0.13936043,0.14292617,0.13053699,0.10923323,0.12625319,0.16316263,0.18220842,0.15849724,0.14014873,0.16553093,0.12637952,0.122621395,0.11815322,0.16219072,0.14917415,0.15293553,0.12789457,0.12056252
Calm3,2.3031895,3.0851207,2.6945198,2.6356466,2.9444985,1.5514661,1.71446,1.3060763,1.1507276,2.448623,3.1247325,2.8017864,2.7236533,3.0805836,1.9752796,1.7919374,2.0210185,1.7933674
Ppp5c,0.58608925,0.41695574,0.4374226,0.44491896,0.43428946,0.42482865,0.29100224,0.33184743,0.26789373,0.67993534,0.3985714,0.44148535,0.42395765,0.41869977,0.4099544,0.32366103,0.2797639,0.26650757
Ccdc61,0.0931733,0.26603097,0.17175263,0.11612895,0.14082164,0.06952408,0.13111122,0.08899155,0.107667364,0.12771755,0.23205003,0.16518423,0.11608895,0.09924746,0.06395297,0.11361534,0.086541675,0.10072118
Qpctl,0.05049788,0.06210147,0.06069995,0.05354744,0.065590076,0.041519277,0.07688947,0.067776464,0.052273978,0.08955713,0.06783758,0.0656857,0.055171452,0.058608297,0.032265153,0.048869185,0.06926219,0.019783925
Vasp,3.3992076,3.7181618,3.8447556,3.6664183,4.273024,4.321378,5.77393,4.8949656,3.6735845,3.0904627,4.0860972,4.233779,4.1832004,4.8988028,4.011403,4.7249064,5.9153876,6.0531797
Fosb,0.65258235,0.75196433,0.653057,0.8044296,0.55343205,1.5267103,0.5239951,1.0310316,1.0295655,0.43135372,0.7161448,0.58105457,0.73595065,0.49471456,0.81387746,0.17859863,0.5996496,0.9392693
Mark4,0.06950578,0.06632309,0.06686775,0.052803077,0.06814103,0.11510734,0.14782724,0.12856507,0.13411961,0.05530942,0.07294497,0.06448492,0.055230025,0.06887924,0.08367097,0.098362185,0.08640045,0.10220688
Ppp1r37,0.079583354,0.07134227,0.08557077,0.09042162,0.078267515,0.08043461,0.06476475,0.14207351,0.18685156,0.10904362,0.09542716,0.09641811,0.099021114,0.09094102,0.104068406,0.11463711,0.08289607,0.08467853
Gemin7,0.8521477,0.89100933,0.8494684,0.7286544,0.77655107,0.9791005,0.71601343,0.8049059,0.868398,0.8430629,1.0705112,1.0690935,0.87550825,0.9302474,0.9875483,0.8410002,0.96047777,0.84318405
Clasrp,0.13407962,0.16610235,0.1409168,0.14513913,0.15936868,0.16874026,0.07876866,0.13981976,0.18571316,0.1301989,0.159822,0.135701,0.12223092,0.14431842,0.14797369,0.14796343,0.15244569,0.07249507
Relb,0.09199044,0.1445298,0.124620534,0.08135571,0.09104612,0.29406035,0.14940149,0.3029025,0.20784752,0.11084339,0.20092022,0.11314732,0.12499902,0.14849855,0.3565584,0.19700134,0.34855652,0.281254
Clptm1,0.5085039,0.46991545,0.47787544,0.46973506,0.43350986,0.36385575,0.38518864,0.35495213,0.37006924,0.44009888,0.50393075,0.5324729,0.44199267,0.37221408,0.3782331,0.39523083,0.32617387,0.5099044
Tomm40,1.4370263,0.4995893,0.77959347,0.71006614,0.58924454,0.6078667,0.43387228,0.49640688,0.40533304,1.5087372,0.5424935,0.8155063,0.7343167,0.5568988,0.638431,0.62039256,0.52016807,0.49497962
Bcl3,0.15913229,0.1963804,0.16359611,0.1519505,0.15314889,0.13204539,0.13582608,0.114322536,0.08329572,0.15983003,0.24374112,0.1995399,0.19052076,0.2079482,0.18829614,0.13978627,0.18486127,0.34336036
Ceacam16,0.006254098,0.010781974,0.009219731,0.013512116,0.007679489,0.037830986,0.07227089,0.013568124,0.0060348436,0.023115683,0.01989102,0.01762856,0.0160551,0.015385127,0.07944143,0.028762715,0.020579986,0.0
Pvr,0.058061555,0.04923307,0.044632938,0.047597382,0.04749067,0.06387176,0.060102057,0.10341668,0.13340934,0.033431504,0.03843628,0.05188939,0.034529187,0.042447995,0.048063602,0.087406985,0.10431199,0.10833726
Rabac1,0.45702788,0.47478208,0.48521775,0.49664244,0.5439765,0.7786237,0.88702947,1.1772639,1.1422997,0.39007673,0.4126926,0.4280372,0.40332982,0.5296509,0.49573767,0.9039167,0.7266343,0.71743333
Pou2f2,0.6388871,0.862219,0.78143287,0.7033747,0.68000305,1.701741,1.47996,1.805808,1.803755,1.1282681,1.3417671,1.090172,1.2782713,1.3632215,2.5852442,2.054698,2.0285943,1.6773319
Dedd2,0.2139687,0.22875766,0.23795322,0.21229312,0.2266934,0.3438099,0.33670083,0.39553097,0.31131086,0.21754158,0.2922526,0.26356855,0.23053667,0.2379927,0.35504094,0.416513,0.3932751,0.4241932
Gsk3a,0.62215537,0.7796444,0.66749305,0.6620454,0.6232392,0.4121937,0.5754664,0.6276133,0.6566814,0.69652236,0.7706889,0.7563983,0.6898099,0.68364567,0.50478727,0.67961395,0.66012377,0.49899605
Erf,0.07554663,0.1065898,0.07835842,0.07524783,0.06437247,0.06876648,0.037961684,0.09154399,0.16873616,0.07576694,0.09701419,0.07126381,0.07672738,0.064032845,0.08816344,0.06686495,0.054300606,0.10159389
Pafah1b3,0.44942024,0.3632826,0.4518599,0.44973943,0.44994932,0.3143713,0.27751967,0.13941732,0.11309558,0.41174117,0.341466,0.3626571,0.39710447,0.3304196,0.3396444,0.26705888,0.21431717,0.20282635
Lipe,0.008961633,0.014356633,0.008806742,0.008198008,0.0059366114,0.011872725,0.0052869804,0.022803357,0.016577352,0.004839194,0.00860035,0.007958205,0.004882448,0.007858864,0.023790915,0.0151538085,0.011171876,0.0
Bckdha,0.08433489,0.04940028,0.08577,0.073165804,0.08524854,0.23952127,0.19959378,0.27168813,0.2994393,0.09483586,0.058242764,0.052787296,0.080322035,0.092640616,0.22874619,0.22071905,0.20825489,0.25353372
Ccdc97,0.14437968,0.17078173,0.16010359,0.16659291,0.16505033,0.1877039,0.26150727,0.199511,0.20903288,0.16880177,0.1849201,0.18983887,0.17986305,0.20417349,0.18861909,0.16969717,0.26229504,0.23807651
Hnrnpul1,1.1331596,1.3411322,1.1683956,1.2401809,1.0927091,0.93715423,0.86529696,0.8546797,0.8714866,1.206345,1.3561038,1.2170591,1.221178,1.0881375,0.9862357,0.8794513,0.8348568,0.6746195
Axl,0.07500048,0.035670884,0.057921093,0.051502068,0.0644688,0.09577081,0.039052498,0.05441117,0.013815295,0.11073267,0.04893181,0.06105494,0.048131015,0.04831967,0.14212404,0.073117286,0.041957565,0.028784184
Egln2,0.0123176845,0.009318526,0.011033148,0.016417056,0.0140730785,0.008709351,0.0070568263,0.0132399155,0.01833357,0.009355317,0.0155530535,0.015750917,0.008418979,0.020204132,0.0069959834,0.017345224,0.014293305,0.038818568
Snrpa,1.2161522,0.8626605,1.0823588,1.1217293,1.1650318,0.73930085,0.7763507,0.53249073,0.4396001,1.2682247,0.9014531,1.0762451,1.0722564,1.1467493,0.88792396,0.6833716,0.7956779,0.84210503
Itpkc,0.016804086,0.02199873,0.026014252,0.015279421,0.017914932,0.018470598,0.022250887,0.055289667,0.05676329,0.021351943,0.03337313,0.022805126,0.03046873,0.027553428,0.051425476,0.025605703,0.027614983,0.03188456
Shkbp1,0.23825753,0.30942202,0.2788829,0.23340188,0.31194684,0.35959047,0.44593057,0.36754283,0.29939917,0.26411462,0.33085397,0.34271902,0.27954897,0.40853983,0.4522402,0.35056868,0.34834933,0.39605615
Pld3,0.22108983,0.5339729,0.3733949,0.3568489,0.5181503,0.65558505,0.9601095,0.9715182,0.7452249,0.19014002,0.4621491,0.3343674,0.36577106,0.5173684,0.6983107,0.7723298,0.7841465,0.84573716
Map3k10,0.018744735,0.015519498,0.018812386,0.022134708,0.01969252,0.017237252,0.048530463,0.02008946,0.026808998,0.012634874,0.020013394,0.009595463,0.012503692,0.013944337,0.023882246,0.026222263,0.0069054463,0.0
Zfp780b,0.022374783,0.024297088,0.025127271,0.01923815,0.028850745,0.034334082,0.034195874,0.04604217,0.061898846,0.02858075,0.03343526,0.030989084,0.021839904,0.017159125,0.030888334,0.05626105,0.034947123,0.074005365
Zfp850,0.045763865,0.04905076,0.046051197,0.048041277,0.054445144,0.020151934,0.03880672,0.03202448,0.041076984,0.066136055,0.05084028,0.03943798,0.04914249,0.04236482,0.034885667,0.03748623,0.014985398,0.0402889
Psmc4,2.0849402,1.7380669,1.849444,1.7616124,1.7695783,1.3506904,1.392907,1.1378868,1.0547686,1.9008486,1.4979178,1.6853782,1.6165274,1.6774696,1.2106972,1.3251015,1.0737807,1.1386721
Timm50,1.0845082,0.6539625,0.8378536,0.837273,0.675663,0.4249409,0.38491452,0.36016944,0.23954923,1.148159,0.65791076,0.8013624,0.729951,0.57753325,0.4671667,0.46905082,0.35562083,0.41108742
Supt5,0.87982583,0.91630584,0.9179246,0.79426306,0.8587265,0.93771684,0.80967766,0.7965912,0.81229484,0.8263225,0.8118915,0.8556563,0.8287213,0.85107094,0.8704624,0.79453874,0.87454903,0.82782936
Plekhg2,0.102052614,0.1970212,0.13263267,0.093782485,0.097370006,0.13251399,0.1280052,0.15340082,0.12626725,0.097091295,0.2444728,0.18177572,0.15567268,0.12512578,0.24880439,0.24269655,0.2600492,0.19785658
Zfp36,1.0720323,1.3819245,1.3787849,1.2803805,1.3553634,2.5728981,1.4786509,2.8556361,2.4981995,0.7162204,1.1601197,0.9651585,1.1374263,1.2467618,1.8211102,1.4031291,2.0865555,1.9665526
Med29,0.10564113,0.06423128,0.081089765,0.089017466,0.0697757,0.08763424,0.10793973,0.06814065,0.05911251,0.10344404,0.07334356,0.11732976,0.079609655,0.10065807,0.08425291,0.08714534,0.10897973,0.066140816
Samd4b,0.12795626,0.21754938,0.14796972,0.11929316,0.122908466,0.14892857,0.2003674,0.22910762,0.26607728,0.14281866,0.25587153,0.18310887,0.14499831,0.11246747,0.17887126,0.18259971,0.15071358,0.1494521
Mrps12,1.4447995,1.2277503,1.3449945,1.350172,1.199033,0.8716451,0.8722328,0.6940272,0.620961,1.4427221,1.1819382,1.3650495,1.3055896,1.1777073,0.9334242,0.88155055,0.9254464,0.8114011
Nfkbib,0.4542663,0.57408583,0.51890135,0.4859145,0.5724211,0.5266484,0.7035131,0.5984251,0.4466521,0.54744744,0.57168245,0.5714603,0.62052816,0.75722504,0.63738406,0.6025097,0.7117405,0.9507551
Actn4,1.5717976,1.8296515,1.6795847,1.6076078,1.3381974,1.0931467,0.9126701,0.96310115,0.93962175,1.5366191,1.6773858,1.6770604,1.5616298,1.2289332,0.87264687,1.1319885,0.8788708,0.8387727
Eif3k,4.929604,4.8289614,4.887927,5.1417394,5.055438,5.572243,5.5234313,5.278309,5.2583756,5.148885,4.9627814,4.823189,5.2002645,5.2950916,5.9248657,6.116391,5.694237,5.56586
Fam98c,0.16327183,0.13180496,0.15415527,0.16362958,0.17062281,0.21042648,0.26199174,0.23417181,0.2524765,0.16571093,0.15205772,0.14578126,0.16906705,0.1696733,0.21579427,0.19585887,0.19785243,0.15637852
Psmd8,3.7746542,3.5323505,3.7508678,3.6057842,3.8616955,3.3797808,3.4584942,3.0394576,2.927005,3.7954164,3.64306,3.982153,3.70884,3.931784,3.3709486,3.8686106,3.4922962,4.009596
Spint2,0.6153645,0.41758552,0.62066764,0.60821086,0.5456977,0.5443393,0.2698943,0.36603963,0.10638374,0.59252185,0.4082679,0.5491536,0.50914174,0.48893213,0.47710174,0.38126794,0.33667573,0.3866507
Sipa1l3,0.019687798,0.027421523,0.022714045,0.019580802,0.0150970705,0.042413604,0.04850457,0.05590527,0.05805575,0.009145937,0.030702213,0.02417687,0.024609108,0.022658331,0.013359806,0.05461051,0.047390595,0.022827653
Zfp27,0.014109907,0.015647419,0.016659884,0.017224599,0.011087916,0.019691411,0.031446636,0.020794975,0.010554911,0.013970583,0.02159777,0.014395421,0.015959078,0.01770855,0.019726684,0.021505453,0.026818013,0.012811943
Zfp74,0.009044518,0.009323863,0.0068438463,0.005716181,0.0049020117,0.02378475,0.021452066,0.012685373,0.0076974924,0.0023247655,0.008839651,0.00723901,0.005468764,0.007728787,0.003453239,0.0030596606,0.0020796487,0.0
Capns1,1.5142443,2.247691,1.9694095,2.04096,2.1335146,2.2371101,2.7441597,2.4389338,2.898912,1.5381485,2.3586893,2.141539,2.280106,2.5178523,2.3404403,2.6045709,2.723117,2.4735508
Tbcb,1.3609098,1.3641337,1.4232198,1.487572,1.5790801,1.1117018,1.266816,1.0351198,1.0854713,1.3375131,1.3320397,1.4471148,1.3159544,1.5847782,1.2884717,1.3348593,1.4557279,1.1276014
Wdr62,0.057898715,0.0802367,0.06742899,0.052738078,0.041526094,0.025328003,0.00432705,0.009081034,0.012457245,0.052373864,0.119772695,0.07476411,0.06017011,0.031248258,0.012325763,0.027351223,0.009634977,0.0
Hcst,1.6040854,3.1321938,2.1727939,2.0088522,2.61895,5.8020387,7.1818705,11.926366,13.28736,1.2846344,3.4826736,1.8847914,2.480021,3.156245,3.92251,8.9771,6.593045,6.172448
Proser3,0.01293503,0.031713378,0.02293475,0.009409786,0.02458802,0.016582863,0.004517111,0.018541368,0.008662415,0.021098185,0.021749113,0.014189719,0.012458532,0.013544574,0.013079117,0.003113973,0.0061771255,0.0
Lin37,0.2602496,0.43629104,0.3656872,0.28113776,0.2809385,0.32077974,0.48835912,0.3620111,0.34861386,0.23785704,0.42869553,0.35734367,0.25138548,0.24670494,0.31444666,0.39799076,0.3986445,0.62290215
Psenen,0.73932505,1.0854051,0.85331005,0.840252,1.0641731,1.1228818,1.5704734,1.2396624,1.3591127,0.75867087,1.1171008,0.9645458,0.85495275,1.068062,1.0638196,1.0774914,1.0698588,0.7580314
Kmt2b,0.3452643,0.41300124,0.38482946,0.30700684,0.33716762,0.44681203,0.3763181,0.46672615,0.55286986,0.32055154,0.46306804,0.38769248,0.30803713,0.3632034,0.4223805,0.4497004,0.44267312,0.30255336
Zbtb32,1.3520133,0.89184546,1.1855239,1.0028878,1.1752977,0.85066867,0.7254824,0.37314966,0.34281954,1.320183,1.524691,1.6106694,1.3469055,1.5895871,1.6360499,1.5063186,1.6088551,1.7412667
Upk1a,0.13201052,0.10614695,0.13713266,0.15683834,0.14386776,0.035439912,0.107469365,0.049726382,0.049477383,0.18616688,0.17110302,0.15311529,0.20389074,0.27729267,0.14177702,0.18832356,0.1540702,0.4347496
Cox6b1,6.253594,7.6523876,7.256087,7.64216,7.802394,6.2764897,7.5483856,6.203508,5.693267,6.7684865,7.455195,7.5200024,7.481142,8.242285,7.029391,6.7386894,7.048137,6.944824
Rbm42,0.90299666,1.1448385,1.0191393,0.9776216,1.1521319,0.97698784,1.1955315,1.0763576,1.0829021,0.8578415,1.0359802,0.9921466,0.8298446,1.0979041,0.88813794,0.9257194,1.0103549,1.224462
Haus5,0.1903058,0.22924253,0.21780473,0.21752144,0.14675474,0.08952883,0.026231416,0.0480503,0.05484691,0.17841627,0.22199927,0.18616843,0.20772955,0.10029879,0.049452618,0.07340137,0.039892532,0.028254207
Tmem147,0.77526903,0.4631057,0.5689864,0.60581285,0.56985664,0.65488386,0.69534963,0.63378966,0.5222532,0.8704076,0.50078505,0.5620418,0.59502506,0.5195492,0.67071044,0.669855,0.48721513,0.63615465
Cd22,0.034344804,0.015413488,0.019614547,0.018088635,0.013227109,0.03713782,0.0,0.0061937124,0.0055771368,0.09731317,0.023041531,0.021139681,0.030594686,0.018296778,0.1456265,0.012654225,0.028209247,0.090458944
Usf2,0.81302744,0.7259211,0.7332439,0.70085937,0.6510519,0.96876794,0.9112993,0.9513528,0.85431063,0.7899921,0.7376711,0.7029751,0.71843857,0.66142327,0.7956618,0.88661456,0.6981261,0.8877084
Lsr,0.08542629,0.036952622,0.069075026,0.065505065,0.06657681,0.023213934,0.036594972,0.02765742,0.008618183,0.066043794,0.042181086,0.05934927,0.044599224,0.058872633,0.061650444,0.057385977,0.051961835,0.07010357
Fxyd5,1.6854696,2.5979595,2.176942,2.0883598,2.765727,3.112752,4.2225666,4.433915,4.1102552,1.458631,2.671498,2.2990723,2.5226686,3.19082,2.9852152,3.4658577,4.0620313,3.491991
Gramd1a,0.32459256,0.5963478,0.44501126,0.3579043,0.45150277,0.5499833,0.6612912,0.94192505,0.94751185,0.2925699,0.56241524,0.48123533,0.40311074,0.53633356,0.4922504,0.715445,0.7386499,0.55614567
Uba2,2.0638382,1.5857011,1.713195,1.692367,1.4647721,1.090586,1.0349151,0.9361325,0.8156153,2.1443963,1.5325726,1.7793949,1.8064148,1.3478856,1.0536238,1.0372196,1.1120769,1.0374721
Pdcd2l,0.15391071,0.16159362,0.14201427,0.15757696,0.13867843,0.14584261,0.09502703,0.1481595,0.099829614,0.20369406,0.13300541,0.18482332,0.15266247,0.11025577,0.13566439,0.13203296,0.14862691,0.11811419
Gpi1,2.6861246,2.2534218,2.5780945,2.494065,2.3697653,3.032458,2.6599038,2.6620128,2.5075798,2.745277,2.3519032,2.4783537,2.6309357,2.331683,3.0306551,2.7307794,2.7436602,2.680204
4931406P16Rik,0.08153219,0.08406948,0.09435334,0.081388965,0.09028361,0.16771153,0.15058382,0.13146937,0.17393336,0.08037019,0.08719526,0.085901074,0.07692184,0.08252984,0.0898712,0.11647149,0.109278925,0.13712464
Lsm14a,0.9324323,0.8374393,0.82268345,0.86831075,0.8479988,0.9011597,0.916313,1.0040333,1.0406302,0.8433596,0.84843236,0.83741593,0.791504,0.8359876,0.90658903,0.781207,0.8371136,0.6724454
Cebpg,0.47624114,0.3703488,0.38828284,0.5400513,0.43365297,0.29663742,0.2849072,0.3165763,0.35326275,0.4462674,0.46006164,0.4886303,0.5634207,0.45047438,0.34518668,0.42637712,0.44043767,0.6276814
Gpatch1,0.11560658,0.10270105,0.12672716,0.09633267,0.11198953,0.121015966,0.10762798,0.12706037,0.13414587,0.083866596,0.11255856,0.10544991,0.08955859,0.09524017,0.13746983,0.10348661,0.13071774,0.061648242
Faap24,0.31778717,0.3547823,0.3126527,0.21319172,0.32148835,0.13210271,0.12310708,0.1143511,0.11004422,0.36554885,0.36506185,0.33935952,0.22187115,0.30077672,0.16426612,0.13012397,0.15651537,0.063429974
Nudt19,0.77285105,0.4330267,0.55555147,0.66411173,0.5861101,0.5820447,0.605818,0.44993705,0.47480318,0.8397451,0.4210253,0.49150598,0.70088696,0.6119844,0.71110994,0.6509247,0.545299,0.72457314
Pdcd5,3.354562,2.0061042,2.3987923,2.7204938,2.381422,1.6922187,1.6343447,1.4479331,1.5533628,3.190837,1.8871249,2.269755,2.3240626,2.3146665,1.9340596,1.6111311,1.6274743,1.6868954
