gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Cacna1a,0.049698405,0.023068573,0.037163325,0.022995058,0.019565515,0.056749556,0.04296949,0.037094127,0.025891542,0.024227545,0.022976719,0.03471678,0.026669234,0.023955802,0.07131173,0.03686173,0.068098016,0.018210217
Trmt1,0.08083653,0.040091794,0.053800967,0.051837906,0.05471108,0.05119371,0.061087407,0.03217184,0.01979949,0.100110374,0.037040073,0.04937865,0.049508594,0.056981396,0.055272102,0.043359157,0.03914556,0.017549543
Gadd45gip1,0.007833947,0.009650057,0.0101052625,0.0069272975,0.0100104,0.0046363864,0.0028004136,0.0017101605,0.0068709026,0.009703763,0.006895721,0.009458802,0.0033652056,0.0007658072,0.004639251,0.0009609618,0.0,0.0
Farsa,0.21590258,0.14397927,0.15763126,0.15350717,0.18550798,0.09053562,0.08613612,0.07076998,0.07443935,0.20126732,0.14007223,0.20102337,0.15793738,0.194366,0.14253716,0.09430119,0.0488,0.1249798
Syce2,0.07913152,0.027647652,0.043843325,0.063233525,0.048247714,0.020025916,0.009932535,0.0022719498,0.005874752,0.07054083,0.035976645,0.02975313,0.088761725,0.035997134,0.014917533,0.047116894,0.00801195,0.04052031
Dnase2a,0.028283838,0.012382786,0.016955437,0.016175034,0.020527447,0.016770825,0.028136693,0.015879715,0.0059549436,0.016984832,0.010953505,0.0154699,0.019122658,0.01057092,0.01179283,0.03155663,0.032915086,0.02121631
Prdx2,0.018781252,0.009454583,0.010584456,0.0075749666,0.022472793,0.0039074104,0.0,0.0013448325,0.0035670542,0.009120792,0.01219918,0.010172635,0.006543289,0.010419942,0.0039988216,0.009675934,0.0,0.0
Hook2,0.04093314,0.017120823,0.029092805,0.02485992,0.031030903,0.038749866,0.04704995,0.04844983,0.050625727,0.038698092,0.024970852,0.023636576,0.027452981,0.030675763,0.04878593,0.04647579,0.02254028,0.048983164
Trir,0.111599535,0.11253441,0.11034993,0.11434796,0.1012372,0.108364716,0.13692224,0.12433182,0.12849484,0.15894647,0.12695622,0.108466715,0.13530414,0.11304656,0.12619972,0.08954104,0.097378805,0.01707073
Tnpo2,0.07602849,0.05212117,0.05170724,0.04727,0.06901181,0.054948933,0.006681298,0.03490562,0.028008621,0.081521675,0.061363794,0.06143533,0.045689538,0.040979255,0.044408932,0.030724557,0.015843354,0.03411429
Dhps,0.15168056,0.12438386,0.12777203,0.1163207,0.13400567,0.09602646,0.14059035,0.119687535,0.10469627,0.12947698,0.11468546,0.11732375,0.107070364,0.122979246,0.08192854,0.0796014,0.071211174,0.06575293
Wdr83os,0.039742127,0.035369396,0.04439468,0.03468664,0.051988833,0.019034572,0.05442323,0.01657054,0.024483241,0.056075566,0.03929097,0.04361982,0.03977961,0.05878127,0.02888384,0.021627802,0.011994052,0.0
Man2b1,0.018054223,0.018457672,0.015624791,0.013032005,0.012999127,0.010784425,0.023325527,0.02624074,0.027285526,0.03463082,0.01201163,0.009349657,0.017854564,0.016337443,0.023635196,0.014537355,0.01722441,0.0
Orc6,1.2087741,0.6940512,0.8960433,1.0532126,0.87044215,0.44348246,0.3390812,0.2380901,0.22405571,0.95228565,0.61734384,0.7945269,0.98648375,0.6877783,0.37018347,0.22911254,0.2349487,0.18824193
Phkb,0.44791576,0.27454767,0.35145676,0.3467675,0.3080644,0.5991387,0.7013078,0.481898,0.53269446,0.49074247,0.3888598,0.3448351,0.4114503,0.34461373,0.59485614,0.75087166,0.42007357,0.71428597
Lonp2,0.7422258,1.348573,1.0405649,0.848085,1.107867,0.9309856,1.1290427,1.4153365,1.5932391,0.67210406,1.1721542,1.0875086,0.7402405,1.1025696,0.9245201,1.1679826,1.343053,1.2571192
Cnep1r1,0.29090518,0.29253113,0.2878179,0.27301833,0.2316606,0.29322946,0.30410343,0.21063021,0.19068772,0.2597775,0.39161125,0.28604946,0.35638905,0.35169876,0.3561669,0.24574023,0.30679518,0.23725988
Heatr3,0.26530582,0.13257402,0.21042833,0.22698385,0.22815335,0.28356582,0.19580582,0.15041603,0.11981749,0.25017583,0.12136844,0.17989632,0.1837265,0.19702566,0.26627642,0.11798799,0.18981458,0.29127494
Tent4b,1.0318729,0.8433449,0.86081064,1.0560291,0.9944592,0.8045641,0.8386156,0.8458615,1.134231,0.8773158,0.80064595,0.85110873,0.96359277,0.9362472,0.72939277,0.864199,0.7521254,0.89588094
Adcy7,0.38258463,0.40345785,0.4331933,0.395205,0.5185799,0.5486125,0.5728893,0.61147344,0.6457875,0.4479065,0.4487072,0.40249702,0.40623292,0.5184449,0.5102254,0.9506268,0.6207168,0.7482276
Cyld,0.9071842,1.0848124,1.0430373,0.91385823,0.97721195,0.96210337,0.9331073,0.9496937,0.9849194,0.8523763,0.9673469,1.0151238,0.95839345,0.8779244,0.84365225,0.9470112,0.98996824,0.76222
Chd9,0.4761437,0.3328321,0.3865209,0.34798387,0.39543322,0.5344831,0.61351717,0.67745894,0.85485405,0.6121929,0.41091558,0.36636433,0.39292377,0.50920445,0.71809065,0.94595736,0.54223096,0.67555964
Rbl2,0.37117136,0.48126012,0.42216378,0.45800275,0.43416497,0.44836295,0.615423,0.65374124,0.71294135,0.45389125,0.53131354,0.5110699,0.4732331,0.5455887,0.46236226,0.6579843,0.62016785,0.62078893
Fto,0.66981447,0.5461196,0.6172752,0.83000255,0.39652297,0.95557016,0.86712706,0.89191043,1.0166211,0.8359481,0.626732,0.5982991,0.9387397,0.48662698,0.81004727,0.92004055,0.75035155,0.56389725
Lpcat2,0.0019511887,0.0,0.004769854,0.00054794975,0.0033615408,0.0015635223,0.0,0.0012396746,0.0013033095,0.004205229,0.0,0.0033481887,0.00053469586,0.00027634724,0.0045500463,0.0038197706,0.00069369597,0.0
Ogfod1,0.19104657,0.13353007,0.15422563,0.15708604,0.20723464,0.10879878,0.06889446,0.08418247,0.106085785,0.17994209,0.101105854,0.11639764,0.12947106,0.1758136,0.08640792,0.09442086,0.10977949,0.0915128
Mt3,0.019416166,0.009762207,0.017941643,0.012519561,0.011623272,0.0019506736,0.009147206,0.0026972692,0.0005238363,0.02221113,0.009224154,0.010473412,0.012866271,0.017891597,0.0033680757,0.0070435875,0.007156993,0.02801095
Mt2,0.078070134,0.019368988,0.042037465,0.06318258,0.022754868,0.002920877,0.031991675,0.005978429,0.0054302635,0.043472886,0.013186553,0.026468463,0.017616017,0.015482636,0.007119267,0.019832022,0.014491491,0.0
Mt1,0.2192769,0.089421116,0.14669994,0.14582893,0.10758983,0.026178593,0.11319519,0.03323251,0.032018527,0.118885115,0.05466777,0.08419997,0.060836945,0.04937276,0.020181077,0.08520345,0.02784843,0.0
Nup93,1.2706875,0.82859457,1.0132706,0.9585569,0.8988123,0.49497223,0.4056863,0.3099818,0.3874736,1.3624871,0.7684829,1.0028595,1.0261462,0.7353449,0.4470697,0.44685352,0.35642546,0.3928737
Herpud1,0.48162594,0.39817113,0.41679436,0.40241536,0.5012399,0.27806297,0.3713602,0.28813487,0.2692385,0.2556977,0.27807948,0.2617938,0.32215592,0.473126,0.22790724,0.30994108,0.3722135,0.41221732
Nlrc5,1.5064553,1.9883636,1.6838088,1.7229922,1.8519273,2.456948,3.0635219,3.0865808,3.5127814,1.6333106,2.1841779,1.922285,1.9845021,2.2287502,2.53259,3.6891487,3.1275735,3.0210268
Rspry1,0.21393695,0.2833454,0.27825588,0.21550862,0.23967215,0.25315484,0.34356958,0.3447338,0.47362116,0.29104325,0.35649034,0.28387964,0.2779072,0.30079627,0.30787414,0.45278287,0.28201014,0.36841154
Arl2bp,0.23991127,0.27356368,0.25346363,0.24264692,0.28696665,0.20430689,0.15623972,0.21677494,0.20521654,0.21058762,0.25880912,0.28241602,0.28947234,0.29379097,0.26779872,0.17957328,0.23039313,0.24657278
Coq9,0.08706219,0.08931475,0.0897975,0.0683407,0.08829932,0.117005795,0.09179373,0.058798805,0.06038104,0.12860891,0.09481459,0.118096404,0.11041154,0.13282837,0.13366312,0.08821549,0.12524498,0.061937213
Adgrg5,0.030212019,0.049796052,0.034428027,0.02963542,0.027028851,0.03690191,0.033198886,0.03465269,0.06302602,0.0154513605,0.009826494,0.0078022745,0.008898275,0.015488671,0.009653639,0.025060222,0.010065991,0.0
Adgrg1,0.006427991,0.00046644063,0.0016042165,0.0027821374,0.010140059,0.0016111659,0.0031364136,0.0067678676,0.0042053843,0.0030955093,0.0100498805,0.0056610047,0.011549302,0.015672965,0.001142576,0.012259096,0.0030370783,0.0
Katnb1,0.026686756,0.026906788,0.028638635,0.031001616,0.019152483,0.013713364,0.0065330705,0.014972551,0.02128623,0.028225163,0.014425876,0.019550586,0.017582862,0.01927007,0.01325496,0.0113200005,0.0016872348,0.0
Usb1,0.021675752,0.026586315,0.027124783,0.026206601,0.028516265,0.021144606,0.056502786,0.020413946,0.016287513,0.022340124,0.025236432,0.019457694,0.017707637,0.028123625,0.024875125,0.019621681,0.036731865,0.15788093
Gins3,0.35163796,0.17620488,0.22853935,0.23818728,0.13234988,0.06598867,0.037383437,0.024814289,0.029377624,0.34969667,0.23821859,0.2862428,0.27830836,0.09847748,0.052739095,0.06546797,0.027019212,0.020459848
Cklf,0.02510678,0.024029026,0.025087168,0.04451412,0.035773374,0.045648403,0.04167403,0.032303892,0.042345818,0.050859075,0.032916363,0.035160773,0.028001493,0.026138091,0.031000454,0.041517206,0.02037689,0.039519988
Pdp2,0.006844952,0.006960125,0.010268179,0.005035419,0.012574925,0.0051648105,0.0,0.004497109,0.00084373733,0.0014970297,0.0059043476,0.002122813,0.002323203,0.004814196,0.0048591103,0.0017468561,0.0018097998,0.0
Cbfb,1.4028645,0.95153487,1.0612044,1.2963032,1.2241361,1.0206523,0.8682063,0.9675107,1.1553923,1.699072,1.0827196,0.9931873,1.4409935,1.1467582,1.0394207,1.4267598,1.0555174,1.313219
D230025D16Rik,0.1834583,0.16219103,0.18227541,0.18018346,0.1759381,0.13213515,0.09016332,0.12109431,0.10946835,0.14462455,0.18080506,0.22228149,0.18821798,0.2502435,0.1734595,0.1262069,0.2027958,0.09802146
Fbxl8,0.025363447,0.038349412,0.026976192,0.032006036,0.030610997,0.017730806,0.0,0.0071045603,0.011556934,0.013243993,0.023569874,0.015005553,0.030420847,0.03339085,0.017152814,0.015824126,0.014201109,0.014703065
Hsf4,0.0057070097,0.0041807196,0.0024337205,0.0059359977,0.0009419492,0.00054124364,0.0035937957,0.0017770068,0.0063784826,0.0015388635,0.01061903,0.0033677497,0.0037284037,0.0033540672,0.0,0.0026764262,0.0,0.0
E2f4,0.08336403,0.043978967,0.060895156,0.063073836,0.06818518,0.026288256,0.044510774,0.033907454,0.04803702,0.08200168,0.04922723,0.060418036,0.05281151,0.05129114,0.04799659,0.059013147,0.034120217,0.07387209
Tmem208,0.9951735,0.7008112,0.8384922,0.8213645,0.8733677,0.5617156,0.5664504,0.43035525,0.32805586,0.837573,0.59659946,0.7767135,0.636995,0.88353,0.5497847,0.57498014,0.59222555,0.6565732
Slc9a5,0.04878232,0.019518096,0.027035275,0.044702858,0.028779998,0.01195729,0.0,0.0022080506,0.0002570134,0.02865703,0.019913245,0.01741746,0.018481,0.006689147,0.0061788056,0.008197686,0.006967739,0.014990235
Ripor1,0.010476255,0.010592767,0.014713127,0.011838295,0.017216891,0.006676611,0.009207961,0.0125832725,0.013069274,0.008495704,0.009724199,0.013631202,0.008686119,0.01588244,0.011198388,0.012550453,0.004324284,0.0
Ctcf,0.8641743,0.88779956,0.82682675,0.8831125,0.60703313,0.6276846,0.5334452,0.4847041,0.45736015,0.96159434,0.9222046,0.9738517,0.9673298,0.62175983,0.563495,0.4952133,0.64491415,0.41778082
Carmil2,0.19021957,0.08112833,0.12837033,0.17782795,0.18129171,0.08643238,0.08035442,0.09429813,0.05171423,0.15050986,0.102656804,0.12530547,0.21297975,0.16104423,0.10524485,0.118047185,0.07772808,0.08640611
Pard6a,0.0066569154,0.0054498552,0.008071525,0.007823442,0.011405187,0.009335505,0.0,0.015635723,0.008805493,0.013760118,0.0066591795,0.007875439,0.004133343,0.010278702,0.004558818,0.005203431,0.017866608,0.0
Tsnaxip1,0.009044689,0.010752103,0.009197526,0.0033279145,0.010390331,0.0031182067,0.018122349,0.001525823,0.0023418409,0.0023264135,0.005004519,0.00909415,0.009698823,0.004698518,0.0051463936,0.00043223237,0.0011585212,0.0
Nutf2,0.123596065,0.04617972,0.06890543,0.08677934,0.07311927,0.030703178,0.029747622,0.027277308,0.014858049,0.13742523,0.030913524,0.059129264,0.07800837,0.059081156,0.033044074,0.049223512,0.01936459,0.039715394
Edc4,0.2105212,0.16145647,0.16640414,0.14377664,0.13261214,0.15435709,0.1196272,0.10009212,0.11428401,0.15168561,0.12288409,0.1358067,0.13274983,0.1527397,0.09162737,0.12976243,0.09171609,0.117703505
Pskh1,0.0871678,0.1050606,0.085166186,0.08839574,0.08320536,0.05384547,0.05802543,0.06769976,0.05181466,0.0877912,0.059949905,0.077866934,0.08022187,0.08012441,0.07604288,0.097624235,0.07526931,0.07019648
Dus2,0.13310792,0.11349878,0.14084962,0.13608068,0.17612138,0.1250774,0.2412501,0.30349565,0.26161867,0.2372232,0.14956844,0.15607944,0.18325877,0.23729643,0.16178794,0.38959807,0.2813388,0.354262
Nfatc3,2.0837255,2.3079355,2.2630985,2.376657,2.3971052,2.9065688,2.5909023,2.7521837,2.8704696,2.3691776,2.9351294,2.5928118,3.0142174,3.1202798,3.6467645,2.9058902,3.3612401,3.6659634
Slc7a6,0.2983625,0.1823473,0.23037317,0.24251293,0.25638184,0.2153764,0.20996788,0.18456516,0.15088663,0.4044381,0.21966538,0.27455756,0.27479985,0.27225956,0.23441158,0.21585302,0.15963618,0.15379658
Prmt7,0.16449004,0.07777402,0.11320766,0.15791859,0.14542083,0.08327029,0.14079739,0.0874631,0.06453301,0.26108557,0.10885196,0.15031512,0.115623,0.166226,0.14485641,0.20735382,0.19770291,0.17396475
Tango6,0.24713825,0.18433383,0.20892902,0.23630992,0.19614829,0.2330665,0.17378436,0.26675296,0.29927418,0.29142797,0.17070419,0.22474006,0.20041963,0.21820578,0.20836927,0.32204407,0.28986493,0.3216963
Utp4,0.3833948,0.23224129,0.2915232,0.3108046,0.33516034,0.28115743,0.16982713,0.2475503,0.27924967,0.44961435,0.27986863,0.3906264,0.42974192,0.36028996,0.33927152,0.24381742,0.3514351,0.38174152
Sntb2,0.38644037,0.45043308,0.39363858,0.44990227,0.39185703,0.43312728,0.5857693,0.7328324,0.5161004,0.5009655,0.6317967,0.36996216,0.39975762,0.36920208,0.3665313,1.109868,0.54442585,1.0870187
Vps4a,0.03331974,0.03836755,0.039375197,0.032140058,0.036321856,0.025160007,0.0039058526,0.022782654,0.027978646,0.033363286,0.025466142,0.031739503,0.037239257,0.03730229,0.03760789,0.019888826,0.014291746,0.039715394
Nip7,0.13506487,0.104929775,0.12876354,0.12508334,0.15288562,0.068371706,0.048120268,0.04957405,0.058167465,0.11356877,0.09319166,0.13043138,0.09674786,0.13775443,0.08910998,0.04481364,0.08153643,0.114568174
Cyb5b,0.55150694,0.44290468,0.48492786,0.51553226,0.49911025,0.33241826,0.3561521,0.30723286,0.38709491,0.7544481,0.49491343,0.55346745,0.50212866,0.44542813,0.40018377,0.4935741,0.33256373,0.31893647
Nfat5,1.3976867,1.3722056,1.3628949,1.3271397,1.3305417,1.5863652,1.4218075,1.082485,1.3054098,1.4916027,1.8063053,1.918668,1.9469756,1.7332989,2.4693575,1.3153226,1.9605236,1.7706807
Wwp2,0.666894,0.858787,0.70988315,0.7343458,0.6835911,0.72561216,0.6564518,0.85527045,0.8017738,0.71504927,0.8738187,0.7201199,0.7345164,0.7365817,0.7138671,0.9049969,0.7507388,1.1763791
Pkd1l3,0.06068579,0.07454522,0.06960581,0.05336408,0.07738973,0.045346804,0.059108995,0.06826967,0.04963867,0.10305562,0.0752031,0.08289576,0.09552301,0.09185319,0.058469985,0.061597727,0.11389393,0.064965986
Zfp821,0.089207895,0.093983375,0.08832966,0.09635224,0.1010945,0.081509225,0.068737574,0.056664072,0.036500227,0.10557142,0.11400806,0.119089186,0.10620691,0.113261096,0.11476688,0.04386463,0.03760817,0.018604558
Ap1g1,0.4480958,0.5454044,0.5025206,0.46941906,0.51856995,0.5726256,0.60556906,0.6181449,0.69664913,0.53586733,0.666615,0.58825165,0.5413288,0.52844685,0.724331,0.6661489,0.6964017,0.75987256
Phlpp2,0.37049693,0.2401705,0.28168756,0.30817065,0.3246111,0.19705866,0.3094283,0.24900067,0.25426593,0.347491,0.2576175,0.26134497,0.2982434,0.22882865,0.22931784,0.3068201,0.20658326,0.3590303
Vac14,0.16598421,0.09093852,0.11969215,0.12937225,0.13209037,0.15519242,0.14876951,0.11238409,0.12179383,0.14308451,0.09777397,0.121476315,0.14618206,0.11581638,0.11038726,0.16387571,0.098422594,0.09850942
Cog4,0.718762,0.6540125,0.6907808,0.6847828,0.64610416,0.6845964,0.73340845,0.6159032,0.6162592,0.8824475,0.6532754,0.71918744,0.6652407,0.6266384,0.57108223,0.7219773,0.50012547,0.6859311
Aars,0.24414764,0.23894505,0.2161649,0.2523463,0.19347398,0.08484223,0.14719923,0.07274043,0.04142623,0.30590612,0.1897698,0.2765757,0.20953824,0.2402278,0.14705543,0.1407631,0.15104929,0.087463364
Pdpr,0.22160673,0.2236609,0.2266547,0.2538333,0.26425973,0.23733538,0.44981897,0.38840866,0.43808037,0.22944778,0.27226767,0.26481858,0.32911065,0.280386,0.25140128,0.34413233,0.24919632,0.33349347
Znrf1,0.2848037,0.16638815,0.18830438,0.1966862,0.16365355,0.40790915,0.34412202,0.3736305,0.330276,0.25438994,0.13467714,0.14542672,0.19215894,0.14850634,0.29453525,0.38586533,0.19814852,0.24169774
Zfp1,0.10195931,0.117899105,0.10911885,0.09995718,0.12849261,0.0883535,0.20214263,0.10800819,0.0637468,0.14108136,0.097238414,0.12524216,0.08492135,0.09693287,0.1547456,0.08774653,0.18428747,0.13401148
Gabarapl2,0.05757042,0.072946295,0.076214194,0.07519846,0.076874115,0.07445514,0.065100774,0.09221467,0.10039326,0.039115712,0.061867613,0.076385915,0.07462616,0.08637804,0.05919291,0.051217757,0.053806804,0.075640336
Terf2ip,0.017767614,0.0054276437,0.023341913,0.01300413,0.024026925,0.015930004,0.036557566,0.024230657,0.013093797,0.011256311,0.023424948,0.025941748,0.020231625,0.034537733,0.029773984,0.028381681,0.008511643,0.017865457
Nudt7,0.023376811,0.023375904,0.025226876,0.011069971,0.020829361,0.04312414,0.01712755,0.023678154,0.006830295,0.0032158564,0.017073648,0.011149179,0.015308029,0.020201325,0.012331911,0.036736816,0.02182443,0.01707073
Wwox,1.2693729,2.9720433,2.362332,1.6573795,0.9178816,2.1264513,1.6738641,2.1886773,1.8157644,1.4453862,3.1497269,2.2579646,2.1344717,0.85690194,2.1608858,2.975668,1.9397544,1.6431986
Cenpn,0.22421709,0.23809479,0.22988908,0.23224899,0.107395545,0.053734533,0.0228346,0.013047812,0.007499755,0.21606907,0.28232878,0.23514669,0.19144545,0.04123613,0.04332898,0.033626147,0.020816512,0.0
Atmin,0.024968242,0.00989629,0.01894737,0.035526883,0.014338962,0.010219204,0.0,0.003959417,0.012103267,0.036686048,0.016798329,0.01995583,0.01177643,0.0076636407,0.016867707,0.031276233,0.017702213,0.014990235
Gan,0.044109367,0.04522616,0.037926767,0.032597955,0.04331888,0.028075932,0.017388701,0.053912815,0.09193915,0.050735522,0.043200675,0.039570536,0.029385637,0.028862307,0.030464247,0.09618299,0.037466496,0.0648583
Cmip,4.5706887,5.6463633,5.4766297,5.343379,5.3503547,4.6009693,6.334415,5.12792,5.319877,5.0270143,5.7967415,6.22674,5.524095,6.1374726,4.7139096,4.8929253,6.0438504,6.045303
Plcg2,0.09893666,0.07561332,0.10622971,0.09038103,0.08041197,0.08855529,0.08778566,0.065969296,0.0677345,0.08297809,0.072646566,0.06369328,0.054392982,0.043911155,0.07830241,0.088846594,0.050630063,0.04103308
Hsbp1,0.04244725,0.050020315,0.052476715,0.04217214,0.056426696,0.019364223,0.023997145,0.014326199,0.023001092,0.056776445,0.05897437,0.06189142,0.0681793,0.071479745,0.05956925,0.02707647,0.025752993,0.016540948
Mlycd,0.014696085,0.01451014,0.013376751,0.011092739,0.015912103,0.011014576,0.0047815973,0.021172551,0.009846157,0.02591274,0.025317332,0.011773252,0.028784271,0.013599324,0.023191638,0.031032613,0.007359167,0.022979042
Klhl36,0.01697293,0.014816547,0.0132972235,0.0076795574,0.026678737,0.01350005,0.01592015,0.027711667,0.0331531,0.020138513,0.0112107415,0.014758503,0.011822926,0.025225919,0.031478427,0.016579008,0.011685133,0.030740988
Usp10,0.29871675,0.16266358,0.20350224,0.24942738,0.21748434,0.17529973,0.14840345,0.11127969,0.12008303,0.28480232,0.15618613,0.19944806,0.21835147,0.16512807,0.16926055,0.14224508,0.14993738,0.04434097
Gse1,0.39567828,0.30401686,0.34585112,0.38370672,0.39929998,0.32644087,0.39492893,0.3781409,0.34276506,0.3334814,0.37765056,0.39261132,0.4146179,0.4070433,0.3218913,0.45497352,0.44234467,0.41109264
Cox4i1,0.43585262,0.42011046,0.42845485,0.38481218,0.4365471,0.34092587,0.28381807,0.22740015,0.2506688,0.42329964,0.336059,0.44898692,0.37837744,0.35585564,0.33143586,0.2315879,0.3096275,0.25481728
Irf8,0.028045006,0.021160156,0.027090028,0.01933779,0.017466705,0.015980205,0.03815764,0.014197119,0.0118523585,0.02001704,0.021888126,0.01750072,0.016791873,0.02440622,0.009957467,0.042537004,0.0086267395,0.01750152
Map1lc3b,0.006981408,0.021081477,0.0185239,0.011794254,0.016224701,0.025346898,0.024074122,0.01689581,0.008625092,0.0025572213,0.013079414,0.0070841056,0.010218138,0.0128500415,0.020484129,0.012225185,0.015931249,0.01805599
Banp,0.1481785,0.18020436,0.16326468,0.17670876,0.16541946,0.18664648,0.1250917,0.24293481,0.25955236,0.20845072,0.16655596,0.14334203,0.15493251,0.16342221,0.18164983,0.2221243,0.1912522,0.13638619
Zfpm1,0.13135156,0.07476814,0.097545765,0.11133191,0.09073318,0.07194958,0.032499727,0.059013177,0.054489795,0.21343559,0.10237591,0.11185171,0.092921816,0.074266106,0.12059892,0.15160577,0.09816053,0.10297035
Zc3h18,0.34008822,0.22060946,0.29703236,0.31613988,0.33210206,0.16971727,0.16160835,0.18550245,0.18093711,0.36009514,0.19165632,0.26303536,0.29032025,0.26792288,0.1749747,0.20507342,0.15789244,0.06925522
Ctu2,0.08914185,0.047656935,0.06860239,0.060898144,0.0784284,0.04779969,0.101869345,0.044285715,0.072473936,0.124310456,0.059065428,0.060282335,0.07593484,0.08724593,0.05985744,0.045435425,0.04494096,0.06095875
Cdt1,0.5843126,0.37143785,0.45007372,0.61245704,0.3908628,0.25005537,0.1403275,0.22975463,0.20636812,0.43583336,0.29484534,0.38384137,0.5079266,0.25064093,0.15855874,0.21939902,0.143907,0.16383204
Trappc2l,0.03148135,0.019742906,0.035543974,0.025778066,0.023340715,0.020234175,0.015579047,0.032943483,0.036306567,0.02946187,0.01911419,0.025089025,0.020649439,0.020432658,0.012145445,0.017428674,0.021121673,0.0
Acsf3,0.017878536,0.008986185,0.011373575,0.010835397,0.011680992,0.010029347,0.00825782,0.010252922,0.004202502,0.025503105,0.0074695917,0.011125766,0.013601813,0.00979614,0.024386492,0.02187344,0.027941758,0.0
Spg7,0.1601551,0.16831854,0.17756262,0.1457327,0.16728799,0.13827403,0.08370083,0.15999052,0.19540656,0.17890313,0.20054415,0.17684157,0.15835886,0.16025761,0.1649099,0.18875733,0.18559568,0.12424426
Rpl13,0.100338824,0.053710084,0.061037313,0.07314492,0.058153003,0.02449031,0.025072657,0.016536694,0.014405895,0.06997146,0.033367623,0.04901782,0.057790726,0.07355068,0.0425897,0.032222,0.023819752,0.03686638
Cdk10,0.011008491,0.010770624,0.009097946,0.008085116,0.014274735,0.019017458,0.007696169,0.01620498,0.016628265,0.006159958,0.012058756,0.0047357716,0.013989012,0.009544836,0.026782604,0.01837292,0.011634304,0.0
Tcf25,0.28143033,0.2932091,0.32028088,0.2781914,0.29594246,0.44953007,0.31622782,0.3836807,0.45106286,0.3538281,0.32466355,0.3635553,0.31609792,0.29642287,0.3470166,0.35045496,0.3280907,0.36526322
Tubb3,0.030366326,0.036222126,0.04280824,0.019166948,0.029885255,0.0046395995,0.011717046,0.00782179,0.008728989,0.051465422,0.031597663,0.053020522,0.02239882,0.025612585,0.00589438,0.011054767,0.0021293706,0.0
Def8,0.042777795,0.011127391,0.016865853,0.016250087,0.017902434,0.013716106,0.014744592,0.013228028,0.0166888,0.038823508,0.02295654,0.017517153,0.016381701,0.016658818,0.022705166,0.02620159,0.005167497,0.0
Afg3l1,0.64345974,0.47917515,0.5370309,0.50442576,0.53179425,0.41826925,0.5633146,0.47558105,0.53227985,0.6882084,0.6658616,0.6988932,0.7335538,0.72066236,0.6378146,0.4099617,0.6572718,0.43714952
Urb2,0.18520612,0.13215816,0.17452838,0.14268884,0.1608925,0.11527015,0.065063946,0.08523091,0.051556893,0.19354022,0.14978778,0.17672549,0.1514646,0.13786334,0.10436594,0.08137887,0.029029224,0.06988717
Galnt2,0.21433502,0.32139298,0.2727799,0.2684374,0.34673432,0.20518264,0.44029826,0.29574192,0.26978382,0.24644457,0.38533443,0.34022695,0.32244417,0.36546215,0.24530245,0.5703559,0.3997257,0.4369439
Cog2,0.11513903,0.137914,0.13062243,0.10243663,0.15617105,0.1725054,0.26453695,0.17158848,0.1746579,0.07684539,0.15945852,0.14973578,0.09086135,0.16412891,0.13142024,0.15732983,0.13987884,0.12356989
Arv1,0.07892444,0.058426376,0.06739492,0.059308797,0.07619208,0.06748462,0.046575267,0.083259046,0.047588173,0.108288094,0.055317167,0.07398506,0.076471046,0.11132699,0.08042937,0.08489419,0.07297208,0.03611198
Gnpat,0.09805066,0.050297778,0.081711486,0.08143157,0.07648113,0.108628854,0.07826232,0.12519252,0.16897966,0.07685323,0.07315532,0.06417377,0.08647672,0.06677106,0.09439084,0.13440971,0.10026126,0.11817642
Sprtn,0.054145817,0.054572113,0.051523995,0.05240334,0.05338339,0.038315624,0.063258454,0.054343343,0.0467393,0.048728377,0.048316386,0.04582666,0.05351575,0.053539675,0.043211646,0.039652664,0.07007374,0.067100264
Tsnax,0.07717749,0.053988516,0.078124836,0.062243104,0.064563766,0.04578716,0.10484905,0.051108442,0.062349267,0.10260202,0.0676959,0.086742,0.08351592,0.07535904,0.065854035,0.12435078,0.11045202,0.10091237
Disc1,0.042636562,0.036417957,0.04497732,0.051912323,0.025598632,0.11687284,0.07023269,0.16621298,0.15842588,0.030709077,0.0280823,0.01483657,0.05585498,0.019964395,0.057843227,0.111335374,0.06699013,0.017865457
Ntpcr,0.004548304,0.004332209,0.0045123165,0.0045680995,0.00296091,0.00025890756,0.00676957,0.0024952258,0.00041531696,0.011523025,0.0016509889,0.0031044434,0.0010991191,0.0046618693,0.0071819928,0.00097311323,0.0,0.0
Coa6,0.02993594,0.03252227,0.026910214,0.023446038,0.033967696,0.0167077,0.018043453,0.0126341265,0.014528294,0.05383765,0.022712534,0.031004647,0.028515747,0.033209227,0.034266137,0.0071259197,0.005521105,0.0
Nrp1,0.2542884,0.18113138,0.22503619,0.24319299,0.22899662,0.64211684,0.2416243,0.5611791,0.56744176,1.1450677,0.7583046,0.7335684,0.73589236,0.7705736,1.3670844,0.846702,0.6471349,0.48287952
