,N-P0,A-P1,A-P2,C-P2,A-P3,C-P3,A-P4,C-P4,A-P5,C-P5,A-P6,C-P6,A-P7,C-P7,C-P8,A-P9,A-P10
Asxl2,0.4859825670719147,0.34401848912239075,0.24237927794456482,0.21546399593353271,0.22359520196914673,0.2627905011177063,0.2325926125049591,0.18887172639369965,0.2428896278142929,0.19989502429962158,0.2015918493270874,0.20841853320598602,0.322980135679245,0.2552669644355774,0.315203458070755,0.35981231927871704,0.3169821500778198
Zfp62,0.1956787258386612,0.18682599067687988,0.1280747950077057,0.11389973014593124,0.15893813967704773,0.19860900938510895,0.16004210710525513,0.17536404728889465,0.1590055525302887,0.12805093824863434,0.1263791173696518,0.15491057932376862,0.2190413773059845,0.2525174021720886,0.13445408642292023,0.16408812999725342,0.19862796366214752
Jade1,0.1399371474981308,0.09627197682857513,0.2167409062385559,0.18903355300426483,0.1356021761894226,0.1560087502002716,0.12045113742351532,0.11351683735847473,0.18557791411876678,0.22485771775245667,0.1074334979057312,0.08030236512422562,0.11701685190200806,0.08054757863283157,0.10414954274892807,0.10497788339853287,0.07520049810409546
Hmg20b,0.18908783793449402,0.1415746808052063,0.2778699994087219,0.2653447091579437,0.29341694712638855,0.32004716992378235,0.30961355566978455,0.34220871329307556,0.23931121826171875,0.2288580685853958,0.2588534355163574,0.25420865416526794,0.1909821480512619,0.22581353783607483,0.2590970993041992,0.1966349333524704,0.20156896114349365
Zfp36l1,0.964328408241272,1.095798134803772,0.42735934257507324,0.38017889857292175,0.5838503837585449,0.5592780709266663,0.5792286992073059,0.4182605445384979,0.4517420828342438,0.42686527967453003,0.4074275493621826,0.35817578434944153,0.9191151857376099,0.9534522891044617,0.526029646396637,0.8671677708625793,0.6751050353050232
Epas1,0.007860205136239529,0.0076234182342886925,0.13472016155719757,0.09080355614423752,0.10314416885375977,0.061473630368709564,0.15901584923267365,0.08264894783496857,0.10280326753854752,0.08812017738819122,0.11897019296884537,0.06743036955595016,0.012781660072505474,0.01365289743989706,0.08712416142225266,0.06608594208955765,0.07430752366781235
Mybl2,0.007093338295817375,0.010462451726198196,0.35782164335250854,0.36608049273490906,0.214058518409729,0.2161659300327301,0.2921956777572632,0.2601853311061859,0.3515435457229614,0.40960264205932617,0.17406240105628967,0.13501130044460297,0.08750271052122116,0.05587390810251236,0.06305167824029922,0.017030557617545128,0.00850281398743391
Hira,0.0689166784286499,0.08183108270168304,0.19254402816295624,0.18040530383586884,0.1359243243932724,0.12456806749105453,0.17251570522785187,0.17097629606723785,0.1600356251001358,0.1356242597103119,0.12482688575983047,0.13486692309379578,0.11263635009527206,0.09529852867126465,0.10245422273874283,0.1006389930844307,0.0794992446899414
Bbx,0.31752657890319824,0.2972911596298218,0.11714063584804535,0.16675744950771332,0.14230071008205414,0.15036363899707794,0.17017482221126556,0.14319704473018646,0.1412048637866974,0.1400192677974701,0.11908139288425446,0.1110021322965622,0.21479623019695282,0.26281094551086426,0.24381378293037415,0.24751383066177368,0.17567765712738037
Zdhhc2,0.006099987775087357,0.007238026708364487,0.3090426027774811,0.39402568340301514,0.3503384292125702,0.33481019735336304,0.3301580846309662,0.33150714635849,0.36054620146751404,0.39036837220191956,0.30202895402908325,0.26816269755363464,0.26459571719169617,0.21749641001224518,0.1931990683078766,0.13604247570037842,0.08966759592294693
Nfkbia,0.9286978840827942,1.2511740922927856,1.4515334367752075,1.4241540431976318,1.5759400129318237,1.8886165618896484,1.6806488037109375,1.9237991571426392,1.5408185720443726,2.0700902938842773,1.4036388397216797,1.7920526266098022,1.8662991523742676,1.9179656505584717,1.1905385255813599,1.830109715461731,1.8342453241348267
Itgb7,1.158087134361267,0.8532604575157166,1.2629071474075317,1.0894306898117065,1.6065855026245117,1.4525114297866821,1.5885306596755981,1.4677973985671997,1.54119074344635,1.4076333045959473,1.662567138671875,1.5344421863555908,1.3791776895523071,1.1504322290420532,1.3437461853027344,1.3491337299346924,1.1371432542800903
Cd48,0.7095797061920166,0.7160424590110779,1.820046067237854,1.6375523805618286,2.2216880321502686,2.0529568195343018,2.1056647300720215,2.107313394546509,1.9601738452911377,1.9120571613311768,2.2674217224121094,2.1849453449249268,1.5044472217559814,1.4550961256027222,1.8481059074401855,1.7258976697921753,1.7860949039459229
Klf13,1.2043050527572632,1.0974388122558594,0.5676476955413818,0.5235261917114258,0.7713649272918701,0.6999939680099487,0.7510473132133484,0.6509152054786682,0.6234061121940613,0.5983403921127319,0.7195754647254944,0.7198711037635803,0.6449007987976074,0.5632845163345337,0.8978199362754822,1.0574783086776733,0.9598464369773865
Fhl2,0.02181137539446354,0.01650710217654705,0.24174560606479645,0.21222050487995148,0.44126278162002563,0.36102163791656494,0.35910555720329285,0.40187305212020874,0.3211987614631653,0.38303419947624207,0.27828896045684814,0.2808297276496887,0.1343313455581665,0.1976270228624344,0.22007960081100464,0.17532144486904144,0.15540681779384613
Zdhhc6,0.1163906529545784,0.09466593712568283,0.24957384169101715,0.2746024429798126,0.19671683013439178,0.2083943635225296,0.22377599775791168,0.20757712423801422,0.21934133768081665,0.24354740977287292,0.22504615783691406,0.18689584732055664,0.15680824220180511,0.22022785246372223,0.17331714928150177,0.1479177176952362,0.1254475861787796
Polr2b,0.21205830574035645,0.16942115128040314,0.47222867608070374,0.5120036602020264,0.3938569128513336,0.3841285705566406,0.4329320788383484,0.5108457207679749,0.32526063919067383,0.347869336605072,0.3374892473220825,0.33137503266334534,0.2427557110786438,0.3150905966758728,0.2299988567829132,0.2063807100057602,0.19516758620738983
Sp2,0.1408982276916504,0.14104904234409332,0.17076897621154785,0.16992393136024475,0.249381884932518,0.25789034366607666,0.2352401614189148,0.2425708919763565,0.17925146222114563,0.19340097904205322,0.17411589622497559,0.13557758927345276,0.17302577197551727,0.13322487473487854,0.13919804990291595,0.18124067783355713,0.19335822761058807
Taf6l,0.030859479680657387,0.01108958013355732,0.08495330810546875,0.06881055980920792,0.06435956805944443,0.06592152267694473,0.0750080943107605,0.06195976585149765,0.0741904005408287,0.06579743325710297,0.05473136901855469,0.03465113788843155,0.02671566605567932,0.04959411546587944,0.028370264917612076,0.01456125546246767,0.014310919679701328
Polr2e,0.4731646478176117,0.4777604639530182,0.8987407088279724,0.8502662777900696,0.5454508662223816,0.5839508175849915,0.7097331881523132,0.720845103263855,0.591275155544281,0.6077365875244141,0.6172739863395691,0.6146610379219055,0.5328295826911926,0.5948476791381836,0.5454827547073364,0.5124669075012207,0.5033332109451294
Rest,0.29959994554519653,0.2427503913640976,0.34208494424819946,0.3539702892303467,0.22156713902950287,0.2824819087982178,0.31077781319618225,0.3167577385902405,0.26097264885902405,0.2502318322658539,0.3332507908344269,0.29968327283859253,0.4081684350967407,0.39536455273628235,0.25975340604782104,0.2889079749584198,0.25938886404037476
Med16,0.0790126621723175,0.13242562115192413,0.11916438490152359,0.16745294630527496,0.14169137179851532,0.15897786617279053,0.15001468360424042,0.2054259330034256,0.12589816749095917,0.121337890625,0.11293984949588776,0.1333758682012558,0.08320707082748413,0.11617554724216461,0.0960020124912262,0.10432622581720352,0.08246161788702011
Stat1,1.3233925104141235,1.3762457370758057,0.6246638894081116,0.642358124256134,0.7605030536651611,0.9727919101715088,0.7441481947898865,0.8277194499969482,0.639411211013794,0.754992663860321,0.722973644733429,0.7649992108345032,0.9611949324607849,1.0190796852111816,1.1339515447616577,0.9510853886604309,0.6622060537338257
Upf1,0.22653217613697052,0.205783411860466,0.40927931666374207,0.4574868083000183,0.329893559217453,0.3367658853530884,0.40505120158195496,0.41275376081466675,0.36319541931152344,0.3432352840900421,0.35677435994148254,0.32137739658355713,0.31248992681503296,0.2615987956523895,0.23723720014095306,0.2720922827720642,0.2536013126373291
Taf5,0.0660286620259285,0.0724354237318039,0.1779850721359253,0.2132806032896042,0.22650957107543945,0.21510127186775208,0.20804177224636078,0.2458522766828537,0.1771065890789032,0.15395016968250275,0.0941750705242157,0.09796378016471863,0.08263291418552399,0.07030889391899109,0.08537926524877548,0.06558169424533844,0.08263985067605972
Fas,0.11463563144207001,0.14034152030944824,0.10194388031959534,0.08330287039279938,0.12358974665403366,0.06725787371397018,0.11148489266633987,0.07094767689704895,0.09168525785207748,0.06779363006353378,0.11996537446975708,0.0840231403708458,0.2499220073223114,0.16082972288131714,0.12725448608398438,0.1655137538909912,0.13417300581932068
Zbtb20,0.5066569447517395,0.47115182876586914,0.03978364169597626,0.048830121755599976,0.09707412123680115,0.11226154118776321,0.07833833247423172,0.06835504621267319,0.027986450120806694,0.03885650634765625,0.020622164011001587,0.02532501332461834,0.16200880706310272,0.16819211840629578,0.08539555221796036,0.10072585940361023,0.12143679708242416
Mphosph8,0.2806146442890167,0.1580202728509903,0.4883480370044708,0.5009589791297913,0.36048370599746704,0.3745332658290863,0.3947650194168091,0.3951660990715027,0.38690316677093506,0.3537370562553406,0.3327218294143677,0.323438823223114,0.32644060254096985,0.3202911615371704,0.2915218472480774,0.2515370547771454,0.24031634628772736
L1cam,0.009253769181668758,0.007704485673457384,0.028618957847356796,0.0384291373193264,0.06758791208267212,0.08583658933639526,0.05607794597744942,0.058748919516801834,0.05866547301411629,0.0559447817504406,0.054894447326660156,0.05992372706532478,0.017549535259604454,0.02324746362864971,0.11441947519779205,0.061188772320747375,0.07346022129058838
Zmynd8,0.387017160654068,0.3822246789932251,0.21483762562274933,0.21721448004245758,0.2682383954524994,0.3205640912055969,0.2668437361717224,0.3672214448451996,0.20807595551013947,0.28383705019950867,0.2711131274700165,0.3135208189487457,0.305254191160202,0.4161958694458008,0.28251317143440247,0.2638406455516815,0.27485600113868713
Cd22,0.0008693363633938134,0.02132365293800831,0.024808945134282112,0.0542573556303978,0.008526730351150036,0.015765130519866943,0.017803803086280823,0.006942038889974356,0.01025688648223877,0.01719895750284195,0.009236537851393223,0.006899554282426834,0.02432827651500702,0.08536273241043091,0.006433997303247452,0.004081291612237692,0.0023209364153444767
Smyd2,0.03405687212944031,0.022550737485289574,0.166962131857872,0.17541824281215668,0.05071740970015526,0.05861452966928482,0.08166451752185822,0.08943623304367065,0.09445475786924362,0.08578764647245407,0.03875353932380676,0.027076812461018562,0.04284977167844772,0.0738089457154274,0.05805940181016922,0.018201682716608047,0.008175059221684933
Atf6,0.03709445893764496,0.02299746870994568,0.20169171690940857,0.24604001641273499,0.22977077960968018,0.2502100467681885,0.22459954023361206,0.29435595870018005,0.22736145555973053,0.2750009000301361,0.18063844740390778,0.19065041840076447,0.17796839773654938,0.20383696258068085,0.3005167543888092,0.25848284363746643,0.22471953928470612
Polr2h,0.29495376348495483,0.235162615776062,0.6997360587120056,0.71884685754776,0.33337581157684326,0.38209885358810425,0.5283828377723694,0.537743330001831,0.49014994502067566,0.5154042840003967,0.4762881398200989,0.4346282184123993,0.4278753697872162,0.5029516220092773,0.32551246881484985,0.23557049036026,0.17515836656093597
Cxcr5,0.012488246895372868,0.039807189255952835,0.00028874565032310784,0.01022344920784235,0.005374505650252104,0.00427593570202589,0.007755081634968519,0.019406011328101158,0.0023918121587485075,0.004367404151707888,0.007588541600853205,0.002052509691566229,0.08262088149785995,0.06168871372938156,0.0,0.00608572643250227,0.0
Mtf1,0.07754034548997879,0.10868392139673233,0.18822389841079712,0.19560123980045319,0.1574300229549408,0.16126756370067596,0.17328456044197083,0.1606353372335434,0.1671551614999771,0.17377573251724243,0.20314782857894897,0.20420701801776886,0.1356509029865265,0.16071632504463196,0.14241652190685272,0.1383361518383026,0.11651656031608582
Sf1,0.4692930579185486,0.5158780217170715,0.8201320767402649,0.8608701229095459,0.7138615846633911,0.7102998495101929,0.7769913077354431,0.84822016954422,0.711397111415863,0.7162745594978333,0.653907835483551,0.6072878241539001,0.6326904296875,0.5436808466911316,0.49999943375587463,0.5097940564155579,0.43995964527130127
Gtf3c4,0.03887553513050079,0.023513169959187508,0.0642082691192627,0.07162497937679291,0.03344391658902168,0.04112636297941208,0.02886793203651905,0.03669997304677963,0.04645898565649986,0.03600643575191498,0.0408935584127903,0.03027920052409172,0.03017147071659565,0.038695525377988815,0.044721417129039764,0.024748701602220535,0.03473788872361183
Pogk,0.008645288646221161,0.06384986639022827,0.06897986680269241,0.07629548758268356,0.11580084264278412,0.11104723066091537,0.09365341812372208,0.0809529647231102,0.10200442373752594,0.09945210069417953,0.09379000961780548,0.08395964652299881,0.06263809651136398,0.06413640826940536,0.19496259093284607,0.1479652374982834,0.2265966385602951
Creg1,0.14715781807899475,0.14225894212722778,0.20990295708179474,0.17410559952259064,0.13175970315933228,0.12891054153442383,0.1753143072128296,0.12584398686885834,0.16948407888412476,0.134578675031662,0.1339116394519806,0.14131060242652893,0.12587183713912964,0.13592098653316498,0.05660412460565567,0.0883597582578659,0.09698034077882767
Gmeb1,0.1053498238325119,0.05730573087930679,0.11368738859891891,0.160548597574234,0.18454621732234955,0.1714094877243042,0.141471266746521,0.14903639256954193,0.15470342338085175,0.12773020565509796,0.09951426833868027,0.12536878883838654,0.1532806009054184,0.10076703876256943,0.09652630984783173,0.10191037505865097,0.11457299441099167
Tox,0.288841187953949,0.19988353550434113,0.09454463422298431,0.3394136130809784,0.10344115644693375,0.6541563868522644,0.09836870431900024,0.5438219308853149,0.07546014338731766,0.50830078125,0.05232397839426994,0.3210773169994354,0.4428345561027527,0.8832533359527588,0.6617131233215332,0.13490524888038635,0.05140100046992302
Ncoa5,0.06292697042226791,0.06396176666021347,0.09890804439783096,0.11999183148145676,0.08844103664159775,0.06262200325727463,0.10027150064706802,0.09703008085489273,0.0926477387547493,0.09298880398273468,0.08107420057058334,0.08186119049787521,0.042673010379076004,0.0572456456720829,0.05339043587446213,0.060589004307985306,0.06955048441886902
Bop1,0.09639224410057068,0.11382894963026047,0.3376748859882355,0.36914440989494324,0.20063243806362152,0.19825296103954315,0.2601830065250397,0.3241288661956787,0.23440131545066833,0.22808848321437836,0.2000419646501541,0.22084671258926392,0.21629668772220612,0.23721225559711456,0.17847195267677307,0.1415930688381195,0.11283284425735474
Zfp36l2,1.2443872690200806,1.2639806270599365,0.9543849229812622,0.7514963746070862,1.396396517753601,1.3623570203781128,1.2156543731689453,1.102113127708435,1.1274832487106323,1.0688270330429077,1.2268664836883545,1.2678333520889282,1.3399256467819214,1.305417776107788,1.6544747352600098,1.8754876852035522,1.9913599491119385
Thy1,0.7016168832778931,1.0883415937423706,1.057466983795166,0.7275886535644531,1.551210880279541,1.1076098680496216,1.343680500984192,1.056164026260376,1.4078704118728638,1.093566656112671,1.5306679010391235,1.252593755722046,1.064016580581665,0.6749605536460876,1.2510517835617065,1.5526559352874756,1.5137523412704468
Tcf19,0.017235197126865387,0.01453744899481535,0.35176295042037964,0.3104531764984131,0.3185190260410309,0.29875844717025757,0.2932841181755066,0.258216917514801,0.49604877829551697,0.44571056962013245,0.2190130650997162,0.12732116878032684,0.14163298904895782,0.09283460676670074,0.08197451382875443,0.043127432465553284,0.054861679673194885
Jarid2,0.30193817615509033,0.28393352031707764,0.17336754500865936,0.12279541790485382,0.2798936069011688,0.34336453676223755,0.2714363932609558,0.2703576982021332,0.1666136384010315,0.18414023518562317,0.19048914313316345,0.21639244258403778,0.43281784653663635,0.37279418110847473,0.41062185168266296,0.3715653419494629,0.35088270902633667
Tial1,0.2753898501396179,0.28113704919815063,0.5446394681930542,0.5487982630729675,0.45956936478614807,0.4818788766860962,0.5127359628677368,0.522213339805603,0.4645768404006958,0.4226805567741394,0.438569575548172,0.3894866406917572,0.34963107109069824,0.3541135787963867,0.3617827594280243,0.2600284218788147,0.249299094080925
Mcm7,0.1788073629140854,0.16399356722831726,1.061932921409607,1.1395364999771118,0.8717211484909058,0.8105031847953796,0.9955140352249146,0.9450619220733643,1.1960406303405762,1.1955193281173706,0.8034664392471313,0.6250259876251221,0.36544907093048096,0.363585889339447,0.43630170822143555,0.16731078922748566,0.12313468009233475
Polr2f,0.4824269413948059,0.42369136214256287,1.2619940042495728,1.2472777366638184,0.818708062171936,0.8175486922264099,0.9852185845375061,1.040143370628357,1.0548502206802368,1.0009211301803589,0.9245863556861877,0.881284773349762,0.6280252933502197,0.7704152464866638,0.7048255801200867,0.575646162033081,0.4798011779785156
Klrk1,0.04768458381295204,0.19315315783023834,0.6510621905326843,0.6471826434135437,1.020603895187378,0.7927632331848145,0.9048057794570923,0.6541286706924438,0.8011983036994934,0.614525318145752,0.9599676132202148,0.6857298612594604,0.9384180903434753,0.7183358073234558,0.9600059986114502,1.2435712814331055,1.2536877393722534
Dnmt1,0.22206076979637146,0.14829866588115692,0.9918749332427979,0.9573636054992676,1.0529669523239136,1.0957605838775635,1.0425225496292114,1.1646196842193604,1.0644946098327637,1.1754521131515503,0.7254081964492798,0.6458397507667542,0.5127040147781372,0.46478140354156494,0.5374839305877686,0.3167354166507721,0.28763633966445923
Trip4,0.10858826339244843,0.09354007989168167,0.12084841728210449,0.1077941358089447,0.15249787271022797,0.13281843066215515,0.1472177952528,0.11711297184228897,0.12599781155586243,0.12165039777755737,0.14121712744235992,0.14425453543663025,0.17634056508541107,0.13269953429698944,0.15633119642734528,0.2566591799259186,0.21648897230625153
Gatad1,0.22021666169166565,0.15174004435539246,0.5881643891334534,0.662513017654419,0.4734377861022949,0.4801904261112213,0.5250073075294495,0.5079610347747803,0.49729597568511963,0.4488360583782196,0.48343348503112793,0.4766172766685486,0.3416008949279785,0.37701791524887085,0.3807041645050049,0.27117979526519775,0.2673827111721039
Itgb1,0.1890517920255661,0.24335259199142456,0.8844287395477295,1.2228147983551025,0.9784429669380188,1.4318448305130005,0.9620727300643921,1.4646700620651245,0.8085150718688965,1.2228703498840332,0.8982215523719788,1.3581194877624512,1.6162704229354858,1.9085185527801514,1.0480483770370483,1.543927788734436,1.9332058429718018
Ctbp1,0.45506590604782104,0.36374273896217346,0.7398212552070618,0.7379244565963745,0.7406328916549683,0.7929016351699829,0.764373242855072,0.7641003727912903,0.7271301746368408,0.7441207766532898,0.7384120225906372,0.7814030051231384,0.5563399195671082,0.5615021586418152,0.644691526889801,0.4831382930278778,0.4184315800666809
Gmeb2,0.053827859461307526,0.059919580817222595,0.08100719749927521,0.08292509615421295,0.1174747571349144,0.10962773114442825,0.08130917698144913,0.12345285713672638,0.07005677372217178,0.10349489748477936,0.07427053153514862,0.07164184004068375,0.11432778835296631,0.0877181887626648,0.07284295558929443,0.07573787868022919,0.06589839607477188
Smarcc1,0.2475045621395111,0.17865172028541565,0.8105514049530029,0.8277013897895813,0.6451882719993591,0.7211406826972961,0.7251128554344177,0.8190664649009705,0.6630745530128479,0.7225363254547119,0.4726286232471466,0.4868276119232178,0.4384540915489197,0.4696633517742157,0.33144691586494446,0.23270666599273682,0.2448631227016449
Parp2,0.16804282367229462,0.13746638596057892,0.3432230055332184,0.4348302185535431,0.2521188259124756,0.3001743257045746,0.3313085436820984,0.3893999457359314,0.274474173784256,0.2990816831588745,0.281442254781723,0.26369956135749817,0.253275990486145,0.1836289018392563,0.12911240756511688,0.1165730282664299,0.08988341689109802
Per1,0.07369629293680191,0.25959908962249756,0.09658412635326385,0.10245264321565628,0.15867377817630768,0.15971677005290985,0.14019300043582916,0.1687033623456955,0.14125943183898926,0.16706451773643494,0.11077659577131271,0.14205923676490784,0.2775132954120636,0.23671723902225494,0.11080224066972733,0.20641593635082245,0.17655277252197266
Orc1,0.00211966410279274,0.007192232646048069,0.1685827076435089,0.18931104242801666,0.07382780313491821,0.06109775975346565,0.11949098110198975,0.1391281634569168,0.12482024729251862,0.1684570014476776,0.11759963631629944,0.10591501742601395,0.03172333538532257,0.04131285473704338,0.041597288101911545,0.012578384950757027,0.0024301593657583
Gtf2f2,0.1092027798295021,0.13773342967033386,0.40362268686294556,0.3981645107269287,0.2665749490261078,0.28979238867759705,0.3712771534919739,0.3808741867542267,0.34204810857772827,0.37339574098587036,0.28442373871803284,0.3258141577243805,0.2532176375389099,0.27148908376693726,0.21263058483600616,0.19769230484962463,0.171924889087677
Zfp41,0.015319807454943657,0.0099692577496171,0.045471083372831345,0.03787453472614288,0.07179329544305801,0.09174779802560806,0.04363199695944786,0.05044776201248169,0.026754166930913925,0.06161811575293541,0.03523741289973259,0.03254420682787895,0.030041441321372986,0.027974355965852737,0.04316459596157074,0.010505028069019318,0.009212096221745014
Atf4,0.4570779502391815,0.9629911184310913,0.804558277130127,0.7564002871513367,0.7649139761924744,0.7030209302902222,0.8593223094940186,0.7684787511825562,0.8155357241630554,0.7550015449523926,0.8661741018295288,0.7732895016670227,0.7741580605506897,0.728053629398346,0.6068581938743591,0.7861790657043457,0.7480611205101013
Kntc1,0.0024675980675965548,0.0067672124132514,0.14837388694286346,0.16296690702438354,0.17099115252494812,0.16153830289840698,0.14523227512836456,0.1757693737745285,0.1287577897310257,0.14961908757686615,0.09206674247980118,0.06035943701863289,0.03666169196367264,0.02298407256603241,0.03511609137058258,0.004663151688873768,0.002527839271351695
Smad4,0.40862563252449036,0.38411593437194824,0.1874167025089264,0.22688668966293335,0.24331903457641602,0.26333513855934143,0.20994305610656738,0.25929057598114014,0.16895119845867157,0.17006860673427582,0.19427835941314697,0.1806921362876892,0.3191334307193756,0.269086092710495,0.26346179842948914,0.34349021315574646,0.4188527762889862
Coil,0.06221022456884384,0.06237466633319855,0.11630871146917343,0.11335695534944534,0.07509534060955048,0.08351648598909378,0.10289615392684937,0.11170278489589691,0.06651797890663147,0.0786798745393753,0.09363923966884613,0.08442217856645584,0.061227887868881226,0.08049242943525314,0.050672806799411774,0.04024745151400566,0.03167649731040001
Gadd45b,0.24156968295574188,0.2282334268093109,0.5335716605186462,0.5435575842857361,0.46983152627944946,0.6249673366546631,0.5610041618347168,0.7127988338470459,0.548268735408783,0.7677001953125,0.5925662517547607,0.725763201713562,0.5278429985046387,0.7394153475761414,0.2122635394334793,0.47229066491127014,0.49193623661994934
Top2b,1.017137885093689,0.7537148594856262,0.6747801899909973,0.7598650455474854,0.7684862613677979,0.8374956846237183,0.7889844179153442,0.9394432306289673,0.6369578838348389,0.750141978263855,0.6448552012443542,0.6770641803741455,0.8734553456306458,0.7855912446975708,0.7139343023300171,0.8632574677467346,0.809129536151886
Aip,0.35271546244621277,0.29092398285865784,0.43187469244003296,0.4863034784793854,0.6547397375106812,0.6471060514450073,0.5301258563995361,0.5889480710029602,0.4839757978916168,0.4749736487865448,0.5594925284385681,0.5411946773529053,0.4537409543991089,0.47556620836257935,0.4700721204280853,0.3967212736606598,0.41792839765548706
Maf,0.03385767713189125,0.0033827219158411026,0.05004848912358284,0.08378610759973526,0.10392623394727707,0.17071916162967682,0.08695858716964722,0.1697734147310257,0.06817067414522171,0.09399434924125671,0.10717156529426575,0.1703767627477646,0.05196927487850189,0.11594044417142868,0.3500269651412964,0.11031366139650345,0.05926920101046562
Asxl1,0.17866583168506622,0.17892299592494965,0.303234726190567,0.32440608739852905,0.39301466941833496,0.3932798206806183,0.34378546476364136,0.42266884446144104,0.24031522870063782,0.2480987012386322,0.2107570618391037,0.2263081818819046,0.2582014501094818,0.23600034415721893,0.2618355453014374,0.2037021517753601,0.23909860849380493
Klra3,0.004063939675688744,0.0256941057741642,0.00981280766427517,0.0,0.027778489515185356,0.04489866644144058,0.008669388480484486,0.04280439019203186,0.01481377799063921,0.009080174379050732,0.025193452835083008,0.014187467284500599,0.0024945095647126436,0.0011329511180520058,0.12681877613067627,0.02063501812517643,0.10088876634836197
Prdm4,0.0491192452609539,0.039334796369075775,0.08906891942024231,0.08793841302394867,0.06120600178837776,0.06400980800390244,0.07541042566299438,0.09495297819375992,0.07300110906362534,0.0829082727432251,0.09389667958021164,0.08583914488554001,0.048604704439640045,0.07054543495178223,0.06789015978574753,0.04868851974606514,0.05274951457977295
Ezh2,0.13989149034023285,0.10847093164920807,1.1440554857254028,1.1574639081954956,1.3216255903244019,1.3023697137832642,1.1696906089782715,1.2464492321014404,1.129802942276001,1.1369593143463135,0.7088212370872498,0.6235512495040894,0.5714762210845947,0.5981937646865845,0.4511105716228485,0.25743183493614197,0.28299424052238464
Snd1,0.22376614809036255,0.17807385325431824,0.4089071452617645,0.454418808221817,0.34260615706443787,0.3098430633544922,0.4193915128707886,0.49191421270370483,0.35944226384162903,0.35712331533432007,0.3502902090549469,0.3553781509399414,0.3485850691795349,0.3462798297405243,0.2342548966407776,0.2419760376214981,0.19530725479125977
Csf2ra,0.016907120123505592,0.010901413857936859,0.034786101430654526,0.08434835076332092,0.015202556736767292,0.017170540988445282,0.030136194080114365,0.03778643533587456,0.019209614023566246,0.014126638881862164,0.012437802739441395,0.020700884982943535,0.02049914374947548,0.02813677489757538,0.012043635360896587,0.004980370402336121,0.0016752928495407104
Gtf2h1,0.17351017892360687,0.15459483861923218,0.29572242498397827,0.297762930393219,0.20127540826797485,0.20216095447540283,0.23679354786872864,0.24394859373569489,0.19874192774295807,0.20521894097328186,0.2302033007144928,0.20202983915805817,0.239805668592453,0.18683098256587982,0.16661033034324646,0.1863381266593933,0.16549541056156158
Foxk2,0.05227883160114288,0.06666330248117447,0.1666911095380783,0.202641561627388,0.12190275639295578,0.13057805597782135,0.14045049250125885,0.1444372534751892,0.16492880880832672,0.15262296795845032,0.12017210572957993,0.09883476793766022,0.09977206587791443,0.092180036008358,0.10074590891599655,0.07390083372592926,0.06001729890704155
Espl1,0.001183299464173615,0.007647865451872349,0.13404230773448944,0.13636165857315063,0.26678842306137085,0.321808785200119,0.2104564905166626,0.23364374041557312,0.10982662439346313,0.0903550237417221,0.06114834174513817,0.052259452641010284,0.033840030431747437,0.02175265923142433,0.01944904960691929,0.006973525509238243,0.005612196400761604
Khdrbs1,0.72884601354599,0.6995354890823364,1.1174451112747192,1.0267313718795776,0.9325113296508789,0.920443594455719,1.0463236570358276,1.105689525604248,0.9686944484710693,0.9280063509941101,0.943223237991333,0.9085046648979187,0.885536789894104,0.8659883737564087,0.6990920305252075,0.7365944981575012,0.6486832499504089
Jmjd6,0.17453373968601227,0.23086616396903992,0.35490337014198303,0.35779261589050293,0.25948020815849304,0.23636917769908905,0.30497899651527405,0.3849183917045593,0.2806535065174103,0.2645670175552368,0.3062807321548462,0.30055809020996094,0.28866422176361084,0.2881070077419281,0.24894721806049347,0.25165560841560364,0.24886351823806763
Sin3b,0.5089006423950195,0.5275675058364868,0.8383218050003052,0.7864611744880676,0.9814397692680359,0.9320246577262878,0.9205740094184875,0.8946809768676758,0.9140483736991882,0.8774991035461426,0.9400477409362793,0.9565345048904419,0.7996487021446228,0.7477049231529236,1.0343456268310547,0.8116583228111267,0.8165196180343628
Pcmt1,0.2845494747161865,0.2963147461414337,0.6234695911407471,0.66456538438797,0.6766728162765503,0.7885928750038147,0.6700299978256226,0.7818633317947388,0.6447726488113403,0.7135431170463562,0.6056295037269592,0.7138323187828064,0.44785186648368835,0.41784778237342834,0.6159204244613647,0.40022385120391846,0.36434683203697205
Sp1,0.22724401950836182,0.20241644978523254,0.2294684201478958,0.24512211978435516,0.36253857612609863,0.3500322103500366,0.2808929681777954,0.2834290564060211,0.2589244544506073,0.25773221254348755,0.17965631186962128,0.18549761176109314,0.22315311431884766,0.21385349333286285,0.23332533240318298,0.24050278961658478,0.22981394827365875
Calcoco1,0.052401524037122726,0.0682387575507164,0.010222245007753372,0.005021154880523682,0.012610607780516148,0.013379414565861225,0.027915608137845993,0.007264359854161739,0.01471701730042696,0.011677376925945282,0.00753362849354744,0.010970388539135456,0.09332750737667084,0.07671790570020676,0.050229430198669434,0.05723701789975166,0.0820704773068428
Mef2d,0.3690720498561859,0.4365566670894623,0.3036486804485321,0.24941425025463104,0.36495479941368103,0.35205045342445374,0.3922537565231323,0.36949995160102844,0.29755181074142456,0.28394410014152527,0.28396764397621155,0.3278162479400635,0.38033145666122437,0.3668801784515381,0.3916347622871399,0.5105436444282532,0.4633154273033142
