gene_name,0_KO-NAV,1_KO-NAV,2_KO-NAV,3_KO-NAV,4_KO-NAV,5_KO-NAV,6_KO-NAV,7_KO-NAV,8_KO-NAV,9_KO-NAV,0_WT-NAV,1_WT-NAV,2_WT-NAV,3_WT-NAV,4_WT-NAV,5_WT-NAV,6_WT-NAV,7_WT-NAV,8_WT-NAV,9_WT-NAV
Impg2,-0.043367635,0.002390037,-0.17533486,-0.10125148,-0.04659888,-0.25689647,-0.23612341,-0.123630166,-0.057931874,0.093689196,-0.038546473,-0.058129605,-0.19015534,-0.11632374,-0.033925977,-0.27494964,-0.23990339,-0.10525805,-0.102629885,0.19270357
Tbc1d23,0.008478584,0.18933077,0.28868288,-0.8512121,-0.105495326,0.22530858,0.7732534,-0.81278783,0.46465784,-0.25082847,-0.08557396,-0.643532,0.35066953,-0.41248584,0.7256771,0.12212615,0.7785255,-0.15281257,-0.014456338,0.042200986
Filip1l,2.837572,-0.12474747,-0.7444531,-0.41000906,-0.78083867,-1.1358501,0.28352034,-0.4707754,-0.12754852,0.57995456,2.9681318,-0.7582237,-0.83194107,-0.47911584,-0.9311408,-1.0225974,0.34932637,-0.936627,-0.5530163,0.66830087
Cpox,-0.11894716,-0.6775439,0.2916271,-0.01568997,0.3287991,-0.30107614,0.41221285,-0.033349022,-0.49190208,-0.40078604,-0.21789584,-0.008038894,0.61482763,-0.07635048,1.553857,-0.2797392,0.30835718,0.53347284,-1.2536665,-0.12277235
Nsun3,-0.04572362,0.30807143,-0.47031155,-0.088492334,0.09222445,0.35783738,0.0019486278,0.05810301,0.43234304,-0.10383563,-0.21277623,0.45169216,-0.33720908,-0.32931703,0.3428498,0.2528408,-0.1453635,-0.27532834,1.3638937,0.005701358
Gbe1,0.038277965,0.003416596,-0.14676617,0.016595447,-0.55215794,0.21889322,0.74610454,-0.56058323,-0.5380951,0.14238626,-0.047894914,1.2206833,0.36298394,-0.17141774,0.29661497,0.33751833,1.0156107,-0.8516305,0.57522327,0.6344605
Samsn1,-0.2811007,-1.8250364,0.4148622,0.21620119,1.1478014,0.78974384,-1.1666766,1.2449939,-1.4539406,-0.8997244,-0.40497717,-1.1432467,2.174128,0.28612688,0.3245429,0.6630077,-1.2579777,0.23652117,-0.050485954,-0.38548756
Nrip1,-1.0085568,-0.8546544,-0.16333123,-0.31334525,0.12424338,4.9482484,0.58866626,-0.38530785,-0.43171948,0.60643303,-0.9970253,-0.5447254,-0.8040852,-0.36060974,-0.042704236,4.890534,0.16414744,-0.22915865,0.0761647,0.8051813
D16Ertd472e,-1.3165444,-0.26987055,1.975919,0.20836566,0.2651645,-0.5862927,-1.6006056,2.365184,0.45483744,-1.414394,-1.2899314,-2.041354,1.638006,-0.19893976,1.1184633,-0.70486903,-1.567244,1.3348291,-0.3714613,-0.96280766
Mrpl39,-0.45484653,-0.57768846,-0.06154673,0.0719102,0.17297351,-0.18401167,-0.25686383,0.7597338,0.27191818,-0.5650213,-0.38806102,-0.11542696,0.12657751,0.30489734,0.5685087,-0.3178307,-0.104617886,1.3924637,0.8656983,-0.4019607
App,0.015605414,1.072301,0.31886193,-0.43670484,-0.50267243,-0.7811837,0.169467,0.1305997,-0.4084783,0.96250516,0.030281035,-0.489124,0.23547773,-0.4776778,-0.49720994,-0.8125502,0.23141725,-0.37542033,0.29170826,1.0000347
AC135964.1,-0.020948336,0.53548366,-0.28963348,-0.23136874,-0.21483462,-0.816348,0.1697912,-0.21237041,-0.18120085,-0.010272338,-0.013173976,-0.19013911,-0.30202153,-0.26022083,-0.2080285,-0.83270097,0.2007711,-0.19373769,1.0743695,0.07525738
N6amt1,1.9409952,0.15734711,-0.94007456,-0.871958,0.6861457,-0.7826813,-1.2185133,-0.32958588,-1.2902216,0.5667323,1.8174607,0.5644984,-0.3483259,-0.88113356,1.1844682,-0.59984106,-1.2909669,-0.057718266,-0.64457935,0.49747536
Bach1,-0.56535673,-0.2326753,0.85323226,-0.071292184,0.11618404,0.2860312,-0.21907747,-0.27691388,-0.22982289,0.46307242,-0.6469004,0.4814922,0.74415904,-0.100485,0.092862606,0.2017253,-0.11918516,0.24827345,1.2543446,0.77880216
Scaf4,0.5545659,-0.48048097,-0.67370135,-0.13163331,0.14306103,0.7625739,-0.37198064,0.045295328,-0.10355858,0.33749825,0.56722003,-0.8776804,-0.5583782,-0.036398593,-0.13310808,0.6770159,-0.25188944,0.5875394,0.15509176,-0.3989558
Synj1,0.14986496,-0.5455278,1.0121479,0.05979004,1.3155452,-0.44129762,-0.90983236,-1.2527511,-0.18634604,-0.21016678,0.21957055,0.9836748,0.5866238,0.2992159,0.5514052,-0.561384,-0.8171339,-0.6826739,1.5811747,-0.5937527
Gm15965,-0.10163391,0.12267287,-0.3586129,-0.3775465,-0.38189226,-0.40729195,0.11545813,-0.2728692,0.35498315,-0.15347975,-0.09359126,-0.24941835,0.025865642,-0.43133032,1.3354931,-0.43709722,0.14680824,-0.2518442,-0.31343472,-0.120725654
Paxbp1,0.08714697,0.4569486,0.052088972,-0.6482277,0.9798076,0.19934453,0.20630966,-0.35473302,0.08647121,0.33443812,0.12817994,1.7741332,-0.3368264,-0.5218423,0.29145166,0.10349224,0.32524952,-0.47342044,-0.37496352,0.28995645
4932438H23Rik,0.2900659,0.25215802,-0.24455668,-0.17968576,-0.14813012,-0.76821357,-0.33098286,-0.17733555,-0.1324128,0.03116507,0.2992731,-0.13818836,-0.25794226,-0.2030131,-0.13895145,-0.78231424,-0.33226198,-0.15881774,-0.16951634,0.12225545
Ifnar2,-1.2948887,0.5476736,0.4691906,1.272909,-0.99270403,0.7324661,-0.5003636,-0.48871243,1.9309181,-0.39477524,-1.3356595,1.1078869,0.48800662,0.6669854,-1.4745495,0.8960517,-0.92001814,-0.07895848,2.373067,-1.3176998
AC150035.3,-0.14466383,1.1643465,-0.18470074,-0.099726774,0.38197294,-0.5529572,-0.07989992,-0.40032324,-0.47650063,0.45328975,-0.133507,0.49063742,-0.30164003,-0.5219809,0.4455386,-0.59210485,-0.0438844,0.19503011,0.2755653,-0.08045822
Ifnar1,-0.42231664,-0.07266795,-0.10414142,0.32486936,-1.1425238,1.5814716,-1.0271262,0.2928595,0.89546967,0.38289613,-0.38746965,0.43643862,0.51686555,-0.0706141,-1.0214393,1.5674362,-0.70579904,0.5336042,1.0783277,0.6102496
Ifngr2,1.8098851,-0.10034972,-0.9387569,-0.532868,-0.7357152,0.2619954,1.8405906,-0.9068415,-0.8678988,0.5089429,1.8719498,-0.8800296,-1.0567698,-0.31123203,-0.68396014,0.1825914,2.1273334,-0.6272626,-0.5801586,1.1581286
Dnajc28,0.33647487,0.6164713,-0.40830025,-0.19555493,-0.22396363,-0.1786176,-0.65395993,-0.28696024,-0.22850713,0.085069515,0.35191947,1.5684181,-0.4359123,-0.19673884,-0.1959098,-0.20905395,-0.6439391,-0.2737031,-0.24439189,0.26936406
Gm10785,0.27347487,-0.076653294,-0.09319034,-0.37861794,0.5972581,0.2730163,-0.66915214,0.41019866,0.7811032,-0.10603648,0.2885882,-0.4132922,-0.48262963,-0.41523346,0.37710583,0.22771743,-0.66062117,-0.32808205,-0.35886368,-0.0045907972
Runx1,-0.53040105,-0.67625076,0.79076433,0.89880663,0.30635718,0.053512733,-0.70743114,-0.066914394,-0.90054226,-0.2799508,-0.57842326,-0.6664657,0.9326021,1.1751885,-0.099240296,-0.099824496,-0.66912746,0.39794984,-0.14582719,-0.9728073
Setd4,1.4716659,-1.1099823,-0.122075014,-0.43952772,-0.0830989,0.7240963,-0.07455362,-0.11748141,-0.35089123,0.5149008,1.5254754,-0.78658384,-0.16798426,-0.23604359,-0.5435968,0.5958885,-0.11498609,-0.25862765,-0.6303765,0.75498307
Cbr1,0.6103928,0.6926779,-0.9662465,-0.40226212,0.08310724,0.5306218,0.16443452,-0.6989952,-0.0051664785,0.5103745,0.6617157,0.6638206,-0.70371586,-0.37260842,0.39379647,0.366414,0.04856967,-0.060049813,-0.17018183,0.25543836
Dopey2,-0.704711,-0.2565193,1.8268509,-0.6931129,0.8619859,-0.35377938,-0.4251959,0.55046713,0.08710092,0.23277345,-0.7680647,-0.20988004,0.41834843,0.31292123,0.38880163,-0.37880573,-0.42657495,-0.092025675,-0.07290212,-0.14214304
Hlcs,0.27281922,0.3826201,0.16950458,-0.41782835,-0.16762473,0.3284618,0.045840155,-0.68748504,-0.8357926,0.87308323,0.3045843,-0.082464956,0.0946372,-0.06755182,0.2521149,0.5202375,0.16903931,-0.44092903,-0.3328827,0.7708509
Pigp,0.8719482,1.531857,-1.6161606,-1.6441928,-1.2641717,1.2190845,-0.452324,-0.60460585,0.21276948,1.009387,0.94319487,2.2604501,-0.76240844,-0.61027575,-0.29288346,1.1136837,-0.12562922,-0.93154925,1.8807954,0.8563221
Ttc3,1.0527124,0.9617959,-1.0762225,-0.40915546,-0.6097582,0.9451087,0.2453877,-1.2023329,-0.3617921,1.9955561,1.1480706,0.48699573,-1.3068004,-0.3358314,-0.541348,0.97886217,0.4293565,-1.1985193,-0.8262966,1.4229587
Ets2,0.85547423,0.19489457,-0.3520117,-0.5857993,0.034778252,-0.20361638,-0.7585919,-0.3145822,-0.5135005,0.81843543,0.74821466,1.0728521,-0.8414769,-0.3368837,1.7334923,-0.26704794,-0.7163988,-0.37117326,-0.42147252,0.92732006
Brwd1,0.2892377,0.28159449,-0.04570084,-0.044277422,-0.98823166,-0.110694684,-0.0021094005,-0.29524985,-0.65152,0.37957886,0.22957629,0.29900512,0.15752922,-0.28812835,-0.25872535,-0.2191058,0.5878758,-0.491669,1.9146448,0.37761423
Hmgn1,2.623483,0.27457693,-2.8583493,-0.049114976,-1.9412079,1.740704,0.2946826,-0.92522776,0.46259475,1.954434,2.5616612,0.1341936,-2.8560176,0.07321301,-0.4021331,1.6334109,0.14755103,-1.137417,-0.6320729,1.822523
Prdm15,-0.18521948,1.0106214,-0.28241438,-0.123065576,-0.30470097,-0.26098913,0.8563426,-0.54459924,0.6018754,-0.43470922,-0.16887215,-0.0056694997,-0.71314603,0.20257509,-0.12724856,-0.31633434,0.9694669,0.540413,-0.076579824,0.007185584
Zbtb21,-0.09239534,1.1346536,-0.114945084,-0.49749318,0.69787526,-0.95803744,-0.24901517,0.29361257,1.0276515,-0.31747988,-0.20354998,0.49240753,0.14447834,-0.8874115,0.48446226,-1.0176141,-0.15031111,-0.27902764,-0.5384401,0.5192344
B230307C23Rik,0.6554094,-0.3155225,-0.1908692,-0.5480307,0.19121897,-0.12880042,-0.4606898,0.06329521,-0.43018636,0.38373798,0.63021797,0.88606787,-0.2185914,-0.3737123,0.64690155,-0.20529383,-0.71171373,0.5436244,-0.23701686,0.13367338
AC165953.2,0.99526507,0.28113544,-0.47601822,0.55383027,-0.24717405,-0.04652358,-0.25862178,-0.5244668,-0.30602294,-0.13250753,1.168067,0.20039573,-0.3395617,-0.16325839,-0.20812325,-0.05969779,-0.042979874,-0.26674584,-0.95378673,-0.00082871027
1700102H20Rik,-0.10716622,0.08845342,-0.46987948,1.0855942,0.2484999,-0.3282972,-0.4265549,0.31789583,-0.54805356,0.5885183,-0.09977128,-0.28820637,-0.44048792,-0.24070235,0.49035683,-0.3752095,0.1619056,-0.35869786,-0.56747353,0.24946077
Arid1b,0.07887255,0.4602574,-0.49495646,0.17772973,-1.0114046,1.7524222,-1.0881553,-0.12955524,0.5556737,0.41387224,0.034064464,1.245177,-0.64715815,-0.019452125,-0.34599623,1.6600274,-1.0302824,-0.61923903,-0.0073593804,0.40357962
Zdhhc14,0.007183248,0.21430671,-0.2633005,-0.1715657,-0.1471863,-0.8080285,0.1887013,-0.18886444,-0.13872229,0.049154356,0.014877877,1.9583873,-0.27934656,-0.18991779,-0.13425745,-0.8219126,0.21969365,-0.1712771,-0.1732063,0.1574702
Dynlt1c,-0.29343617,0.32771754,0.15912451,-0.112174295,0.48380774,-0.1559592,-0.23082522,-0.4791252,0.27947322,0.056414567,-0.103708945,0.15275186,-0.13378958,-0.16136138,-0.4081706,-0.21022211,-0.19822283,0.21098557,-0.2176073,0.191037
Rsph3b,-0.11220464,-0.46444735,0.5025448,-0.5063391,0.061304707,-0.34602177,0.29891834,-0.29312667,0.8423882,-0.5807992,-0.09692737,-0.6479251,0.5815598,0.5680718,0.22176223,-0.41020632,0.37080067,-0.1796854,0.49044904,0.06541729
AC122413.1,-0.072776,-0.045812797,-0.2838242,-0.124888085,0.29605314,-0.20426017,-0.23703027,-0.2339023,1.3610692,0.3094462,-0.06837581,-0.10696438,-0.26998568,-0.5689411,-0.018569391,-0.23757085,-0.24496043,-0.2069007,0.95895326,-0.38796017
Tagap,-2.322258,0.9416597,0.48651445,0.19661331,0.022595378,-0.6896186,3.0089116,0.6424108,1.499402,-0.17725463,-2.139057,-0.53516084,0.7302645,-0.13362229,-0.64196825,-0.5558668,3.071326,-0.5709508,1.096827,-0.7498722
Ccr6,-0.23472804,0.0005739153,-0.26346797,-0.50127286,-0.4666002,-0.58787304,-0.18248482,-0.22281651,4.1229577,-0.34293175,-0.23264423,-0.06959908,-0.24528821,-0.60057575,-0.50639117,-0.6145984,-0.19260585,-0.19434254,2.249324,-0.4520555
1700010I14Rik,0.108981214,-0.17806071,-0.52257246,-0.68146926,-0.73681223,-0.9427072,1.0449827,1.1154366,1.4296905,-0.44209617,0.12140684,0.429473,0.3615477,-0.6105547,0.2971861,-0.8334658,1.13769,-0.38692948,0.37256575,0.15118456
Park2,-0.3719292,-0.06933134,0.28700924,-0.11767622,-0.078286275,0.112749934,-0.31327072,-0.15349889,-0.08880719,0.093146,-0.3683787,-0.11719219,-0.23532313,-0.12998675,-0.062652595,0.08645068,-0.31449163,-0.1360938,-0.12820348,0.20837834
Airn,0.3178654,-0.13060299,-0.12872158,-0.3224554,-0.050307173,0.575203,0.8976758,-0.77529424,-0.16321495,-0.0972844,0.34881023,-0.58797914,-0.4570987,-0.16389179,0.47541896,0.5631213,0.73518366,0.027225355,0.3690985,-0.18686578
Afdn,-0.15105589,0.9983026,0.2996928,0.26364347,-0.3872235,-0.547929,-0.078533396,-0.40774503,-0.49305353,-0.3704534,-0.13998996,1.4583288,0.91276515,-0.12771273,-0.2579662,-0.5881637,-0.042865545,-0.3845186,-0.501775,0.22196913
1600012H06Rik,-0.0498944,0.31818464,-0.1316541,-0.16776566,0.18562211,0.61379296,-1.3496741,0.47224435,-0.33000797,-0.590479,0.020478558,-0.86339116,0.2186181,-0.24548946,0.3732203,0.47785422,-1.0378467,0.59977436,0.51798403,-0.043031868
Gm3448,0.7161386,0.73289436,-0.82218546,-0.21892747,0.47862965,-0.40500748,-0.8607296,-0.6113128,0.25392985,-0.14236069,0.7443712,0.4233565,-0.47536325,-0.06568251,0.41785163,-0.46048257,-0.81810987,0.27714452,-0.65982866,0.30726826
Fam120b,0.31205636,0.8344615,-0.18230785,0.26927528,-0.71756256,-0.11627157,1.7830797,0.063690335,-0.5850319,0.2538066,0.35639155,1.9936696,-0.7525656,-0.4928748,-0.5646533,-0.21669938,1.2213887,-0.35629845,-0.07196391,0.7554546
Rgmb,0.59692574,2.5064487,-0.7271969,-0.3926198,-0.5325927,-1.5112312,0.9134776,-0.51751333,-0.49408835,0.4755749,0.6240545,0.51370716,-0.765259,-0.39148784,-0.49435848,-1.5361885,0.69154954,-0.509012,0.07952681,0.24859634
BC002059,-0.0075505464,-0.46545443,0.963134,0.0971329,-0.33365375,-1.2301216,0.8589351,0.30470917,-0.84039164,-0.05015905,0.018819356,-0.15835387,0.9113697,0.053596396,0.39009285,-1.2976149,0.70357895,0.2835106,-0.30744606,-0.07299644
AC129328.1,0.4583534,0.28036362,-0.55483073,-0.48024678,-0.57947445,-0.044020813,-0.49312493,0.24638018,-0.25045964,0.16245553,0.3289949,-0.822808,0.41718173,-0.0071388567,0.31951162,-0.10308185,-0.74109536,-0.573124,0.29044604,0.19711152
Gm6712,0.29363766,0.4321904,-0.34880087,-0.23988028,0.15000056,-0.481964,0.055659644,-0.2522675,-0.21723479,0.005902165,0.30604976,-0.27620906,-0.36604115,-0.26141316,-0.23174432,-0.5063453,0.09068687,-0.23544389,-0.24179053,0.12327793
Vmn2r96,-0.38337955,0.9217095,-0.35076976,0.7959256,0.6297748,-0.67099255,-0.29265666,-0.29222083,-0.39607102,-0.44115844,-0.3805597,-0.16565979,-0.3290888,-0.116102144,0.26226202,-0.70266837,-0.30014044,0.41622275,0.8651694,-0.5710223
Zfp160,0.16050059,0.45478755,-0.8849936,-0.31098104,-1.0114448,-0.6376905,1.8927292,0.019781046,-0.53504705,0.57364655,0.070500664,-0.0049864207,0.3599959,-0.10096532,-0.604596,-0.63980675,1.4157728,0.13359596,-0.66657555,0.84635293
Zfp54,0.30538794,-0.3834612,-0.47501376,0.3400828,-0.5322753,0.8393126,0.051058505,-0.058210026,-0.6429784,-0.23090532,0.32401985,-0.60395634,0.3979791,-0.07941902,-0.09467755,0.76618856,0.11169938,-0.16944474,-0.6349325,0.7762907
Gm26753,-0.27955848,-0.009600396,0.8059294,-0.19995388,0.5034899,-0.6791266,-0.23567174,-0.15225945,-0.11970017,-0.011243276,-0.27671266,-0.07039875,0.1772589,0.11168542,-0.15200602,-0.69379795,-0.24056213,-0.13161738,-0.16260459,0.04040401
Zfp53,-0.37103298,0.20763502,0.63711035,-0.09244608,-0.6713787,-0.33110404,-0.48957267,0.7917757,0.033900812,-0.16738728,-0.42102614,0.35396165,0.97617215,0.042671155,0.29198465,-0.42706645,-0.65378636,0.48835063,-0.42283127,-0.26944384
9330136K24Rik,-0.3054323,-0.02534874,-0.20398423,-0.1632537,0.63990235,-0.70477134,0.30277795,-0.14888966,-0.10270199,0.03267635,-0.30236712,-0.082361475,0.17277932,-0.1889977,-0.11073131,-0.7180166,0.32968011,-0.12948135,-0.14482337,0.10892025
Zfp983,-0.20309024,-0.022916868,0.246808,-0.6460657,-1.0286056,-0.35644132,0.078478694,0.3259277,1.6063695,-0.4069828,-0.098726384,-0.35301232,0.39255813,-0.20941706,0.03569461,-0.41043502,0.1045674,0.5582639,-0.6834449,0.17124233
Gm10509,0.14570501,-0.03160506,-0.20886935,0.46501532,-0.1255715,-0.7092216,-0.26420918,-0.15280412,-0.10853021,0.026822748,0.15253332,-0.0876462,-0.21980096,-0.19662476,-0.11951057,-0.7227556,-0.26775348,-0.13334548,-0.15013885,0.10170797
Zfp760,0.109630965,-0.42580462,0.18081039,-0.70648307,-0.16783272,-0.13919806,-0.3488839,-0.5211234,-0.23500662,1.049861,0.12772976,-0.6374658,0.33927497,-0.39250055,0.21032098,0.1526823,-0.0064536138,1.2702104,0.2870773,0.06755875
Zfp942,0.8573736,0.38425922,-0.031150656,-0.050060358,-0.78058076,-0.635093,-0.80915177,0.9434165,-0.667407,-0.28956953,0.9067429,0.62927717,-0.33714932,-0.34206253,0.6889726,-0.7230399,-0.89309776,0.37277016,-0.4233194,-0.1437572
Zfp994,-0.2932651,0.7265922,0.012789584,0.016101178,0.050167553,0.3867429,0.62865776,-0.6980149,-0.53059894,-0.24514441,-0.22164884,-0.6636345,-0.18523934,-0.09867421,-0.19572678,0.3842458,0.48981106,-0.2175115,0.2975006,0.32096463
Zfp758,-0.32299304,0.11575977,0.15249225,-0.33538458,0.08627164,-0.047934443,-0.9492665,0.13041976,0.017788919,0.023337703,-0.19402856,0.32057694,0.34819412,-0.23528452,0.40925804,-0.13106097,-0.91599935,0.5643933,0.45756325,0.2858367
Zfp946,1.0200626,-0.28171575,-0.54686683,-0.24847578,0.19737647,-0.6711251,-0.19497128,-0.40916455,0.46859124,2.5213928,0.8094506,1.2150816,-0.27719665,-0.5486406,-0.34121773,-0.706576,-0.7501559,-0.39088488,-0.44862586,1.1342027
Gm5493,-0.39229056,0.9427414,-0.25648648,-0.23636916,-0.20743838,-0.75219667,0.2395476,-0.19102183,-0.16562508,-0.030952875,-0.3888046,-0.13897659,-0.26514173,0.11871693,-0.20576698,-0.7685683,0.26795775,-0.17105284,-0.20224765,0.030290365
Zfp945,0.31332883,0.12977575,0.056638084,-0.12469493,-0.4140926,0.77855754,-0.8634344,0.7111787,-0.1266211,0.3336731,0.4077256,1.7137825,0.2824002,-0.47845995,-0.81631505,0.7919182,-0.91680247,-0.2839859,0.4739099,0.05148002
Tnfrsf12a,0.6016243,0.1160331,-0.029234111,0.045890134,-0.14794561,-0.1767973,-0.1435183,-0.4088162,-0.46703333,0.31760556,0.6200198,0.48478672,-0.5404936,-0.25271308,1.0261674,-0.22183084,-0.104726516,-0.38831982,-0.47279233,-0.25208187
Pkmyt1,-0.44210058,0.14192462,-0.54960215,2.101471,1.7574158,-0.015529388,-0.4466836,0.21575937,-1.4096551,-1.0101639,-0.45450315,-0.87576914,-0.962551,1.9162036,2.311948,-0.122992545,-0.65036184,-0.95130163,-2.2975116,-1.2530197
9530082P21Rik,-0.11352311,0.10877776,0.12364283,0.40520036,0.5637178,-0.83890164,-0.45242,-0.29643875,-0.3360509,-0.23230824,-0.10552545,-0.26272932,0.78517324,-0.52124447,0.3950796,-0.8643722,-0.45241234,-0.27377635,-0.3602426,-0.23399538
Prss27,0.036761098,0.2381412,-0.24415807,-0.14266384,-0.11212376,-0.7922375,-0.3516865,-0.17327265,-0.11472123,0.07502253,0.044310246,-0.14874882,0.12743086,-0.15696184,-0.09707499,-0.8048943,-0.3518195,-0.15596387,-0.15116708,0.19028814
Abca3,1.269139,1.2416928,-0.89246976,-0.64485526,-0.4155339,-0.92904145,0.2622056,-0.4245019,0.589833,0.77103215,1.0039918,2.200383,-0.5455973,-0.5602477,-0.8792265,-0.98640543,0.40077436,-0.3204333,-0.4118939,0.69776684
Dnase1l2,-0.38177845,0.7740345,0.032884687,-0.17186522,-0.46694887,-0.42855003,0.08029533,1.1503745,0.5426238,-0.22354028,-0.375407,-0.28472483,-0.050472565,-0.09124239,-0.48120865,-0.46141082,0.11208235,-0.28355232,-0.36508858,-0.21484579
E4f1,1.2565823,-0.03513186,-0.19644037,-0.62988645,-0.2819534,-0.18909077,-0.23888764,0.23722692,0.95693564,-0.32696888,1.3415437,-0.43261322,-0.5149282,0.14700939,-0.7516855,-0.17208423,-0.2747463,0.3097585,-0.46126336,-0.15597095
Rab26,0.09329847,0.08250928,0.025750894,-0.2340286,-0.60899746,0.04601998,0.09971438,-0.33883768,0.3775168,-0.0023635547,0.10309754,-0.28769082,-0.036589805,0.13613142,-0.23032713,0.00033778793,0.12930937,-0.31330323,-0.4436317,-0.013413404
Rab26os,-0.3042127,1.4733735,-0.29134202,-0.6505229,0.3555997,-0.11208545,-0.40518558,0.2540963,0.54220235,0.87189364,-0.3086768,0.012587096,-0.42711595,-0.42430234,-0.03515238,-0.20824161,-0.3927484,0.37267876,-0.18714459,0.48072448
Pkd1,-0.043488864,0.3454839,-0.8993737,-0.56959516,0.0140613215,1.1647706,0.23599537,-0.3893964,0.3651851,-0.41713122,0.0844716,0.51475215,-0.46305805,-0.018304246,-0.13391098,1.3324383,0.88406587,-0.70962036,0.11166695,0.5480102
Tsc2,-0.7389111,0.01416343,0.22098187,-0.19801535,0.5141007,1.1616182,0.6770775,-0.35913774,-0.6812259,0.6694738,-0.72240674,-0.96508473,-0.20273654,0.2730943,0.36880884,1.050034,0.5341047,-0.21639742,0.25717783,-0.53108734
Nthl1,0.5979219,-0.36290693,0.1703907,-0.002974601,-0.19253466,-0.3055114,-0.2912392,0.1910188,1.1821755,0.37866184,0.6187694,-0.55590814,-0.04401463,-0.53446907,-0.56977123,-0.348367,-0.2476645,0.14496212,0.07712314,0.46456355
Snhg9,0.39173383,0.16357237,0.49071544,-1.074642,0.31379223,-0.3742623,0.36091635,-0.7624936,0.21260047,0.52702063,0.30430356,-0.23479545,-0.30787352,-1.0592079,0.69443613,-0.28209543,0.082787596,-0.065182194,-0.7887417,0.4997658
Rpl3l,-0.28258932,-0.011283479,0.30124724,-0.19340922,-0.14603154,-0.6825728,-0.23844627,-0.15125337,-0.116336524,-0.0036842292,-0.27971417,-0.0716118,0.5638055,-0.22673595,-0.1444991,-0.6969866,-0.24316546,-0.13080962,-0.15918204,0.05196037
Msrb1,-2.0121431,-1.0902126,1.7039874,-0.11585566,1.974782,-0.21018147,-0.23556525,1.6446481,0.23335317,-1.7370813,-1.9079425,-1.2812285,1.9803059,0.110631935,-0.20550573,-0.3748141,-0.15083003,1.1515052,2.151685,-1.747579
Hagh,0.17590965,-0.34667635,0.6909589,-0.31870338,0.37638375,-0.2949178,1.0282967,0.11175624,0.40288734,0.3963055,0.32969764,0.41894743,0.71361744,-1.180072,-0.34655464,-0.41527748,1.3873557,-0.85836375,1.438095,-0.20499346
Eme2,0.2696266,0.40206322,-0.40408438,-0.010647632,0.110692,-0.024976382,-0.5160649,-0.30702698,0.32084602,-0.18156086,0.28190574,1.8290056,-0.40817016,-0.47467184,-0.44611344,-0.06400969,-0.51341164,-0.28626707,0.7056877,0.62135726
Mapk8ip3,0.8210633,0.3604412,-0.34885296,-0.3275787,-0.32566956,0.5367391,-0.6559685,-0.6692088,-0.24988113,-0.04693929,0.85835654,-0.38198367,-0.15662596,-0.09342747,0.45015767,0.43334702,-0.56676376,-0.24949715,-0.046452273,-0.30832767
Nme3,0.11836356,-0.23864023,-0.34377366,-0.24188551,0.8016241,0.67357093,-0.03200031,-0.29755116,0.24743246,0.25505084,0.14709839,0.28029737,0.06523227,-0.008961167,0.39975515,0.62666357,-0.04980014,-0.009722347,-0.39022076,0.07138807
Ift140,-0.02379283,-0.021161335,-0.1000957,0.38692233,-0.11284471,-0.6238133,-0.3406581,0.85374063,-0.5922562,0.05461012,-0.00988773,0.3003173,0.46719477,0.6132543,0.45446956,-0.6689611,-0.31129554,-0.45047557,-0.59220445,-0.018411953
Telo2,1.1386111,-0.52247626,-0.85351473,-0.5119329,-0.52010673,0.18748751,1.1151376,0.56073564,-0.037617017,0.48162135,1.1862485,-0.43266007,-0.64536554,-0.45907238,0.23746316,0.08529289,0.88223493,-0.4704551,-0.33488268,-0.056295935
Clcn7,-0.3397882,0.04558224,-0.10422406,-0.011190709,-0.1889269,0.6101359,0.52342075,0.53321433,0.10826409,-0.22543558,-0.4450762,-0.44662228,-0.38729304,-0.25242156,0.15382487,0.89515305,1.0065033,-0.31560537,1.3361406,0.19562498
Rab11fip3,0.24283049,-0.2978103,-0.3723385,-0.2533037,-0.26661974,-0.51479113,0.57971007,-0.26916936,-0.23630765,0.9231437,0.2555496,-0.30742383,-0.3904666,-0.03773572,0.29293928,-0.53984344,0.6467564,-0.25273386,-0.25802696,0.12381963
Dusp1,-2.0993128,0.88924825,0.9694729,1.1801388,1.5714184,-0.48467806,-0.22432792,-0.3708403,0.16916269,-0.6021415,-2.0815005,-0.0962278,0.6558312,0.32504842,-0.14213055,0.2578759,-0.58270246,0.082997605,1.0484555,-0.88078874
Gm8225,0.07055118,0.25936696,-0.24137573,-0.18323913,-0.15039733,-0.76000214,0.23916678,-0.1756023,-0.13236889,0.025524754,0.077821836,0.9320644,-0.25408387,-0.20794508,-0.14220306,-0.77422434,0.2681647,-0.15685472,-0.1699587,0.112256534
Crebrf,-0.18122779,0.46504936,0.22814204,-0.4653137,-0.44590124,0.16290815,0.90178776,0.0865449,-0.23987173,0.40538538,-0.21553843,1.0684508,0.252649,-0.7082613,-0.19715726,0.34605423,0.84078586,-0.7636369,0.0024523789,0.20245683
Gm20468,0.2202381,0.023672836,-0.17279159,-0.1429104,-0.086010315,-0.6611515,-0.20675698,-0.12622872,-0.07622043,0.043008797,0.22664094,-0.041764654,-0.18303901,-0.16861872,-0.080334,-0.6734388,-0.21204224,-0.10639047,-0.12205174,0.112925746
