gene_name,CD25KO,CD25WT,P14NAV
Riok1,-0.011904979,0.061216056,-0.037802704
Snrnp48,-0.060385354,0.0009382635,0.05037602
Txndc5,0.0863768,0.24376476,-0.263765
Gcnt2,-0.037204787,0.041069925,-0.05264366
Nedd9,-0.09224488,0.037995387,0.04835821
Gm32401,0.03592626,-0.04823403,-0.0056562442
Tmem170b,-0.0053239926,-0.006325412,0.008251682
Sirt5,-0.076998636,-0.090575606,0.13601331
Mcur1,-0.067296036,0.023295287,0.038739044
Cd83,-0.023488672,-0.02213678,-0.014643258
Jarid2,-0.02185817,0.018334154,0.004160928
Mylip,-0.03725318,0.008847035,0.024611352
Atxn1,0.042941794,0.2350953,-0.2202212
Gm47523,-0.028158395,-0.010392291,-0.031108264
Fam8a1,-0.039028257,0.011609445,0.023953209
Nup153,-0.07600517,0.013240951,0.053974226
Kif13a,-0.04116,-0.02857256,-0.0026018706
Nhlrc1,-0.05604862,-0.01720067,0.0025866206
Dek,0.026534863,0.20288834,-0.18114437
Zfp169,-0.011634824,0.028695947,-0.029446037
6720427I07Rik,-0.015573466,-0.0063316235,0.018071178
Phf2,-0.054194164,-0.013523818,0.056447074
Fam120aos,-0.0008751782,-0.00032115306,-0.006361854
Ninj1,0.020763723,-0.06543523,0.033604655
Susd3,-0.04500466,0.050845135,-0.0016758742
Nol8,-0.00595493,-0.0047513884,0.00875643
Nxnl2,-0.033480383,0.056003947,-0.05726082
Cks2,0.026872607,0.19531891,-0.17550994
Secisbp2,-0.012617328,0.03021979,-0.012956612
Gadd45g,-0.03342936,-0.030981505,0.051270187
Syk,0.05895419,-0.0149854375,-0.079134636
Sptlc1,0.0423968,0.049306378,-0.07444851
Simc1,0.009251972,-0.028845243,0.014729958
Arl10,-0.076472126,-0.025811726,0.058857627
Cltb,0.015053209,-0.016574796,0.00022271047
Rnf44,0.0014024536,0.08993883,-0.071531035
Hk3,-0.0046831276,0.011399993,-0.06039305
Zfp346,-0.056872215,-0.016315144,0.060061276
Mxd3,-0.10108467,0.11940968,-0.007836532
Dbn1,-0.0005348916,-0.014497716,-0.04381991
Dok3,-0.02052986,-0.0043771556,-0.038984224
Fam193b,-0.07829269,0.08626897,-0.0012071551
B4galt7,-0.0643173,0.10344753,-0.026471745
Txndc15,-0.054867126,0.009283481,0.039178357
Tifab,-0.02876406,-0.023722026,-0.014853928
Tgfbi,-0.016071226,0.02313379,-0.057535905
Klhl3,-0.05455414,-0.034319095,0.07190339
Idnk,-0.027857345,-0.03785008,0.05318206
Gm34788,-0.015567826,-0.01033823,-0.007313194
Spata31d1a,-0.019644503,-0.029255224,-0.016596988
Etohd2,0.034566082,-0.008215059,-0.05335886
Dapk1,-0.054035485,-0.042562485,0.028890058
Ctla2a,0.21312495,0.33543074,-0.4427389
Ercc6l2,0.021998722,-0.018036034,-0.008242662
Habp4,-0.00077947817,0.04226228,-0.03239492
Ctsl,0.030880952,-0.053532083,0.015725723
Cdk20,-0.037704613,-0.027106332,0.03682245
Zfp369,-0.058572967,0.014762718,0.032328762
Mterf3,0.017805573,0.02959878,-0.03822069
Zfp712,-0.006619523,-0.0036439612,-0.013091839
Zfp759,-0.008171579,-0.03632057,-0.009659908
Zfp455,-0.00590912,-0.025292743,-0.011388875
Zfp458,-0.068411596,-0.005988197,0.043090403
Zfp595,-0.052116588,0.0077599906,0.029190004
Zfp429,0.03663902,0.029485263,-0.054072443
Zfp874a,-0.011346803,0.029886747,-0.0184082
Zfp874b,-0.03601179,-0.00052669545,0.030892145
Zfp729a,-0.025285745,-0.026107363,0.041821122
Zfp738,-0.016235344,0.01047275,0.0055504446
Zfp493,-0.0044365246,-0.005754991,-0.0367678
Mtrr,-0.04854634,0.01102117,0.032469377
Srd5a1,-0.027467564,0.008894312,-0.02425106
Ice1,-0.02961755,-0.01389842,0.03593854
Slc6a19,-0.022747928,-0.07639343,0.07900345
Slc12a7,-0.029660579,-0.08495994,0.091554426
Nkd2,-0.036907844,-0.024789488,-0.013214311
Zfp72,-0.041585095,-0.030557832,-1.1149304e-07
Ftl1-ps1,-0.008903356,0.05089479,-0.03227067
Gm47428,-0.029369857,-0.033647608,-0.012797715
Gm47469,-0.023775212,-0.040905323,0.042982712
Gm46430,0.024917629,-0.016343405,-0.008307461
Glrx,-0.011877154,0.23572254,-0.1743133
Arsk,-0.03184944,0.000103840124,0.026183132
Ttc37,-0.034732446,-0.028310062,0.050873008
Slf1,-0.0076962803,-0.01537894,0.01854245
Fam172a,-0.023755277,-0.025116328,0.039750624
3110006O06Rik,0.0025938628,-0.024910295,-0.038419135
Arrdc3,-0.016816942,-0.0052642133,0.01835108
Mblac2,0.02782198,-0.03557944,0.004279422
Gm17259,-0.0046203393,-0.083566874,0.06874355
Mef2c,-0.026541216,-0.024061965,-0.0155067
Rasa1,-0.017898891,0.08137535,-0.048496712
Vcan,-0.009682722,-0.039391313,-0.022087766
Xrcc4,-0.04759783,0.028263796,0.018180551
Rps23,0.049950335,-0.4777092,0.33135378
A830009L08Rik,0.00054584217,-0.024135027,-0.04545794
Ssbp2,-0.10119736,-0.20162973,0.24335393
Rasgrf2,-0.0036963052,-0.026268328,-0.037992213
Msh3,-0.04590114,0.016489001,0.025953924
Zfyve16,0.021583619,0.008282563,-0.025623936
Jmy,0.04497742,-0.044012308,-0.003645237
F2rl1,0.06481737,-0.019478694,-0.039626196
F2r,0.035534166,0.19813538,-0.18504389
Sv2c,0.008370477,0.021801306,-0.02560742
Gm20075,0.057035383,-0.062071655,-0.015191224
Hmgcr,0.026875652,0.009521184,-0.030194238
Hexb,0.04776803,0.13680077,-0.14742683
Ankra2,-0.03342292,0.06358496,-0.02144282
Gm9465,-0.00034286527,-0.02753138,-0.041379195
Fcho2,0.0012424487,0.033811506,-0.02749665
Gm47551,-0.05396214,-0.01585249,0.0531261
Mrps27,0.0036970195,-0.032672215,0.022424838
Bdp1,0.010452987,-0.020313041,0.007040121
Ccdc125,-0.035620987,-0.03980456,0.061281834
Ccnb1,-0.040145848,0.03245961,0.008591558
Mast4,0.02423885,-0.07708527,0.039775193
Srek1,-0.010135582,0.0034351223,0.0058919867
Nln,0.06742484,0.054766662,-0.10396078
Adamts6,-0.006732959,0.02837401,-0.023936518
Cwc27,0.041884158,0.047826443,-0.07285712
Srek1ip1,-0.038084254,0.05663297,-0.01206012
Dimt1,0.026561875,-0.07891944,0.03924356
Elovl7,0.013136179,0.0062800217,-0.016030196
Plk2,-0.02704506,-0.023068283,-0.0017792031
Gm48876,-0.012642073,-0.058625452,0.045824423
Il6st,-0.1486437,-0.1921896,0.27612886
Dhx29,0.018851116,-0.017281987,-0.0024387003
Gpx8,0.012182248,0.14129008,-0.12574638
Gzma,0.045228794,0.40967628,-0.3587022
Gzmk,0.18181658,0.31035426,-0.39662653
Esm1,-0.027799971,0.28163043,-0.19674233
Arl15,0.0044801245,0.025165098,-0.029401062
Itga2,0.0008521243,0.058654476,-0.060539827
Itga1,-0.002921982,0.23297298,-0.18060572
Parp8,-0.062152162,-0.077019915,0.112844996
Emb,0.043719422,-0.23592947,0.147524
Gm17509,-0.033433683,-0.021696035,-0.002486143
Nnt,-0.053524435,0.017362358,0.022310471
Paip1,-0.03545205,-0.0334733,0.056186967
Tmem267,-0.058152933,-0.02387838,0.051823504
Nim1k,-0.01691453,-0.008865144,0.0040121344
Zfp131,0.026490074,-0.032929387,0.003334048
Gm21188,-0.01526362,-0.025403077,-0.026590081
Gm26520,0.02523693,-0.022177799,-0.007179091
Kif3c,-0.020803731,0.0010983794,0.0020404048
1110002L01Rik,-0.043608256,-0.015662853,0.04916022
Asxl2,-0.113242395,-0.03215569,0.12099777
Dnmt3a,-0.016888333,-0.03574118,0.04224851
Dnajc27,-0.014185373,-0.03743718,0.024890548
Adcy3,-0.0027177576,-0.020566136,0.01791994
Ncoa1,0.07246825,-0.03362352,-0.036454204
Gm46332,-0.0012844433,-0.033453576,-0.032440986
Fam228b,-0.03178127,-0.019974073,-0.00988016
Wdcp,0.00032609867,0.022643505,-0.019772673
Ubxn2a,-0.016937258,0.021379873,-0.002386263
Atad2b,-0.021567618,-0.013555831,0.02885717
Gm48619,0.004233902,-0.031480342,-0.02632781
Ldah,-0.029578578,0.032560576,-0.00043150064
Hs1bp3,-0.046022784,-0.0031108132,-0.005680013
Rhob,0.13490158,0.0074855443,-0.12222274
Rdh14,-0.018264482,-0.02001986,0.031117138
Trib2,-0.09945123,-0.07407363,0.14211035
Lpin1,0.044405255,0.11259471,-0.12564828
Pqlc3,0.0756621,0.11551395,-0.15438715
Pdia6,0.005170761,0.096249394,-0.079656206
AC164424.1,-0.008544021,-0.020015256,-0.028111298
Iah1,-0.011854105,0.12624113,-0.08870392
Rrm2,-0.06999348,0.1735283,-0.076479845
Id2,0.05098518,0.4057568,-0.36050883
AC163354.1,0.018600866,0.117652126,-0.1290284
Rnf144a,-0.05127947,-0.076648176,0.10335165
Rsad2,0.060883988,0.011970248,-0.06989521
Cmpk2,0.06051917,-0.023049433,-0.039369293
Rps7,-0.012789089,-0.5011338,0.40277722
Adi1,-0.05492193,-0.010495049,0.05469415
Sh3yl1,0.007808976,-0.0011635629,-0.057136424
Cog5,-0.015292244,-0.032694243,0.03851448
Hbp1,0.06946072,-0.039947536,-0.02754698
Atxn7l1,0.010528886,-0.011495667,7.953058e-05
Hdac9,0.0053750454,-0.008644876,-0.048839085
Ahr,-0.042941425,-0.04092315,0.05426357
Tspan13,-0.12619078,-0.091825105,0.17862657
Bzw2,-0.0781528,-0.07137911,0.121975996
Lsmem1,-0.00047375562,-0.010305986,-0.051692482
Gm17056,0.018198827,0.0046540336,-0.042350456
Gm7008,-0.02697704,-0.011716526,-0.024734193
Dock4,0.014913589,-0.02234285,-0.050477423
Dnajb9,0.06831669,0.085384294,-0.124604665
Pnpla8,0.02153961,0.00015725437,-0.018354012
G2e3,-0.04943501,0.060451243,-0.0113268215
Scfd1,0.0008425218,0.031565804,-0.02540172
Gm26517,-0.0028216406,-0.06544511,0.053574916
Nubpl,0.0006787651,-0.04072474,0.030599264
Arhgap5,-0.070321575,-0.09636661,0.1348912
Egln3,-0.091477185,-0.0030529867,0.07981367
Snx6,-0.0461121,0.019047221,0.024131618
Cfl2,-0.011021552,-0.019435467,0.02452968
2700097O09Rik,-0.027636126,-0.024427315,0.03871979
Srp54c,-0.07568141,0.029835885,-0.0048611406
Nfkbia,0.1306482,0.07103789,-0.16614096
Ralgapa1,0.008893981,-0.05082865,0.032226883
Brms1l,0.039308157,-0.04519319,0.0020768
Mipol1,-0.05808079,0.021254474,0.031598683
Mia2,-0.011185699,-0.04329595,0.043330655
Klhl28,0.019091107,0.035269067,-0.04374663
Rps29,-0.14467262,-0.5811105,0.5769551
Pole2,-0.005923824,0.037243318,-0.024115283
Klhdc1,-0.027224699,-0.1717552,0.15737802
Klhdc2,0.041726563,-0.0525515,0.005785033
Vcpkmt,0.03865795,0.1508907,-0.15073629
Sos2,0.03654775,0.04728931,-0.06999833
Atl1,-0.024927687,-0.0136353625,-0.030910991
Pygl,-0.05109222,0.01361498,-0.017009962
Frmd6,-0.094621345,-0.00030480156,0.074485466
Arid4a,-0.040683553,0.07951156,-0.02775416
Timm9,-0.019531243,-0.12489904,0.11421864
2700049A03Rik,-0.027681954,-0.0022789806,0.025212327
Jkamp,-0.059097778,0.09685874,-0.025736222
Dhrs7,0.029944213,0.12637755,-0.12418852
Slc38a6,-0.026733328,-0.012022133,0.026144324
Gm48653,-0.018521614,-0.02959175,-0.020168709
Gm47689,-0.07375527,-0.019614406,0.07776713
Gm34868,-0.036528252,-0.024003401,-0.013623431
4930426I24Rik,-0.007292086,-0.012645464,-0.03795108
Plekhg3,-0.025171857,0.042990554,-0.025821233
Fntb,0.0090168305,-0.052974798,0.03380147
Zfyve26,-0.01406747,-0.015789753,0.024256304
Zfp36l1,-0.025442727,-0.10717784,0.105361775
Gm26669,-0.016637523,-0.043909267,-0.0055761705
1300014J16Rik,0.02231301,-0.03454892,-0.042616706
Actn1,-0.023616632,-0.26751754,0.22922294
Dcaf5,-0.011595609,0.0925404,-0.062564306
Susd6,-0.0508203,-0.044053383,0.077469595
Gm26545,-0.033455573,-0.012791167,0.027653268
Smoc1,-0.042670086,-0.008976478,-0.021685353
Med6,-0.059116468,0.07256664,-0.0067207874
Pcnx,0.05445095,-0.039823096,-0.014940112
Sipa1l1,-0.024565725,-0.0330801,0.0466653
Gm26571,-0.034328308,-0.021757532,-0.011345226
Acot2,-0.047276855,-0.005343145,0.044193935
Acot1,-0.034733895,0.0020800643,-0.035533145
Acot6,-0.016379232,-0.041951813,-0.013234039
Elmsan1,0.011323476,-0.016007978,0.0029362158
Aldh6a1,-0.023967447,-0.04562798,0.04681099
Abcd4,0.016865663,-0.07745384,0.046304084
Npc2,0.08584464,-0.11404327,0.016538374
Arel1,0.0070839166,0.06544589,-0.0571831
Ylpm1,-0.09392813,0.05248456,0.03845046
Mlh3,-0.010319973,-0.07548532,0.06534083
Acyp1,-0.14865188,0.020866336,0.109497994
Nek9,-0.0073119034,-0.02967981,0.029402278
Fos,0.07315375,-0.12460543,0.03554089
Batf,0.114885926,0.100242004,-0.17564131
Tgfb3,-0.029047439,0.0041728467,-0.034763005
Ift43,-0.016893275,0.0022822944,-0.03333652
Irf2bpl,-0.09176823,-0.06438819,0.12803222
Gm26698,-0.010185037,0.031054435,-0.026212953
Cipc,-0.0129129775,0.07393378,-0.046896465
Pomt2,-0.021053797,-0.009190309,-0.016043117
Gm6566,-0.038883194,0.0039654514,-0.035429724
Alkbh1,0.12281785,-0.07941087,-0.04184265
Gm16381,-0.01794468,-0.024434926,-0.028736284
Ston2,-0.05787936,0.022242034,-0.02256395
Galc,-0.03682179,0.01731216,-0.0007704219
Gpr65,-0.060464736,-0.084239885,0.11706373
Ptpn21,-0.013823781,-0.05262295,0.0011700151
Zc3h14,-0.01796667,0.07188737,-0.041018486
Eml5,0.0142398225,-0.06446611,0.03836847
Foxn3,-0.0879178,0.030776925,0.05034157
Gpr68,-0.06275931,0.048735406,0.015001663
D130020L05Rik,-0.04564564,0.008715373,0.017030794
Trip11,-0.0134767555,0.023647701,-0.0070889536
Atxn3,-0.023919752,0.03903007,-0.010281097
Lgmn,0.02616761,-0.04766362,-0.025017578
Gm20069,-0.15048677,0.037087727,0.098363765
Gm20604,-0.014530204,0.00637206,0.0032745446
Otub2,-0.010172868,0.00388431,-0.053239647
9330161L09Rik,-0.018412579,-0.027506301,-0.023949703
Ifi27l2a,0.29412147,0.08638506,-0.31650743
Serpina3g,0.032666676,0.049380545,-0.078929186
Dicer1,-0.094554335,-0.022523899,0.097646974
Atg2b,0.038802966,-0.052538183,0.001740206
AC163040.1,-0.033095744,-0.03204403,-0.007375482
Gm16086,-0.022606255,-0.008521098,-0.033963453
Gm16084,-0.042754665,-0.0099158175,-0.020103786
Bcl11b,-0.18254368,-0.02708235,0.17568602
Evl,-0.03817641,-0.22350816,0.20712513
Slc25a29,-0.062346853,0.06978879,-0.005337265
Wars,0.004362851,0.04373607,-0.037900064
Begain,-0.018146722,-0.024508448,-0.029105375
AC152827.1,-0.019184118,-0.021259079,-0.027252931
Dync1h1,-0.020570341,-0.015488546,0.029524712
Hsp90aa1,0.016436683,0.09447886,-0.087806836
Cinp,-0.0044704713,0.019937271,-0.011809787
Tecpr2,-0.0071156896,-0.014942033,-0.013610179
Rcor1,-0.065492935,-0.057774365,0.10062005
Tnfaip2,-0.0063012545,0.002109381,-0.054432344
Mark3,-0.036415104,0.036825504,0.002019166
Ckb,-0.023227653,0.01148996,0.0070513277
Trmt61a,-0.059120853,-0.10837294,0.1348015
Zfyve21,-0.020368565,0.033631243,-0.023177085
Ppp1r13b,-0.0069131246,-0.10315559,0.08653249
Adssl1,0.0016258516,0.08744013,-0.08026907
Siva1,0.0053563192,0.083259955,-0.06965381
Pld4,0.020577872,0.03894727,-0.06628906
BC022687,-0.043371875,0.008093577,-0.03357746
Nudt14,-0.0027505073,0.0010529591,0.0015044609
Gm26583,0.013164011,-0.041550715,-0.02641322
9230104M06Rik,-0.029188886,-0.013481685,-0.027938968
Crip2,0.07639177,0.061414022,-0.11269146
Crip1,0.1397803,0.3912015,-0.42428043
Tmem121,-0.031083556,-0.030925956,0.016712828
Ighg2c,-0.009628196,-0.015440962,-0.03738902
Ighd,-0.063583426,-0.08246251,0.116237305
Ighm,-0.08731287,-0.28171313,0.29423794
Adam6b,-0.064524755,-0.031590294,0.028279118
Gm30948,-0.05847027,-0.04729589,0.07345073
Sp4,-0.07752717,0.0051488583,0.06159152
Selenop,-0.10528629,-0.13699959,0.1962655
Oxct1,-0.12345609,-0.005981766,0.10917115
Card6,-0.08775269,-0.01631964,0.08703754
Prkaa1,0.060801893,0.007071824,-0.058129046
Rictor,-0.020715227,0.0011951197,0.016598525
Nipbl,0.033458583,-0.021394802,-0.011585622
Il7r,0.012875186,-0.20134783,0.14658302
Spef2,0.05528792,-0.025503729,-0.031260636
Amacr,0.010645566,-0.023443947,-0.006901734
Sub1,0.15033397,0.39425227,-0.43559912
6030458C11Rik,-0.052925132,0.037117418,0.01576486
Basp1,-0.057105664,-0.05445289,0.08176946
Retreg1,-0.078261316,-0.06605399,0.117902905
Trio,-0.04731252,-0.024850436,0.04794525
Dap,0.03543272,0.22292064,-0.20434335
Cpq,-0.06302435,0.008321267,0.015718348
Laptm4b,-0.056149352,-0.037636507,0.027905574
Matn2,-0.012377256,-0.0035839386,-0.043594964
Rrm2b,-0.04977203,0.064824276,-0.008574324
Gm49085,0.012536727,0.029393813,-0.04141458
Angpt1,-0.03360959,0.006086486,-0.0399347
Rad21,-0.034166064,0.19679175,-0.12499907
Gm34794,-0.0074066054,0.021457722,-0.0105138505
Ext1,-0.049100563,-0.05524723,0.08476908
Zhx2,0.018202782,-0.04242061,0.017771762
Gm29394,-0.020669363,0.020899858,-0.047825642
Fbxo32,-0.01419937,-0.056325067,0.05607189
Fam91a1,-0.029640825,0.007440059,0.019268742
Mtss1,0.02240651,-0.09933544,0.05872863
Sqle,-0.008510735,-0.027652932,0.02883168
Trib1,-0.0743991,0.04513942,0.027666053
Gm2682,-0.061046682,0.039825555,0.020520778
Fam84b,-0.0052329893,-0.071620256,0.048762437
Myc,-0.012396057,-0.16215998,0.13732241
Asap1,0.118187614,-0.0008731049,-0.09935052
Efr3a,-0.058409885,-0.025001336,0.06899217
Tmem71,0.017183986,0.10356883,-0.0955489
Phf20l1,-0.09472142,0.0862228,0.012734154
Zfat,-0.0013964802,-0.010058006,-0.027068505
Ago2,-0.06214246,0.042118635,0.01965475
Dennd3,-0.016735932,-0.005281146,-0.010356086
Slc45a4,-5.98735e-05,-0.040298518,0.019431693
Ptp4a3,-0.05557794,0.07966809,-0.015270047
Arc,-0.0085295355,-0.024535658,-0.019431844
Jrk,-0.011908476,-0.059102736,0.009334244
4933427E11Rik,-0.026522135,-0.0055608316,-0.028023748
Ly6d,-0.039456155,-0.032637626,0.020925669
Ly6k,-0.057192203,-0.08005102,0.11101764
2010109I03Rik,-0.012448042,-0.028454447,-0.02619212
AC139671.1,0.0026180688,-0.014203561,0.0025459565
Ly6e,-0.011801383,-0.16589105,0.13973728
Ly6i,-0.03375915,-0.0056615965,-0.016294533
Ly6a,0.12134703,0.20904966,-0.26621187
Gm28068,-0.01402836,0.010448393,-0.03876457
Ly6c1,-0.12679996,-0.059733596,0.15404238
Ly6c2,0.486661,0.33075368,-0.67060035
Ly6g,-0.05229231,0.05232043,-0.043192387
Gsdmd,-0.0006386015,-0.015247418,0.012465996
Naprt,-0.024484519,0.01772179,-0.038934775
Zfp623,-0.054611523,0.0013624178,0.03523318
Plec,0.009418313,0.05928385,-0.054339387
Parp10,0.029380748,-0.054068703,0.017421125
Grina,0.01295754,0.114352055,-0.10040556
Smpd5,-0.052121058,-0.039474566,0.07498931
Oplah,-0.034017667,-0.02730421,-0.008784043
Hgh1,-0.02901618,0.013304152,0.01415355
Mroh1,-0.067501545,-0.046019036,0.09312591
Dgat1,-0.037407298,0.10696808,-0.053294018
Fbxl6,0.042872783,0.0069373683,-0.041713245
Slc52a2,-0.039115947,-0.03168853,0.05789214
Adck5,-0.024764834,-0.06805334,0.07418751
Cyhr1,0.032393206,-0.03708909,0.0015911056
Kifc2,0.00056849007,-0.024032943,-0.007585277
Ppp1r16a,0.012856407,-0.05318806,0.030718468
Mfsd3,-0.022382589,-0.020293547,0.028428752
Lrrc14,-0.07732373,-0.03995606,0.096697316
C030006K11Rik,-0.032263454,-0.0031305088,0.029756095
Arhgap39,-0.03788679,-0.06887255,0.084419906
Apol7b,-0.07043172,-0.012998497,0.06977959
Apol10b,-0.03242815,0.0013499473,-0.013112013
Apol7e,-0.045893244,0.012345336,0.026663149
Foxred2,-0.042334124,-0.025935011,0.011072612
Ncf4,-0.0061405175,0.06910519,-0.048852053
Csf2rb,-0.016224433,0.0008798667,-0.042975947
Il2rb,0.029173987,0.26806518,-0.23435499
C1qtnf6,-0.033278067,0.115265235,-0.07147206
AL590144.2,0.051896576,0.028665012,-0.06634481
Sh3bp1,-0.034517802,-0.06583087,0.0807041
Lgals1,0.20129895,0.5447911,-0.5964768
H1f0,-0.098295435,0.17843744,-0.05636481
Micall1,-0.059248857,0.030159956,0.024038604
Maff,0.03705828,0.004008072,-0.052249983
Tmem184b,-0.06395214,0.128636,-0.046565603
Ddx17,-0.052583475,0.005127733,0.040495828
Gm26884,-0.0014281735,-0.03863693,-0.007600868
Sun2,-0.05825056,-0.06454884,0.09978867
Dnal4,0.0028609869,-0.00059116416,-0.0019591555
Cbx6,-0.06671729,0.00876936,0.049610384
AC113595.1,-0.02123262,-0.006330672,-0.031029886
Apobec3,-0.048751865,0.062835015,-0.007881916
Cbx7,-0.04439148,-0.02232985,0.055037614
Grap2,-0.1045407,-0.04442086,0.12322569
AC147041.1,0.0075822095,-0.04076521,0.025466215
Tnrc6b,-0.0073413425,-0.11202672,0.09383332
St13,0.0010823143,0.021952119,-0.018085511
Ep300,-0.025107209,0.041777123,-0.011424591
Zc3h7b,-0.041655686,-0.014298526,0.044328634
Tef,0.016464908,-0.07725983,0.04635532
Tob2,-0.04290486,-0.004494044,0.039829392
Cyp2d22,0.008888171,-0.0474121,-0.018396901
Tcf20,0.010784428,-0.037861157,0.020484526
Gm20324,-0.06551003,-0.07417308,0.113460466
Nfam1,-0.009294958,0.014966579,-0.03665254
Poldip3,0.0055551035,0.064366706,-0.05504505
AL591952.3,0.011105841,0.009313277,-0.057560932
Mcat,-0.037182458,-0.023183629,0.049603693
Parvg,-0.050995026,0.012549371,0.03334667
Rtl6,-0.056874376,-0.04356093,0.05680623
Gm29666,-0.05805712,-0.0115235355,0.053371444
Fbln1,-0.04383168,-0.033500206,-0.00088963856
AC162302.1,-0.035106093,-0.013551298,0.007713156
Ttc38,0.0123065,-0.008696413,-0.0036144191
Gramd4,0.026583595,-0.03268683,0.0030651866
Cerk,-0.065291405,-0.0034658336,0.057973053
1810021B22Rik,-0.049783345,-0.018888757,0.00038064193
Selenoo,0.054022264,-0.053235587,-0.004086941
Hdac10,-0.013129067,-0.036810763,0.038932577
Plxnb2,-0.03321388,0.011678705,-0.032157592
Dennd6b,-0.043387856,0.0026332021,0.020549662
Odf3b,-0.034645695,0.0023541262,-0.03579906
Chkb,0.04113941,-0.018595858,-0.020275779
C730034F03Rik,0.048747353,-0.02843404,-0.019020356
Gxylt1,0.079408206,0.05486611,-0.11090569
Pus7l,-0.013578934,-0.052715305,0.05002487
Gm49169,-0.022310898,-0.00032537043,-0.029945083
A130051J06Rik,0.018501107,-0.016623408,-0.02671627
Ano6,-0.039071206,0.012724546,0.023117403
2610037D02Rik,-0.037375957,-0.05025274,0.07082975
Scaf11,-0.033231273,0.0040304996,0.024974398
Slc38a2,-0.017362792,-0.0353527,0.042346243
Amigo2,-0.08556436,-0.0567393,0.109064184
Pced1b,-0.012697687,0.008549017,0.0040608016
Rpap3,0.008490004,-0.02682646,0.013795923
Endou,-0.022036154,-0.029143998,-0.016515896
Rapgef3,-0.04702234,-0.017937588,-0.008416105
Hdac7,-0.10663823,-0.09155764,0.1618682
Gm26513,-0.03235773,0.0076463497,-0.033209763
9330020H09Rik,0.0032931939,-0.001564148,-0.0015639717
Adcy6,-0.057596393,-0.047272768,0.04961019
Rnd1,-0.0016011788,-0.019073606,-0.037551023
Arf3,-0.07176266,-0.018665385,0.07533834
Kmt2d,-0.023545016,-0.045326557,0.05537972
Lmbr1l,-0.037246186,0.0837591,-0.03398566
Tuba1b,-0.14815514,-0.051540047,0.16570887
Tuba1a,0.0423579,0.10593483,-0.118706495
Tuba1c,-0.06790626,0.092306204,-0.014720092
Kcnh3,-0.03239578,-0.02348714,0.0007307806
Prpf40b,0.025002034,-0.051111452,-0.027019715
Fmnl3,-0.046372354,-0.039433032,0.07009115
Nckap5l,0.009118564,-0.035283335,0.015655244
Racgap1,0.06963201,0.2354228,-0.24306782
Gm21917,-0.006455732,-0.038662136,-0.021835918
2310068J16Rik,0.04499786,-0.038880173,-0.028549595
Dip2b,-0.027351065,-0.016667515,0.03618599
Slc11a2,-0.085741475,-0.04716558,0.109460846
Csrnp2,-0.024638962,-0.021530354,0.005152161
Tfcp2,-0.03115197,-0.03543206,0.050660484
AC123724.1,-4.5681856e-05,-0.020465503,-0.038245965
Cela1,0.00033113986,0.07031724,-0.06890599
Galnt6,-0.008602622,-0.054906625,0.050225426
Acvrl1,-0.07735198,-0.08183937,0.12947948
Grasp,-0.04965837,0.07291274,-0.018038213
Nr4a1,0.061369788,0.15528312,-0.17339492
6030408B16Rik,-0.03944298,0.02876467,-0.03934606
Krt80,-0.010768776,-0.01868988,-0.036740836
Eif4b,-0.006095998,-0.08861289,0.07446657
Csad,-0.029060775,-0.045335583,0.06005529
Zfp740,-0.07852583,-0.042282447,0.09953431
Rarg,-0.024118204,-0.08308391,0.08539608
Prr13,0.112332195,0.2679545,-0.3046531
Atf7,0.0025800571,-0.019226374,0.01285382
Calcoco1,-0.03340057,-0.034238555,0.055049133
Pde1b,-0.042150196,0.029019348,-0.031419124
AC139347.1,-0.024491774,-0.012940692,-0.031180909
1700037C18Rik,-0.013153044,-0.026592134,0.031931218
Cluap1,-0.033459023,0.012816455,0.018295392
Gm15537,-0.054605808,-0.04070143,0.048945688
Nlrc3,-0.10028292,0.012495267,0.07510602
Slx4,-0.010758101,0.056252252,-0.036189973
Gm15879,-0.012652983,-0.024292042,-0.017507404
Tfap4,-0.043990184,-0.051512763,0.07752283
Coro7,0.02365821,0.04803786,-0.057596117
Dnaja3,0.0045242994,-0.03123349,0.020599358
Gm15859,-0.030683935,-0.0010234184,-0.029909614
Cdip1,-0.04479554,-0.045158014,0.07323423
Mgrn1,0.075493686,-0.079782344,-0.0014971795
Anks3,-0.018018505,-0.03163888,0.039996542
Rogdi,-0.033936404,-0.0005192043,0.026327578
Eef2kmt,-0.03509263,-0.04836543,0.06753036
1810013L24Rik,-0.018580075,0.065976664,-0.035876356
Rpl39l,0.024955105,-0.08734792,0.037084445
Socs1,-0.17019594,-0.14619541,0.25839704
Gm26822,-0.037869174,-0.013524502,-0.014638701
Rmi2,-0.0070561823,-0.032884635,0.03169243
Litaf,0.03040758,0.11511682,-0.11577333
Snn,-0.052781932,-0.037088167,0.053453434
Txndc11,-0.0043387613,0.057074595,-0.04096754
Zc3h7a,-0.034244575,0.0016331748,0.027707085
Snx29,-0.06617765,-0.05326127,0.09521998
Mkl2,-0.0039914693,0.043576464,-0.032115307
Rrn3,0.004338748,0.0006133333,-0.0041520037
Mpv17l,0.043580975,-0.01313982,-0.029983802
Marf1,-0.0711612,-0.0029521824,0.06253949
Mcm4,-0.042282823,0.16484553,-0.09314294
