gene_name,0_CD25KO,0_CD25WT,0_P14NAV,1_CD25KO,1_CD25WT,1_P14NAV,2_CD25KO,2_CD25WT,2_P14NAV,3_CD25KO,3_CD25WT,3_P14NAV,4_CD25KO,4_CD25WT,4_P14NAV,5_CD25WT,5_P14NAV,6_CD25KO,6_CD25WT,6_P14NAV,7_CD25KO,7_CD25WT,7_P14NAV,8_CD25KO,8_CD25WT,9_CD25KO,9_CD25WT,9_P14NAV
Btbd9,0.3305842,-0.68015045,0.36593485,0.035826076,1.2325288,1.1055512,0.5831285,-0.20701756,1.6788404,0.25875682,-0.24045314,-0.4171994,-0.78506064,-0.15746106,-0.3517042,0.5663023,-0.8621014,0.79704565,-0.70375204,-0.25079155,-0.6365591,-0.866281,-0.38802037,1.0554836,0.39240012,0.09713591,0.6790232,0.7958069
1700097N02Rik,-0.6046818,-1.1889005,-1.7632836,-0.09292665,0.060051143,-1.0459193,0.28271815,0.36122906,-0.47419786,0.819192,0.004231888,4.3710837,0.77890235,0.6375662,-0.00994305,-1.645051,1.0633359,0.69070435,-0.086654805,-1.1846725,1.3687656,1.5814898,-0.47377902,1.1050195,1.6154361,-1.2375618,-1.0441878,-0.6654318
Dnah8,-0.11630527,-0.48361146,-0.3292939,0.8298124,-0.7871119,-0.26839608,-0.78687865,-0.15437017,-0.38494313,-0.2753403,0.043071356,3.1655884,-0.41796395,0.069888584,-0.2957914,-0.64910024,1.4025031,-0.77051777,-0.5174049,0.1217321,-0.5173839,-0.18192172,3.5638344,-0.68435293,0.9938224,0.4346288,0.13521947,1.2079192
Abcg1,-0.06684902,0.73707545,-0.3574146,0.22141658,1.4411304,2.6815095,0.0036392515,-0.07223862,-0.62599915,-0.65041304,-0.52481663,1.9751487,-1.216734,-1.0927283,-0.18777077,0.44017628,0.25667396,0.26242134,0.9776431,1.7907451,-0.890464,-0.9027463,-0.4232989,1.1994848,1.3650724,1.0110998,0.47677243,0.030791758
Akap8l,0.9396214,-0.8723011,-0.28793252,1.4939601,0.37555936,-0.6545302,-0.47908652,-1.101821,0.92289364,-0.6188575,-0.064635664,-0.48484868,-0.27773753,-0.4701464,-0.30842847,0.6579557,1.4036365,1.0779396,-0.8822282,0.47087306,-0.27984458,-0.6443945,-0.46981302,0.11132834,0.21150485,0.47670203,0.5588522,0.15613851
Pglyrp2,0.44401762,-0.63843656,1.0657781,-1.1811451,-1.3042098,0.7480822,0.4473523,-0.45132673,0.7807491,-0.014528176,-0.5667162,-0.62128055,-0.85528606,-0.7316537,-0.78694284,1.0671655,0.3422451,-1.7062994,0.16148849,-0.010032013,0.58565396,-0.1194178,-0.522093,1.3732142,0.118350536,0.18503484,0.4654397,0.8168865
Cyp4f16,-0.2814694,-0.17143397,-0.18564737,0.00649054,-0.28675473,-0.37423518,0.8169032,0.2133142,-0.23208474,-0.33331615,-0.36357212,-0.21109216,0.7528499,-0.36923784,-0.08660644,3.194091,-0.18385325,-0.3210006,-0.21685585,-0.6663931,-0.3232225,-0.310087,-0.21787304,-0.32706463,0.52937883,0.027678804,0.19270903,1.86239
Zfp871,0.09593558,-0.84053606,0.093105145,-0.52993995,-0.5947291,-0.34386593,0.46362057,-0.2774793,-0.5037445,0.93578684,0.2388413,-0.49765006,-0.031839184,-0.6603899,-0.6527697,-0.5309282,0.7354112,-0.29822725,-0.2531857,0.6063543,0.41931146,-0.33029673,-0.41508535,0.5750858,-0.3710141,-1.0484588,-0.6133894,0.56149936
Zfp811,2.9361982,-0.048087556,-0.32088786,-0.02246167,2.1362965,-0.09639623,0.31064355,-0.22690712,-0.1353191,-0.22653234,-0.26774982,-0.16525659,-0.1893625,-0.19183072,-0.08050882,-0.22722265,-0.7037657,-0.10108811,-0.101004064,-0.2674732,-0.15752387,-0.13971193,-0.16950825,-0.14887606,1.0981143,0.018511098,0.07775371,-0.1254661
Zfp799,-0.30643174,-0.19231482,-0.24722008,0.32463038,-0.31885347,-0.41240022,-0.1135616,-0.13861863,-0.24086273,-0.38558987,-0.25484946,-0.2199899,-0.027796982,-0.16678533,-0.10364286,-0.34421393,-0.3553922,-0.3493855,-0.23707423,1.7459576,-0.35506162,-0.34149092,7.5290437,0.09610253,-0.38016063,0.49233943,0.1352061,1.6025704
Cyp4f13,-0.7275137,-0.493356,1.2483294,-0.32837105,2.3097756,-0.5547157,-0.66088986,-0.7503955,1.630138,-0.60551876,-0.13185573,-0.33403194,-0.35136002,-0.64776963,-0.14910243,0.18261133,0.3419733,0.4961443,-0.52098227,0.45751408,-0.7667069,-0.7622055,-0.33840784,-0.046086412,0.22079675,0.5259135,0.4504362,2.6304874
Zfp952,-0.5667761,-0.41915405,0.36681536,-0.055010542,-0.6516237,-0.8073682,-0.45902216,0.066119544,-0.31938884,0.5992609,-0.082445264,-0.319171,0.41962615,-0.42307344,-0.3241525,1.5130355,-0.020892963,-0.6381657,-0.458059,0.6790367,-0.70933485,-0.43257746,-0.28747246,-0.10962973,0.7887365,0.47441158,-0.4584492,1.7780066
Zfp763,-0.35765022,-0.23348416,0.8388656,-0.5411722,-0.38508466,-0.49127614,-0.5661388,-0.58719856,-0.26128033,0.0069811093,0.21345322,-0.2370672,-0.55746144,0.40819666,-0.1306847,-0.3872498,-0.45652574,1.8003223,-0.27668938,1.4343032,-0.41628668,-0.015714807,-0.2371915,0.1614391,-0.45577994,-0.08876186,0.053319015,-0.2784953
Zfp563,-0.13150646,-0.08209682,-0.13243662,0.32936215,-0.0859403,-0.13271298,-0.2860767,-0.2821918,-0.12746203,0.23811904,-0.09596019,-0.1830657,0.8259132,-0.41009682,-0.15488988,-0.28732273,-0.26442936,-0.121551834,-0.13570091,-0.29065087,0.7118898,-0.19832501,-0.1739591,-0.27004343,-0.30520374,-0.1935508,-0.24016045,-0.22456756
Zfp955b,-0.44306204,-0.28965634,0.79525447,-0.18076819,-0.49828997,-0.62704194,-0.29467523,-0.056652673,-0.31326622,-0.16635074,-0.5197709,-0.25675514,0.72804326,0.15017508,-0.11679317,-0.4220115,-1.004376,1.5600982,-0.32881707,1.633257,0.15109777,-0.47728086,-0.2612539,-0.5219714,-0.50658816,0.71639234,0.18582743,-0.29315397
Zfp81,-0.5412744,-0.36743692,0.23911798,0.6665701,-0.6255465,1.2036167,-0.44099566,-0.84814394,-0.35408792,0.2393552,-0.3751052,-0.28868258,-0.3126514,0.15104623,-0.16315295,0.4089505,1.0016427,-0.6335089,-0.4034822,0.25448853,-0.20595008,-0.59152234,-0.28655654,-0.6764618,-0.1797771,0.72542775,0.8124379,0.015976865
Adamts10,0.01981991,-0.21064763,0.1520372,-1.0426172,0.741764,0.112053834,0.6104685,0.2326221,1.4044805,0.27533966,0.33382976,-0.50301564,-0.7277955,0.51984084,-0.6940385,-0.19918181,0.59621197,-1.2085189,0.11229048,-0.49502847,-0.51553124,-0.41631576,2.0578353,-0.36150515,-0.3003774,0.15037422,-0.46997175,2.4759638
Myo1f,-1.4143336,-1.7380786,-3.391932,-2.562218,-1.7398089,-1.8318294,3.6762476,3.6919441,0.7602584,1.7811584,0.85255545,0.52364445,2.0912817,2.4081311,-0.37300387,-1.4046541,-1.146395,-1.4188054,-1.1218084,-1.662017,3.004864,3.249383,1.0862417,0.48695904,-0.03274575,-3.0071406,-3.2919037,-2.632265
Kank3,-0.22455774,1.9314618,0.1251054,-0.23435086,-0.20149222,-0.2686861,-0.47761896,0.18045156,3.0402572,0.20855884,0.39397016,-0.22930354,-0.2967589,-0.30504236,-0.30610278,-0.42955035,-0.3390933,-0.2124939,-0.23178741,0.18413047,-0.3845836,-0.35491583,-0.19385974,-0.55441105,0.074321225,-0.11705489,0.42416167,1.1059843
Rps28,0.83059776,1.366642,5.949223,5.409978,3.158494,4.717794,-4.7322493,-5.0846415,-1.9453932,-2.6302962,-2.5659466,-1.061045,-3.2850864,-2.8304942,1.0838981,-0.6993309,-2.8042526,2.7132547,1.8637064,4.34522,-4.9746428,-4.698735,-2.1465545,0.871341,0.6191468,4.453378,3.7119174,3.395309
Platr17,-0.6645909,-0.4544063,0.129344,-0.60929346,-0.045564495,3.5136225,0.39505857,-0.27552006,-0.42071053,-0.060844798,-0.31744313,-0.32124075,-0.76515055,-0.22399813,-0.17083092,-0.56867474,0.16872358,-0.7866984,-0.4852952,1.4576365,-0.4397862,-0.26108775,-0.32024482,-0.009529816,0.08939521,0.08467708,0.64294946,0.46062496
BC051226,0.2649971,2.0278227,0.41728827,-0.32855538,-1.0110236,0.25349155,0.55225563,0.82115906,-0.4370063,-0.44215852,-0.33379832,-0.40804633,-0.783274,0.15661874,-0.44689173,2.100377,-0.88873,-0.96448874,-0.6668059,-0.6033697,-0.19108877,1.2520199,-0.35916337,0.4821161,-0.0018259154,-0.33109796,0.23661263,-0.22485739
Gm19412,-0.17605196,-0.10827098,-0.5113936,0.6285522,-0.1456711,-0.2045786,-0.00093187706,-0.33787972,-0.15906097,0.35468134,-0.44512972,-0.19113523,-0.38032323,0.6487827,-0.13289194,-0.29619706,0.06515753,-0.18108746,-0.15940236,-0.40311536,0.6834501,0.22629185,-0.18706855,-0.2847756,-0.31287047,-0.122854315,0.45039654,-0.21447882
Rgl2,-0.5518571,0.84792805,0.33858797,-0.1713297,0.34928772,-0.058805857,0.2735236,-0.0801997,-0.5003326,-0.03627591,0.19773951,-0.43677786,-0.7491639,-0.5710598,-0.4464842,1.0464331,-0.33937466,-1.1061552,-0.082400054,2.1379976,-0.84757406,-0.26547068,-0.39032266,-0.26032856,0.36858067,-0.07750276,-0.15225548,0.4323062
Rps18,1.0834489,1.4192833,4.965326,5.4371457,2.9260752,4.4660416,-3.143571,-4.2736783,-4.1626306,-2.83165,-2.6122987,-1.2308478,-2.56609,-2.5753622,0.5339821,-1.0554067,-3.4292479,1.9373698,2.3776977,4.2876644,-4.8307576,-4.327453,-2.8026881,1.589581,1.6673676,3.9784245,2.602473,2.8438158
H2-K1,0.9220829,-0.81996495,-1.508808,1.5613713,0.37821084,-0.8939162,0.37498295,1.0815557,0.71606606,0.77981627,0.2467623,2.0188456,-0.5194864,-1.1860105,-0.6406679,0.80494475,-0.25823995,0.41454527,-2.0599146,-3.5481691,2.1705832,2.0886753,0.9134655,1.3183355,1.6662083,-0.16827144,-0.8988198,-0.379238
H2-Ke6,-0.48079723,2.3132162,2.005597,-0.48242927,1.3561864,1.2682146,-0.80303174,-1.3061535,-1.0836829,-0.46552524,-0.36254433,0.6061326,0.1725109,-0.406325,0.38810983,-0.40005714,-1.2465479,0.006428681,1.0795485,0.28015524,0.44992825,-0.57196623,-0.712755,0.62517804,-0.17304444,0.49737552,0.13980807,1.1410309
Col11a2,-0.097209364,-0.04173347,-0.06540125,-0.0066740746,-0.044418022,-0.08423466,-0.20466317,0.1877579,-0.13217828,0.43463963,-0.25255156,-0.16261931,-0.17184424,-0.17364992,-0.0763132,-0.22057012,-0.69067127,-0.091904245,-0.094889015,-0.25155818,-0.14806916,-0.13031387,-0.16749111,-0.1358507,1.1085176,0.029495964,0.09049786,-0.11752304
BC051537,-0.13425289,-0.061110545,-0.19073355,-0.088882595,-0.094617434,-0.1448074,0.28924027,-0.25840095,-0.1618889,-0.16425404,-0.18685867,-0.16764738,-0.14135766,-0.13037488,-0.046729743,-0.22086705,0.0849459,-0.14332724,-0.111931756,-0.35069677,-0.1668695,-0.15219018,-0.1788213,-0.13358031,-0.16934472,0.12108575,0.9520218,-0.09556192
H2-Oa,-1.1278899,0.50698566,0.8839847,-0.016877573,2.5069592,3.8437102,-1.3738836,-1.0729613,-0.65326285,-0.65431225,-0.7052573,1.6874485,-1.0508593,-1.1032853,-0.25804132,0.2228326,0.8862505,1.3194273,-0.80645347,-0.7527429,-1.1921842,-0.8544384,-0.44459605,3.2726612,0.23256542,1.4082078,0.68482333,2.3031604
H2-DMa,1.088464,0.51822007,1.6673921,0.34632063,0.3249239,0.28665385,-0.6398903,-0.87766325,-1.0797312,-0.7330779,-1.114948,-0.68415624,-0.80762637,-1.0640122,-0.3888593,-0.7709116,0.68860847,-0.013732245,0.9617943,1.0240451,-0.8425298,-1.19154,0.979896,-0.11168058,0.12948492,0.12670162,1.267171,2.0914621
H2-DMb1,-0.0661354,-0.054389425,0.09586373,0.08493018,0.004080705,-0.023619832,0.288526,0.4962695,-0.065708235,-0.5673154,-0.43711627,-0.17876136,-0.50984615,-0.5664666,-0.23775476,-0.30603227,-0.06698945,-0.025608173,-0.11286796,-0.10045395,-0.20314051,-0.17353687,-0.15280092,-0.31348333,0.9406251,-0.4442473,-0.6710631,-0.30017588
H2-Ob,-0.5432219,-0.3545672,0.13698348,0.9885889,3.1156178,1.90852,-0.78892076,-0.65742904,-0.37560895,-0.49250814,-0.21759653,-0.27916616,-0.66423464,-0.6333433,-0.095963486,-0.45992765,-0.67235774,4.394905,-0.38887328,1.2229806,-0.5693083,-0.56309265,-0.28964347,1.4153999e-05,0.45054784,0.6057089,0.36192268,0.7008413
H2-Ab1,-0.09292326,-0.088964894,-0.03640014,0.041587185,-0.027676485,0.6941899,1.1789886,0.13388693,-0.057642095,-0.61061645,-0.5770395,-0.1968787,-0.20873806,-0.35584077,-0.31353894,-0.3672106,-0.49890834,-0.046321563,-0.14814869,-0.123820774,0.1883143,0.25791475,-0.15730576,-0.4368312,0.8296301,-0.32298958,-0.99506235,-0.4011068
H2-Aa,-0.10020169,-0.08454013,-0.21836041,0.018986987,-0.039359014,0.8524839,0.7589124,0.28949726,-0.07531004,-0.5225894,-0.45095927,-0.1920693,-0.37277073,-0.3431293,-0.26882312,-0.34286326,-0.11351045,-0.06301993,-0.14230715,-0.16264579,-0.2506457,-0.2199177,-0.1610086,-0.14270869,1.3383853,-0.5293119,-0.45420137,-0.35002825
H2-Eb1,-0.0891646,-0.07867446,0.113331065,0.0434087,-0.024422541,-0.057126526,0.76908034,0.3794196,-0.06659038,-0.67006135,-0.6504736,-0.19050619,-0.36964262,-0.690488,-0.27720138,-0.34250125,-0.5191539,-0.047772404,-0.13712625,0.32461718,-0.24481802,-0.21320312,-0.15764932,-0.3864633,0.87553537,-0.2642104,-0.15958342,1.3450876
Notch4,-0.11031426,-0.062023677,-0.080259316,-0.025234068,-0.059207994,-0.101107664,-0.24666147,-0.24651836,-0.12338123,0.7478309,-0.40585536,-0.17385967,0.2623369,-0.3240196,-0.12933978,-0.26050672,-0.676881,2.4503884,-0.11591712,-0.25505668,0.67373943,-0.16666757,-0.16908942,-0.2167115,1.0335047,-0.122555,-0.14077088,-0.18607482
Pbx2,-0.83187574,-0.6235711,-0.10852629,0.3771751,-0.9963433,-0.247812,0.18086217,0.35108504,-0.43752697,0.2750847,-0.6261048,-0.40145513,-0.93562543,-0.054123595,-0.42314503,3.3714314,-0.7490741,-0.051168133,0.08112957,1.002722,0.2648456,0.56147397,-0.35676292,0.08600349,0.48611665,0.40948266,-0.358256,0.85410583
Rnf5,-0.6906626,0.32254264,0.08195184,-0.0627098,0.41915497,-0.22939093,0.07936044,-0.8733988,0.7476828,1.3040538,0.62601036,1.072123,-0.5463484,-1.0931884,-0.95249665,-0.4141961,1.5259135,-1.1275098,-0.23527153,-0.15925846,0.7589857,0.24133757,-0.53123456,-1.0307522,-0.3937979,-0.2997135,-0.052421432,-0.78467214
Egfl8,-0.38159987,-0.24245739,0.008866537,-0.59710634,-0.41832542,0.32506102,0.19990166,-0.013226513,-0.2855973,-0.16185962,-0.28998378,-0.23781472,-0.49933773,0.24105093,-0.09475996,-0.3769035,0.7025486,1.5884207,1.1326514,0.14355333,0.21405827,-0.029701551,-0.24515437,-0.4342666,-0.429142,0.019254258,0.2365753,2.2959354
Prrt1,-0.6036757,-0.41284004,0.77230775,-0.11343122,1.8250605,0.7419505,-0.23323585,-0.6206149,-0.38579676,-0.27369604,-0.24370654,-0.30613983,-0.57986313,-0.58384746,-0.17362781,2.4295242,0.14105292,1.974795,-0.44643834,-0.28250796,0.13787426,-0.40922073,-0.30335352,-0.46232653,0.6862245,0.35298136,0.05660051,1.7076687
Zbtb12,-0.24140091,-0.15394165,-0.0041493326,0.098367624,1.967531,-0.30754042,-0.41832045,-0.42833564,-0.19496536,-0.4234043,-0.090552226,-0.20809515,0.31531963,-0.14755066,-0.13499051,-0.3307776,0.37206218,-0.26260096,-0.20229201,0.062326,-0.31138262,-0.29380852,-0.20499574,0.30000564,0.35787246,-0.118990086,-0.060428377,-0.2409928
Vars,-0.46697846,-0.44134495,0.2966922,0.05440979,-1.6019931,-1.1281863,-1.0219693,-1.711003,0.6609209,0.59454626,0.8370992,0.72065437,1.098015,1.9126916,0.5721828,0.018710129,0.43336964,-1.3776487,0.9256697,0.44192794,0.68848497,-0.71027076,1.1214173,-0.3133757,-2.0083146,-0.13500746,0.41602388,-0.3247226
Sapcd1,-0.09662006,-0.041781295,-0.062480833,-0.0050873733,-0.043540742,-0.08315031,-0.20492299,-0.21470743,-0.1311939,0.40353596,-0.25827563,-0.16279007,0.5813223,-0.17872941,-0.07846658,-0.22162104,-0.25125247,-0.09080094,-0.095015414,-0.24914424,-0.1486426,-0.13072424,-0.167247,-0.13805118,-0.17965661,0.023150312,0.08019829,-0.11989517
Clic1,-1.5411747,-0.78024334,-2.21488,-2.962293,-2.7508976,-2.6027367,2.4510314,2.7006266,0.39195514,2.7517803,2.381444,0.6847114,1.3853716,0.9348293,-0.13955744,-0.06922551,0.14509267,-1.3228743,-0.6690544,-3.566341,3.7274072,3.7606728,0.8990773,-0.0408986,0.022957286,-4.0962768,-3.8955276,-2.6434274
Ly6g5b,-0.2645434,-0.17899306,0.17349887,-0.3390791,-0.2601904,0.7803489,-0.032127332,-0.47106364,-0.19492221,0.0818011,-0.13610929,-0.22035334,-0.22325169,0.3886843,-0.17768829,-0.36934388,-0.08114503,-0.28435606,-0.22739182,0.03101071,0.07802406,0.36118406,-0.20975193,0.030312698,-0.4410632,0.79249793,-0.23645721,-0.3008139
D17H6S53E,1.1507025,3.0041084,-0.6743801,-0.1306942,0.18852,0.5669817,-0.022043802,1.015401,1.926251,0.33307233,-0.21072729,-0.34243014,-0.26726595,-0.17037256,-0.40312347,-0.07577041,0.48113066,-0.6812903,-0.5059774,0.20534144,-0.41477913,0.5366695,-0.2969044,-0.4579089,0.27247024,-0.84147686,-0.36051932,-0.05281893
Aif1,-0.101111226,-0.07836149,-0.23609355,0.011756536,-0.042062163,-0.0788866,0.23334306,0.54356843,-0.085602604,-0.58317405,-0.54811126,-0.18750647,1.3746959,0.27363035,-0.2366492,-0.3231421,-0.57511854,-0.06961333,-0.13529669,-0.18071836,-0.23480137,-0.20628215,-0.16248043,-0.34584406,0.91376907,-0.4357042,-0.6377062,-0.31168747
Lst1,-0.40071222,-0.5917538,-0.1794197,1.0097365,0.9886122,-0.6621825,0.17774476,0.983033,-0.40524444,-0.5607107,-0.7987563,-0.39072812,0.35574734,-0.23062405,-0.43698415,-0.7952408,-1.4411541,-0.8882597,0.7738808,-0.54384446,-0.5037046,0.24374567,-0.34240377,1.3300664,2.730686,0.6406071,-0.55320495,1.0923798
Ltb,0.100122735,0.7434779,1.533521,1.9777395,1.7775829,2.2060902,-1.9853696,-2.3302214,-1.8228285,-3.1539464,-2.5918603,0.21666043,-2.4660397,-1.8231317,1.2938606,1.1168056,1.5731698,0.8556593,0.66755855,2.9940696,-2.4334846,-3.3133717,1.5312893,4.218847,3.5195906,2.3464801,2.9845374,2.0397413
Tnf,-0.46677396,-0.34089482,0.8839825,-0.3091549,1.9890257,1.0114083,-0.2964187,-0.59491193,-0.27647427,-0.15323114,-0.7643115,-0.28732285,0.5732106,-0.09218131,-0.28138396,-0.53733647,-0.47407413,3.0573545,0.7648441,-0.5700047,-0.26201966,0.0982853,-0.26154035,0.20734932,0.23325667,-0.50992775,0.7797354,0.36847648
Lta,-0.3765398,-0.25327948,0.58904666,0.03625565,-0.40849182,1.418113,-0.3390405,-0.2729288,-0.26218268,-0.55758995,-0.6169818,-0.24661325,-0.05050341,-0.014195675,-0.16245276,-0.4167945,0.044722397,-0.4272479,-0.29644832,0.14797948,-0.09755668,-0.434631,-0.2411907,1.8265648,-0.51148915,0.28364018,0.30113992,-0.32361698
H2-Q2,-0.16387284,-0.08136212,-0.2808743,-0.15088998,-0.13370538,-0.19162796,-0.27603877,-0.29885995,-0.17880815,-0.1771454,-0.19684894,-0.17501839,0.58455664,-0.15444294,-0.04555893,-0.23520975,0.023636911,-0.18063359,-0.13087055,-0.4187869,0.74028057,-0.17981549,-0.18702747,-0.16068399,1.0976075,0.12900196,0.28474736,-0.105028845
H2-Q4,0.9042096,-0.43580663,-0.28366914,1.6354775,-0.19690321,1.9703509,-1.0219383,-0.36985472,0.74497604,1.2319616,0.6547108,2.3786693,-1.0361302,-2.2590535,0.0014668178,-0.44477287,-0.28061396,0.24447437,1.3685977,1.132589,-0.39975873,-0.424477,-0.96160716,-0.46434256,-0.56706417,0.18257146,1.0131636,1.3072071
H2-Q6,0.16052528,1.3802834,-0.6973687,0.5087735,0.31711036,0.1650484,0.28566715,0.2825861,-1.3282905,0.613783,0.6813691,0.6073093,-0.5334416,-0.52858704,-0.75586456,1.1278846,-0.49639726,-2.871466,2.518448,-0.29720092,0.789976,0.58838916,-0.93541753,0.71785355,0.031229505,-0.5493136,-0.37646344,0.7994773
H2-Q10,-0.9793538,-0.16673152,-1.9097096,-1.431759,-0.2306344,-1.4892255,1.0472246,1.773311,-0.14818503,1.5328352,-0.42320567,0.95395947,2.4057,3.6089084,1.0677248,-0.6713128,-0.6868669,-0.52463585,-0.11517392,-0.2849432,3.2657013,1.9733261,-0.40667528,-2.1063595,-1.5997051,-2.0598147,-1.3509481,-2.8519828
Tcf19,-0.5357014,-0.035699375,-0.7644652,-1.0901456,-0.9397721,-1.1224812,-1.737094,-1.2608682,0.09759228,2.218553,3.4510565,-0.67472476,6.935263,4.2030888,1.5407193,-0.6202329,-0.12308796,-0.042479604,-0.5769428,-0.3606259,-1.2811598,-0.567411,-0.29426593,-3.0062716,-2.9307096,-2.0801463,-2.8668659,-2.0690258
Ddr1,-0.10364028,-0.06297559,-0.0478698,0.3874392,-0.04918192,-0.08868794,-0.25052214,-0.24404557,-0.111643344,-0.3984408,-0.14362924,-0.17608273,-0.3597571,0.57280505,-0.15566653,-0.27362546,-0.20675017,-0.08650942,-0.11780671,-0.22675389,-0.19514164,-0.17218898,-0.16625115,-0.24412674,1.0060914,-0.20005457,-0.26626146,-0.2152707
Ier3,-0.44896907,-0.33513278,-0.32995117,-0.24292417,0.48999038,0.109478265,0.54007024,1.6593169,-0.25709003,-0.044363268,-0.42671606,-0.28740722,0.19364625,0.25724614,-0.312387,-0.54772294,-1.2358947,1.067318,-0.3788546,0.47218356,-0.5946621,0.2510438,-0.25545746,-0.77925026,0.23517926,0.7567815,-0.7015798,0.6653647
Flot1,-1.413345,-1.1141436,0.42803192,-0.45009974,1.057542,-0.29487935,1.5810492,0.26728287,-0.6359983,-0.56707644,-0.18320969,-0.6116592,-1.0976424,-0.4596981,1.7032946,1.6340988,-0.028156,0.3922083,-0.6675392,-0.13543382,0.019042667,-0.51160514,-0.501174,0.668048,1.7344809,-0.607149,-0.23396733,-0.8158365
Tubb5,1.4403865,2.3841524,2.2678063,1.2426276,0.12551844,-1.150063,-3.979224,-3.9296541,-1.7289535,5.112969,4.8790135,2.022789,-1.6384531,-0.83205736,-0.108058855,-0.5974984,0.78127724,0.5319337,0.20372699,1.3437408,-1.6503721,-0.62584794,0.19103496,-4.5970106,-4.8806443,-1.8138145,-1.290862,-1.3618237
Mdc1,1.1351799,0.45059976,0.45946768,0.40006903,0.25508556,1.4225715,-0.72419,-0.4757993,-0.32876274,-0.21673648,-0.500427,-0.36290142,0.30643857,0.414223,2.306461,-0.7476784,-0.28957403,-0.72939676,-0.54976374,0.31297603,0.004798105,-0.59439176,-0.30744606,-0.5812832,0.35973236,0.4430889,0.6155147,1.3020191
Ppp1r18os,-0.0568648,-0.0066711353,-0.1924219,0.07192741,0.007170026,-0.022997413,-0.13667844,-0.15085298,3.0517302,-0.11398104,0.24313137,-0.14731303,-0.05420088,-0.048648473,-0.042567346,-0.17886358,-0.63328004,-0.04708092,-0.060744394,-0.17638877,-0.0933895,-0.076758996,-0.15765509,-0.053478304,-0.101930015,0.1213821,0.21176755,-0.062147222
Nrm,-0.85584307,-1.4364506,-1.6931242,-0.7620414,-0.67537546,-1.4320009,0.34947652,-0.3810245,1.0059135,4.352368,4.123072,-0.8316307,1.897028,2.4721735,-0.004792603,-0.28638157,0.0071104025,-0.7907154,-1.4851367,-1.4624821,0.14044613,1.1422447,1.3190987,-2.4792256,-2.2146654,-2.9143794,-3.6587565,-2.5361958
Gm16279,-0.17692259,-0.11049242,-0.04215125,-0.16238114,-0.14646064,-0.20540339,-0.33783007,0.06209649,-0.1572213,-0.40224218,0.14207199,-0.19249713,1.0668837,-0.4142464,-0.1405426,-0.30143982,-0.36842704,-0.18088129,-0.16177449,-0.4012951,0.67907405,-0.23502584,-0.18701807,0.5886169,-0.3233349,-0.14494766,0.42196697,-0.22399493
Atat1,-0.41921085,-0.28605562,0.33588746,-0.025148446,1.4069407,-0.5850314,0.34084937,0.6369883,-0.2813813,-0.08040012,0.37915012,-0.25976828,-0.7269289,-0.48284036,-0.1777855,-0.44813392,-0.25266668,-0.47810712,-0.32775238,-0.3877402,-0.49744403,0.11131988,-0.25236666,0.29307517,-0.08081102,-0.2162118,0.23181583,-0.35771343
Mrps18b,-0.19453727,0.58462197,0.81987584,0.24100319,-0.28842145,-0.2603591,-1.2023317,-0.19524552,0.32566744,-1.9671968,-1.2069942,-0.69899935,0.82036436,1.909849,-1.016428,-0.42783818,0.17845127,-1.8814307,-0.5884713,0.21319012,0.8490482,0.399335,-0.56045806,-0.45492074,-0.77593696,1.1025665,0.00043002184,1.084476
Ppp1r10,0.24820673,-1.0013986,-1.044317,0.40189147,0.1761289,-0.96276903,-0.580084,-0.3649626,0.95075554,-0.529015,0.22693634,-0.5595947,0.0065373704,0.20452163,-0.69120234,0.009170368,0.38029563,1.0387801,2.4099958,1.6028767,0.09554907,0.8379828,1.6414292,-0.78346306,1.0466824,-0.259106,0.4913652,1.798925
Gnl1,4.2113914,-0.16822629,0.6578317,0.59237915,0.5698129,-0.7096457,-0.4298656,-0.889703,0.8829446,-0.3244621,-0.516303,-0.47960836,-0.5569868,0.5715526,-0.5762578,-0.353306,0.3369623,0.3519472,-0.8305132,-0.005258102,-0.58452404,-0.638726,-0.41080725,-0.3623412,-0.38380966,0.69909865,0.63778377,1.2154223
Znrd1as,-0.463934,-0.34741062,0.50813097,-0.28194508,-0.51622415,1.0101153,-0.27529508,-0.32369816,-0.26269773,-0.27455267,0.0702817,4.196299,-0.8398666,-0.3680376,-0.32146496,0.46837473,0.3020903,3.884829,-0.39070734,-0.2511932,-0.2212824,0.12712558,-0.25923648,-0.43966848,-0.3801787,-0.0051551494,1.3882964,0.25846937
Gabbr1,0.9298267,-0.5659884,-0.15400854,0.07671059,2.7194617,-0.5048204,0.4366739,0.66734135,-0.43240368,-0.17233881,-0.24967736,-0.3740607,0.5240154,-0.29410625,2.249693,-0.7286523,0.3719247,0.33961347,-0.5961452,-0.25349012,-0.907671,-0.37169284,-0.34448698,-0.03261236,0.59263474,-0.6215459,0.034572482,-0.67862535
Gm26917,1.9083896,0.1825847,0.97024316,-0.2130936,0.4890364,0.61790526,-0.24488191,-1.1580815,-0.45705634,-0.5127321,-0.4949843,-1.1334532,0.8750445,1.2570497,-1.5073767,-0.45915166,-0.3235243,-0.29827094,-0.35938275,-0.26445487,0.07833361,0.322637,-0.93262434,-0.5060486,-1.438849,0.054309983,0.716605,1.0889189
