gene_name,P0,P1,P2,P3,P4,P5,P6,P7
Rnf213,0.07571839,0.002575828,0.047737125,0.082630165,-0.07806802,-0.03018185,-0.088435605,-0.20878968
Gm11767,-0.028765608,0.0056819166,0.030199794,-0.047751185,0.049117286,-0.019176647,-0.0363699,-0.06684063
Tepsin,0.011994929,-0.09498344,0.046980068,0.060531158,-0.039268404,0.043887407,0.011922726,-0.022148903
Slc38a10,0.016554423,-0.12933506,-0.30315107,0.17728321,0.07985116,0.038623977,-0.06035945,0.100031964
Actg1,-0.40542558,-0.778113,-1.3068147,0.5954985,0.3698023,0.16187915,1.1668311,1.145512
Ccdc137,-0.046156496,0.11429567,0.060747307,0.016599376,0.03522467,0.011892035,-0.015125269,-0.07367992
Alyref,-0.016426463,-0.19733185,-0.5440077,-0.6959072,0.2627212,0.67657197,-0.29437345,0.21161759
Pcyt2,0.044256374,0.059054893,0.0011067861,-0.09616213,0.056847267,0.007250756,-0.15709496,-0.13690643
Mafg,-0.022939837,-0.04636179,0.044892866,-0.23002264,0.06650726,-0.044385914,0.2231865,-0.09695253
Rac3,-0.03978829,-0.056063775,0.028868854,-0.05781879,-0.058426764,0.007928822,0.041980594,0.054774564
Dcxr,-0.07344731,-0.08117435,0.0072435606,0.20729943,-0.09691727,0.0063233436,0.35910863,-0.13338023
Hmga1b,-0.03230066,0.033539396,0.13948125,-0.082174465,0.020253517,0.03668376,-0.10539655,0.2225705
Cd7,0.178818,-0.10552711,0.2807212,0.29479638,-0.2197383,-0.12195859,-0.15577175,-0.38328022
BC017643,-0.033476498,-0.04833989,-0.0929884,0.06985564,-0.14153065,0.11126485,0.07858605,0.22881797
Narf,0.021928899,-0.029302422,0.01361778,0.10398143,-0.045789998,-0.0717613,0.03735584,-0.020609802
Metrnl,-0.08788373,-0.08296516,-0.08696575,-0.034308594,-0.010993744,-0.0050141257,0.3401137,0.054610822
Fam208b,0.10672945,-0.022123555,0.13314213,-0.10682241,0.00927243,-0.048944924,-0.1973921,-0.14972387
Asb13,0.031668402,0.07276202,0.1354814,0.0288943,-0.051957987,-0.03286185,-0.091449045,-0.11717432
Akr1c13,0.034353632,-0.11580424,-0.07620339,-0.17127082,-0.023970105,0.021901045,0.024072716,0.19460228
Akr1c12,-0.006446083,-0.033212114,0.0101152565,-0.051135417,0.029143015,-0.028682722,-0.0725666,-0.066135116
Klf6,-0.27467683,0.22989379,-0.17445403,0.2935394,-0.10232263,0.1527849,0.5016499,-0.020751256
Wdr37,0.0039346195,-0.05183711,-0.032046292,-0.06314896,-0.032218505,0.065662526,0.044368617,-0.00057793444
Gm26601,-0.011707835,-0.070256345,0.04268677,-0.0323044,-0.019157099,0.054862883,-0.058543283,-0.05066901
Zmynd11,0.018925102,0.10114202,-0.00053123664,-0.09152273,0.03863141,0.07442753,-0.17829001,-0.12096785
Gm47802,-0.025027478,-0.08433183,0.014233187,-0.05121132,0.05132131,-0.027221287,-0.024593811,0.044615414
Actn2,0.0820076,0.0019573811,0.25509852,-0.14472641,-0.079536036,-0.061777078,-0.06977244,-0.14779972
Edaradd,0.01523829,-0.12148003,0.110320225,-0.09507139,0.0057171616,-0.04569454,0.1047224,-0.1078503
Lyst,0.00051105494,0.12181036,-0.043927934,0.094663054,-0.024803393,-0.023465838,0.0067110364,-0.25114432
B3galnt2,0.04144999,-0.1256587,-0.002280715,-0.019355366,0.11955417,-0.059104525,-0.026956312,-0.051852807
Tbce,-0.030666651,-0.13774726,-0.14942834,0.05142798,0.00096841576,0.08792093,0.0454872,0.285205
Arid4b,-0.0028615163,0.14085491,-0.006286866,0.119280584,-0.1298901,0.0048334063,0.0111156665,-0.16344628
Hecw1,-0.023945117,-0.03969572,-0.034977306,0.19263303,-0.03756095,-0.036961775,-0.039206386,-0.03887742
Sugct,0.006762936,0.017602626,0.110921234,-0.029919747,0.014159962,-0.037965216,-0.018905489,-0.09741667
Mplkip,-0.083134115,-0.10574303,-0.045516692,0.12113111,0.21108276,-0.122659534,0.15081352,0.20375016
Yae1d1,0.041769788,0.0069532427,0.4425023,-0.093376406,-0.03464424,-0.07409945,-0.09365608,-0.07861005
Tcrg-C1,0.1471144,-0.2706815,0.16790402,-0.10079795,-0.04616751,0.027064398,-0.13633603,-0.078478366
Tcrg-C2,0.14627096,-0.30377266,0.14881496,-0.12529446,-0.054885913,0.030348094,-0.0850781,-0.06389789
Trgv2,0.08440147,-0.21037374,0.11999048,-0.11360264,-0.015683733,0.0013300298,-0.034498896,0.004688885
Tcrg-V1,0.081386544,-0.17757457,0.13869153,-0.071300596,0.009945534,0.01799551,-0.14477538,-0.0095466105
Tcrg-C4,0.15680762,-0.30403137,0.25560662,-0.15568697,-0.036884345,0.062167555,-0.18125862,-0.07569361
Gpr141,-0.037596315,-0.041094165,-0.1107143,0.051606573,-0.072592646,-0.08143347,0.14877343,-0.053168144
Gm32036,0.032628685,0.020171164,0.10681817,-0.019343635,-0.0022010028,0.019802693,-0.106277466,-0.12937416
Olfr1369-ps1,0.054561306,0.037420604,0.18568479,-0.21031925,-0.095559224,-0.014164511,-0.074691996,0.0044551087
Zscan12,0.062282167,0.055475302,0.039995518,0.0505799,-0.070402935,-0.060961343,-0.13685656,-0.03833879
Zkscan3,0.07164321,-0.016404122,0.1326632,-0.13579163,-0.09916886,-0.05355977,-0.019364035,-0.044351205
Zscan26,0.072564274,0.028975707,0.27296206,-0.033212364,-0.07544808,-0.04901381,-0.078956574,-0.28078702
Zkscan8,0.035037976,-0.06461938,0.1444707,-0.08116187,0.03554979,-0.053166952,-0.044748012,0.0018671746
Hist1h4k,-0.025586354,-0.030983793,0.04773289,-0.06708283,0.072798885,-0.042851653,-0.042124994,-0.049614828
Hist1h2bn,-0.015627014,-0.028758394,-0.11673779,-0.12511657,-0.030294092,0.19417681,-0.04746073,-0.102138825
Hist1h1b,-0.03153654,-0.16010945,-0.6603607,-0.69254696,-0.31311572,1.4224838,-0.28306565,-0.10502536
Hist1h2an,-0.020781705,-0.10702653,-0.23416714,-0.35613006,-0.19356972,0.8206394,-0.13555492,-0.19857493
Hist1h2ap,-0.020940654,-0.12807207,-0.530585,-0.63587713,-0.39799812,1.382735,-0.23976086,-0.22244261
Vmn1r197,-0.020199977,-0.049186207,0.011368436,-0.028838206,-0.021789258,0.025615973,-0.04290623,-0.038684424
Zfp322a,0.054063603,-0.1782766,0.09359283,0.06486125,-0.04388827,-0.08711392,-0.056938734,0.3207592
C230035I16Rik,-0.04371608,-0.045783542,0.031286724,0.1715817,-0.06440122,-0.02581376,-0.0008106427,0.058796875
Hist1h2ae,-0.055701714,-0.18332084,-0.56118214,-0.3374216,-0.26830673,1.1354862,-0.18944648,0.029896343
Hist1h4d,-0.0044845073,-0.048257165,-0.5256858,-0.56598544,-0.3097673,1.1287705,-0.2515939,-0.19392365
Hist1h2be,-0.024430372,-0.05024877,-0.0013925929,-0.20768648,0.08453967,0.082531385,0.021225926,0.046413884
Hist1h1e,-0.058190025,-0.2308702,-0.6617567,-0.59343845,-0.31341457,1.255457,-0.08292125,0.06627528
Hist1h2ac,-0.039224014,-0.05868935,-0.044388127,-0.116263784,-0.12906604,0.33757606,-0.013390516,0.05412406
Hist1h2bc,-0.13331969,-0.208324,-0.24203524,-0.15681837,0.26784787,-0.12546232,0.2659036,0.81763583
Hist1h3a,0.03255943,-0.021761928,0.09356757,-0.17962597,0.056785412,0.049972475,-0.10362104,-0.09847834
Cmah,-0.031020816,0.2724105,0.12024576,-0.0074822544,-0.08552659,-0.028298719,-0.10953705,0.013992282
Gm11342,0.041665353,0.21008003,0.18882012,-0.14773177,-0.08089493,-0.061757814,-0.12872586,-0.15605904
C530050E15Rik,-0.015975006,0.006217241,-0.00042374586,-0.06106845,0.025265098,-0.038837884,-0.03286978,-0.075919755
Gmnn,-0.09498681,-0.19825523,-0.7671189,-0.70122755,0.82690984,0.69687635,-0.37502366,-0.17782107
Aldh5a1,-0.0351788,-0.051809024,-0.06430239,0.059568956,-0.006657319,0.023815835,-0.003819412,-0.053975705
Gm26735,-0.017977748,-0.0748655,0.072937936,-0.025199544,-0.007994278,0.010774772,-0.059537157,-0.04923246
Sox4,0.19724987,-0.21817072,0.4172167,-0.12555368,-0.08382102,-0.015789287,-0.27457792,-0.21044602
Mboat1,0.0865338,-0.05192256,-0.058672387,-0.009901223,0.038557515,0.0092421295,-0.17555746,-0.15510376
Gm29675,-0.042921565,-0.025966851,0.048711855,0.027375018,-0.040121924,0.03889008,0.017838512,-0.07441701
Serpinb1a,0.003905403,-0.20803586,0.02649466,-0.19664618,0.069162324,-0.054630607,0.18971713,0.15938933
Serpinb6b,-0.41183385,-0.5580286,-0.9114615,0.26426107,0.335648,-0.008082367,1.0751584,1.3861582
Gm47662,-0.027959762,-0.076574035,0.18781729,-0.18735516,0.045765243,-0.06812424,0.04138821,0.18910582
Serpinb9,-0.18738484,-0.3835499,-0.7287539,-0.54563934,0.21111128,0.43443578,0.5284955,0.60332847
Serpinb9b,-0.099743366,-0.12686384,-0.104791924,-0.21936715,0.25715086,-0.056662552,0.31693682,0.10632832
Serpinb6a,-0.07533899,-0.10827328,-0.1543598,0.030981582,0.14732958,-0.0794315,0.25615755,0.12510793
Bphl,0.113566905,-0.0066559687,0.19520973,0.07943033,-0.03749799,-0.082595855,-0.22397971,-0.23522453
Tubb2a,0.0074542966,0.079885736,0.17597173,-0.036835827,-0.06656303,-0.03151273,-0.052481614,0.011033799
Tubb2b,-0.050888896,0.1460164,0.09604568,-0.01898497,-0.069956385,-0.06378099,-0.040686317,0.21715346
Gm36839,0.03912494,0.037537355,0.049539376,-0.13903384,-0.025570171,-0.028029565,-0.06410411,0.0016281347
Rpp40,0.10297937,-0.04533109,0.1757802,-0.075645305,-0.046303216,-0.06386631,-0.12910207,-0.13026126
Lyrm4,-0.026341833,0.11554601,-0.17868409,-0.12736048,0.064358175,0.09242882,-0.013887539,-0.1682286
F13a1,-0.021869713,-0.038357608,-0.0483872,-0.041727822,-0.042895332,-0.044168953,0.059042055,-0.040097006
Ly86,-0.013551773,-0.0482809,-0.0824277,0.036496073,-0.06678956,-0.102839164,0.12521462,-0.064610764
Rreb1,0.029201409,0.09055306,0.033645254,-0.05597391,-0.025652314,-0.019621776,-0.04227044,-0.18499218
Cage1,-0.03129727,0.008278453,0.031457756,0.05272357,-0.034798756,-0.019433158,-0.027454974,-0.06855909
Riok1,-0.044502355,-0.11585567,-0.25919443,0.1347224,0.012518417,0.11117326,0.055101726,0.23030324
Snrnp48,0.051800914,0.040311288,0.029608717,-0.10866603,0.03445765,0.041570414,-0.16713926,-0.1590711
Txndc5,-0.24977916,-0.3648364,-0.58593017,-0.2477508,0.30420208,-0.007559882,0.77164423,0.8326223
Gcnt2,-0.052559942,-0.06645222,-0.023636186,0.02543513,-0.047080815,0.049557153,0.08596223,-0.059026785
Nedd9,0.035335835,-0.23169933,-0.061730515,-0.04769181,-0.044010032,0.05412591,0.13531634,0.043593004
Gm32401,-0.013340005,-0.09791806,0.2721634,0.051679842,-0.055376884,-0.030095082,0.043457758,0.071944594
Tmem170b,0.0013660137,0.055178452,-0.018978342,0.10881258,0.032623902,-0.020316288,-0.08952884,-0.059731703
Sirt5,0.12800148,-0.1657222,0.12773265,0.1657706,-0.010000561,-0.079459466,-0.18727724,-0.14185031
Mcur1,0.04473981,-0.17624898,-0.00195724,0.28288585,0.10651862,-0.06663356,-0.13463387,0.03806909
Cd83,-0.014204466,-0.045503296,0.12516515,0.061598428,-0.039264545,-0.037513487,-0.04407324,-0.04311186
Jarid2,0.016844932,-0.1744034,-0.059945937,0.13333562,-0.09393448,0.09629635,0.11068302,-0.06283057
Mylip,0.018421149,0.01321991,0.23513076,0.015240808,-0.09013511,-0.047870655,0.031044122,-0.106424704
Atxn1,-0.2292783,-0.3673072,-0.5338356,0.66344345,0.22995733,0.054690048,0.731793,-0.10730422
Gm47523,-0.046884082,0.024265336,0.034218874,-0.03735281,-0.024805008,-0.011116736,-0.013040123,-0.054880023
Fam8a1,0.029718129,0.0027651181,0.11841901,-0.12727511,-0.087594196,0.009969227,0.0007731422,-0.006071072
Nup153,0.056729153,-0.031969327,-0.06689637,0.028210457,0.05401633,0.019923376,-0.16023098,-0.10228843
Kif13a,-0.0019765426,-0.06186808,0.021588588,-0.03382438,-0.02410949,-0.013511615,-0.05321299,-0.047394477
Nhlrc1,-0.012513594,-0.037717387,0.036673672,-0.04520893,-0.030853437,-0.0151931755,-0.02433148,-0.065261185
Dek,-0.14114723,-0.28290135,-0.8838393,-0.79608166,0.54433984,0.79875314,-0.24228118,0.6070934
Zfp169,-0.012815809,-0.0071264366,0.05622073,0.013445755,-0.005893162,-0.01475028,-0.03922038,0.06795807
6720427I07Rik,0.030811632,-0.03336305,-0.0036787125,0.036667984,0.018380236,-0.045490965,-0.072888434,0.05396459
Phf2,0.04017683,-0.039823845,0.005424045,-0.12621188,-0.01680194,0.14165191,-0.048253097,-0.23948902
Fam120aos,-0.027874697,0.077792235,0.15282516,0.020442197,-0.017959947,-0.007224881,-0.042567816,-0.012066734
Ninj1,-0.009252377,0.15712292,0.16808371,-0.13547806,0.019650996,-0.054425202,-0.0728834,-0.04072489
Susd3,0.014241741,-0.11944811,-0.06934732,0.07408506,-0.018629989,-0.058367852,0.18569668,-0.09849434
Nol8,-0.022692032,0.07196568,0.06857763,0.051817518,0.023524215,-0.12962681,-0.05963742,0.26624635
Nxnl2,-0.041048378,-0.059370913,-0.105544575,0.27245653,0.002714962,0.014698129,-0.0147991385,-0.067378655
Cks2,-0.14853016,-0.25293413,-0.8663281,-0.83432627,-0.31384236,1.2681324,-0.10287021,1.143473
Secisbp2,0.0017159455,-0.027038433,-0.065571904,-0.20875981,0.14221266,0.081782274,0.0038287097,-0.20494011
Gadd45g,0.051987126,-0.01350166,0.17245184,0.024258379,-0.08927425,-0.035462588,-0.033935927,-0.1347052
Syk,-0.08385225,-0.08396406,-0.03906002,-0.035533067,-0.026268655,0.03608738,0.24311143,-0.024381725
Sptlc1,-0.060931556,-0.010958907,0.0599727,-0.04287075,0.013909857,-0.08389872,0.23233002,0.078270264
Simc1,0.035138607,0.01322158,0.0037019257,-0.037038334,-0.0014378673,-0.007267683,-0.114359744,0.036248267
Arl10,0.021353325,-0.021990834,0.13456637,-0.09451217,-0.046964362,0.07478374,-0.108611986,-0.104380645
Cltb,0.02220417,0.20701624,0.06285343,-0.2157648,-0.031823695,0.037896432,-0.16229732,-0.11122434
Rnf44,-0.065747574,-0.14483109,0.031596318,0.0049238997,0.07261001,0.02993444,0.14157656,0.21587612
Hk3,-0.060433358,-0.024293557,-0.009036421,-0.051669832,-0.04419543,0.010534948,0.12202355,-0.062110342
Zfp346,0.029037133,-0.06742465,0.052999213,0.12406022,0.06653626,-0.04900803,-0.076074004,-0.076862976
Mxd3,0.019829627,-0.10828071,-0.77351797,-0.70231557,-0.6473637,1.5978539,-0.2670611,-0.18280976
Dbn1,-0.043914124,-0.042872168,-0.022133369,-0.035903372,-0.033489242,0.019295277,0.05772633,-0.03927551
Dok3,-0.038719915,-0.041643042,-0.09982404,0.054796115,-0.067966074,-0.07535428,0.14489174,-0.05173317
Fam193b,-0.019071875,-0.06421908,-0.08969461,0.058634065,-0.08559206,0.1238861,0.05941061,0.065508924
B4galt7,-0.01440095,-0.15856332,-0.055410616,-0.027134242,-0.091526404,0.08802462,0.25108528,-0.0343255
Txndc15,0.015018369,-0.08747152,0.08409127,-0.02159056,-0.011988031,-0.0088143675,0.061351057,-0.036610823
Tifab,-0.014350625,-0.01991693,-0.13070694,0.059108384,-0.070042044,-0.084110886,0.067173935,-0.03913086
Tgfbi,-0.05730107,-0.059898246,-0.11159164,0.038867377,-0.03052145,-0.06332552,0.21150954,-0.06886325
Klhl3,0.0882251,-0.09687131,-0.045116417,0.009203082,-0.03896344,0.009270932,-0.088198,-0.113557994
Idnk,0.022147508,-0.03257165,-0.008538376,-0.061883405,-0.011914265,-0.02936004,0.048370823,-0.032279767
Gm34788,0.026284467,-0.114214614,-0.023468275,-0.017299416,0.028000023,0.03975603,-0.104803525,-0.0035325363
Spata31d1a,-0.023613159,-0.06923768,0.05568342,-0.0525335,0.05487944,0.0098278895,-0.06408229,-0.060616504
Etohd2,-0.036688596,0.08425806,0.102875434,-0.077865735,-0.06598916,0.044003345,-0.06363458,0.04048472
Dapk1,0.020928621,-0.099949434,0.13676126,-0.05161433,-0.0348701,0.010996085,-0.08503183,-0.07500326
Ctla2a,-0.43282115,-0.518749,-0.9051309,1.1310585,0.33693126,0.03850193,1.040355,0.5728343
Ercc6l2,-0.0030475764,0.0012097578,0.004745652,0.04063811,-0.01659932,-0.0020262103,0.009788557,-0.03176686
Habp4,-0.03994991,-0.08253517,-0.16728225,0.02506462,-0.007047891,0.22278863,0.024475906,0.02734336
Ctsl,0.02498194,0.25060463,0.08266405,-0.07696499,-0.06790499,-0.06157232,-0.15934269,-0.084955335
Cdk20,0.038920935,-0.041859478,0.028792478,-0.016658055,-0.037299108,0.025897773,-0.11707738,-0.0057459394
Zfp369,0.007451475,-0.1397399,0.05367374,0.02662128,0.057230473,0.008648335,0.006982644,0.002587859
Mterf3,-0.013309661,-0.059141234,0.0028748973,0.16608429,0.055457994,-0.026975412,-0.057410765,0.1337159
Zfp712,-0.04147493,0.10888539,-0.026406476,0.121372655,-0.04392352,-0.016608948,-0.020073473,-0.032059755
Zfp759,-0.008660162,-0.09953194,0.013526544,-0.061541226,-0.013364889,0.0012028831,-0.038289618,0.13275182
Zfp455,-0.022211768,0.036570735,0.26100886,-0.063077696,0.02615208,-0.028484536,-0.09609699,-0.08618792
Zfp458,0.045488544,-0.119879834,0.021367397,-0.045943677,-0.069888234,0.031733956,-0.0027189495,-0.06261028
Zfp595,-0.0033899907,0.0013879929,0.03775193,-0.0505432,0.049508426,-0.0061578425,-0.025137438,-0.05851599
Zfp429,-0.040774774,-0.09048505,-0.18936202,0.019327212,0.0053395503,0.059699856,0.20209438,0.0051080524
Zfp874a,-0.024769517,0.010988278,-0.034106687,-0.003220625,0.018038005,-0.02190358,0.10210302,-0.08025943
Zfp874b,0.03385943,-0.021421475,-0.02186237,-0.0693546,-0.025029058,-0.08941726,0.006644006,0.13406634
Zfp729a,0.05543006,-0.12190039,-0.03977772,0.04403922,-0.006750392,-0.0095246695,0.040421035,-0.1776513
Zfp738,0.0073945625,-0.12017047,0.112443864,0.08054517,-0.032842435,0.017619012,0.0938609,-0.11401256
Zfp493,-0.036181457,-0.033522803,-0.04533022,0.12548868,0.044501916,-0.060960673,0.015250593,-0.07604904
Mtrr,0.013027065,-0.062579244,-0.067450956,-0.050091926,0.2661198,-0.029969156,-0.08235019,-0.18348074
Srd5a1,-0.023374656,-0.059514485,0.011311961,-0.08724852,0.06216135,0.030405305,-0.068074,0.038195703
Ice1,0.04629864,-0.0058591804,0.109804645,0.09213814,0.026599286,-0.09846907,-0.09714074,-0.09631342
Slc6a19,0.078401335,0.09732658,0.11191954,-0.066759765,-0.071208164,-0.017078219,-0.18783575,-0.16451901
Slc12a7,0.061242633,0.13058385,0.32469937,0.03165426,-0.1180648,-0.02562778,-0.19195296,-0.23593931
Nkd2,-0.028840229,-0.008024464,0.023502367,-0.029845593,-0.020492738,-0.0102898,-0.048511673,-0.042909995
Zfp72,0.0006720085,-0.059726473,0.013385995,-0.035158705,-0.026647944,-0.017363643,-0.052144155,-0.04704683
Ftl1-ps1,-0.05265678,-0.024595931,0.05964978,0.25257158,0.028901368,-0.11888113,0.16515957,-0.03660988
Gm47428,-0.0122242,-0.07161698,0.023554891,-0.03963665,-0.028558038,0.03383431,-0.06174693,-0.055111647
Gm47469,0.02268381,-0.12913077,0.08807866,-0.12825438,-0.06856848,0.14144306,0.016276546,-0.06648074
Gm46430,0.005935469,-0.0194981,0.011959711,-0.08841561,0.026280751,-0.06035642,0.09431088,-0.05728725
Glrx,-0.18003309,-0.42053747,-0.5889571,-0.37542892,0.27593207,0.031067152,0.8089785,0.49074966
Arsk,0.043367293,-0.07164759,0.028594963,-0.018718438,-0.001944415,-0.047826447,-0.004598913,-0.02478235
Ttc37,0.061888088,-0.027923781,0.018568676,0.0062997243,-0.01694011,-0.06180124,-0.025599852,-0.15931551
Slf1,0.020894539,0.0964364,0.051401272,-0.1392676,0.2002107,-0.046053264,-0.20713216,-0.13707975
Fam172a,0.041619938,-0.10879882,-0.09172243,-0.05227576,-0.050599057,0.17564194,-0.04705916,-0.097958274
3110006O06Rik,-0.054051276,0.07769688,-0.045933824,0.11584765,-0.05852537,-0.018993493,-0.017205207,-0.064941265
Arrdc3,0.04576665,-0.14881949,0.07169995,-0.046949938,-0.072763376,0.016867956,-0.023004962,0.1904197
Mblac2,0.029559173,0.0947828,-0.008575841,-0.08260952,0.0011667593,-0.04123512,-0.10514781,-0.009848626
Gm17259,0.02790249,0.1740163,0.10989819,-0.14547598,-0.057977088,-0.061934646,-0.047854446,-0.16061075
Mef2c,-0.031034352,-0.046714306,0.116522394,-0.044583973,-0.04384598,-0.043040916,0.052434623,-0.045614824
Rasa1,-0.057680465,-0.13135822,-0.07934181,0.087649,0.048291985,0.013660063,0.25895357,-0.048720192
Vcan,-0.02170424,-0.025945852,-0.11036956,0.06175098,-0.06414197,-0.074862644,0.06379891,-0.040587164
Xrcc4,0.009204999,-0.074206546,-0.027296115,0.07482547,0.06608983,-0.05018087,0.08656725,-0.17740431
Rps23,0.32103017,1.0853584,1.1734606,0.15195131,-0.4968756,-0.5578315,-0.90740037,-1.316163
A830009L08Rik,-0.045585793,0.04026321,0.026002986,-0.029384425,-0.019674016,-0.009081028,-0.04876409,-0.042948265
Ssbp2,0.21054448,0.20723064,0.50666344,-0.14957371,-0.20581885,-0.06597941,-0.46749836,-0.5000812
Rasgrf2,-0.03792014,-0.016267601,0.032265518,-0.03239676,-0.0210603,-0.008693469,-0.005759448,-0.048231926
Msh3,0.046862006,-0.06665355,0.025309537,-0.004953078,0.124269836,-0.04509487,-0.06326007,-0.21743332
Zfyve16,-0.027974892,0.016638016,0.0833163,0.031012861,-0.08985676,0.043217577,0.08697462,-0.033824217
Jmy,-0.030659184,0.1692913,0.09517043,0.07604742,-0.06920961,-0.07071998,0.067784004,-0.15897232
F2rl1,-0.030389035,0.20353164,0.050701354,0.33205864,-0.0917875,-0.07227719,-0.07856138,-0.07023674
F2r,-0.19634831,-0.22784065,-0.49102136,-0.18512,0.11515539,0.109584786,0.670205,0.40370205
Sv2c,-0.035864104,-0.005245187,-0.02371255,-0.110588856,-0.03258254,0.08032563,0.12447929,-0.013379829
Gm20075,-0.02791898,0.003822603,-0.08361972,0.21035574,0.0010559028,0.05543643,-0.03509843,-0.1134061
Hmgcr,-0.031734895,-0.019038847,-0.16245419,-0.14506866,0.0785768,0.04743692,0.033570558,0.16639525
Hexb,-0.132977,-0.27943614,-0.5323624,0.041656047,0.14381744,0.14980322,0.32995504,0.50859094
Ankra2,-0.025915282,-0.21123548,-0.043658197,0.14968063,-0.05895667,-0.04614141,0.1603205,0.41952813
Gm9465,-0.05744211,0.09231207,0.0124903545,-0.031721614,-0.02397046,-0.015514805,-0.047191072,-0.042548697
Fcho2,-0.032146126,-0.09397083,-0.10443178,-0.04895647,-0.001417053,0.049507447,0.1698431,0.069107786
Gm47551,0.039931886,-0.060107842,0.09510916,0.06892744,-0.052336108,-0.031368304,-0.015870312,-0.089560285
Mrps27,0.010456549,0.008895814,-0.06104875,0.093109496,0.05858666,-0.087849356,-0.042923648,0.023705354
Bdp1,0.0031079932,0.086269386,0.03947708,-0.16724516,0.00026596437,0.035644036,-0.10496479,0.07257595
Ccdc125,0.052303046,-0.10719443,0.24279436,0.14652133,-0.04156416,-0.05317718,-0.014957702,-0.19037712
Ccnb1,-0.0070023555,-0.11359314,-0.5156957,-0.66836286,-0.4991191,0.9636332,-0.2984002,0.9546928
Mast4,0.056612436,0.0057529127,0.014144999,-0.017400429,0.0072206375,-0.044267762,-0.058549516,-0.18623537
Srek1,0.033542268,-0.020929394,-0.032481242,0.26845044,0.035706688,0.009345864,-0.12868525,-0.23018649
Nln,-0.101699054,-0.08354316,-0.22491841,0.006924416,0.19542477,-0.118436374,0.28044027,0.22292897
Adamts6,-0.020121764,0.029117232,0.086576045,0.06389948,0.0573127,-0.078738414,-0.05519918,0.0716659
Cwc27,-0.079075776,0.07068788,-0.122579806,-0.07761982,0.046000015,0.078023,0.13952477,-0.038663827
Srek1ip1,-0.03075813,-0.10800536,-0.11694382,0.22112213,0.066950455,-0.048987556,0.13017981,-0.0022596857
Dimt1,0.039675407,-0.027036546,0.021735713,-0.07805395,0.13122007,-0.05944977,-0.07439893,-0.14290285
Elovl7,-0.00021520838,0.016972879,0.060428295,-0.02531693,-0.0025262635,-0.031808767,0.051073115,-0.095367335
Plk2,-0.00075871404,-0.054677825,0.054261092,-0.050631516,-0.032241955,-0.012180969,0.0054440377,-0.076318696
Gm48876,0.06443257,-0.091133855,0.006618213,0.027405871,-0.014920413,0.032867238,-0.120757505,-0.114749655
Il6st,0.2679791,-0.10420869,0.39605454,-0.12210629,-0.18165126,-0.068852946,-0.40233153,-0.33038834
Dhx29,0.005174179,-0.055176046,0.054092478,0.037195135,0.062910005,-0.01169452,-0.07165732,0.06577559
Gpx8,-0.12505141,-0.13273753,-0.23154823,-0.18414366,0.14753413,0.0138029335,0.40763858,0.20490175
Gzma,-0.36414638,-0.45821697,-0.84716505,-0.8238278,0.3883291,0.46008775,0.8804515,1.1161044
Gzmk,-0.3864882,-0.45893246,-0.8873564,-0.33154523,0.43152273,0.23655401,0.8618495,1.2702256
Esm1,-0.18836084,-0.21875244,-0.30344704,-0.42855087,0.13922824,0.14218178,0.41117623,0.89082944
Arl15,-0.02921023,-0.08038889,-0.0005655042,-0.078923844,0.059051864,0.05302755,0.08985168,-0.028911624
Itga2,-0.07540889,-0.1039804,-0.04864891,-0.14124183,0.06439539,0.06311747,0.25989056,-0.034542404
Itga1,-0.18584627,-0.17991875,-0.39252698,-0.23717391,0.08450657,0.12274019,0.6775198,0.21650438
Parp8,0.09108364,-0.023661641,0.108853966,-0.018223643,-0.042856347,-0.06149298,-0.1474316,-0.07608028
Emb,0.17836303,0.13030134,0.3856663,0.85499465,-0.21038358,-0.2735029,-0.3909445,-0.68680036
Gm17509,0.014665941,-0.09288392,0.0065930584,-0.05945696,0.027293691,0.012272408,-0.0825674,-0.07563197
Nnt,0.048777577,-0.111063346,0.011573931,0.030116716,0.019061947,-0.042903684,-0.0689734,0.019528823
Paip1,0.038039435,0.03912089,0.09743559,0.092646815,0.019451177,-0.029915132,-0.14816675,-0.15429012
Tmem267,0.060313407,-0.0155459205,0.17120714,0.03589888,-0.072985746,-0.037181403,-0.12766375,-0.12309396
Nim1k,0.0010896744,-0.0080893515,0.08946427,-0.08764101,-0.017806394,0.01249092,0.013739869,-0.10991241
Zfp131,0.0067904326,0.048778806,0.08197221,-0.068742186,-0.09789773,0.0366636,0.03004025,-0.08506288
Gm21188,-0.026189558,-0.030619148,-0.11878432,0.055910718,-0.070508026,-0.08170382,0.10805285,-0.04590933
Gm26520,-0.009647621,-0.013340896,0.055459045,0.13951403,-0.052341837,0.03051003,0.022738293,-0.10306825
Kif3c,0.014922101,0.020145467,0.05892082,0.055509593,-0.08146547,0.011510833,-0.073262945,-0.03035356
1110002L01Rik,0.07033143,-0.12768434,0.02990921,-0.007835371,-0.04824328,-0.025030274,-0.062273126,0.09071404
Asxl2,0.106186554,-0.11247507,0.064638264,0.03473366,-0.0053039035,-0.032545567,-0.20002864,-0.02565382
Dnmt3a,0.038692623,-0.06295687,-0.03527932,0.11425702,0.08259244,-0.07942209,-0.02581155,-0.15795183
