gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Ppp1r10,0.17939219,0.19842637,-0.017375343,0.0132343415,0.0031252238,-0.24143727,-0.08753159,0.110940024,0.65342206,-0.17411473,0.2535328,-0.003808874,0.028456042,-0.44837844,-0.09156179,0.067436956,-0.44872695,-0.12893616,-0.08253588,0.7926958,0.024879886,0.23037495,2.264849
Gnl1,0.6125293,-0.17579545,0.060598902,0.044579413,0.10357196,-0.18724164,0.17536269,0.14755891,0.44570795,-0.08525034,-0.084570006,-0.0937433,0.08529581,-0.36704794,-0.04928201,-0.073269255,-0.36719376,-0.096049264,-0.19858474,0.7389365,-0.16832049,-0.19016561,-0.3672464
Znrd1as,0.54903543,-0.0020228843,0.04134808,-0.09929214,-0.17352562,0.18097226,-0.017857296,0.33526003,0.10505373,-0.101567805,-0.08371181,-0.1388889,-0.060212594,-0.18676597,-0.038966056,0.037779912,4.3991413,-0.062209584,-0.07341005,-0.1693087,-0.06512802,0.027935382,-0.17284933
Gabbr1,0.15839083,-0.25838265,-0.0045292703,-0.04027473,0.65204537,-0.14338699,-0.18697107,-0.0033025574,-0.22853138,-0.015671551,0.14621672,0.078776926,-0.048763312,1.63249,-0.017839111,-0.022793079,-0.25960487,0.093659766,0.14576308,-0.30384862,-0.26012257,-0.114119284,-0.28218734
Gm26917,0.18837216,-0.09027034,0.05029716,-0.08796251,0.0829622,0.09699712,-0.0015423651,0.16727188,0.40067554,-0.11557523,-0.33393297,0.13479866,0.19145441,-1.0258731,-0.08819621,-0.06923331,-1.0336834,-0.055551313,-0.25793794,-0.3233928,0.019989187,0.083613575,-1.0365027
Gm42418,0.21314742,0.2601432,0.006705033,0.11107096,0.39318293,-0.3985305,0.4338815,0.43291137,0.056554984,0.046639748,-0.11463984,-0.056748908,-0.05622079,0.067792326,-0.24592263,0.018356575,-0.7025306,-0.07565824,0.028995898,0.50307345,0.047894496,-0.37642562,-0.3475309
Cenpq,-0.11506989,0.24841459,0.0015975388,-0.07107716,-0.11879486,-0.19883841,-0.2709713,-0.046131544,-0.058680106,-0.049595106,-0.23251194,0.19632562,0.11852433,0.3503096,0.057200786,0.10740185,-0.5423021,-0.15402412,-0.04793365,-0.43134117,0.3752913,-0.08432716,-0.4856665
Cd2ap,0.23876597,-0.1760306,0.13411187,0.06737337,0.3991508,-0.03552181,0.6262256,0.2629978,0.19379263,0.052913807,0.34986618,-0.047959264,-0.20000236,-0.17385198,-0.08570539,-0.08767354,-0.36818448,-0.3611827,-0.2793002,-0.5056233,-0.31638578,-0.29447544,-0.4383346
Pla2g7,-0.050899718,-0.056429412,-0.049434397,-0.05091678,-0.051361803,-0.051262252,-0.07482989,-0.0848019,-0.064121135,0.09137398,0.2447985,-0.062294856,-0.0634308,-0.07223388,-0.06548429,-0.06697847,-0.056114487,-0.0547147,0.30244607,-0.044714283,-0.05598109,-0.05543112,-0.050295707
Slc25a27,-0.08551525,-0.05902378,-0.040913608,0.044813395,-0.08330151,0.20794335,0.37112045,0.07690213,-0.02217455,-0.04392325,-0.039714146,-0.03092382,-0.025481757,0.016691692,-0.015643986,-0.00848573,-0.06053252,-0.06723858,-0.07380887,-0.11514822,-0.06117159,-0.063806355,-0.088408925
Enpp5,-0.10612959,-0.08364161,-0.00875126,0.024339454,-0.104250394,-0.10465525,-0.008811136,0.14343534,-0.05236117,-0.070823126,0.1223371,0.01856561,-0.05516858,-0.019368542,0.019501336,-0.040741056,-0.08492234,0.02577272,-0.006684529,-0.13128431,-0.085464835,-0.087701425,-0.10858596
Enpp4,0.093749,0.06718832,0.0018031802,0.06425706,0.52321696,0.41486567,0.03111255,0.20435001,0.23767479,-0.14810085,-0.1979162,0.045842793,0.05678319,-0.2216433,-0.14292546,-0.06131804,-0.26206353,0.035424985,-0.08951914,-0.29065016,-0.1974312,-0.15242952,-0.27665445
Supt3,0.14471772,-0.2051775,0.028676027,-0.101622276,-0.014417029,0.08895633,-0.03981544,-0.050568454,0.22017142,0.17093804,0.09819344,0.0026591173,-0.05757731,1.3162675,0.033848,0.039409257,-0.29833993,0.012565339,-0.13271081,-0.25958633,0.061464816,-0.10645665,-0.27855968
B230354K17Rik,-0.13207538,0.06903362,0.041293565,-0.07999774,0.32978484,-0.13180734,0.094581984,-0.026959473,-0.122300036,0.085188374,-0.12500691,0.10064673,-0.08171086,-0.11630181,-0.0595471,0.007317991,-0.12821981,-0.12925476,0.017947113,-0.13664863,0.05195116,-0.12872505,-0.13252196
Aars2,-0.17587604,-0.17279744,-0.007676084,-0.024828305,-0.17561877,0.14643738,0.16574425,-0.081473365,0.33747762,0.014138091,0.06463236,0.087689936,0.01851575,-0.16399848,-0.031259,-0.0020409115,-0.17297277,0.01704922,-0.12961411,-0.17931971,-0.015909644,0.24861464,-0.17621231
Capn11,-0.061292402,-0.04640949,-0.013803622,-0.061246485,-0.06004872,-0.06031666,0.4215425,0.0299537,-0.02570759,-0.037926015,-0.035561338,-0.03062293,-0.027565578,-0.0038725303,-0.022038719,-0.01801721,-0.0472571,-0.051024564,-0.054715756,-0.0779402,-0.04761613,-0.049096342,-0.06291807
Tmem63b,-0.17249894,0.4501079,0.028375799,-0.043754734,-0.17058553,0.009122582,0.3196935,-0.032115817,-0.117751315,-0.1365495,0.11771662,-0.06324281,0.067819834,-0.08415784,-0.074487865,-0.00010134051,-0.15090548,0.05055629,-0.08755162,-0.19811177,-0.15145785,0.04235127,-0.17500006
Gtpbp2,-0.10297169,0.15674964,0.09850707,-0.12690556,0.092117794,0.31342992,0.0019062761,0.11516941,0.048769146,-0.13763824,0.05199728,-0.31501904,-0.19684319,-0.65551436,0.20572762,0.14414251,1.6236429,-0.09424328,-0.11753086,0.84313923,-0.3492547,-0.04190274,-0.7219428
Zfp318,0.24107245,-0.24724035,0.07656142,-0.018354686,0.08266239,0.25934255,0.20924143,0.054206334,0.61558527,-0.10521358,0.17220497,0.055616055,-0.13544275,-0.07932403,-0.04701499,0.00783508,-0.2505863,-0.20230949,-0.11797319,-0.37170905,-0.2520036,-0.2171726,-0.3124086
Gm5093,-0.13584965,-0.12715144,0.0028112733,0.012472208,-0.13512279,0.3547763,-0.0982075,0.006130188,0.4608028,0.10430564,0.06084997,0.07773543,-0.04206287,-0.10229103,0.049530838,0.07930613,-0.12764683,-0.12984869,-0.13200599,-0.14557934,-0.12785666,-0.12872176,-0.13679977
Cul9,-0.15667543,0.47611034,0.04220117,-0.15657228,0.15441534,-0.15448365,0.09244226,0.04828922,0.12577112,-0.023969702,-0.098876156,-0.038587056,-0.007420529,-0.027694097,-0.06850051,0.04851104,-0.12514816,0.022860715,-0.038416572,-0.19407111,-0.12595464,-0.009082936,-0.16032715
Klc4,0.047189407,-0.17594737,0.045440122,-0.07074347,-0.20950529,-0.21016453,-0.054098565,0.15179561,-0.12501246,0.076824374,0.1301298,0.079413146,-0.00971105,-0.071289524,-0.04387829,-0.047480144,-0.17803282,-0.014393469,-0.1316053,2.310883,-0.08790478,0.012787416,-0.21656504
Cul7,-0.13857113,-0.10475624,0.012650016,0.042477388,-0.1357454,0.12311802,0.10615777,0.06874564,1.1675899,0.008827216,-0.08010857,-0.003807193,-0.06194171,-0.008109641,-0.049384344,-0.011570338,-0.10668206,-0.115241975,-0.123628594,-0.17639597,-0.10749781,0.09094458,-0.14226475
Ptcra,0.2784247,0.24648823,0.04736719,-0.05053599,-0.14353542,0.054010868,-0.07498947,0.32014513,-0.10626777,-0.11952744,-0.11696125,-0.062043443,0.02752503,-0.08257195,-0.053668834,-0.09792203,-0.1296537,-0.13374223,0.029915372,-0.16295159,0.12870792,-0.13164969,-0.14664929
Bicral,-0.052743476,0.23754607,-0.026217647,-0.1828646,-0.24444953,0.08082573,-0.20415096,-0.05753356,-0.35689947,-0.1844602,-0.08143662,0.005432055,0.07241591,1.4204495,0.052299187,0.19199798,-0.28633565,0.0387717,0.15558319,1.7442713,0.08112052,-0.04927059,-0.23505385
Guca1b,-0.09599092,-0.0694797,-0.017010275,0.034377337,-0.093775526,-0.09425281,0.0187384,0.06654753,-0.032603003,-0.054367915,0.22681162,-0.041358795,-0.035912674,0.0062922104,-0.026067572,-0.018903978,-0.070989564,-0.077700615,0.005257829,-0.12564597,-0.071629114,-0.074265845,-0.09888675
Taf8,-0.020420058,-0.2978448,0.032656595,-0.108600475,-0.16606115,0.06914066,0.018188268,0.09397548,0.001295507,-0.124564484,0.115280285,-0.08301835,-0.014366819,-0.23089947,-0.048562553,0.015219263,-0.29917878,0.019885626,-0.042391453,-0.34746832,-0.00890157,0.3119484,3.3630993
Trem3,-0.050665256,-0.045497324,-0.05203471,-0.050649308,-0.0502334,-0.050326437,-0.028300645,-0.018981036,-0.038308814,-0.04255153,0.26219428,-0.04001561,-0.038953982,-0.030726828,-0.03703484,-0.035638414,-0.04579165,-0.04709986,0.21845736,-0.05644602,-0.04591632,-0.046430305,-0.05122975
Treml2,0.23199314,0.2799927,0.15352325,0.12696859,0.022483012,0.6987731,0.29355493,0.2984439,0.9565056,-0.07082132,-0.13843599,-0.20635651,-0.16820864,0.0046732347,-0.08701713,-0.08112338,-0.33758092,-0.36730182,-0.37672657,-0.57963514,-0.34041324,-0.35209042,-0.46112785
B430306N03Rik,-0.14690109,1.0405641,0.03369587,-0.047225866,-0.14360291,0.39621988,0.023902224,0.09507808,-0.052532308,-0.08493483,-0.078663856,-0.06556749,-0.05745958,0.005372954,-0.04280268,-0.032137882,-0.10968032,-0.1196714,0.05054316,-0.19105005,-0.11063244,-0.11455788,-0.15121228
Trem2,-0.039473783,-0.040444598,-0.03921653,-0.03947678,-0.03955491,-0.039537434,-0.043675043,-0.04542576,-0.041794978,-0.04099797,-0.04115222,-0.04147435,-0.041673783,-0.04321928,-0.0420343,-0.042296622,-0.040389303,0.19067608,0.04895092,-0.03838785,-0.040365886,-0.040269334,-0.039367743
Apobec2,-0.26897886,-0.09361925,-0.20609923,-0.25047827,-0.2811591,-0.19228975,-0.27091795,-0.48556063,-0.2976949,-0.043863706,0.062536426,0.44637388,0.14291413,0.35338977,-0.15468743,-0.106956095,-0.40643635,0.9188574,0.42741993,-0.105935335,0.73740965,0.38064304,-0.25305757
Unc5cl,0.344542,-0.0073630996,-0.13969429,0.06569694,-0.028616322,-0.11285053,-0.08836272,-0.24302804,-0.275891,0.031272553,0.54513437,0.07026794,0.10260891,-0.3017709,-0.06818878,-0.14327958,-0.25034955,0.39137843,0.16173145,-0.21398255,0.46445534,-0.049918693,-0.23178746
Rftn1,-0.2534927,0.10976634,0.12230985,-0.26261276,-0.23760542,-0.29708824,0.040744603,-0.0019691745,0.22141254,-0.10217368,-0.10901184,-0.028873894,0.11955714,-0.48882905,0.07687161,0.017571999,-0.4947497,-0.030372342,-0.018616626,-0.49893695,-0.16376805,-0.23069878,-0.4968869
Satb1,0.43116915,0.52896935,0.13281134,0.26673874,0.560479,0.33396778,0.40927497,0.18494205,0.75027996,0.16032405,0.14952111,-0.33256745,-0.3053504,0.5002771,-0.13002296,-0.07155824,0.33800194,-0.3221323,-0.38611484,-1.0542855,-0.36262742,-0.5272805,-0.04106287
Gm19585,-0.16773014,-0.39892232,-0.26009074,-0.28797764,-0.3037685,-0.15829143,-0.7988326,-0.6263995,-0.5947828,0.12733246,0.074733205,0.075384274,0.11847115,0.12438461,0.11964599,0.14405636,1.5769686,0.6108724,0.5536102,0.4785603,0.91312784,1.0048712,1.4807016
Kat2b,0.097487696,-0.16014515,-0.059247553,0.13412903,0.36802924,0.08279668,0.07157801,-0.013269204,-0.1531659,0.00078397384,-0.18048109,0.10379553,0.14995992,-0.26204595,-0.04027572,-0.049181778,2.7940097,-0.073691964,-0.08433835,1.6681799,-0.044734474,0.06683125,-0.2834098
Pot1b,-0.2180076,-0.12548779,-0.080165446,-0.043405373,-0.22038738,0.023633555,-0.281598,0.011490567,-0.14297597,-0.012095349,0.19088787,0.19390762,0.10851411,-0.32788092,-0.17566122,-0.01230614,-0.24486424,0.09227134,0.16939783,-0.1861519,0.34350416,0.2482353,-0.21489686
Zfp119b,-0.13485289,-0.10392999,0.05015248,-0.028730405,-0.13226883,-0.13282555,-0.0010316531,0.054733314,-0.060916696,0.13104253,-0.08139028,-0.07112952,-0.020232318,-0.015548991,-0.053293712,-0.018859271,-0.105691105,-0.11351893,0.009763943,-0.16944279,-0.10643708,-0.0056405794,-0.13823062
Ebi3,-0.046692703,-0.035788696,-0.032466505,-0.04665906,-0.045781516,-0.045977823,0.00049521035,0.020158999,-0.020621393,-0.029573254,0.20489952,-0.024222631,-0.021982655,-0.004623879,-0.017933385,-0.014987016,-0.036409702,-0.03916994,0.047098365,-0.058889758,-0.036672745,-0.037757225,-0.04788375
Sh3gl1,-0.18633892,0.25784582,0.056631166,-0.03005672,-0.38943988,-0.0602981,-0.028976714,-0.070344426,0.30690253,0.07290152,-0.048895705,0.013280895,0.06489953,1.8705745,0.2274128,-0.01724828,-0.6183426,-0.1073734,-0.23030837,-0.5978718,-0.1140661,-0.08684035,-0.6078941
Lrg1,-0.056215793,-0.036019385,-0.061567664,-0.05615348,-0.05452809,-0.054891694,0.031185715,0.06760701,-0.007926486,0.11400432,-0.02129822,-0.014596702,-0.010447814,0.02170413,-0.0029477535,0.0025095155,-0.03716961,-0.04228213,0.1309059,-0.07880719,-0.03765682,-0.039665498,-0.058421858
Tnfaip8l1,0.481075,-0.17862077,0.08373575,-0.02656552,-0.16547704,-0.32728103,-0.38611823,0.026606472,0.37443528,-0.11260301,0.0356913,-0.2386021,-0.30459693,-0.48850152,0.14534551,0.3825415,3.2933762,-0.060960446,-0.16629192,-0.27694318,-0.30262572,-0.0015169826,-0.31985065
Plin3,-0.017280804,0.3054428,0.057206873,-0.18314739,-0.051129624,0.49258557,-0.0036315806,0.108639725,0.45455712,0.17618483,0.3117998,-0.10289364,-0.017510863,-0.4122844,-0.20226227,-0.047041044,-0.40184858,-0.12677714,-0.10007479,-0.394468,-0.00033751602,0.068781994,-0.39808145
Uhrf1,-0.10316359,-0.18552251,-0.083290875,-0.11256593,-0.0768789,-0.24499306,-0.22925375,-0.68295574,-0.6094516,-0.7081905,-0.41084865,0.67860276,0.48631924,2.8222544,0.6450677,0.3886997,1.730395,-0.32305405,-0.20815325,0.23273203,-0.06496495,0.111632444,-0.17447613
Kdm4b,0.08585964,-0.18213747,0.050085396,0.041990492,0.11750405,-0.07222703,0.20941953,0.119773045,0.17355534,0.13536116,-0.06885688,-0.073306106,-0.061298944,-0.083068155,-0.01450033,-0.059555445,-0.18411158,-0.09452742,-0.09299082,-0.25557306,-0.18494777,-0.02422632,-0.22058626
Safb2,-0.20837474,-0.0839552,0.009427151,-0.077539556,0.5413995,0.22029047,0.23607597,-0.0690281,-0.05565543,-0.021076394,-0.109893695,-0.04973733,0.07627007,-0.7803669,-0.05395258,0.04359952,1.7009592,-0.11084608,0.032032937,0.27678248,-0.033383973,-0.047086388,-0.6491557
Vmac,0.06293272,-0.15566339,0.06225922,-0.110669166,-0.17054464,-0.0064586718,-0.015092939,-0.002528777,-0.13307633,0.20933747,-0.14382738,-0.07960475,-0.057433926,-0.10925291,-0.05027225,-0.0020950458,-0.15658818,0.14392564,-0.116540074,-0.19006537,-0.15697992,0.099681854,-0.17367528
Prr22,-0.07603401,-0.060231194,-0.045863654,-0.010981488,-0.07471345,0.23027346,-0.0076461188,0.020851962,0.8754332,-0.051223356,-0.04871252,-0.043468874,-0.04022255,-0.015065048,-0.03435408,-0.030084,-0.061131198,-0.06513152,0.020068659,-0.09371081,-0.061512418,0.09960023,-0.07776016
1700061G19Rik,0.30784813,-0.10591331,0.030282333,-0.05703612,-0.112961136,0.1933862,0.20369093,0.050807532,-0.09521596,-0.10152962,-0.10030772,0.10355368,-0.012742971,-0.08393308,-0.09332014,-0.029678574,-0.1063513,-0.10829806,-0.031187452,-0.122206256,-0.10653682,-0.10730169,-0.11444382
Slc25a23,0.02897983,0.4842112,0.11393745,-0.09482286,-0.2087574,0.07250727,-0.054634854,0.13712105,0.59916544,-0.11141306,-0.14900656,-0.019974316,-0.026775056,-0.07168375,-0.086076476,-0.028274512,-0.177545,-0.13416146,-0.19574462,-0.2524138,0.030341564,-0.18203287,-0.2157588
Tubb4a,-0.04377421,-0.050326243,-0.024937857,-0.043794427,-0.044321727,-0.04420377,0.34777918,-0.08394426,-0.059440013,-0.054060996,-0.055102017,-0.057276092,-0.05862206,-0.06905265,0.07024127,0.018271498,-0.049953092,-0.048294507,-0.0466695,-0.036445208,0.21462654,-0.049143385,-0.04305853
Tnfsf14,-0.1964179,0.20839271,-0.1293937,-0.1456171,-0.20071721,-0.19979097,-0.34558702,-0.24509938,0.12568378,0.284539,0.298001,0.06740122,-0.014044294,-0.3949138,0.032462146,0.036125172,-0.24493681,0.45796746,0.43933448,-0.1388678,-0.044325087,0.016407946,-0.19079809
C3,-0.05277403,-0.050325856,-0.053422775,-0.052766476,-0.05256945,-0.052613527,-0.04217937,-0.037764445,-0.046920482,0.13719381,0.2557845,-0.047729034,-0.047226112,-0.04332871,-0.04631697,-0.045655448,-0.050465282,0.06445393,0.12622516,-0.05551252,-0.050524343,-0.05076783,-0.053041443
Gpr108,0.074787825,-0.06908193,-0.025687316,-0.14582299,-0.15749754,-0.27457118,-0.3091013,-0.08976217,-0.34370527,0.12462151,0.1485773,0.20944439,-0.038139235,-0.5320736,-0.018557526,0.11307926,2.746334,0.09105328,0.0006599885,-0.4237746,0.08242114,0.22431144,2.3726978
Vav1,-0.36321887,-0.025949348,0.088352,-0.2192508,-0.0040195715,0.23542517,0.20766473,0.22415459,0.03981717,0.048008125,0.23402993,-0.23539922,-0.20174813,-0.7005397,0.16583896,-0.1002101,0.87781364,0.09538267,0.018546397,-0.62105554,-0.117032595,-0.024801858,1.4957078
Pja2,-0.25349554,0.22124138,-0.00029851537,0.10217721,-0.25031403,0.15571496,0.3173103,0.13633187,0.19572768,0.07636835,-0.08588026,0.022444488,-0.08620526,-0.10660735,0.0063123433,-0.011325484,-0.21759124,-0.07129773,-0.07925652,1.392387,-0.21850969,-0.058450602,-0.25765422
Rab31,-0.08932388,-0.104259655,-0.051036015,-0.027742375,-0.09057198,-0.090303086,-0.1539596,-0.18089412,-0.1250351,0.26174656,0.39808643,0.0017696714,-0.061320513,-0.14694773,0.18648823,-0.024643734,-0.103409044,-0.099628195,0.13271812,-0.072616935,-0.10304873,0.096869834,-0.08769244
Ralbp1,-0.47060466,0.17252785,0.018320138,-0.10611957,-0.28891155,-0.18954147,-0.10117069,0.11304886,-0.09195188,0.09372345,-0.008696389,-0.12483908,-0.043716453,0.1518243,0.006677714,-0.08948643,0.24816658,0.06296307,0.029422928,0.6643068,0.38961366,0.35230315,2.2067251
Ankrd12,-0.14314613,-0.20876761,-0.007845088,-0.0013479198,-0.46313724,0.008529073,0.08949742,0.015245489,0.21367563,0.22952297,0.2297369,-0.078373834,-0.07924131,0.6069255,0.012299578,0.036398046,-0.7814781,0.017405389,0.13764067,1.749913,-0.10014657,-0.27898154,-0.8189099
A930029G22Rik,-0.24055822,0.2528382,-0.050812345,0.14465913,-0.23642014,0.020064134,0.20693529,0.17754225,-0.12215752,0.01656528,-0.15494372,-0.100736834,0.034513135,-0.049506124,-0.057951584,-0.004786243,-0.19385882,0.026011301,0.09285307,-0.29595014,-0.02255849,0.12522131,-0.24596728
C030034I22Rik,-0.2710714,0.71955186,0.009971554,-0.021927778,-0.06683127,-0.118104935,0.09519946,0.15758674,-0.19696362,-0.019196965,-0.11794724,0.14439617,-0.011162343,-0.15149064,-0.07966076,0.009816648,-0.24184194,-0.08690477,0.121812515,-0.30574155,-0.17061222,-0.1299061,-0.27445695
Gm16519,-0.05723075,-0.040362615,-0.04456223,0.0076966314,-0.055821173,-0.056124855,0.015767392,0.046186622,-0.016899297,-0.03074753,-0.028067432,-0.022470292,-0.019005122,0.007848328,-0.012741037,-0.008183101,-0.041323286,-0.045593288,0.039274734,-0.07609919,-0.04173021,-0.043407865,-0.059073262
Emilin2,-0.07794814,-0.07570337,-0.078542985,-0.07794122,-0.077760555,-0.077800974,-0.06823372,-0.0641856,-0.072580926,-0.07442382,0.046370108,-0.0733223,0.01386561,-0.06928757,-0.07202756,-0.071421,-0.07583121,0.36452028,0.31728736,-0.08045911,-0.07588536,-0.07610863,-0.07819334
Wdr43,-0.41804406,0.51959926,0.12030535,-0.06272127,0.24569368,-0.018727424,0.20966965,-0.047074407,0.5647549,0.1537478,-0.031026553,-0.0030139664,0.10479368,0.5687932,-0.099195145,-0.20507364,-0.74843246,-0.37827992,-0.06334559,-0.69020844,-0.31160197,-0.076840475,-0.71871436
Clip4,-0.060541313,-0.046572067,-0.06424304,-0.060498215,-0.059373982,-0.059625473,-8.832444e-05,0.025103185,-0.027141055,-0.03860939,-0.03638988,0.08927639,-0.02888498,-0.00664645,-0.023697415,-0.019922787,-0.04736764,0.064782895,0.034697957,-0.07616711,-0.047704633,0.14804849,-0.06206718
Lbh,-0.2200502,-0.24853764,0.17661224,-0.18847044,-0.07195015,-0.2071835,-0.019004524,-0.09715142,0.054835044,0.026305621,0.30747607,-0.12417882,-0.06414306,0.45876348,-0.01650318,0.01840396,1.7215978,-0.05038362,-0.25686878,0.6901661,-0.2169891,-0.27921137,1.8118125
Lclat1,-0.13966976,-0.13646924,0.020907423,0.093293436,-0.13940232,0.16783215,0.25191265,0.21108545,0.39691687,-0.050132,0.116370305,-0.1330744,-0.13241693,-0.12732182,-0.09053107,0.055955168,-0.13665152,-0.08283182,-0.07819016,-0.14324981,-0.034033176,-0.04153726,-0.14001936
Xdh,-0.14369185,-0.3022904,-0.08835208,-0.15157077,0.03498191,-0.2186368,-0.4068114,0.05664212,-0.3123327,0.09145402,0.047330108,0.03156541,-0.21110724,-0.55815625,0.36649305,0.01869248,-0.29719192,0.4438792,0.17408037,-0.112628676,0.4412846,0.16385056,4.3151326
Birc6,-0.30342013,-0.10560124,0.053996097,-0.070131965,-0.100814275,-0.10943572,-0.20178947,0.056442115,0.2033707,0.10049268,0.04626178,0.1259985,-0.016785927,0.34025225,0.01350404,0.059292037,-0.84444827,-0.11518112,-0.11641322,0.94381964,-0.29075325,0.050091583,-0.81708133
Ttc27,0.10258986,0.031560887,0.06595638,0.25323513,-0.28286728,-0.04690952,0.28387886,0.07834132,0.43185046,-0.17712535,-0.12067547,-0.078890786,0.0045244326,-0.11290712,-0.088799655,-0.06926973,-0.24416645,-0.18002385,-0.14828736,-0.3369977,-0.2452527,-0.18821292,-0.29154846
Crim1,0.1389559,-0.11397994,0.010541898,0.10234346,-0.25749314,0.15491447,-0.042132538,0.049377933,0.18770045,-0.0781147,0.10164747,-0.062175218,-0.066635035,-0.065955535,-0.045057047,0.021169677,-0.21387899,0.0005000816,-0.011107408,-0.3184957,-0.09203126,-0.10797023,-0.26727644
Strn,-0.20024647,-0.20964564,0.012712334,-0.10185992,0.2419283,-0.17003776,-0.20915462,-0.1837733,-0.19275314,-0.04966724,-0.2873356,0.05985829,0.10566079,1.2491894,0.11160196,0.113062,-0.30957255,0.10114315,-0.02753954,-0.20953499,-0.052956007,-0.0065769204,-0.25851235
Heatr5b,-0.21366233,0.08720399,-0.079563074,0.110440135,0.03486323,0.15282871,0.101448365,-0.0063104155,0.026835077,-0.03410578,-0.13556059,-0.053545125,0.047894973,-0.27018946,-0.0015462994,0.15017718,-0.22747941,0.18120903,-0.06023462,-0.19727334,0.19334382,-0.09165595,-0.21206193
Eif2ak2,0.1704635,0.34641007,-0.05689387,-0.15207049,-0.08283202,0.4900072,0.104998276,0.10985977,0.43041646,0.05403101,0.04758363,0.057357024,-0.056195594,-0.3392894,-0.103532255,-0.011131397,-0.31252316,0.19934247,0.08309503,1.0327626,-0.086053275,0.030036371,-0.30286106
Prkd3,-0.22967084,0.6296748,0.083191596,0.02665568,0.0055473098,-0.16366373,0.054858543,-0.05299749,-0.3326133,-0.18355869,-0.2042413,0.19583851,0.050829604,-0.32322505,0.15126626,0.018521743,-0.34187877,-0.2578338,-0.18515287,-0.35507134,-0.17689186,-0.30404603,-0.34861237
Qpct,0.008204536,0.27373323,0.16024005,-0.19545527,-0.22729269,0.12185217,0.17875718,0.14105082,0.71623343,-0.1367534,0.03387428,-0.05881737,-0.09435233,0.0026137333,-0.03297046,-0.055274718,-0.17494178,-0.14634891,-0.20546703,-0.3005153,-0.17641114,-0.18246904,-0.23903579
Cdc42ep3,-0.07641114,-0.049331207,-0.15645929,-0.1975799,-0.2574982,-0.24962524,-0.22678724,-0.39588442,0.039424635,0.011315758,0.009895271,0.21482766,-0.02942156,1.6660898,0.1306716,0.1198519,1.2852937,0.37779883,0.5067284,-0.4242153,0.031246005,0.43793285,-0.48003754
Gm17315,-0.072328925,-0.06367129,-0.057456493,-0.007300535,-0.07160546,-0.071761325,0.3678065,0.13018954,-0.05162864,-0.058736302,-0.05736073,-0.054487977,0.035537124,-0.038926817,-0.049494397,-0.047155015,-0.064164355,-0.06635595,0.02057835,-0.082013234,-0.06437321,0.32972124,-0.073274605
Galm,0.39168248,0.6183861,0.028248347,-0.075930744,-0.16451295,-0.1652349,0.0056765312,0.15880218,-0.0719829,-0.010665655,0.0305393,-0.03238716,-0.012460514,-0.013149678,-0.015078996,-0.008915634,-0.13004673,-0.07245524,-0.022092406,-0.21272045,0.033427525,-0.13500245,-0.17224424
Morn2,-0.12200685,0.016465688,-0.0020847968,0.023288814,-0.12426571,0.09087431,0.23299648,0.15891367,0.24062906,0.38271096,-0.020093951,-0.07636225,-0.1200174,-0.2262964,-0.02548474,-0.1672427,-0.14749864,-0.024581805,0.07234706,-0.09177008,0.039873727,-0.028029252,-0.11905421
Arhgef33,0.3668325,-0.044441022,-0.036651876,-0.051802624,0.50732064,-0.051341277,-0.019868921,0.22403412,-0.034169458,-0.040231816,-0.039058544,-0.03660828,-0.035091326,-0.023335658,-0.03234909,-0.030353758,-0.044861577,-0.04673086,-0.048562303,-0.060085468,-0.045039717,-0.045774143,-0.052632008
Sos1,0.07400164,0.07287072,0.020294085,0.0595257,-0.26861155,-0.12923463,0.4371962,0.17374134,-0.29497853,-0.029051857,-0.1912322,0.15380591,-0.05300596,-0.3117434,0.01205025,-0.042676456,-0.2784329,-0.164228,-0.044657905,-0.25487453,-0.2091358,0.14433607,-0.26640847
Map4k3,-0.091882765,-0.06821864,-0.012108173,-0.026714733,-0.089905284,-0.090331316,0.010525557,0.053200375,-0.0353022,0.13108903,0.15317744,-0.043117687,-0.038256437,-0.00058401376,-0.029468618,0.018444894,-0.069566354,-0.075556695,-0.08142577,-0.118353106,0.13628791,-0.07249079,-0.09446761
Eml4,0.040378243,-0.044545654,0.04225706,0.03455864,0.35672593,-0.24218576,0.1247514,-0.043111004,0.069629714,0.067374535,0.47222048,0.03591752,-0.17090254,-0.6692688,-0.016496314,0.113502845,1.191699,-0.1426227,-0.14193474,0.936991,-0.25712284,-0.24318904,-0.5191434
Mta3,0.0018777078,0.17024578,0.15985762,-0.32837468,-0.30167058,-0.0595416,-0.2437306,0.26450488,-0.38291213,-0.3295206,0.07433787,-0.22704671,-0.064359926,-0.59224826,0.07219611,0.10748253,0.94094247,-0.03747481,-0.074340634,-0.6236815,-0.21054465,0.17869493,-0.61730635
