gene_name,P9_A,P4_A,P3_A,P10_A,P0_A,P5_A,P6_A,P2_A,P7_A,P8_A,P1_A,P9_C,P4_C,P3_C,P10_C,P0_C,P5_C,P6_C,P2_C,P7_C,P8_C,P1_C
Klhl24,0.032102134,0.24305712,-0.0755849,-0.07149071,0.08383925,-0.19991793,-0.16967815,0.008695062,0.094816916,-0.3450453,0.28907058,0.15729249,0.29194927,-0.07435954,0.2572777,0.07935943,-0.19645792,-0.1763252,0.030491555,0.22313552,-0.031197209,0.16173175
Yeats2,-0.014732836,0.056448933,-0.07720156,-0.10776046,0.19715261,0.005418323,-0.051873926,0.027046077,0.37930292,-0.17755224,0.26472637,0.1930364,-0.007459276,-0.02926445,1.5484545,0.19867113,-0.10444948,-0.13479581,0.2570396,0.00894881,-0.07747825,1.2243991
Abcc5,-0.012114502,0.11002168,-0.11269249,-0.016676081,0.3062998,-0.07989212,-0.06821382,0.04978628,0.11733243,-0.3224551,0.073253684,0.41048816,0.0830831,-0.1260395,-0.34421843,0.3002874,-0.015483227,-0.18587708,0.047008675,0.005494495,0.08744008,-0.3309471
Dvl3,0.03110911,-0.02781812,0.013897017,0.08662245,0.02041013,-0.007894506,-0.042774685,-0.009272737,-0.038649455,-0.34879377,-0.13560422,-0.027526075,0.05607958,0.031162912,-0.35915205,0.025033355,-0.09522223,-0.0050374093,0.042367678,-0.04407388,0.07070544,-0.35283554
Clcn2,-0.03968054,0.039673824,0.0077578626,-0.047367647,0.020403832,-0.013030377,-0.0153718805,0.00055471726,0.041782364,-0.055916924,-0.057053056,-0.05417297,-0.04002654,-0.02836649,-0.058027454,0.021359352,-0.051621594,0.013498388,-0.045469873,-0.002480488,-0.04238449,-0.056740448
Vps8,-0.00415071,0.040466525,-0.0053390125,0.0888084,0.0069047194,-0.089165695,-0.030413454,-0.0039042518,0.02118557,-0.23569177,-0.11431259,-0.22872044,-0.013672948,0.058577273,-0.24412845,0.0021129774,0.0006491635,-0.06030767,0.10946279,-0.0629342,0.17559925,-0.23898375
2510009E07Rik,-0.08239594,0.026279613,-0.0352676,-0.08970571,0.15777785,-0.02425124,-0.04774555,0.033960078,-0.05817366,-0.07662508,-0.023693174,-0.06518319,0.027630005,-0.038362335,-0.090472035,0.1607552,-0.048443887,-0.057905678,0.2644957,-0.056648772,-0.074381195,-0.08202812
Ehhadh,0.0007723272,-0.0029095064,-0.04897539,-0.043982755,-0.0046932898,0.053638335,-0.023707569,-0.023403304,0.0057559516,-0.12454359,-0.096599326,-0.12090205,-0.036408216,-0.04355322,-0.12895058,-0.0031864536,-0.08306641,-0.06419882,0.10267075,0.046057247,0.009635999,-0.12626319
Map3k13,-0.022260573,0.046469703,0.0292199,-0.04146289,-0.038647596,-0.025465103,-0.009417921,0.009574558,-0.07459791,-0.07994976,-0.021745708,-0.07663103,0.14145516,0.03726216,-0.083966084,-0.038113844,0.022318624,-0.023109972,-0.060069095,-0.042547975,-0.0094446475,-0.08151692
Senp2,0.05261091,0.011203104,0.057092752,-0.014844146,-0.08197841,-0.087199405,-0.11390454,-0.072313815,0.08108228,-0.23637542,0.1102349,0.21299164,0.064740255,0.09721742,-0.8679383,-0.082936846,0.019285461,-0.073908836,-0.17067502,-0.013706064,-0.11323687,0.04839486
Igf2bp2,-0.0073521934,0.018757077,-0.0030515317,-0.05505569,-0.01548553,0.0040622274,0.070342794,-0.0015592533,0.245361,0.89021295,0.08424382,-0.115630336,0.07241836,-0.063420475,-0.12889467,-0.014131519,-0.059463628,-0.07491791,-0.08568057,-0.08584607,-0.089135595,-0.124465734
Tbccd1,-0.02984814,-0.034564126,-0.111782625,-0.031051895,0.094591655,0.08121274,0.04012535,-0.017353728,-0.0961491,0.05993408,-0.028959377,-0.27908477,-0.1188806,0.006696794,-0.2682262,0.09315819,0.059052154,-0.013866916,-0.051781107,-0.003910718,0.14010565,-0.27185187
Eif4a2,-0.033433147,0.21086855,-0.1021231,0.016138041,0.3715504,-0.15997341,-0.24862203,0.11819741,0.03269318,-0.5648422,0.82472336,0.21232805,0.060037944,-0.16775447,-1.0817827,0.3701541,-0.18703815,-0.26794696,-0.027515315,-0.14190121,-0.5113411,-0.5066005
St6gal1,-0.2277115,0.13306415,-0.09652908,-0.2564003,1.0126021,-0.12764272,-0.14130709,0.049183987,-0.123302914,0.14430223,0.25669867,-0.19362117,0.11421669,-0.113156825,-0.26948935,1.021395,-0.14340216,-0.17178814,0.12613305,-0.1437235,-0.14185074,-0.24415705
Rtp4,0.13202654,0.13987286,-0.05891246,-0.46142343,-0.16568474,-0.2820212,-0.11980723,-0.11546505,0.4225633,0.06773964,-0.10883948,0.22668345,0.27224877,0.2650297,0.8570453,-0.16116549,-0.14751369,0.045973614,-0.10421414,0.8783955,0.728175,-0.7546752
Bcl6,-0.08583368,0.022932976,-0.008315415,-0.10547663,0.12865724,-0.115126915,-0.07069537,0.004453732,0.039907828,0.56039363,0.049876206,-0.16401292,0.03173707,-0.02672045,2.0249562,0.13257848,-0.109076284,-0.09165168,0.20199184,0.39617,-0.09577122,-0.18711261
Lpp,0.17059307,0.14227901,-0.020427108,0.18698813,0.03321085,-0.17961703,-0.2651127,0.02552044,-0.06224713,0.35924315,0.04935694,0.026946982,0.16550845,0.005648961,-0.59227383,0.027683556,-0.24212055,-0.3149562,0.09749249,0.081339315,0.003080903,-0.55255854
Hes1,-0.049351074,0.037464805,-0.05409343,0.080946654,-0.084791996,0.01969997,-0.021450507,0.115378425,-0.13182649,-0.110064276,-0.101272725,0.48374695,-0.2330262,-0.071287416,-0.093732715,-0.08457429,-0.11675306,-0.05821376,-0.109455906,-0.082355246,0.026757225,-0.10369174
Fam43a,-0.063738994,0.014323028,-0.025100755,-0.09385167,-0.103687994,-0.015189606,-0.03487233,0.0056278994,0.037264865,-0.09580982,-0.100730605,-0.08825645,0.19884402,-0.04911474,-0.10495089,-0.103732385,-0.077205986,-0.06957278,-0.050561786,0.18895532,-0.01926234,-0.099376634
Nrros,0.035149544,0.087432876,0.049185086,-0.07041583,0.21199067,-0.033687096,-0.0658353,0.012730834,0.005600177,-0.46776772,-0.25122115,0.39528617,0.10883222,-0.037217315,-0.46835342,0.2192796,-0.11194838,-0.08371479,0.004051955,-0.044484697,0.09301408,0.89085114
Ubxn7,-0.015541668,0.0035197092,0.029434357,0.107347354,0.080133826,-0.04373383,-0.05781232,-0.018406354,0.038152657,-0.19166225,-0.03240189,-0.10957382,0.14259978,0.0278603,-0.46987426,0.081132,-0.12319058,-0.0746529,0.17893481,0.021616867,-0.01451678,-0.46074498
Pcyt1a,-0.026310304,0.0659044,0.060634036,0.05781425,-0.22841951,0.01380345,0.0718239,-0.036563292,-0.20332335,0.3795094,-0.0107531175,0.16572219,-0.05403307,0.05308628,-0.295218,-0.22758888,-0.042735826,0.04023629,0.043594558,-0.15849678,-0.009088933,-0.2956863
Tnk2,0.13914803,0.0028400517,0.07269575,0.038042855,0.023925079,0.011805262,-0.051736437,0.0020122067,-0.20514543,-0.17823307,-0.17511047,-0.026740527,0.081038475,0.124361664,-0.4361043,0.023961853,0.040112115,-0.040118992,0.17345273,-0.24587072,0.086462595,-0.42438522
Rubcn,-0.045113202,1.6392256e-05,-0.07831028,-0.03578408,0.03320341,-0.08106485,-0.09316755,0.09139872,0.093496285,-0.19534093,0.064269185,0.4924646,-0.047525592,0.021645648,-0.1920929,0.036009293,-0.043248642,0.04408302,0.038237784,0.031524327,0.0262337,-0.19407356
Lrch3,0.10272047,0.16517681,0.082114175,0.072920755,0.062189978,-0.17414995,-0.18403119,-0.030093137,0.00012672524,-0.46664286,-0.133314,0.17687286,0.19860882,0.08204515,1.7944739,0.06489015,0.0038956008,-0.11375457,-0.019275045,0.069219485,0.115686,0.5326284
Lmln,-0.05134846,-0.004548086,-0.046485633,-0.041332554,-0.005147702,-0.008949227,0.012196006,0.11215652,-0.09113194,-0.0864901,-0.044258103,-0.089368545,-0.11271764,-0.0009858208,-0.08300661,-0.0154918535,0.056034826,-0.034507245,-0.049195595,-0.06691112,0.0017096723,-0.085130855
Osbpl11,-0.008700047,0.020309892,0.11594916,0.00048162084,0.0036028787,-0.07161627,-0.04893515,0.0068812286,-0.07258354,0.7551079,0.090644225,0.26861784,-0.08581994,0.051670626,-0.35747856,0.00805064,-0.12848651,0.015848428,0.118644044,0.034545917,-0.00915322,-0.35608107
Zfp148,0.018592024,0.088752866,0.14357625,0.042348135,0.05802256,-0.10288901,-0.15888469,-0.025275297,-0.006101019,0.14225835,-0.05055676,0.08685887,0.0767129,0.039478865,-0.9127523,0.0478065,-0.13151443,-0.15794885,0.036901083,0.069552556,0.030307418,1.5228174
Heg1,-0.05640298,-0.030090963,0.025165822,-0.04358776,-0.008266064,-0.06570519,-0.09807057,-0.001044831,0.23580424,0.3181851,-0.07949621,0.1226761,0.12106985,0.21050414,-0.36616108,-0.014611456,-0.005092231,0.035391297,0.061240252,0.057198063,0.2844379,-0.355417
Slc49a4,-0.10136929,0.12948848,-0.093456976,-0.123950824,0.57128227,-0.1238868,-0.14136335,0.12267282,-0.095888235,-0.26211014,0.39962792,-0.2268489,0.059180032,-0.118845075,-0.30478328,0.5818299,-0.1452086,-0.14589638,-0.05087957,-0.12537143,-0.12746073,-0.2787611
Hspbap1,-0.048491895,0.0148072,-0.030832736,-0.10215163,0.31278092,-0.0984533,0.0056866882,-0.0039990405,0.17241178,-0.28270662,0.060802374,0.24348772,0.0871537,-0.062657595,-0.29978013,0.31432882,-0.14821726,-0.10065924,0.14554717,0.16933392,0.05103114,-0.28936863
Parp14,0.13462499,0.13784638,-0.0069328104,-0.12432663,0.019123092,-0.29344693,-0.13518476,-0.07656522,0.27328992,0.75335884,-0.014216035,0.36147094,0.29736006,0.21898742,-0.8133147,0.024088815,-0.23118098,-0.023027074,0.0029498376,0.35645697,0.39427072,0.09485239
Dtx3l,0.12428574,0.17627273,-0.08638921,-0.20870388,-0.014015296,-0.24133483,0.023671793,-0.05838315,0.09900556,-0.1375998,0.14297505,0.017305622,0.19072872,-0.014937089,-0.84049326,-0.009553281,-0.19157654,-0.009384503,-0.12924649,0.37830472,0.3122018,-0.8144945
Parp9,0.08951857,0.0027006636,-0.0013252605,-0.28115153,0.003964486,-0.18594554,-0.033918094,-0.11420798,0.22773504,0.17820765,-0.06428225,0.8403057,0.14307949,0.15982296,-0.7309713,-0.0030446094,-0.08519877,0.10280765,-0.045277197,0.52388215,0.40704688,0.21092996
Kpna1,0.048187744,0.022978408,-0.0872451,0.21370699,-0.37762904,-0.07798826,-0.072370835,-0.045272365,0.03580213,-0.35735095,0.09654699,0.07359988,0.044386312,-0.030581469,-0.023515126,-0.38150895,0.012500904,-0.061859224,-0.053845476,0.13924275,-0.1952953,-0.6903564
Stfa2l1,-0.019618802,0.014079491,-0.0098409,-0.03099833,-0.030552654,-0.012920284,-0.014690468,0.014894277,-0.018743364,-0.025914527,-0.02881155,-0.021467628,0.014604322,-0.011043672,-0.03129616,-0.030578788,-0.014961879,-0.018639212,0.00072438136,-0.018150717,-0.025042439,-0.028014425
Cstdc4,-0.010062352,0.0015511308,-0.009855377,-0.019944359,-0.019731836,-0.01132379,-0.012167907,-0.0018288059,-0.014100543,-0.017520133,-0.018901587,-0.015399615,0.0018013981,-0.010428922,-0.020086382,-0.0197443,-0.01229733,-0.014050879,0.1305663,-0.013817937,-0.017104276,-0.018521475
Cd86,0.25921768,0.09421798,0.006095286,-0.22592466,-0.20568128,-0.10958358,0.0036771488,-0.019622196,-0.09052412,1.0001484,0.08988375,0.06341771,0.0981032,-0.01551376,-0.4184215,-0.20332308,-0.18429755,-0.15311502,0.04087019,-0.15853068,0.2953159,-0.3932299
Ildr1,0.22821343,0.077456295,0.013897479,-0.15544385,-0.2143469,-0.05059144,0.020184968,-0.085949376,-0.054677613,1.1650693,-0.3205934,0.36218908,-0.02227133,0.22464348,-0.35428703,-0.2127523,0.028647617,0.044595074,-0.08370228,-0.09229195,0.56048363,-0.34174708
Slc15a2,-0.09690627,0.115320586,-0.04318252,-0.12734818,0.65334314,-0.09700778,-0.09788477,0.09416179,-0.1432448,-0.24195775,0.32511893,-0.20964801,0.052439142,-0.12887362,-0.28105897,0.64708436,-0.16237934,-0.18084915,0.20106868,-0.17621657,-0.23562145,-0.25721493
Eaf2,-0.019422783,-0.012861604,-0.021225298,-0.042635836,-0.053028908,-0.03656393,0.03279957,-0.02496006,-0.02247672,-0.086634316,-0.039933637,0.19865708,-0.18481117,-0.06644342,-0.07359466,-0.05268913,-0.046841726,0.10037638,0.0284197,0.20671892,0.02566425,-0.08154628
Iqcb1,-0.031739682,0.039617207,-0.024974456,-0.07161279,0.026983174,0.032313846,-0.024590924,0.023413317,-0.029849255,-0.19967854,0.09115032,-0.20506398,0.0825443,0.108465604,-0.19316107,0.029746838,0.18420605,0.022973489,0.0060856673,0.0388519,-0.13653694,-0.19713545
Golgb1,0.0026887266,0.06747556,0.038496748,0.023714736,0.12818451,-0.081873804,-0.061193664,0.013137603,0.0688498,-0.06794748,0.08897645,0.022537656,0.17793576,-0.09668477,-0.6210667,0.11991963,-0.2303077,-0.09144892,-0.11764934,0.10418,-0.03470989,1.5594987
Gsk3b,0.1354574,0.11098396,0.24246691,0.17959952,-0.15484163,0.013200794,-0.111722626,-0.035250824,0.10550072,-0.7107353,-0.15834236,0.36330038,0.09436601,0.15200864,-0.42169127,-0.16102816,-0.072089516,-0.14894094,-0.08756943,0.0033375523,-0.11771556,-1.2104104
Popdc2,0.0623645,-0.046371017,0.14606169,0.09481183,-0.32600296,0.006458959,0.044056162,-0.12345861,0.026234383,-0.34815717,-0.3299834,0.11672115,0.22548206,0.37757948,-0.33507076,-0.32580498,-0.024794737,0.2545846,-0.1596939,0.06482773,0.17724945,-0.3430509
Cd80,0.048201136,-0.038520142,0.021061672,0.041605547,-0.25090808,-0.1279279,0.033349376,-0.05530426,-0.0843185,0.33227494,-0.2537812,1.2009709,0.12378184,0.2019712,-0.26076663,-0.25088555,-0.030693544,0.21649866,0.11949143,-0.024412924,0.73976874,-0.25154012
Arhgap31,0.10801541,0.033486214,-0.022836577,0.033298507,-0.15433076,-0.09401934,-0.08538222,-0.048740882,-0.14255473,-0.27483407,0.004189959,0.2555628,0.25877646,0.20016436,-0.537911,-0.15525131,0.08541399,0.110519506,0.012899754,0.09353178,0.110775374,-0.5198809
Zbtb20,-0.2545405,0.24113843,-0.023238419,-0.23656057,0.8044997,-0.24869315,-0.29168567,0.09465381,0.03354484,-0.27060115,0.73476577,0.024202377,0.2213121,0.0016060453,-0.5652492,0.8023354,-0.24643716,-0.3310184,0.33117917,0.057891857,-0.2543943,1.7356839
Qtrt2,-0.049512137,-0.018034237,-0.12274643,-0.14758065,0.29987383,-0.01823351,-0.09043859,0.06782515,-0.14670473,-0.19274163,0.28991735,0.48248288,0.058162853,-0.10346347,-0.18845785,0.29228723,0.015787523,-0.12027129,0.18389618,0.0023444092,-0.05860302,3.290089
Ccdc191,-0.02452722,0.08811828,-0.11403586,-0.0697664,0.18833263,-0.049294997,-0.029659085,0.0572314,-0.009007214,-0.23292787,0.06653198,-0.09403931,0.028946206,-0.04746029,-0.23885612,0.18107763,-0.0029912915,-0.09050632,0.31682342,0.10682186,-0.0301098,-0.23524106
Zdhhc23,-0.048440002,-0.060656413,-0.08560548,-0.050890602,-0.015848642,-0.0059922137,-0.004961657,0.11889078,0.11445906,-0.10533771,-0.008037589,-0.11594066,-0.14799558,-0.123656616,-0.09250603,-0.014816963,0.0027758342,0.05079254,0.15308994,0.12221485,-0.028885858,-0.10033083
Usf3,0.0063229934,0.07049174,0.06734645,0.0085021695,-0.0019448044,0.005392321,-0.0612922,0.00012569843,-0.10653989,0.21859623,-0.119669646,0.16224542,-0.068208225,0.09941194,-0.36615345,-0.010126988,-0.041100677,0.0074938247,-0.03907254,-0.0034391135,0.14479382,-0.36540365
Sidt1,0.20774937,0.3347819,0.12825473,-0.30353037,-0.03441109,-0.069415435,-0.050461575,-0.13135837,0.21638729,-0.5577774,0.7263413,0.24797799,0.057670258,-0.1718111,-0.02439942,-0.026260799,-0.30604085,-0.1629811,-0.17729121,-0.10916369,-0.43158096,1.3437544
Spice1,-0.08273923,0.060774777,0.10460026,0.067205764,-0.009066478,0.01025634,0.08948602,-0.10770065,0.0074649868,-0.4074218,0.17802146,-0.29144073,0.18589677,0.073813826,-0.3959571,-0.0054372903,-0.049667645,-0.08804627,-0.20253259,-0.11663162,-0.19062594,1.4019914
Cd200r4,0.055392835,0.12751207,0.010181718,-0.049756657,0.01972425,0.025605232,0.03556759,-0.07824485,-0.03521377,0.04217164,-0.20751302,-0.21340886,0.078289226,-0.034014355,-0.34676877,0.012107298,-0.04998594,0.020740869,-0.0122863725,-0.056298155,0.0917145,-0.33038825
Slc35a5,0.034948073,0.029614031,0.017828139,0.016233996,0.075891875,-0.10768655,0.01348963,-0.031539515,-0.12001979,-0.32429463,-0.14646663,0.05449716,0.18472697,0.01883137,-0.3358068,0.07512355,0.03169093,0.019758968,-0.023501853,-0.04875178,0.073354304,-0.3287866
Btla,-0.11164526,-0.032440316,-0.17910048,-0.27020425,0.06511018,-0.11650071,-0.0831446,-0.052218515,0.43717134,0.5869757,0.045672063,0.15735553,0.09861106,0.10370688,-0.39779592,0.07077391,0.036530502,0.0636151,-0.039198387,0.5472968,0.1989043,-0.3924467
Cd200,-0.13418646,-0.12225442,-0.15265389,-0.15348165,-0.090302795,-0.12188649,-0.11113894,-0.051316705,0.44235098,0.2777582,-0.101542115,0.7831516,0.103970304,0.23214822,-0.18560381,-0.089115165,-0.05331011,-0.00033368112,0.17595707,0.9672013,0.16353637,-0.18650928
Plcxd2,0.08373111,0.26974618,0.11013034,0.0626505,-0.17788039,-0.118445985,0.02191362,-0.07869238,0.17362222,-0.26682827,0.35766897,-0.14489453,0.056571864,-0.020257737,-0.76237845,-0.17333274,-0.12247766,-0.15975435,-0.15992224,-0.13061753,-0.20119774,0.70050514
Cd96,0.3143974,0.2508438,0.13974865,0.120685786,0.03616087,-0.1258484,-0.12509815,-0.05916362,0.003951083,-0.29144618,-0.24492568,0.07186211,0.26528993,-0.026447017,-0.010503988,0.04058796,-0.21924177,-0.13203742,-0.034226883,-0.095443204,0.20198435,-0.09049839
Trat1,-0.1394664,0.1624774,-0.06127261,-0.22535758,1.0393864,-0.11666389,-0.12721442,0.12631187,-0.12537783,-0.2414988,0.18941574,-0.20454496,0.09521373,-0.117921665,-0.2862203,1.0496078,-0.15048204,-0.18104078,0.15138394,-0.16891256,-0.22488436,-0.258949
Retnlg,-0.011507751,0.00569923,0.0056536505,-0.041567896,-0.041100573,-0.022611849,-0.024468005,0.0019698218,-0.02871774,-0.036237188,-0.03927491,-0.031574313,0.048641372,-0.009514227,-0.04188019,-0.04112798,-0.024752598,-0.0008081405,0.15583007,-0.028096309,-0.035322744,-0.038439073
Bbx,0.07342145,0.16233757,-0.09085226,-0.15082027,0.25954893,-0.11638115,-0.19198304,-0.03006686,0.049823914,0.05388882,0.20531036,0.27423957,0.08968658,-0.076754645,-0.65045154,0.25727114,-0.13460776,-0.24363768,0.09367784,0.1902441,0.08621171,-0.62655556
Cblb,0.20050053,0.046463378,0.0677274,-0.3139017,-0.50643235,-0.20131235,-0.20424742,-0.23878798,0.5928083,1.6084627,0.037906345,0.47202465,0.36864853,0.3510322,-1.0496703,-0.5055177,0.10662582,-0.071608014,-0.13389888,0.5956354,0.5129467,-1.031301
Nfkbiz,0.25243068,0.0035771253,-0.13250989,-0.069454975,-0.7701118,-0.18513326,-0.1621728,-0.28281158,0.30808738,-0.23948509,-0.3197719,0.7059175,0.42850298,0.43154708,-0.30826116,-0.7710906,0.3621096,0.36682495,-0.123170085,0.6430678,0.3140114,-1.2182088
Nxpe3,0.01798984,0.03907145,0.058947448,0.000116344425,0.0622521,-0.10534087,0.088414036,-0.015367195,-0.08321659,-0.10517442,-0.21091439,-0.20137472,-0.03998533,-0.014034423,-0.37649548,0.06082363,-0.058967724,-0.032468077,-0.054165993,0.03994355,0.09263129,-0.37089866
Cep97,0.024558095,0.082539454,0.15445079,0.03643354,0.19649911,-0.06670143,-0.09382708,-0.039293896,0.1209684,-0.61637676,0.23394032,-0.09852529,0.07903498,0.07193848,0.61054784,0.19352864,-0.16362348,-0.13670695,-0.09400219,-0.15455386,0.090001866,0.4620243
Senp7,0.15279455,0.17008726,0.032185,0.100854576,0.1036277,-0.23994263,-0.104140714,0.040823035,0.18110071,-0.118636884,-0.07627165,0.014088412,0.20289204,0.05039889,-0.10317025,0.10489569,-0.13537267,-0.08115888,-0.1055993,0.00038223536,0.07171329,0.45571348
Impg2,-0.058266625,0.015567082,-0.020079218,-0.040709775,0.017912302,-0.037113335,-0.020582546,0.0017373671,-0.048474997,-0.06246696,-0.03799284,-0.053790424,0.016591102,-0.0334518,-0.0729673,0.018966608,-0.04109678,-0.048271786,0.12553647,-0.047318656,-0.060765393,-0.06656416
Tbc1d23,-0.015441474,0.11867333,-0.034339588,0.0174534,0.18036449,-0.12234624,-0.11454935,0.0064655715,0.18916722,-0.2217543,0.0018078281,0.00058084255,0.28098604,0.06884758,0.6112809,0.1879067,-0.14141972,-0.1172877,0.006505748,0.0900368,0.13125892,1.4545448
Filip1l,-0.12045015,0.0530596,-0.10541824,-0.20977175,0.5989024,-0.16932976,-0.18361296,0.037193604,0.23496819,-0.4209559,0.07408818,-0.2801145,0.13464844,0.041713864,-0.46078113,0.59629214,-0.1215178,-0.16629973,0.2945524,0.22735421,-0.0019688054,0.93462986
St3gal6,0.49490643,0.11040069,0.12255914,0.30882496,-0.6151855,-0.14860931,-0.0571933,-0.118148774,0.0375378,-0.018166775,-0.4673127,-0.16691701,0.37401015,-0.018967828,-0.8829519,-0.61429787,-0.04181141,-0.049935944,0.18523066,0.032671366,-0.18131326,0.47506833
Crybg3,0.00022092635,-0.021582412,-0.04101381,0.16119951,-0.27255315,-0.021987405,-0.07046942,-0.11878145,-0.014281797,0.21628082,-0.32123572,-0.04081055,0.050403055,0.36152974,-0.33273253,-0.27298453,0.3318623,0.09832011,-0.07000979,0.06548253,0.2876671,-0.34721178
Arl13b,-0.042966284,0.05083611,-0.029311245,-0.036419593,0.10699972,-0.055261753,-0.0051916856,-0.0035525812,-0.05962274,-0.26638308,0.08031169,-0.07967821,0.06498437,0.0054105297,-0.26826072,0.10839168,-0.085343376,-0.04900283,-0.013492651,0.057055302,-0.031041857,-0.2671157
Epha3,0.021133527,0.028818363,-0.0070991726,-0.060316972,-0.05962144,-0.032104004,-0.03486659,-0.0010292958,-0.041191623,0.952975,-0.056904238,-0.045443162,0.010851454,-0.029175328,-0.060781777,-0.05966223,-0.03529016,-0.041029084,-0.010809863,-0.040266726,0.041880004,-0.055660233
Zfp654,0.005972019,0.061770692,0.041301016,0.040067125,-0.14808631,-0.07439839,-0.040093083,-0.07289011,0.15248232,-0.15404911,0.002881761,-0.014997517,0.24819088,0.05011491,-0.61544144,-0.14244051,0.10324264,0.026348675,0.15283744,0.012085744,0.11962758,-0.603318
Gbe1,-0.04467508,0.11540951,-0.046092227,-0.09861255,0.26233798,-0.057031773,-0.06329759,0.076375626,-0.051469464,0.12657598,-0.052495528,-0.24902992,0.0014799936,0.010151331,2.4198155,0.2535428,-0.05635941,-0.11145927,0.2305719,-0.0059920307,0.1438274,-0.25918937
Samsn1,0.037632365,0.009691569,0.06481691,-0.080297776,-0.25903904,-0.0783824,0.0720772,-0.13731699,0.0039006895,1.2579943,-0.30052984,0.44603053,-0.050406113,0.09727056,0.6367768,-0.26767233,0.14582852,0.23686199,0.24660626,0.080990076,0.356635,0.69624126
Nrip1,-0.04336193,0.033905286,-0.17611961,-0.17731594,0.38684294,-0.030725136,-0.07711268,-0.0372574,0.18016322,0.17049402,-0.22617039,-0.070094936,0.07850025,0.097012036,-0.79211676,0.3949144,0.0957393,-0.014355975,0.18829878,0.2626195,0.20154294,0.05829048
Usp25,0.21479735,0.051454358,0.028703148,0.16311456,-0.2001196,-0.1892843,0.022863043,-0.034345284,0.0859069,0.60192186,-0.28772038,0.45746523,0.24325661,0.08801339,1.4855441,-0.19611871,-0.12705728,0.12417941,-0.010575957,0.10858223,0.033669535,1.1018791
D16Ertd472e,0.061459333,-0.07935934,0.0954,0.20532914,-0.4681368,-0.11691075,0.18538882,-0.25049978,-0.35897025,0.9707584,-0.46751386,0.514057,0.26756424,0.31440955,0.3562612,-0.45989612,0.3445516,0.4093605,-0.14763404,-0.22073579,0.35297298,-0.46024764
App,-0.13463554,0.15850438,-0.07568225,-0.12764247,0.21526429,-0.08704696,-0.06449021,0.08458073,-0.016260253,-0.13500324,0.5292599,-0.11859161,0.21195224,-0.04759661,-0.15486458,0.21674643,-0.09458163,-0.10815312,0.10035972,-0.10635028,-0.13178472,-0.14275306
N6amt1,0.0009913418,-0.047366932,-0.16900279,-0.1330937,0.22533615,-0.038097687,0.045696665,0.055546552,-0.02897432,-0.26294172,0.036438297,-0.0028044786,-0.041020103,-0.16222258,0.40354118,0.23286772,0.05567347,0.110783234,0.24759373,0.10643955,0.17694168,1.5507348
Bach1,0.07281198,0.10817179,-0.100546956,0.08841433,0.06258626,-0.012848489,-0.02133187,0.05934561,-0.18926063,-0.40667045,-0.03554357,-0.18660514,0.13441485,-0.065234795,-0.4354064,0.05530126,-0.08184475,0.0024238522,-0.04136882,-0.059462212,-0.06753308,-0.41788313
Synj1,0.023032403,0.016888808,-0.012089872,0.07726935,-0.124568544,-0.044060048,-0.08577734,-0.05099297,0.22615717,-0.31216773,-0.14680596,0.5332779,0.18280703,0.101024985,-0.5278058,-0.12370476,0.09039056,-0.0052952296,0.078845814,0.10234657,0.06593321,-0.5231049
Ifnar2,0.04785428,0.071354896,0.3218115,-0.057356473,0.010670203,-0.16062124,-0.033383902,-0.05277231,0.64739805,-0.07585244,-0.036031064,-0.13119529,-0.06072157,0.11052969,-0.62404156,0.005466116,-0.32775962,-0.19185843,-0.008896907,0.33706495,-0.33176732,0.47277385
Il10rb,0.11011013,0.11720993,0.09376049,0.026876615,-0.114150256,-0.058543768,-0.014577489,-0.006645399,0.15832941,0.52408946,-0.05824042,0.35958427,0.045553617,-0.12024222,-0.15840274,-0.11315236,-0.24162902,-0.15037985,0.09762151,0.07434352,-0.0032967932,2.5599284
Ifnar1,0.12416741,0.23160814,0.099502824,-0.043338962,-0.052273218,-0.17825559,-0.1373476,-0.10456571,0.1777431,0.42651314,0.071930975,-0.12860371,0.41650444,0.08730224,-0.8786059,-0.046536453,-0.2047031,-0.020828638,-0.12892,0.17657553,-0.003231498,1.5956427
Ifngr2,-0.24589738,0.11361721,-0.09643893,-0.27326173,0.8948712,-0.12323044,-0.14064196,0.077677764,-0.17659105,-0.23315923,0.59006,-0.19808082,0.18544331,-0.111268945,-0.2756111,0.8885278,-0.14676163,-0.16230431,0.047127556,-0.1617328,-0.21864997,-0.24972382
Dnajc28,-0.038878236,0.004378393,-0.034673233,-0.04810268,-0.001436898,-0.026191285,-0.042590477,0.002740424,-0.0492071,-0.060914494,-0.005361188,-0.053654637,0.0052352147,-0.036636837,-0.069700375,-0.00065086386,-0.04303357,-0.049037065,-0.01742471,-0.04823956,-0.036243543,-0.06434272
Runx1,0.1851745,0.3495165,0.36291388,0.48064622,-0.28279495,-0.0050298506,-0.08735211,-0.07883136,-0.22609864,0.22519827,-0.2795099,-0.4422589,0.1812178,0.038749065,1.1562606,-0.28753257,-0.16907598,-0.2866572,-0.1559256,-0.4551199,-0.20311789,0.9177563
