gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Foxn3,-0.14027545,-0.09524047,0.19172311,0.07497487,-0.046912428,0.59664357,-0.20895737
Ttc7b,-0.051055994,-0.01190648,0.21326579,0.073729426,4.5203804e-05,0.007317163,-0.19410822
Dglucy,0.0021867284,-0.019518089,0.07951503,-0.03806694,-0.063971125,-0.07481965,0.05026565
Gpr68,0.0062347036,-0.07030147,0.039890684,0.033321258,0.024472745,0.20919804,-0.029093197
Ccdc88c,-0.011983699,-0.04748067,0.5213594,0.36847496,-0.13449562,-0.35588777,-0.34088293
Trip11,-0.05999832,-0.083161384,0.19284345,0.15008809,-0.060280357,0.06669321,-0.081863545
Lgmn,0.012163323,0.025505805,-0.046593927,-0.049019385,-0.07467546,-0.062928334,-0.07091783
Btbd7,-0.03883771,0.023940602,0.15414834,0.121754,-0.10925349,0.0442968,0.027438309
Asb2,-0.023462817,0.020851117,-0.024251608,-0.046611603,-0.033453528,-0.019900955,-0.07830243
Ifi27,-0.07762456,-0.0236744,-0.045088697,-0.0067235255,0.35621017,-0.25866973,-0.17997387
Ifi27l2a,-0.1604449,0.20318362,-0.55148447,-0.40417162,0.6738766,0.63710535,-0.7681483
Serpina3f,-0.035176758,-0.04809129,-0.09100776,-0.070016555,-0.044764858,0.21651644,-0.086098984
Serpina3g,-0.06857631,0.023047427,-0.1216761,-0.08860497,-0.12770644,0.49682745,-0.16679104
Dicer1,0.012434642,-0.08789282,-0.04902708,-0.05034328,-0.033247776,0.20761345,0.26750922
Bcl11b,-0.03386542,-0.093630694,0.3488494,0.2333409,-0.26889575,-0.24980979,0.64875096
Evl,-0.14028151,0.049313456,-0.14676952,-0.081547074,-0.05789005,-0.3447917,0.9070763
Degs2,-0.018418983,-0.007909921,-0.06257972,-0.05215299,-0.023749297,-0.019036358,0.054165304
Slc25a29,0.013043846,-0.03409646,0.06712914,-0.053960558,-0.004017583,-0.056710403,0.007574555
Dync1h1,-0.008124755,-0.09070794,0.14196262,0.08866424,-0.06593449,-0.052548528,0.0951012
Hsp90aa1,0.2750539,0.1803898,-0.35106555,-0.20104085,0.17840236,-0.50666624,-0.4743581
Tecpr2,-0.006968593,-0.01613216,-0.016138194,-0.022717541,-0.002230274,0.018028902,0.15003487
Rcor1,-0.024488434,0.012597863,0.017533328,-0.06293497,-0.022663701,0.014153741,0.13344081
Traf3,0.00229637,-0.018477824,0.034100063,0.012277219,-0.06225339,-0.047033325,0.0839723
Lbhd2,-0.028199596,-0.06057098,-0.060993526,-0.03185344,-0.056839313,0.34840715,-0.07333771
Tnfaip2,-0.019506231,0.01165805,-0.06023657,-0.043983236,-0.029442748,-0.013952913,-0.060952995
Mark3,-0.06360887,-0.04522798,0.07571591,0.014200728,0.060966164,0.06890587,-0.06431356
Ckb,-0.038332473,-0.0028930788,-0.0061248606,-0.026256675,-0.0061105103,0.08289448,0.0022153412
Trmt61a,-0.004039466,-0.0030336978,-0.061561067,-0.071033776,0.009987859,-0.0033491654,0.26732466
Ppp1r13b,-0.02909978,0.030550651,-0.018038567,-0.025245024,-0.059678156,-0.069453225,0.2924067
Adssl1,-0.028079726,-0.0029735959,-0.043864585,-0.06471862,-0.027124807,0.14897774,-0.08358636
Siva1,0.19302979,-0.01324682,-0.22161062,-0.27055,0.09535118,-0.016856069,-0.18760778
Zbtb42,0.010910307,-0.035638496,0.12546319,0.06443572,-0.024205938,0.008359742,-0.13093315
Pld4,-0.024331713,0.08002135,-0.089855455,-0.082368255,-0.02355663,-0.041514862,-0.13850036
Gpr132,-0.04566919,0.078655176,0.09536117,0.11905238,0.037058152,-0.31081763,-0.1597013
Crip2,0.049451962,0.025827706,-0.043060675,0.058515273,0.07737689,-0.15252349,-0.23108155
Crip1,0.061438426,-0.015471086,0.11632239,0.07239466,0.43162116,0.16728923,-1.3983368
Ighg2c,-0.029470017,-0.027036332,0.00040667332,-0.014923792,0.007001388,0.012700983,-0.06027573
Ighg2b,-0.005444707,-0.022829883,-0.048142172,-0.03712432,-0.021509392,-0.010588802,-0.05314814
Ighd,-0.026952893,-0.07643741,-0.1425659,-0.14319207,-0.02148904,0.024536105,0.15492968
Ighm,-0.19140485,-0.3223914,-0.3552352,-0.45770472,0.5720642,0.22662663,0.80703545
Adam6b,-0.0075858114,-0.027477656,-0.07028313,-0.053306013,-0.019342246,-0.055162642,0.08250125
Zfp386,0.0021664354,0.00064061634,-0.02945875,-0.1010826,0.042558927,-0.04543338,0.21379775
Gm11027,0.0072546396,-0.02215366,-0.048224468,-0.009494329,0.020146241,-0.006739059,-0.063751206
Esyt2,-0.003314061,0.12581317,0.082537204,0.17029108,-0.12286286,-0.25396472,-0.21403782
Dnah11,-0.023353126,0.015545362,-0.018839806,-0.048481397,-0.000709652,0.014399032,-0.06027524
Sp4,-0.012792098,-0.018446278,0.07362327,0.005789425,-0.06902529,0.107186094,0.015140127
Selenop,-0.0074285287,0.068817526,-0.098658144,-0.0855676,-0.1309278,-0.23927248,0.5440059
Ccdc152,0.005168744,-0.0028166603,-0.03927676,-0.040518098,-0.02635296,-0.02315635,-0.036139205
AW549877,-0.021527834,-0.040052053,0.08851066,0.008448144,-0.032813534,0.038585387,0.11413808
Card6,-0.043178566,0.039679863,-0.02636754,0.034583613,-0.0932881,-0.09774745,0.36987814
Ptger4,-0.035216045,-0.024831323,0.15726072,0.02656485,0.07226047,0.027592245,-0.26460278
Fyb,-0.1543435,0.111602135,0.107723184,0.20840792,-0.18205048,-0.20870844,0.26409706
Rictor,-0.03195892,0.05445372,0.059321597,0.108705506,-0.055617236,-0.13662957,0.040598713
Cplane1,-0.019928895,0.009417932,0.02296492,0.041932363,0.024682142,0.044523787,-0.059302963
Nipbl,-0.050350334,-0.08591651,0.12853053,0.059455097,-0.031635035,-0.09979238,0.10478649
Il7r,-0.06170665,0.16656122,-0.31968552,-0.042205554,-0.33478716,-0.0956485,1.1402617
Spef2,0.0055094347,0.06302523,-0.06880779,-0.03229773,-0.088436216,-0.027341578,0.05381711
Amacr,-0.0033624107,0.04558298,-0.08259441,-0.057280157,-0.026673142,-0.0013968298,0.08045113
Mtmr12,-0.005080643,-0.023711229,0.04618345,0.08941444,0.0069506587,-0.09450568,-0.07115311
Pdzd2,-0.005352554,-0.017579535,-0.052931774,-0.029199261,-0.012332591,-0.054507926,-0.02978721
Basp1,-0.01253272,0.009258047,-0.10490751,-0.07327373,-0.068165034,-0.08531189,0.3261246
Retreg1,-0.028413845,0.085113116,-0.13617952,-0.07781037,-0.05955004,-0.05997802,0.30483642
Ank,-0.027595606,0.010679749,0.06657968,0.05085859,-0.021201475,0.01510406,-0.09112263
Trio,-0.02134708,0.09691133,-0.1301143,-0.109477006,-0.07717167,-0.10334341,0.32079762
Dap,0.052101858,0.14346151,-0.17650011,-0.23778433,0.2258506,0.13437791,-0.5021911
Ankrd33b,-0.00838487,-0.015369057,-0.028652785,-0.035215043,-0.004449365,-0.02902825,-0.036680505
Cpq,-0.012873409,-0.008234691,-0.101615384,-0.07790167,-0.052762557,-0.07510881,0.27421817
Laptm4b,-0.0123379575,-0.028912114,-0.04914908,-0.058711406,-0.008210844,-0.011210641,-0.00090238685
Stk3,0.0048488528,-0.03817278,0.015250031,-0.028474022,-0.032397836,0.048933398,-0.02295667
Osr2,-0.0008132476,-0.056360945,-0.032519042,0.020982739,0.051394403,-0.046026107,-0.028075002
Vps13b,-0.061180327,-0.03143805,0.090101525,0.09809909,-0.017945368,0.006846707,-0.07524628
Rnf19a,-0.06212253,-0.058107924,0.11549523,-0.052735068,0.21638247,0.057915214,-0.29166073
Grhl2,-0.0068368223,0.004526842,-0.030200135,-0.0072736708,-0.032174453,-0.008866732,-0.038110513
Ncald,0.057075396,0.1534366,0.16685194,0.28436083,-0.16649877,-0.22480103,-0.6629447
Rrm2b,-0.0113641275,-0.058840208,0.02308329,-0.025931533,-0.06773013,0.033848684,0.17996596
Lrp12,-0.0020950914,-0.024551107,-0.08099752,-0.056482077,-0.048701935,-0.04294805,0.09572539
Oxr1,0.024524614,-0.08966219,0.062005095,-0.030771596,-0.01341736,-0.055024046,0.11095324
Trps1,-0.047625225,-0.23001853,0.0037356585,0.038786266,0.31367067,0.40858278,-0.29321477
Rad21,0.05820217,0.04541058,-0.050306603,-0.10831153,0.18738516,-0.06847798,-0.37957582
Ext1,0.0009980431,-0.06631112,-0.13771953,-0.057103015,0.08128335,-0.039871853,0.262779
Enpp2,-0.031785566,-0.048102155,-0.05229015,-0.020022461,0.02139007,0.09565203,-0.030451754
Sntb1,-0.03967338,0.047812525,-0.054706033,0.1115693,-0.034887474,-0.1077789,0.09346693
Zhx2,-0.030251428,0.023311954,-0.04281676,-0.018220622,-0.020996468,-0.12453433,0.16728286
Zhx1,0.024583923,-0.05484313,0.067294694,0.019793527,-0.07849659,-0.0016037838,0.094887875
Atad2,0.11932416,0.08596301,-0.18594134,-0.02116443,0.060284067,-0.12678674,-0.3765271
Fbxo32,-0.0136891315,0.019575542,-0.0049031675,0.010401407,-0.11210512,-0.03879554,0.20223154
Mtss1,0.030772796,-0.046047565,-0.1661654,-0.11363524,-0.04306168,-0.059096083,0.3362119
Trib1,0.062237028,-0.10759182,-0.08122024,-0.04900494,0.18445753,-0.0063128835,-0.15376554
Lratd2,-0.026770191,0.016171183,-0.106194876,-0.05635313,0.010574792,-0.041764718,0.15067184
Myc,0.032312863,0.06482196,-0.3093037,-0.24580523,0.08653008,-0.06853058,0.39872047
Asap1,-0.14792788,-0.04919336,-0.1285372,-0.12343635,0.39566028,0.079637274,-0.043609515
Efr3a,-0.02282522,0.020693943,-0.12311285,-0.024621585,0.021148946,-0.0023055119,0.29078525
Tmem71,-0.065995015,0.0008887333,0.3037767,0.153761,-0.09364031,-0.03870389,-0.1687341
Phf20l1,-0.051930714,-0.047890287,0.21643718,0.12108135,-0.025633413,-0.0015532287,0.0016724837
Sla,-0.15286168,-0.107946515,0.24886271,0.12841758,0.19057219,0.5737591,-0.6424953
St3gal1,-0.01045639,-0.077808544,0.11229262,-0.006272086,0.037286006,-0.016354501,-0.009734822
Ago2,0.01638686,0.009799067,-0.00018004449,-0.009468839,-0.078729026,0.18440293,0.100159384
Ptk2,-0.013291924,0.014516438,-0.08642888,-0.07774798,-0.04121759,-0.06590726,0.17840698
Dennd3,-0.0074802856,-0.01943637,0.099943474,0.0070300144,-0.023187192,-0.045708563,0.008596772
Slc45a4,0.010047328,-0.011881953,-0.04863903,-0.005072037,-0.020248422,0.038774595,0.1337896
Ptp4a3,-0.07852032,0.00633686,0.066008165,-0.026194744,0.06857033,-0.08040845,-0.03418434
Arc,0.011841196,-0.0008798398,-0.047725018,-0.018935798,-0.05506174,-0.054905962,-0.0059574433
Lynx1,-0.018384613,-0.0007350874,-0.07072268,-0.0630221,-0.00039068848,-0.060620967,0.007793405
Ly6d,-0.014804904,-0.05120019,-0.12475425,-0.1211021,-0.055570167,-0.061158977,-0.03403962
Ly6k,0.027527716,-0.0064982846,-0.07547056,-0.021055913,-0.018680995,-0.086448506,0.16256869
Ly6e,-0.024591615,-0.014050585,-0.3700634,-0.44359222,0.39070195,0.60914457,-0.1659313
Ly6i,-0.00029033347,0.011606335,-0.04513062,-0.039049137,-0.03215939,-0.031039035,-0.06203771
Ly6a,-0.031890754,0.038889773,-0.17519575,-0.22640507,0.47761035,0.7783071,-1.080631
Ly6c1,-0.0038770547,-0.018934505,-0.04266353,-0.06953864,-0.033229377,-0.025520984,0.016701082
Ly6c2,0.03441986,0.39341718,0.7035823,0.63934845,-0.65817416,0.026601654,-1.5753536
Ly6g,0.03909165,0.016009152,-0.047144417,-0.03934884,-0.057679564,0.0012203307,-0.046425205
Mafa,0.07092794,-0.02677797,0.005449507,-0.002418963,-0.023822352,-0.046841227,-0.06544856
Gsdmd,-0.031166617,-0.015566434,-0.025688747,-0.011780686,0.03465521,0.10950973,0.021781543
Zfp623,-0.018698115,-0.0057555325,-0.011941859,-0.05258921,-0.023567213,0.04447195,0.01020171
Ccdc166,-0.0058708186,-0.0035900343,-0.018372819,-0.013566539,-0.034218833,0.18831214,-0.017112784
Fam83h,-0.004619202,-0.04248176,-0.015471813,-0.028768389,-0.029918613,0.025919983,-0.04635304
Plec,0.048995733,0.007218713,0.14250623,0.13539378,-0.15663749,0.17383125,-0.1677608
Parp10,-0.03391648,-0.0076928767,-0.031882726,0.1064044,-0.009516229,0.036681637,-0.014909414
Grina,-0.035445098,-0.0046700267,0.11508038,0.14789611,-0.081322566,0.13287932,-0.2363444
Smpd5,-0.023831839,0.0071903504,-0.0020040376,-0.018825036,-0.055962052,-0.025352577,0.19936486
Oplah,-0.013789375,-0.0045596566,-0.023893945,-0.053999916,-0.0035461246,-0.060556635,-0.045236506
Maf1,-0.055876154,-0.02943583,0.19095162,0.09595256,-0.013414362,-0.0069974824,-0.1540263
Gm35339,-0.0028897575,-0.02023789,-0.045480765,-0.05563621,-0.03489757,-0.051581994,0.04863392
Mroh1,-0.033422954,-0.015727239,0.066699706,0.01460599,-0.00032108495,0.0022139873,0.027801462
Hsf1,-0.022894291,0.055918477,-0.059917904,0.0044830777,0.008993175,-0.09357728,0.08880129
Dgat1,-0.03507862,0.08655331,-0.014663773,0.0012386829,0.043771897,-0.0025040153,-0.2405851
Scrt1,-0.009948551,-0.0033688578,-0.01771742,-0.029467013,-0.033209767,-0.04038502,-0.06358047
Cyhr1,-0.053624716,-0.006696829,0.10717034,0.08823782,-0.078673676,0.08943288,-0.03162071
Kifc2,0.010344982,-0.0035239877,-0.016426638,-0.020465689,-0.026180057,0.01405851,-0.004737329
C030006K11Rik,0.008982389,-0.043184027,-0.042173542,0.0021638973,-0.036277425,0.009664691,0.2582855
Arhgap39,-0.05716049,0.021485033,-0.082841545,-0.046345156,-0.026720995,0.06532276,0.16688077
Zfp7,0.021808863,-0.026577713,0.015999597,-0.0732762,-0.03958319,0.14587769,0.16502559
Apol7b,-0.004252893,-0.028620496,-0.04940045,-0.044039458,-0.034741983,-0.0035546843,-0.009163278
Apol7e,-0.02669134,0.05788361,-0.07962489,-0.005742403,-0.079299726,-0.014342013,0.27861086
Apol8,-0.0062773796,0.07225488,0.0037868605,-0.003759818,0.03068518,-0.19364029,-0.14920034
Csf2rb,-0.023380002,0.004498758,-0.04874837,-0.043097664,-0.02813786,0.008487661,-0.047449045
Il2rb,0.07834088,0.019845322,-0.06302686,-0.14257845,0.22014734,0.52292144,-0.9020842
Cyth4,-0.026365306,-0.07905624,0.3417211,0.17787959,-0.033551585,0.19534053,-0.40453205
Mfng,-0.024016509,-0.023398029,0.15726325,0.04724198,-0.014021418,-0.0032882835,-0.09348532
Lgals1,0.11015341,-0.12215767,0.42568308,0.24274494,0.3611136,0.43327492,-1.979308
H1f0,0.11234959,-0.091297716,0.1431721,0.05725255,0.007172045,0.07341691,-0.2348909
Galr3,-0.007605034,-0.0015732343,-0.037449084,-0.015687998,-0.001955009,-0.04128324,-0.06450111
Micall1,-0.012504803,0.015255343,-0.020746104,-0.04986014,-0.092679545,0.09980097,0.1111332
Maff,-0.037447397,0.1704755,-0.10134202,-0.09661864,0.02881996,-0.19866557,-0.13801001
Csnk1e,0.042522006,0.01943041,0.07304693,0.039486304,-0.11175999,-0.050634168,-0.021764966
Ddx17,-0.0689893,-0.07521766,0.21515292,0.017742913,0.033967108,0.3283381,-0.060045075
Sun2,-0.051736526,0.027802233,0.053944334,0.04339077,-0.002957415,-0.24749818,0.18550773
Apobec3,-0.08318841,-0.12376423,-0.17678995,-0.2793657,0.31097975,0.75191355,-0.21655035
Cbx7,-0.057297338,-0.037871927,-0.055818908,0.01935742,-0.053373378,0.067894235,0.29225144
Pdgfb,-0.0034908343,-0.06504473,0.11736054,0.02703263,-0.10420364,0.5130073,-0.19876103
Tab1,0.012525213,-0.005312358,-0.01914877,-0.0051369825,-0.030331677,0.054344304,0.12154806
Grap2,-0.02021063,0.053570103,0.07401772,0.12823318,-0.34645846,-0.22813798,0.74595445
Tnrc6b,-0.08673456,0.019056745,0.20117354,0.08218271,-0.21848671,-0.036676288,0.34477344
Mrtfa,-0.02139007,0.06271338,0.09884079,0.070047304,-0.08402558,-0.11491249,-0.049126726
Xpnpep3,-0.012115417,-0.009007214,0.041528393,-0.06870233,-0.041584734,0.093377054,0.16272868
Ep300,-0.01935973,-0.032941062,0.070587605,0.07073367,-0.069699906,0.15559517,-0.05234321
Zc3h7b,-0.0070330007,-0.00045814936,-0.038433578,-0.056581553,-0.049013834,0.23451446,0.0994852
Tef,0.014350693,0.004853086,-0.030759154,-0.026293347,-0.057740055,0.12953103,0.018498719
Tob2,-0.023496302,0.11558826,0.06129042,0.06983935,-0.040689845,-0.13422339,-0.11399795
Tnfrsf13c,0.1131244,-0.049577508,-0.119935215,-0.12097661,0.10135294,-0.115257666,-0.18987638
Naga,0.005635536,-0.011095321,0.04342515,0.10831241,-0.022438483,0.05039996,-0.11897784
Cyp2d22,-0.00666911,-0.025343506,-0.0402155,-0.06756344,-0.030898904,-0.039510112,0.023188388
Tcf20,-0.009525962,-0.06973042,-0.050878663,0.025201725,-0.08044656,-0.033877388,0.30008122
Nfam1,-0.025563056,0.035992462,-0.08418822,-0.062001247,-0.051117342,-0.031058747,-0.019797033
Efcab6,-0.008138093,-0.027054757,-0.0124743115,0.0075835558,-0.042785395,-0.0412262,-0.057306502
Phf21b,-0.009890099,0.014009213,0.015680874,0.0913494,-0.08129923,-0.0057319365,-0.08293142
Fam118a,-0.0053867553,0.078369915,-0.022735232,0.06433787,-0.06189774,-0.05099906,-0.02336082
Ttc38,-0.031319447,-0.033436924,0.024842145,0.057467733,-0.01492397,0.032482255,0.027168106
Gramd4,-0.0149979545,0.08817507,-0.09599774,-0.04125061,-0.0923706,-0.09658092,0.23484711
Cerk,-0.0074880198,0.019400684,0.14864056,0.027284568,-0.1560982,0.010135406,-0.030853858
Brd1,0.037149444,-0.034251448,0.08438968,0.06279264,-0.088268496,-0.08899946,0.1027
Pim3,-0.0573872,0.0376494,0.016401783,0.017437996,0.09669343,-0.10618114,-0.07229657
Selenoo,-0.02839391,-0.015198167,0.1321453,0.06780525,-0.09095293,0.08427799,-0.03297261
Dennd6b,-0.016845496,0.01809018,-0.091708824,-0.045582764,0.0052297674,-0.02815347,0.20114975
Ppp6r2,-0.04423454,-0.07310689,0.07986054,0.0035357552,-0.022030575,0.2771558,0.03312692
Chkb,-0.017055029,0.023537798,-0.031442836,-0.040369455,0.030411148,0.002795568,-0.13280277
Arsa,-0.017031463,0.030325087,0.027370514,0.041436467,-0.015514256,-0.029426854,-0.05664497
Lrrk2,-0.01172995,-0.050823558,-0.06594327,-0.06893715,-0.023444438,-0.0043829856,-0.1269471
Gxylt1,-0.00982555,-0.08280794,0.08599818,0.04263781,0.07167185,0.16048287,-0.24023569
Ano6,0.025417358,0.009601599,0.007934786,0.013451636,-0.002000038,-0.15865108,0.011839949
Arid2,-0.0049860426,-0.0051372442,0.03033645,-0.032798342,-0.086941116,0.04604342,0.13620664
Slc38a2,-0.007805357,0.09901035,-0.12139704,0.12588254,-0.11781586,-0.32047716,0.19778901
Amigo2,-0.007902047,-0.03133169,-0.12121066,-0.093827784,-0.059223324,-0.088133164,0.41502967
Pced1b,-0.030855175,0.044772845,0.026726604,-0.029334994,-0.055874966,0.038672324,0.2049214
Hdac7,-0.109597296,-0.048325792,-0.060514957,-0.118665114,0.10256482,0.2165726,0.26450217
Ccnt1,-0.014671423,-0.018605713,0.08667236,0.052140627,0.10034117,-0.06677474,-0.18874584
Adcy6,0.004787743,0.017948542,-0.0763583,-0.06481783,-0.049885552,-0.047496192,0.105823256
Rnd1,-0.005378702,-0.038088247,-0.036971144,-0.016375255,-0.025253378,-0.06274168,-0.030539885
Arf3,-0.08706514,-0.041831058,-0.049111173,0.049848143,0.032594986,0.26012775,0.09096053
Kmt2d,-0.043833867,-0.009837463,0.12252878,0.081877254,-0.09190516,0.0063484544,0.1946372
Lmbr1l,-0.017345726,0.01681902,0.14904219,0.06282735,0.004948574,0.041268207,-0.21144368
Tuba1b,0.13338691,0.11061989,-0.47136956,-0.38769168,0.18558733,0.0031581412,0.12574875
Tuba1c,-0.07038115,0.03739814,-0.13907781,-0.050727863,0.22074075,0.07590666,-0.23623905
Kcnh3,-0.005886834,-0.024849642,-0.06105615,-0.052265476,-0.028630672,-0.047751166,0.069726706
Fam186b,0.032293808,0.0243911,-0.041223116,-0.035668746,-0.04025311,-0.041190054,-0.03469474
Nckap5l,-0.011874993,0.033884194,0.027998766,-0.021408219,-0.049996708,-0.09433461,0.18848002
Racgap1,0.039999533,0.122993305,-0.035577334,0.009824131,0.053461514,0.04652423,-0.56250316
Lima1,-0.01433326,-0.030268064,-0.031008609,-0.03216792,-0.018090958,-0.032372136,-0.038934793
Dip2b,-0.04930818,-0.037072804,0.031435568,0.05041626,0.0136703765,0.022714708,-0.0057971487
Slc11a2,0.0041062227,0.04611908,-0.045461882,-0.051847305,-0.015259825,-0.16390167,0.22371908
Csrnp2,0.0022846926,-0.013752653,-0.04022469,-0.0058177332,-0.010799449,-0.057886325,0.03784811
Tfcp2,-0.010895347,-0.021294799,-0.09825798,-0.07184577,0.013903078,0.0716909,0.2076801
Pou6f1,-0.05473359,0.08861693,0.03629148,0.050591595,-0.046434667,-0.080102116,-0.0270349
Smagp,-0.01576994,-0.01487989,-0.057050478,-0.04821196,-0.03443692,-0.030368824,-0.07569721
Cela1,-0.01426084,-0.07744163,0.03779352,0.05581389,0.018392963,0.2038462,-0.15076075
Galnt6,0.0092051,-0.006706683,0.0077559357,-0.07250063,-0.03837804,-0.0355338,0.21674374
Acvrl1,-0.007567728,-0.016594088,-0.10733574,-0.08726368,-0.053322848,-0.071932934,0.22305036
Acvr1b,-0.008513172,-0.010261998,-0.122438274,-0.069324695,-0.03365013,-0.04529361,0.2607729
Grasp,-0.010202668,-0.026613267,0.17562675,0.049244653,-0.032126464,-0.03209263,-0.07343848
Nr4a1,0.023574753,0.14930254,0.22403556,0.07740562,0.002454088,-0.42955738,-0.68626225
Krt83,-0.021565743,-0.029217629,0.006870385,0.016201,-0.035688188,-0.034351986,-0.07522271
Csad,-0.016757729,0.009516011,-0.08870074,-0.049771305,-0.025576979,0.020521585,0.23408143
Zfp740,0.003691036,-0.07247142,0.02386619,-0.045908947,-0.049921263,0.16826253,0.23123764
Rarg,0.013139055,-0.04367397,-0.0124952905,-0.058958225,-0.090694055,0.030638937,0.47433987
Sp1,-0.037578758,-0.017324138,0.10918572,-0.011487324,0.015870837,0.051350836,-0.012238479
Prr13,-0.0001798701,-0.17849843,0.32242456,0.090469405,0.4268439,0.19786091,-1.1516576
Map3k12,-0.014024147,-0.019594306,0.012850781,-0.03882333,-0.025611192,0.036038727,0.15638167
Atf7,-0.044257153,-0.021455545,0.044522393,0.03130545,-0.10069131,0.06396168,0.2668032
Calcoco1,-0.033417244,0.016064614,0.08221746,0.06334869,-0.046840556,0.04589822,-0.0117055755
Smug1,-0.026663542,-0.04909696,-0.028184654,-0.040176667,-0.015326167,0.20218563,0.10342081
Itga5,-0.008127894,-0.0054076966,-0.047838524,-0.054383248,-0.028478993,-0.047304764,0.01039183
Pde1b,-0.015126577,0.0047889464,-0.0005069935,0.032753427,0.0013710276,0.11104316,-0.11141657
Zfp263,-0.013424651,0.010946393,0.007962918,-0.01657253,-0.03691119,0.07238454,0.08291982
Zfp597,0.0021060554,0.025806488,0.0033436553,-0.07401863,-0.006897528,0.072929084,0.058011964
Cluap1,-0.0045948843,-0.070304446,0.06408086,-0.032028224,-0.013779373,0.08107498,0.024622139
Nlrc3,-0.04798184,-0.07727991,0.19056736,0.120092064,-0.067102864,0.20400351,-0.015397127
Crebbp,-0.07662634,-0.032499664,0.14621842,0.06814522,-0.05849081,-0.022012379,0.16052887
Cdip1,-0.048169147,0.03006175,-0.022140864,-0.086030684,0.04710146,0.043488,0.055482607
Ubald1,-0.05190151,0.007683395,0.09725717,0.058013882,-0.061809093,0.026591737,-0.012443488
Mgrn1,0.0062690675,-0.005871377,-0.08912846,-0.055657092,-0.047986552,-0.08216669,0.27869478
Anks3,-0.005981202,-0.058455214,0.06388656,0.05403307,-0.050613027,0.06850623,0.05170556
Eef2kmt,0.00424369,-0.06361768,0.020399567,0.051306482,-0.07596674,-0.041853543,0.28788635
Tmem186,0.024338273,-0.01052169,-0.051179193,-0.0092016505,-0.010858451,0.026367191,0.109970085
1810013L24Rik,0.02009961,-0.013711374,0.09322031,0.14606756,-0.056562025,0.01984656,-0.16885254
Rpl39l,-0.06897178,0.009849063,-0.036642004,-0.029695736,0.024451898,-0.019796524,-0.009635658
Ciita,-0.014335692,-0.02928942,-0.08013803,-0.08008031,-0.049273923,-0.026351497,-0.0806506
Dexi,0.028331058,-0.04541309,-0.028748639,0.024605384,-0.027570402,0.06504709,0.03395912
Clec16a,-0.016937442,-0.013637415,0.02170416,0.026887149,-0.008950564,0.004811022,-0.03949655
Socs1,-0.06616559,0.01056643,-0.26709318,-0.1761287,0.08850673,0.15814178,0.32649618
Snn,-0.045195825,-0.048522703,-0.09351197,-0.10896701,0.08361195,-0.013237249,-0.00851558
Zc3h7a,0.011505163,-0.09804529,0.10945576,0.085064866,0.00764935,0.14579615,-0.108444534
Snx29,-0.017677665,-0.005827975,-0.04374695,0.06064331,-0.0656345,-0.02549797,0.08024662
Ercc4,-0.03884286,-0.054269787,0.012361323,0.016240435,-0.015447569,0.12490321,0.045223117
Mrtfb,-0.01739881,-0.064238325,-0.019251758,0.048549652,0.04520906,0.062255297,-0.024343079
Bfar,-0.01882783,0.003020707,-0.05798615,-0.039730232,-0.019138321,0.06775866,0.10373121
3110001I22Rik,-0.037215758,-0.0012024511,-0.0048269588,0.0301367,-0.017783718,0.041117467,-0.03483437
AC154607.1,-0.0032547521,0.0007103879,-0.06095972,-0.053311646,-0.014738624,-0.022707565,-0.004567652
Mpv17l,-0.021174442,0.00086268864,-0.012177139,-0.0062589333,0.009862766,-0.014302104,-0.00863811
Marf1,-0.017165562,-0.054541655,0.039019287,-0.007333467,-0.04008397,0.15365146,0.17469959
Mcm4,0.16480058,0.03207984,-0.20134498,-0.23753773,0.1331742,-0.026803333,-0.3128608
Prkdc,-0.023849497,-0.068267986,-0.0027334217,-0.009321298,0.024338415,0.007810156,0.03591685
Cebpd,0.008092118,0.011313593,-0.026257461,-0.018158056,-0.039343875,-0.0038408106,-0.0861303
Spidr,-0.018322477,-0.01878694,0.050180074,-0.01661984,-0.021830399,0.08022582,-0.02396018
Fgd4,-0.011000159,-0.013789374,-0.030602904,-0.032993603,-0.026872965,-0.028236717,-0.03545927
Vpreb1,0.003313925,0.014090475,-0.008615019,-0.059955843,0.0253461,-0.040192667,-0.086671494
Top3b,-0.027052829,-0.016386088,0.00094681093,0.0008749587,-0.008819613,0.036227234,0.12953638
Ypel1,-0.019606452,-0.0454772,0.056683343,0.011465607,-0.037507895,0.23673901,-0.12501872
Sdf2l1,0.21731858,0.11161016,-0.29163063,-0.20949578,0.2396646,-0.1594999,-0.5597943
Hic2,-0.012788978,-0.018596346,-0.03938198,-0.047114156,-0.0078495145,0.0016981275,0.041244403
Tmem191c,-0.0013712798,-0.098283455,0.109119035,0.10673764,-0.045877855,0.14337778,-0.013201984
Klhl22,-0.0035443015,-0.007783511,0.025125284,-0.0671476,-0.04092519,-0.070143595,0.14428607
Ranbp1,0.18465768,0.022897132,-0.31101137,-0.24422213,0.13465191,-0.016138539,-0.07508386
Iglc1,-0.01700207,-0.03697545,-0.056743406,-0.07379865,-0.018428514,-0.014744636,-0.07182154
Iglc3,-0.0136874,-0.05432405,-0.109312244,-0.10774648,-0.056006864,-0.027556214,-0.10875186
