gene_name,P9,P3,P10,P0,P5,P6,P2,P7,P8,P1,P4
Zkscan3,-0.09162346,-0.06784375,-0.086434476,0.4674668,-0.1410373,-0.13145828,0.031179853,0.11905652,0.029033722,0.14178512,0.1259517
Zscan26,-0.066037744,-0.010391086,0.052047584,0.24796203,-0.09310688,-0.118114255,0.038819436,-0.02411683,-0.034541566,0.08859634,0.08340983
Zkscan8,0.048430406,-0.038931325,-0.109836854,0.22947487,0.0013395955,-0.055115547,-0.007929098,0.055335507,0.06848437,-0.016010368,-0.018141318
H1f5,-0.32428464,1.1522753,-0.18780933,-0.27127308,0.9993324,-0.5887107,-0.4425048,-0.56028265,-0.32040617,-0.34134185,-0.4556392
Hist1h2ap,-0.26852897,1.2331865,-0.21036978,-0.24291156,0.7042099,-0.5323659,-0.4319627,-0.47937623,-0.30952173,-0.28249344,-0.30980277
H4c9,-0.25030455,0.5525315,-0.20746863,-0.3436913,0.65084803,0.12833466,-0.31713238,-0.37647778,-0.21181028,-0.37560257,-0.40264782
Zfp322a,-0.07850343,-0.0054283906,-0.01878195,0.18398724,-0.036074217,0.10119603,-0.09408909,0.14684151,0.12527171,-0.2328322,0.062058248
H1f3,-0.08653901,0.67673403,-0.038962435,-0.28805226,0.46377936,-0.29379743,-0.12637186,-0.27358696,-0.093924366,-0.20806804,-0.2168606
H2ac8,-0.29987732,1.2825905,-0.2399662,-0.2485995,0.80062497,-0.53254527,-0.43953365,-0.5180303,-0.30276525,-0.2996896,-0.47698107
H3c4,-0.040064916,0.17920838,-0.056788616,-0.11173097,0.149325,0.010562075,-0.04449363,-0.10507773,-0.033494815,-0.12919722,-0.053508155
H4c4,-0.20957837,1.1529374,-0.17300746,-0.19629154,0.42568436,-0.43253177,-0.40323097,-0.37759832,-0.19180001,-0.20370552,-0.13749081
H1f4,-0.14493446,1.0300635,-0.065907806,-0.43047068,0.5692265,-0.4682986,-0.4359743,-0.4234307,-0.0799294,-0.32209948,-0.16629706
H2ac6,0.044970166,0.21113677,-0.092065066,-0.10489064,0.09902369,-0.06398198,-0.029744036,-0.17334479,-0.057288613,-0.018245503,0.041890875
H2bc4,-0.081009835,0.24297075,-0.0631298,-0.20925535,0.026452877,0.23587191,-0.16208588,-0.12489239,-0.025778053,-0.16325067,0.009934551
H1f2,0.09790886,0.5758323,0.16545537,-0.55575836,0.1302831,-0.20911434,-0.25342813,-0.2643719,-0.11825336,-0.014201202,0.021682676
H3c3,-0.26114866,1.3365774,-0.21606179,-0.23523594,0.3922547,-0.39617363,-0.3996319,-0.38229972,-0.19398856,-0.26169765,-0.24979468
H3c1,-0.06186348,0.222735,-0.06930435,-0.06517072,0.22142,-0.1270884,-0.068042204,-0.15345915,0.0042688795,0.03870208,-0.031578433
Carmil1,-0.038235474,-0.028315231,-0.04559562,-0.045755368,0.022360696,-0.038457662,0.025520334,-0.03608513,-0.047730565,-0.04638189,0.007204258
Cmah,-0.009483913,-0.11929519,0.18029444,0.3272336,-0.22062737,-0.088693894,-0.011447623,-0.22328383,-0.43007484,0.593509,0.304088
Ripor2,0.11627691,0.20608702,0.22415158,0.06762662,-0.21390207,-0.24253193,-0.3207292,-0.042711962,0.3347161,-0.16026372,0.44353852
Gmnn,-0.4284305,0.39385298,-0.39330813,-0.40730163,1.2014277,0.2576086,-0.26348275,-0.53246695,-0.070755176,-0.5177612,-0.7861761
Aldh5a1,-0.004284327,-0.039509192,-0.031054622,-0.004091127,-0.021954434,-0.038458142,0.0062271715,0.19274591,0.019310785,-0.07415498,0.035890736
Sox4,-0.17127556,-0.076387756,-0.18263838,0.6813982,-0.07526652,-0.06851742,0.082346395,-0.07089134,-0.17398769,0.04224968,0.024512254
Cdkal1,0.01452973,0.07116689,0.043537073,0.0047056326,-0.08097528,-0.11913297,-0.034791674,0.05210373,-0.0024157194,0.11363001,0.12681432
Agtr1a,-0.063493505,-0.026605539,-0.069668144,0.12102018,-0.03332656,-0.038637176,0.019665932,-0.043042734,-0.05724666,-0.06509349,0.024850003
Hus1b,-0.035192918,-0.0033227964,0.014169635,-0.034904223,-0.020912763,-0.028842509,-0.010384976,-0.024242233,0.00698147,-0.08869372,-0.004141662
Serpinb1a,0.060376544,0.098238185,0.14140451,-0.16547145,-0.056095894,0.072165295,-0.105728984,-0.12699448,0.09886187,-0.2666135,0.034886103
Serpinb6b,-0.068763174,0.4177825,-0.17954333,-1.1855481,0.27541527,0.6706845,-0.47527185,0.12731357,1.0238966,-1.0255772,-0.30650243
Serpinb9,0.06256375,0.5367099,0.058268636,-0.8982723,0.26592058,0.38611382,-0.38614652,-0.40317154,1.0652043,-0.91334015,-0.1239371
Serpinb9b,-0.13461228,0.15447116,-0.11958503,-0.17007741,0.0075123813,0.07726087,-0.13068981,-0.17661187,0.98013544,-0.18027079,0.033172876
Serpinb6a,0.12368622,0.012234623,-0.05516779,-0.3206915,0.14691658,0.05983931,-0.15405846,0.15967189,0.11817464,-0.39526245,-0.18747573
Ripk1,0.021604594,-0.044075172,0.049837075,-0.21564415,0.09829319,0.12296861,-0.10541081,-0.044977885,0.055717736,-0.046787508,0.044650145
Pxdc1,-0.05429325,-0.024236374,-0.059324436,-0.047416113,-0.029712763,-0.034039937,0.029993847,-0.03762965,-0.049203224,-0.05559694,0.050122965
Nrn1,-0.04656562,-0.022920959,-0.03436886,-0.02189954,-0.019667048,-0.053344056,-0.0008603476,0.045909222,-0.039663326,-0.024997085,-0.0032962267
F13a1,-0.036862895,-0.034326166,-0.037287515,-0.0372236,-0.034788363,-0.035153564,0.048014037,-0.035456527,-0.020106714,-0.0069212965,0.09293732
Ly86,-0.10122814,-0.049854163,-0.12496266,-0.07653083,-0.06725528,-0.0763591,0.1054563,-0.04963368,-0.086933196,-0.118661456,0.10191428
Rreb1,0.027038423,-0.044825416,-0.012475592,0.34826085,-0.12157973,-0.13546549,0.068318196,-0.037490018,-0.15072739,0.19428071,0.12974638
Cage1,0.041509945,-0.007844991,-0.07856147,-0.05287933,-0.047314443,-0.02918418,-0.02021204,0.021567695,-0.045058616,0.15362829,-0.0012629811
Riok1,0.13612092,0.11556401,-0.19202659,-0.37927535,-0.0820959,0.03039928,-0.12227342,0.16392718,-0.20564678,0.44814056,0.04678946
Gcnt2,-0.055012472,-0.025582988,-0.04357999,-0.041196283,-0.019938784,-0.015604285,0.062084924,-0.06095906,-0.06855554,-0.04258482,0.09306906
Smim13,-0.04024063,-0.051496148,0.047691137,-0.056647874,-0.034357026,-0.010198341,0.049223635,0.037240088,0.028842377,0.10772303,-0.050618
Nedd9,0.10482534,0.18130957,-0.08816493,-0.06319937,-0.10333128,-0.068083175,-0.06551908,0.0077922437,0.47950032,-0.3646754,0.10770399
Tmem170b,-0.03882926,-0.08663809,0.056959108,-0.0073758443,-0.02802656,0.010075586,0.00408288,0.085624926,0.14022537,-0.10842772,-0.043127358
Hivep1,0.0041134465,0.010554231,-0.09925738,0.020461466,-0.043183137,-0.083154805,0.027423944,0.034839813,-0.022599394,0.20133825,0.01662546
Gfod1,0.012344272,0.10640778,0.22066289,-0.3102156,0.023168296,0.016041191,-0.074228376,0.1045412,0.21682288,-0.21672343,0.07343168
Sirt5,0.025750956,-0.06491649,-0.17621517,0.31677228,-0.052005928,-0.068561286,0.074515514,0.20543388,0.10857529,-0.08344534,0.028365498
Cd83,-0.12832204,-0.010934948,-0.13396347,-0.1024213,-0.03596276,-0.10901851,0.003444355,0.60307205,-0.087695375,-0.13281931,-0.04824396
Jarid2,0.13708644,0.11994066,0.065570064,-0.053403184,-0.24122705,-0.19310173,-0.07496333,0.24412183,0.26545426,-0.08740011,0.20867276
Mylip,0.009742569,-0.09115626,0.2704719,0.33282754,-0.19362389,-0.18749632,0.105714254,-0.09764725,-0.17326681,0.08303482,0.19096969
Atxn1,0.57851994,0.3421293,0.07377179,-0.89229864,0.110646315,-0.19414224,-0.2580795,0.31197894,0.9698926,-0.9936,0.24568288
Fam8a1,-0.0032041576,0.016817989,-0.05477692,0.084534794,-0.08807918,-0.003919489,0.009509903,0.08321235,0.16565542,-0.008301654,0.07708321
Nup153,0.077591784,-0.031201907,0.06098716,0.0021642293,0.024993023,-0.153923,0.02578969,0.05129477,-0.022672333,-0.004586063,0.07658803
Kif13a,-0.051045787,-0.03275914,-0.063955925,0.03392405,-0.037628196,-0.030826613,0.004711806,0.05686966,-0.054957155,-0.060641807,0.0045179226
Nhlrc1,-0.054100405,-0.032516055,-0.066287585,0.04587628,-0.04420655,-0.03901809,0.007044934,0.00072581833,-0.013356132,-0.00324365,-0.00885865
Dek,-0.28399685,0.65548265,-0.1520636,-0.5465572,0.7706276,0.3508292,-0.29690653,-0.50797534,-0.14638235,-0.5097523,-0.57225037
Zfp169,0.0019207834,-0.02153173,-0.019206848,0.09440509,-0.079853125,-0.056607034,-0.017686507,0.04080728,-0.017830694,0.04430201,0.037430704
Phf2,-0.037483633,0.012533965,0.012082326,0.055877343,0.07309324,-0.1980791,-0.015754955,-0.0054688295,0.046533342,-0.024969138,0.052770037
Ninj1,-0.018589415,-0.09931797,-0.028232135,0.10173597,-0.010365281,-0.07107966,0.17332359,-0.004810726,0.0038857777,0.17731917,-0.047989435
Susd3,-0.013277383,0.052533958,0.0509593,-0.072502084,-0.1670419,-0.008156371,0.014040571,0.1428864,0.44062397,-0.16001949,0.034213647
Fgd3,0.038229994,-0.008458371,-0.051788338,0.09523503,-0.09103031,-0.0057708635,0.036316466,-0.070736766,0.046979982,0.09064819,0.08644205
Nol8,-0.09365155,-0.20573492,-0.13055936,0.2083996,-0.008799758,0.104063794,0.18918052,0.042034734,0.02415299,0.13052808,-0.07792523
Cks2,-0.3135528,1.2685779,-0.065099455,-0.6952341,0.15541309,0.36746174,-0.48719457,-0.44186828,-0.5033734,-0.44664267,-0.3796747
Gadd45g,-0.06813114,-0.019069858,-0.11128201,-0.0865557,0.043505095,0.019630017,-0.038949408,-0.01605453,-0.18090057,0.3158175,0.106188506
Syk,-0.121954985,-0.025538908,-0.14505157,-0.15195699,-0.035204582,-0.032547187,0.035621643,-0.039758347,0.05203243,-0.16648944,0.05082336
Nfil3,0.10756294,0.059345644,-0.0062289997,-0.3754855,0.009466033,0.111174725,-0.06370879,0.062106717,0.18647489,-0.2128081,-0.033010162
Hrh2,0.109027915,-0.0023077894,-0.020275623,-0.05698613,-0.056226764,-0.01399875,0.006554847,0.0077998354,0.23490298,-0.0585828,0.029053336
Simc1,-0.021169418,-0.056120686,0.12113202,0.023937056,0.03238283,-0.077277735,0.029803274,-0.012175056,-0.022680888,0.16768941,0.023456253
Arl10,-0.01898555,-0.027826184,0.038989548,0.063182935,-0.058178928,-0.053848036,-0.010039596,0.04836691,0.24738808,-0.14336747,0.08252291
Rnf44,0.2024452,0.0015066492,-0.025319068,-0.2419136,0.030202104,0.05181094,-0.03473337,-0.056057893,0.066691495,-0.035110272,0.092737004
Unc5a,-0.054253675,0.009668195,-0.089634486,0.056212638,-0.023618704,-0.025462138,-0.013501523,0.09067642,-0.08363394,0.033377476,0.024643373
Hk3,-0.047975674,-0.040542692,-0.05737627,-0.0562874,-0.028700057,-0.040060826,0.030888764,-0.034816794,-0.03903969,-0.035504535,0.090981625
Zfp346,0.004634758,-0.026471546,-0.046852145,0.07100529,0.0032059317,0.0072548827,0.008854888,0.042630095,0.11631645,-0.12051746,-0.064671986
Nsd1,0.06865504,-0.0017108081,-0.020026734,0.22362328,-0.1099624,-0.2073821,0.0033793298,0.11037284,0.17162496,-0.095591575,0.11244851
Prr7,0.07322693,0.027704373,-0.17817914,-0.23188329,0.038229436,-0.0411388,-0.12641653,0.26168007,0.0644946,0.16429977,0.0079514235
Dok3,-0.069181405,-0.016975224,-0.09659516,-0.08481168,-0.035936315,-0.03985708,0.09759468,-0.01881135,-0.043136843,-0.06384791,0.03566827
Fam193b,0.0044422913,0.06946057,-0.046678513,0.11447064,-0.018973064,-0.1131348,0.043239836,0.02257838,0.19183883,-0.07502951,-0.0062969425
B4galt7,0.13543595,0.029192384,0.09647146,0.011508377,-0.11531123,-0.029194161,-0.022142608,-0.057275895,0.093282625,-0.13717173,0.1209371
B230219D22Rik,-0.046168156,0.025038239,-0.09593748,0.077851854,0.061858445,0.048982058,-0.03922702,0.16694468,0.20725289,-0.18293838,-0.042532295
Tifab,-0.049370073,-0.037410706,-0.05137194,-0.05107061,-0.03958971,-0.028844034,0.07897634,-0.022854872,-0.02466373,-0.0498888,0.07036844
Tgfbi,-0.033270553,-0.039170995,-0.04075082,-0.059766162,-0.039341275,-0.048261095,0.07831902,-0.033972427,-0.034430716,-0.05893114,0.11339588
Smad5,0.021893483,-0.061105974,-0.051252466,0.11043058,0.032336306,-0.08874077,0.05235844,0.11493592,0.08961707,-0.101221845,-0.0028191463
Klhl3,-0.037500847,-0.069331795,-0.106578685,0.24484178,-0.044583865,-0.08136126,0.023568848,-0.0038272396,-0.1423374,0.12685625,0.06276607
Slc28a3,-0.020726852,-0.022975847,-0.05674922,-0.011803823,-0.006275442,-0.04514586,-0.0077106454,0.010096843,-0.052104473,-0.055038627,0.079890296
Golm1,0.12669453,0.09112758,0.28658113,-0.28606474,-0.039983246,0.13481891,-0.1287729,-0.24910918,-0.034458056,-0.2678168,0.12624127
Isca1,-0.009940196,0.0526421,0.09407631,-0.17003024,-0.027922397,0.07562866,-0.06635542,-0.036609117,-0.12298746,0.009522358,-0.02866057
Tut7,0.21589747,0.06315556,0.0545848,-0.2199406,-0.1981412,-0.04711013,-0.08192865,0.09138417,0.024506276,0.039166488,0.22620168
Dapk1,-0.05576084,-0.030163337,-0.06004558,0.060783032,-0.034827225,-0.026063353,0.03450941,-0.041569527,-0.051425993,0.0033271348,0.00554298
4930486L24Rik,-0.0006129377,-0.024017436,-0.07807266,-0.054550227,-0.03990815,0.018427072,-0.007160747,-0.044524413,-0.013363027,-0.055876028,-0.01036447
Ctla2a,1.1926823,-0.04784332,-0.044792604,-1.326881,-0.015503575,0.04205175,0.015412336,-0.03980505,0.29873726,-0.8803447,0.103954755
Gm49359,-0.018460741,-0.061931256,0.0048799664,0.10439176,-0.027142217,-0.009480982,0.068888254,0.10552883,0.039822727,0.07108965,0.05782177
Habp4,0.0037857417,0.02075299,0.021416085,-0.063830666,-0.00086435134,0.04087344,-0.01675165,-0.057679754,0.035144728,-0.030510643,0.009058614
Cdc14b,-0.06328804,-0.05117687,0.13861127,0.13913646,-0.094376005,0.045484655,-0.0128276395,-0.019284792,-0.04405075,-0.00047396845,0.018073387
Ctsl,-0.17446922,-0.1313429,-0.18039732,0.4274838,-0.08945867,-0.072857924,0.079003595,0.0044607944,-0.19959055,0.3553079,0.089825206
Cdk20,-0.04162066,-0.021225711,-0.07673149,0.024008373,0.010620676,-0.01030284,-0.019453257,-0.04233162,-0.028574308,-0.045580752,0.030178722
Zfp369,0.07259218,-0.083823875,-0.031825703,0.00811737,-0.029068662,-0.01851211,0.039574884,0.0051241755,0.030667013,0.036420304,-0.0012932944
Zfp712,-0.010819044,0.04090248,-0.03852495,0.0843565,0.008599416,-0.054705966,-0.027489912,-0.03436689,0.088735774,-0.0006488386,0.116130136
Gm28557,-0.0043710005,-0.03217362,-0.013037044,-0.040279254,-0.0061559277,-0.021226233,0.020931711,0.003320451,-0.0483043,0.06234942,-0.004447829
Zfp759,-0.0026122013,-0.029827457,-0.05514029,0.003842965,-0.04995115,-0.008806275,0.0039239274,0.06398103,0.04464675,0.0445688,-0.0019917695
Rsl1,-0.016212255,-0.02968296,0.00519981,0.052268922,-0.011109681,0.0008935109,-0.005296704,0.0658922,0.014633827,0.04784703,0.062064417
Zfp455,0.011947591,-0.04345015,-0.07351625,0.041416906,-0.038558625,-0.06392844,0.0012893063,-0.005212408,-0.003967307,-0.06986379,0.03139373
Zfp458,-0.041909475,0.039235063,0.019359335,0.008706406,-0.07024495,0.0027186892,-0.016179135,0.050726753,0.046634212,-0.016959483,0.085875235
Zfp595,0.01909311,0.02248889,-0.07313325,0.12382063,-0.028574718,-0.073294,-0.012774954,0.043064807,0.080760136,0.056579582,0.02837649
Zfp953,0.07715673,0.029734382,-0.055348713,0.07603795,-0.049852993,-0.014438798,0.0047755465,-0.07336166,0.020887967,-0.040003106,0.03835838
Zfp456,0.10842791,0.042764883,0.03753657,-0.07026714,-0.084780365,-0.025022121,-0.06501915,0.02588251,0.1345536,0.054567125,0.015793698
Zfp429,0.051964514,0.04803422,-0.021912662,-0.053287413,-0.06268076,0.017524695,-0.04011121,0.07880649,0.054754186,-0.028662542,0.08450199
Zfp874a,0.05527217,-0.049529105,0.029008118,0.053005863,-0.070669614,-0.05506244,0.0060991696,0.049239185,0.045291938,-0.058298226,0.067010574
Zfp874b,-0.005759017,-0.029062673,-0.0057579232,0.16194741,-0.05651907,-0.038136076,0.03433261,0.034097634,0.013798716,0.073429324,0.038481213
Zfp58,-0.007781186,0.0021392724,-0.059384603,0.038342964,-0.048898555,-0.019639319,0.012067612,0.093014106,0.07690915,0.052053493,0.0037894482
Zfp87,-0.029578963,0.07819732,0.029449256,0.019115519,-0.038572207,-0.027422253,-0.020172147,0.04210729,0.2480735,-0.06420143,0.04573126
Zfp729b,0.049640547,0.002539648,-0.025001436,0.067471504,-0.06404646,-0.011699477,-0.029596249,0.02908491,0.026581446,-0.10817554,0.06774785
Zfp729a,-0.021813812,0.04855628,0.008445901,0.08407735,-0.08352105,-0.024867237,-0.031298563,0.0039346307,0.03793067,-0.031205477,0.11072738
Zfp738,-0.02188739,-0.005512966,-0.0500555,0.18742158,-0.08296703,-0.026655097,-0.006924032,0.116607,0.10614142,-0.09709126,0.07488438
Zfp65,-0.05106795,-0.047347218,-0.00077717623,0.13543487,-0.034785725,-0.05663332,0.061468057,0.06338219,0.04716089,0.034816418,0.04017547
Zfp85,-0.00986118,-0.013488278,0.026793761,0.029426824,-0.03330955,-0.0037695908,0.026237147,0.010175816,0.07215276,-0.025787346,0.03689026
Zfp493,-0.054713253,-0.011136781,-0.08181307,0.07492364,-0.014287466,-0.0069774315,0.04353697,-0.07426968,-0.055539206,-0.020144967,-0.013054549
Zfp273,-0.05598484,0.010591839,-0.05194133,0.008720349,0.00050737837,0.005059633,0.012625599,-0.007888138,0.056336824,-0.00393096,0.006085769
Ice1,-0.011756973,-0.18649396,0.07630805,0.15182915,-0.082676835,-0.009802588,0.059594695,0.099068806,-0.07307029,0.1920781,0.06078627
Tert,-0.035956483,0.021727206,-0.03468734,-0.053473398,-0.022711735,-0.014744859,0.011382392,0.17266628,-0.026523076,-0.085391425,-0.033621866
Slc6a19,-0.14453919,-0.06406954,-0.1701769,0.5162995,-0.0758273,-0.09203797,0.037167728,-0.0970934,-0.12071884,0.3844209,0.12126756
Slc12a7,-0.07615647,-0.07806614,-0.1277869,0.6769641,-0.18559958,-0.17512727,0.013942073,-0.10464872,-0.19344048,0.32556638,0.21796833
Nkd2,-0.06335394,-0.037222836,-0.06812324,0.15575302,-0.006647223,-0.036149744,0.062882595,-0.05844186,-0.06958286,-0.07984253,-0.011920782
Zfp825,-0.058004122,0.14702988,0.063478895,0.049980998,-0.07931303,0.04237187,-0.07936545,-0.107689105,0.08237996,-0.07862566,0.023007136
Glrx,0.3199177,0.14976916,-0.2180185,-0.5714623,0.22793426,0.4284043,-0.17677405,-0.72053,0.39794132,-0.66367024,-0.07005858
Arsk,0.027456377,-0.044018626,0.020314015,0.10139447,-0.08274997,-0.030194717,0.05731881,0.08984228,0.003908704,0.033583477,0.031861674
Fam172a,0.07170544,0.05466656,0.058468986,0.12522793,-0.094396256,-0.129325,-0.035206977,0.049447447,0.18759789,0.018085757,0.04779323
Pou5f2,0.030658178,0.0011071899,0.011611158,0.08808522,-0.039441023,-0.13598044,0.03546871,-0.016967373,0.061430104,0.09449171,0.08143289
Arrdc3,0.059391197,0.0067579537,0.019065155,-0.055285547,-0.06863448,0.06112667,-0.07154838,-0.10455884,-0.07468961,-0.11350955,0.1304014
Lysmd3,0.04002825,-0.0020478058,0.07547372,-0.12579672,-0.11146113,0.24582028,-0.02854998,-0.1915217,-0.06901432,-0.06767783,0.04024454
Mblac2,0.00016099382,-0.04008472,0.11818305,0.12086021,-0.09098661,-0.037268706,0.04604709,-0.026961222,-0.03502793,0.029702261,0.071584955
Mef2c,-0.08873034,-0.024715984,-0.115606986,-0.1274714,-0.063778535,-0.054262776,0.07481913,-0.03605129,-0.08382911,-0.13363828,0.1427438
Tmem161b,0.06550151,-0.003516309,-0.0019031798,-0.022840759,-0.036259737,-0.051949024,0.08501022,0.06648186,-0.036494352,0.03542213,0.019906001
Rasa1,0.07193374,0.095374145,-0.00349587,-0.006352774,-0.12297621,-0.060404185,0.05680325,0.11378473,0.33533213,-0.13438147,0.08203551
Vcan,-0.030870238,-0.026369652,-0.037616163,-0.04806442,-0.012887468,-0.011346619,0.019522877,-0.046354163,-0.02462077,-0.047821805,0.038902607
Xrcc4,0.021099221,0.04455117,0.08110341,0.06294329,-0.13631101,-0.06336055,-0.041352622,0.10489419,-0.008527412,0.09270115,0.04670199
Atg10,0.055112217,0.027585773,-0.043456327,0.0010068517,-0.022795146,-0.033270527,-0.040170282,0.22490256,-0.06457166,0.0064778575,-0.060493298
Ssbp2,-0.25713667,-0.16364108,-0.4861522,1.2773945,-0.24326156,-0.2468803,0.12418586,-0.09953728,-0.21421498,0.92174685,0.22321323
Rasgrf2,-0.03389744,-0.04511786,-0.066582404,0.106092416,-0.04938738,-0.061148614,0.012879734,-0.045983322,-0.034723848,0.007952804,0.05706543
Msh3,0.0024292064,-0.059402525,-0.062051956,0.08728382,0.17269112,-0.108720616,0.05911505,0.090289526,0.1162629,-0.09230804,0.0093379775
Zfyve16,0.06709874,-0.017261581,0.101934426,-0.027907051,-0.06608408,-0.0639899,0.0053228037,0.05564936,0.09878683,-0.17284524,0.036616936
Serinc5,-0.03501559,0.044694044,0.030409751,-0.07013301,-0.01604186,-0.009780307,-0.029999886,-0.004865115,0.0091598835,-0.027188579,0.06410222
Mtx3,-0.0022996224,-0.07743186,-0.08154598,0.080955215,-0.03658287,-0.0016804113,0.027751993,0.13419823,-0.008144761,0.03880646,0.09918033
Cmya5,0.016617516,-0.017366594,-0.083453245,-0.059102155,-0.030895002,-0.04270124,0.038895413,0.041916925,-0.049857818,-0.07099213,0.072241925
Homer1,-0.0008677176,-0.08453818,0.04249252,0.014510478,-0.0457919,-0.050050706,0.04385679,-0.011756315,0.033656817,0.1575194,0.029663473
Jmy,0.08623932,-0.16867936,-0.055900294,0.21376787,-0.073273584,-0.15282091,0.073819324,0.095534526,-0.11079889,0.47129074,0.09733121
Arsb,-0.069640614,0.40367705,-0.19752334,-0.5552574,0.30079666,0.36308482,-0.42253792,-0.47757137,0.5205566,-0.55456483,0.004415769
Lhfpl2,-0.03139823,-0.012949107,0.0044170977,-0.02792131,-0.027958248,-0.023820316,0.00888193,-0.007535036,-0.04206247,-0.03923498,-0.022991674
Wdr41,0.07268462,-0.03927371,-0.05472883,0.108543396,-0.002124382,-0.046834826,0.023366157,-0.018878391,0.1035843,-0.014956405,-0.00071819004
F2rl1,-0.04566306,-0.05089196,-0.28517872,0.10620254,-0.1656336,-0.06854705,0.024594339,0.21357632,0.13521817,0.54772484,0.08582351
F2r,0.1011158,0.09870625,0.33945993,-0.4116584,-0.08536366,0.058113374,-0.11846868,-0.26634452,0.3552521,-0.23146035,0.091565855
Iqgap2,0.2473633,0.2859839,0.13917966,-0.13297863,0.04822793,-0.080781914,-0.16288985,-0.28421697,-0.29722127,-0.27019408,0.06314575
F2rl2,0.25895488,0.022504603,0.12142187,-0.26974493,-0.081120245,0.02634319,-0.041966923,-0.19374813,0.2710698,-0.229098,0.09370338
Polk,0.082118,-0.00989473,0.15419613,-0.20060809,-0.0060104444,-0.010265026,0.001762177,0.056819007,0.27181545,-0.28228027,0.09691214
Enc1,-0.042921945,0.001252961,0.027871592,0.25885716,-0.09485509,-0.08244817,0.04780172,-0.064253435,-0.020776927,0.08875379,0.0179268
Ankra2,-0.01629442,-0.021931509,0.0841212,-0.042009573,-0.034688786,0.11922977,-0.041355394,0.06309953,0.3038892,-0.24642774,0.055420965
Fcho2,0.34330308,-0.05569627,0.20757312,-0.26469108,-0.13861246,-0.042200286,0.029686414,-0.078324735,0.13552023,-0.23625363,0.227271
Map1b,-0.03446844,-0.005343406,-0.026427018,-0.01683293,-0.009961716,0.022142222,-0.015193524,0.042711545,-0.065905675,-0.04759792,-0.062084205
Bdp1,0.054750696,-0.048507024,0.0951253,-0.020379936,-0.042640842,-0.023745818,0.053725004,-0.037694875,0.0911741,-0.009032416,-0.014519716
Naip2,0.036197577,-0.041574873,0.021550525,-0.17710564,-0.053407114,0.0066394797,-0.05254585,0.06113859,0.21392646,-0.14927399,0.013689579
Naip5,-0.016953807,-0.018025555,-0.037635937,-0.0568954,-0.05761825,-0.035865106,0.050125435,0.027785864,-0.049480405,-0.016692288,0.027765263
Ccdc125,0.1659162,-0.08906457,-0.09557729,0.080454186,-0.07713829,-0.096341304,0.051165543,0.26973623,0.076062225,-0.13779628,0.07608635
Ccnb1,-0.32309803,1.3741958,-0.16592193,-0.21228477,-0.2200856,0.32995686,-0.56467265,-0.4772536,-0.34876147,-0.28527164,-0.14962842
Pik3r1,0.17624728,0.21601614,0.4186279,-0.30487883,-0.17488985,0.036390487,-0.1917507,-0.37713662,0.016271925,-0.496445,0.29369402
Cd180,-0.09191623,-0.0417365,-0.09959931,-0.09464976,-0.054379616,-0.0609876,0.06965331,-0.054070074,-0.0841433,-0.09390709,0.091184795
Mast4,0.12466459,-0.05246414,-0.07514368,0.0037740655,-0.0019614636,-0.12305849,-0.008453487,0.14685717,0.13630237,0.096975684,-0.024608457
Srek1,-0.022151407,-0.018032996,-0.09922917,0.0168938,0.10127445,-0.06493836,0.010420167,0.16386761,-0.009315386,0.08269945,-0.08251696
Erbin,0.08540769,-0.045056447,0.09961571,-0.15757614,-0.016241832,-0.044133965,-0.051245846,0.12317232,0.13699697,0.0018522089,0.13134897
Adamts6,-0.0122397095,-0.044331472,-0.07221471,0.09993112,-0.09613754,-0.09641888,-0.028305162,0.32902822,0.2413198,0.027136963,0.05917684
Srek1ip1,-0.02579665,-0.0054912767,0.044440236,-0.101857916,0.026340408,0.12633565,-0.019782731,0.09869347,0.25935182,-0.15988475,-0.0298276
Zswim6,0.09331559,0.050372753,0.15678203,-0.07812856,-0.07922732,-0.13437536,-0.061255805,-0.12919062,-0.090622924,0.17263359,0.18649709
Elovl7,0.027704269,-0.10280015,0.277019,0.039343886,-0.024328087,-0.11180591,0.05046467,-0.106230505,-0.13008964,0.05077478,0.06779208
Pde4d,0.29870725,0.04633972,0.13565361,-0.26054528,-0.11860112,-0.13209131,-0.060849525,-0.04721161,-0.21559432,0.17023318,0.09871813
Plk2,-0.078658305,-0.015829405,-0.0892954,-0.017459597,-0.0029831612,-0.037161242,0.05857422,-0.036994323,-0.08923219,0.13411255,0.010745576
Mier3,-0.0033221045,-0.010714156,-0.032063458,0.08736606,0.015012006,-0.051644687,0.07569943,-0.067427844,0.10880105,0.032230455,-0.024504188
Map3k1,-0.011808063,0.108008936,0.028617911,0.13111787,-0.11091792,-0.1359657,-0.019988572,0.10614139,0.08698884,-0.08094258,0.103499375
Il6st,-0.32155523,-0.059232056,-0.41866586,1.4850037,-0.19444273,-0.20288543,-0.020953793,0.10547404,-0.24195282,0.41137105,0.14129196
Slc38a9,0.06324326,0.04685351,0.01294649,0.07589687,-0.17603445,-0.028040906,-0.045241524,0.1462271,0.12271827,-0.059247635,0.08459156
Ccno,-0.068118855,0.01163419,0.044256885,0.06040968,-0.03319915,0.056874726,0.015424282,-0.103973895,-0.12426115,-0.037532408,0.024550002
