gene_name,0_A,0_C,0_N,10_A,10_C,1_A,1_C,2_A,2_C,2_N,3_A,3_C,3_N,4_A,4_C,5_A,5_C,6_A,6_C,6_N,7_A,7_C,8_A,8_C,9_A,9_N
Ifi35,0.31600025,1.0688853,-0.73127496,-0.5641011,0.5292675,-0.1185342,0.58065057,-1.373543,-1.1869719,1.4907764,-0.26552293,-0.7582413,-0.34468207,-0.8490833,-0.039828796,0.16917512,1.0077945,-0.9906125,0.18446535,-0.26882336,0.008591056,1.7632582,1.4040036,1.316852,-0.09874259,-0.20654652
Nbr1,-0.07075996,0.12321221,-0.4071394,0.48715907,0.26350737,-0.38502458,-0.420762,0.5343358,1.3511508,-0.38589633,0.018285053,3.1618423,0.07171298,-0.21851352,-0.35170302,0.5514982,-0.5047321,0.16429943,0.25801682,1.6284539,0.55559134,-0.04923057,0.48626405,-0.22957799,-0.020449242,-0.6006067
Arl4d,0.26113144,-0.39209828,-0.30557683,-0.13710989,0.31746703,0.38207656,0.5355409,0.64490265,-0.33020312,-0.26643392,-0.71843845,-0.20213903,-0.80975705,-0.035770014,0.37735552,-0.17523941,-0.0071265004,-0.36854374,-0.1988608,2.1755512,1.2607604,0.64730084,-0.8762421,0.27642715,-0.68339616,1.6678612
Rundc3a,-0.03007647,0.21857405,-0.1808787,-0.046644345,-0.49462098,-0.14948463,-0.2899235,0.047228806,-0.078188114,-0.11987294,-0.30943808,-0.038752377,-0.18770969,0.2398062,0.049972776,0.06174005,-0.16140002,0.036910478,0.36406484,-0.42010102,-0.33471712,0.18797396,-0.38175657,-0.15292521,0.018121298,-0.20480302
Grn,0.022340475,-0.29470924,-0.24367382,0.53821295,0.2523647,-0.38045362,-0.0810965,0.046289407,-0.2121978,-0.19358313,-0.24677153,-0.124358095,-0.3484353,0.018603884,-0.24385957,0.41143867,-0.29222476,0.9154241,-0.51990825,0.6743748,-0.0014004073,0.43135682,-0.6744932,0.046758596,-0.25483912,-0.33233652
Itga2b,-0.29763713,-0.3431592,-0.11906306,-0.28557885,-0.41447458,-0.1057384,-0.24774596,-0.07501426,0.041057654,-0.04714371,1.6771593,0.039578244,-0.046774365,-0.027583638,0.03739373,0.091978885,-0.10753883,0.08958576,1.330534,-0.20551123,0.06998935,-0.22709092,-0.17162812,-0.27384055,-0.04628386,-0.10404169
Gpatch8,0.4152585,-0.10255948,1.3429435,0.42691252,0.8472718,0.065583155,-0.08290544,0.11051589,-1.0515329,-0.69208646,-1.8742354,1.5251173,0.3154319,-0.3606461,-0.14041968,-0.4315292,-0.4277769,0.106678374,-0.25745565,-0.3218105,0.63069266,0.41757548,0.3126812,0.41847125,0.064155646,0.8391707
Hexim1,0.1389189,-0.87172765,-0.56008613,0.6337537,0.6487736,0.33835745,-0.3990703,0.056673862,-0.83035004,-0.5657548,-0.21858822,-0.5289489,-0.324004,-0.25832343,-0.9053092,-0.12347939,-0.40757167,-0.34632665,-0.28883967,0.11397695,0.2554012,-0.19386938,-1.1749319,-1.4845327,1.793039,-0.86330265
Map3k14,0.24042451,1.7128338,-0.3471792,0.45574474,-0.043098863,-0.1814181,-0.29145443,0.19614637,-0.3984635,-0.31554094,0.4693734,-0.24923535,0.716557,-0.52667475,-0.71926075,-0.88900155,-0.7385027,0.8846857,0.5763328,-0.26980796,-0.6052562,-0.23431733,0.7666292,-0.62486815,1.0306103,-0.47484645
Arhgap27,-0.17481606,-0.2734722,3.482428,-0.10967774,-0.22279143,-0.31355953,-0.18595715,0.44281992,-0.40114897,-0.30861148,0.11944647,-0.24841216,0.088802025,0.13971816,-0.025960756,0.14635794,0.24348037,0.61960286,0.01698396,0.40951556,0.11381367,-0.18272799,0.15742312,0.2412038,-0.07333051,-0.4923812
Plekhm1,0.46856576,1.7031424,-0.30491263,0.22392724,-0.3154076,-0.2871003,-0.197897,0.34273276,-0.32397416,5.022685,-0.70131326,-0.19897857,-0.044323362,-0.3869767,-0.1664791,0.32416353,0.52996063,-0.03982373,-0.040703684,-0.8647952,0.14506975,-0.33853966,0.52021974,-0.11178876,-0.33076432,-0.41972736
Mapt,-0.14332944,-0.50747573,-0.15315703,0.065654464,-0.034244955,-0.0916047,-0.31582507,-0.4393169,-0.026058128,7.8467593,0.48130238,-0.004255583,0.33786508,0.405554,-0.05499532,0.2525994,-0.035669725,0.13082097,0.3858983,1.3092328,-0.6671539,-0.0769781,-0.29581523,-0.5339273,0.23428456,-0.16224916
Kcnh6,-0.39058605,-0.40883476,-0.13383794,-0.22917788,-0.035624918,-0.046210304,-0.18365243,-0.18485825,0.012343286,-0.06452428,-0.16902837,0.020756291,-0.078776345,-0.12612976,-0.18099298,0.1674887,-0.036983304,-0.036917467,-0.109810896,-0.25726238,0.00094086374,-0.19023874,-0.22316246,-0.04012879,-0.01340435,-0.12854132
Map3k3,-0.27913734,-1.0820087,-0.35784546,0.4279663,0.07870793,-0.04994499,-0.16679138,-0.023789102,-0.4332354,-0.32790127,1.6339014,-0.26940462,0.3889077,0.4891188,0.35797912,-0.6553648,-0.8273155,0.21321538,-0.020445157,-0.22448932,0.23470351,-0.4043265,-0.1719835,-0.4720219,0.38788956,-0.51999277
Cd79b,-0.62136555,2.9925437,-0.30699563,0.103616506,-0.65132624,-0.32256055,-0.047602657,-1.3636019,2.9794304,-0.2679537,-0.16881965,-0.20920022,-0.02279918,0.33712232,0.2201837,0.7812573,0.6280677,-0.5799518,-1.0840634,-0.907066,-1.1156803,-0.49780625,-0.95021844,-0.8790018,-0.15728393,-0.45475784
Ern1,0.47204623,1.2382822,-0.2881381,-0.13537428,-0.33218983,0.06074009,-0.04119639,1.5240425,-0.29902115,-0.24588366,-0.41861847,-0.18119346,-0.872297,-0.1331101,0.53315747,-0.1150696,0.45378098,-0.3100338,-0.18046503,-0.82260394,0.041646358,0.19050042,1.5187689,0.4604851,-0.7764201,-0.40686646
Pecam1,-0.15997452,2.0342176,-0.5129143,0.53645986,1.2158977,-0.9250257,0.84876084,-2.1869252,-0.72515595,-0.51044375,-0.021781193,-0.4625206,1.5996091,-1.5015173,-0.26568773,-1.7983631,-0.39582992,-0.02548289,0.7155924,0.15160891,1.7860746,3.2163396,-0.017819881,0.84820145,0.66423434,0.49312043
Cep95,-0.03568849,-0.39862984,-0.30079392,-0.20264956,-0.5239021,0.1720016,-0.039657865,-0.24718036,-0.3259317,-0.26074058,-0.4825767,4.318623,0.37190756,-0.048729267,0.06475337,0.0067647663,-0.3208801,-0.078410916,0.8429547,0.8313466,0.65773255,-0.17706259,-0.89049643,-0.12940487,0.2488231,-0.43237817
Smurf2,-0.560903,-1.0301248,3.4151137,0.08457607,-0.8937842,0.31944007,0.04965846,0.074871056,1.8140208,4.134859,1.563941,-0.24157931,0.7559593,-0.26732287,-0.4379516,-0.46523446,-0.26620603,-0.1712253,0.5267543,-0.0074431594,-0.4691169,0.12253744,-0.15411445,-0.13350765,0.53130335,-0.4841948
Bptf,0.43642834,-1.2832648,-1.0735291,1.2978086,2.1216707,1.1292764,0.7607984,0.0039744237,0.14864802,-1.169363,0.9773347,1.3476138,1.1085653,-1.2545513,-1.4959027,-1.6458567,-1.1350725,-0.15099622,-0.698588,-0.8264971,-0.432406,-0.36773503,-1.1660415,-1.07539,0.5431385,0.07664305
Pitpnc1,0.16041045,1.3272731,-0.92518586,2.0093346,2.1186657,0.55053806,0.19420892,1.6314358,1.4833313,-0.99534976,0.49158418,-0.99029684,0.6270749,-0.6202492,-0.12972727,-2.145523,-1.5957584,-0.96083444,-1.0830461,1.235294,-0.835503,-1.4071027,0.06412241,0.28788722,0.002983892,0.40408832
Helz,0.33342102,0.082017064,1.5218043,-0.084635064,0.34989542,-0.17136133,0.052475035,0.29176223,-0.9307047,-0.6196672,-0.8234489,-0.5926672,0.27110273,-0.5184826,-0.7540603,-0.5045162,-0.38281518,0.1147622,0.663816,0.18106209,0.16049767,0.2842257,1.5885227,-0.20586903,0.3848515,-0.9610994
Prkca,0.9900835,-0.28408036,-0.6626242,-0.085104875,2.6146958,0.023973916,1.6317024,0.0031881852,-1.034399,1.7594639,-0.6619045,-0.6618096,-1.040757,-0.9374989,0.6944571,-1.387858,0.54909813,-0.90148133,0.101391554,-1.2470832,0.85338515,2.2173784,0.6257152,1.821395,-0.5316925,1.318446
Axin2,0.17924488,-0.99292666,-0.24835393,0.30976716,-0.84634644,0.042458557,-0.42266685,-0.5455502,-0.2152441,-0.19916917,-0.5328576,-0.12748499,1.0168099,0.04456973,-0.3590208,0.0502346,-0.19249396,0.3312255,0.031699423,-0.66926634,-0.13458665,-0.46117267,-0.65356666,-0.6565893,0.58404326,-0.3282678
Gna13,0.818499,1.4599843,1.1108782,0.50970644,1.3558766,0.34696805,0.42358232,-0.31963733,-1.2202835,-0.7842317,1.1809036,-0.77924716,-0.96580094,-0.4234529,-0.009481331,0.018070703,0.42339262,-1.3500156,0.17121738,-0.48340544,0.49912146,0.31744736,-0.5847923,-1.045225,0.17780586,-0.26654428
Amz2,-0.46813425,-0.21198797,-0.33835393,-0.44346142,-0.43076566,0.11075891,-0.32207146,-0.3988702,-0.40525997,-0.30484033,1.0180466,-0.24921656,0.42072645,0.38479948,0.031949837,0.7466596,0.15419485,-0.26756436,0.65613043,2.302707,0.30061,0.037169278,-1.0604955,-1.053007,0.19042106,1.3192382
Slc16a6,1.3045713,0.7449916,-0.44130832,-0.20590194,-0.10456927,0.06847847,-0.3956095,0.18742394,-0.6072926,-0.42592576,-1.1721188,-0.38128337,-0.05861353,0.33210647,-0.2723936,0.21448809,-0.010500631,0.6526395,-0.17886572,-1.3820449,-1.8259336,-1.0731652,-0.9397553,0.32988918,-0.5664672,-0.681564
Arsg,-0.38658455,-0.36379638,-0.12500261,-0.014529074,-0.39505535,-0.12996174,-0.011866317,-0.1718749,0.029900698,-0.054135915,-0.14096306,0.032192815,0.10732979,0.14625575,-0.11225279,0.28678364,0.059821732,0.21967831,-0.046479184,-0.22547862,0.0684996,-0.251099,-0.18996613,-0.30720186,-0.17821363,-0.11313517
Map2k6,0.30906016,-0.48918062,-0.21746191,0.010823363,-0.5362719,-0.03789706,-0.7546653,0.6967056,-0.15567929,-0.16282278,-0.063334435,-0.088352636,0.019605339,0.4323636,-0.17366692,-0.05102604,-0.25914744,0.1940345,0.0029644438,0.7391905,-0.34676757,-0.6200596,-0.54872596,-0.15404178,-0.0549368,-0.27796683
Cdc42ep4,-0.5448594,-0.37687725,-0.12114019,-0.05506803,-0.56781876,0.0060284454,0.046512548,-0.09545825,0.03537988,-0.049565315,-0.13541155,0.036163084,-0.16852632,0.005129065,0.1683019,0.052912135,-0.17060807,0.40152758,0.3050005,-0.21634084,0.039174497,-0.27851132,-0.18897775,-0.08321565,-0.16889575,-0.11069478
Ttyh2,-0.084489465,-0.42004365,-0.1349152,-0.29632112,-0.49440974,0.093679205,-0.13402383,0.07570969,0.009819371,-0.0657858,-0.17362234,0.01918228,-0.26556253,0.064942725,0.1930603,0.18930039,0.22160244,0.026856918,0.2975265,-0.2619676,-0.5364863,-0.09679917,-0.22956952,0.18293607,-0.12559152,-0.13116905
Cd300a,-0.35885066,-0.3496507,-0.11443747,0.2660259,0.5006012,-0.31490892,-0.30109403,-0.20761327,0.048234265,-0.041678224,-0.115543224,0.044621132,-0.13792057,-0.030848986,-0.123104185,0.064259775,-0.12801225,0.90972173,0.7878788,-0.19323629,-0.43967807,-0.14880434,-0.16665849,-0.21151577,-0.13693129,-0.09991685
Cd300ld,-0.27993098,-0.27529076,-0.108776964,-0.07237071,-0.25396034,-0.19018209,-0.24087363,-0.15534084,0.06253241,-0.035063352,-0.08823458,0.053377442,-0.13992336,0.4249518,0.02756386,0.04878311,0.009287348,0.53093266,0.102327764,-0.16626813,0.12714063,-0.25271767,-0.1266112,-0.300599,0.010923148,-0.08408308
Cd300c2,-0.29250267,-0.33021572,-0.113715105,0.10675871,0.59942704,-0.30332747,-0.15430725,-0.19890863,0.05072546,-0.040842935,-0.1100195,0.04605096,-0.16805294,-0.023341099,-0.0805723,0.12948938,-0.090872124,0.5255056,0.8811242,-0.1883511,-0.40580177,-0.21474442,-0.15744345,-0.13623926,-0.12826632,-0.09659285
Rab37,0.6764885,-0.49071318,2.3236601,1.0504335,-0.15398924,-0.23718818,-0.5784789,-0.5548111,-0.6466928,-0.46476084,0.5142126,-0.41163555,0.7092071,-1.0303822,-1.0289168,-0.5934356,-0.8047692,0.34255302,-0.3184645,-0.116566375,2.211312,2.6728165,0.7673018,-1.4721738,-0.3900717,3.3249538
Cd300lf,-0.40459636,-0.34408277,-0.120912075,0.5638095,0.6896413,-0.29072642,-0.3340514,-0.24887137,0.037953086,-0.049325343,-0.12820281,0.037451893,-0.19850643,0.09889083,-0.08309432,-0.086223334,0.008667574,0.47898048,0.958295,-0.21092871,-0.42028755,-0.225681,-0.17506668,-0.056747895,-0.15772635,-0.10615164
Hid1,0.3891828,-0.6972438,-0.40847188,1.1361916,0.06870098,0.33186838,-0.5705271,2.2780843,1.4002166,-0.38767388,1.6366146,-0.3262359,-0.0972642,-0.39756593,-0.8061674,0.14876422,-0.7376104,0.35737574,-0.3143281,-1.2059519,-1.0097167,-1.3178134,0.54966325,-0.10999024,-0.29372135,1.4632794
Cdr2l,-0.4883587,-0.33789638,-0.1165645,-0.15095536,-0.44329998,-0.2320007,-0.16924016,-0.21913765,0.045521863,-0.044199307,-0.1176676,0.042577647,-0.00011837807,0.367011,-0.086703554,0.044576705,-0.10129937,0.019876719,-0.08197876,-0.1976079,-0.41547307,-0.342103,-0.16532476,-0.37552035,0.17339432,-0.1006644
Kctd2,0.5772098,0.3314617,-0.50574714,0.4059795,0.71950465,0.053033225,0.07279957,1.2173802,2.281591,-0.5019311,1.6876101,-0.45626038,-0.060431756,-0.02745696,-0.6935029,-0.01681787,0.10463355,-0.34318906,0.5285817,-1.0802711,-0.14092624,-0.50964004,-0.9802826,0.5176158,-1.1963893,-0.75874
Slc16a5,-1.1198351,-0.5687053,-0.1914607,0.07253792,-0.02065401,-0.40507486,-0.46075666,-0.75677,-0.093192525,-0.13239525,3.328956,-0.049626507,2.2539034,-0.16389497,-0.31563735,-0.36288384,-0.4324343,0.40281665,0.22794287,-0.44512063,-0.72165644,-0.59700686,-0.38442063,-0.77070624,0.08152911,4.466764
Armc7,2.6698153,0.6007425,-0.52184135,0.98901975,-0.21619017,0.23831484,-0.830702,-0.4541493,-0.7534626,-0.5207993,-1.3855249,-0.4790283,-0.5048122,0.75375676,-0.4258622,1.512431,0.6362336,-0.7882911,-1.2199539,1.4634416,-1.3573837,-1.4152269,-0.4173016,-0.16101803,-0.95052737,1.0938102
Gga3,-0.14417133,-0.13365465,-0.28102034,-0.013873711,-0.41272599,-0.027962383,-0.12976907,0.0519914,-0.28105012,-0.23756571,1.4842626,-0.17018668,0.40814173,0.03754582,-0.31148976,-0.28844517,-0.24006066,0.28690898,1.6867539,1.7166885,0.045718465,-0.43546477,-0.7817936,-0.23485829,0.33999225,2.0554798
Unk,-0.5033893,-0.19763362,-0.27511,0.083523944,0.80989367,0.06637241,0.027963486,-0.075803354,-0.2728213,-0.23056968,-0.6313307,-0.16418421,0.48454916,0.23372105,0.1953485,-0.5336764,-0.13174416,0.4628795,-0.19320332,0.621424,-0.7248467,-0.087137595,-0.78123873,0.29863954,-0.19194113,2.5562096
Trim65,0.006463572,-1.1267215,-0.28134096,-0.26234403,-0.41975096,0.008692401,-0.40658456,0.1994092,-0.2784928,-0.23798521,-0.6305976,-0.16910452,0.6360579,-0.08600832,-0.42181793,0.07358196,-0.041244168,0.62299967,0.18152857,2.0663486,-0.6585161,-0.42902395,1.3039018,0.24205887,-0.42838794,-0.38128462
Fbf1,-0.19750895,-0.6487602,-0.1769182,-0.22029097,-0.03786061,-0.107568875,-0.48748073,-0.21020809,-0.074627094,-0.115158886,-0.31003827,-0.0356455,0.10268345,-0.03608664,0.18051177,0.18179575,-0.0011012293,0.092022344,0.28441417,-0.41518706,0.6323755,0.22801213,-0.39341158,-0.0921649,0.39872697,-0.20632365
Acox1,0.43905917,-0.22884804,4.2550216,-0.08651102,0.0025255377,-0.021780461,-0.5003775,0.50879586,-0.31445488,-0.2591851,-0.6882712,-0.19250582,-0.23291606,0.016605752,-0.50448537,0.21810296,-0.3202012,0.32020286,-0.113373175,-0.16964208,-0.29780427,-0.2072199,-0.8318733,0.11203543,-0.10975869,2.4315374
Ubald2,0.86739063,1.1076388,-1.0448856,-0.47426432,0.61541307,2.4793236,2.804653,0.063384674,4.1215854,0.61770964,-1.5960807,-1.1749306,-2.605239,-0.29217857,0.68768525,-0.19266884,0.8089815,-2.900198,-2.8162453,-0.39015782,0.41556484,1.1771485,-1.789611,-2.8500495,0.16317573,-0.58528644
Mxra7,-0.40802494,-0.34309638,-0.11228971,0.09911848,-0.57844794,0.14913505,-0.3220382,0.34583133,0.05220778,-0.03914902,-0.109621614,0.04726319,-0.16451104,0.012677849,-0.11669016,0.38807258,0.07926499,-0.09935974,-0.20271938,-0.18614785,-0.4310136,-0.35748032,-0.16040218,-0.36906543,-0.12737535,-0.09674765
Tnrc6c,1.0550016,0.936948,-0.8621796,1.817961,1.0151973,0.37323773,-0.14981051,0.27381352,-1.4099467,2.0633452,-0.8028403,1.0286343,1.3790548,-1.1441404,-1.6860493,-2.0197072,-1.8282788,0.9401735,0.13898233,1.9878547,0.117311746,-0.92988354,0.14230414,0.0022939278,0.29250687,-0.24122353
Tmc6,0.97916216,1.2419424,-0.5355897,0.27143955,0.31608886,-0.058973514,-0.14118227,-0.17895184,0.600727,2.266218,-0.5437704,-0.50218296,0.04137586,-0.026941093,0.1023531,-0.42095238,0.41468918,-0.5675815,0.57462704,-0.2013729,-0.467592,0.1750311,0.8858258,0.64804995,-0.382939,0.38475037
Tmc8,0.26054108,0.36228067,-0.35084727,0.4266294,0.4425625,0.6306254,0.22305407,0.35166007,-0.42136654,-0.31964582,-0.044367354,-0.26130116,-0.21418893,-0.0104736015,-0.66148037,0.23423856,0.13951421,-0.354589,-0.46314812,1.3826727,-0.49908087,-0.5938978,-0.3698192,-0.03143157,-0.475375,-0.5117749
Tk1,-2.5409358,-2.4130676,-0.26368934,-4.9871283,-3.2730932,2.326046,3.447631,-1.3972311,-0.39058858,-0.21527103,-0.22813183,-0.21523237,-1.0415152,5.5325737,6.5064883,0.72277844,0.34097326,-2.2839475,-0.34065145,-0.42315355,-2.5819323,-2.1471043,0.5196553,-0.762056,-1.3248906,-0.63829696
Birc5,-3.9873168,-3.264012,-0.42893755,-4.3842425,-2.914498,6.815893,6.325968,-2.276257,-0.7431971,-0.40924335,-0.8428112,-0.44048712,-1.6414257,2.506961,1.7500042,6.285005,5.8473697,-5.0249524,-3.884481,-1.2759873,-2.8676276,-3.0122433,-2.1729524,-2.8236248,-1.9523026,-0.37747315
Tha1,-0.5748125,-0.86111283,-0.23521872,0.20369855,-0.27353904,-0.32580727,-0.25765535,-0.9659892,-0.18479544,-0.18378298,1.1175783,-0.108445525,1.245543,-0.21043363,-0.22555482,-0.12756066,-0.11357145,0.00101122,-0.009511624,1.9645141,0.16817094,0.03765981,-0.5774491,-0.5816287,0.90657216,-0.29686436
Socs3,-0.7402688,0.37370694,-0.5227524,-0.026226845,1.2472064,-0.6679185,0.67186475,-2.564146,-0.76038694,-0.52180237,-0.56009984,1.823886,1.4932201,-0.73935103,-0.36493868,-1.5349298,0.015297716,-0.6036255,-0.16870572,0.34204808,3.1746957,2.2829282,0.4080969,-1.25692,2.0785751,-0.80646753
Pgs1,0.37303022,1.4707452,-0.52217346,0.008119719,0.15657939,-0.11369979,-0.67302245,-1.8468504,-0.76188594,-0.5210863,1.5193591,-0.4830967,0.54342985,-0.6415077,-0.2870476,0.40102616,-0.17536122,0.16121568,0.09194599,1.6804718,0.9660248,0.97653323,0.24297415,-0.39227563,0.8574517,-0.8106389
Dnah17,-0.20732476,-0.36422816,-0.12392388,0.09300493,-0.42383957,-0.15526658,-0.31194195,-0.21881992,0.031646878,-0.05286227,-0.13875219,0.033402856,0.0030883614,0.035451923,-0.11775681,0.095455796,0.05692412,0.16898611,0.44355682,-0.22245888,-0.45212182,-0.25345826,-0.18836059,-0.41755214,0.24448702,-0.11203141
Cyth1,0.159104,-1.852471,-0.63085496,1.2329609,0.8291231,-0.09829407,-0.18002926,0.6336721,-0.9575392,-0.6491421,-0.79104275,1.7996926,0.6535205,-0.8733639,-1.2377353,-0.059553154,-1.0098488,0.2305216,0.08078406,-0.06097605,0.89381933,-0.37403926,-0.6479428,-0.6664985,1.2255676,0.41945177
Usp36,0.14071469,-0.1928715,-0.43658563,0.40471435,-0.17310824,-0.8401713,-0.5035348,0.22389065,-0.5909754,-0.42046526,-0.9724182,-0.3719212,0.20115525,0.15193537,-0.16148274,0.4791488,0.6807596,0.6257908,0.39461362,0.13583763,0.6393459,-0.061895244,-1.3711421,-0.8166995,0.9900692,-0.659773
Timp2,-2.1182153,-0.85963035,-0.36021575,0.29582137,0.70549446,-0.85345054,0.3483349,-0.82386374,-0.4275901,-0.3308261,-0.85776955,-0.2676194,1.6630558,-0.58946514,0.40050548,-1.0208939,1.0926943,0.064399466,0.34208712,-0.4759508,-0.5091669,1.1650718,-1.0126232,1.6905072,1.3914807,-0.50387603
Lgals3bp,2.389967,1.7209827,-0.7344572,-0.49461848,0.3647912,-0.44643876,0.8473362,-1.3616638,2.179762,-0.7705511,0.65888655,1.225519,-1.5529507,-0.6287438,0.23166788,0.10860862,1.3202912,-1.174319,-0.42313704,-0.8493044,1.616342,2.34107,0.038532365,2.6635115,-1.3660576,0.8774073
Cbx4,-0.08190209,0.7937821,-0.583207,-0.058913946,0.4086579,0.06550801,0.14270084,-0.34248167,-0.89808285,-0.5926495,0.58982986,-0.5690879,0.7313145,0.43134502,0.11429326,-0.94384927,-1.0974661,-0.16641036,-0.66211915,-1.5058407,-1.0054897,-0.09344156,1.8632412,-0.2557375,0.3944112,1.5373398
Tbc1d16,-0.239253,-0.39112332,-0.12597264,-0.2415189,-0.11555495,-0.26986343,-0.3156661,-0.23773225,0.026473058,-0.05525647,-0.14863245,0.03023418,0.20756066,-0.006095883,0.022686115,0.13478595,-0.053215254,0.49681252,-0.17896624,1.3965371,0.0208001,-0.4135938,-0.20284757,-0.3335935,-0.08545554,-0.117759824
Sgsh,0.53151274,-1.0374081,-0.26755354,0.04498486,0.100193866,-0.3252836,-0.35968915,0.24544397,-0.24981922,-0.2217913,3.0804672,-0.15066023,0.19316798,-0.23196536,0.08259697,0.11720161,0.14831375,0.08641993,-0.024127385,-0.7305843,0.34557632,0.12829638,0.7716129,-0.472986,-0.09954168,2.4233909
Slc26a11,0.33899343,2.4254088,-0.2317483,0.51517,-0.075519264,-0.4240135,-0.65676063,0.065780744,-0.17936596,-0.179683,-0.47130188,-0.10464088,0.17261642,-0.14812723,-0.16882895,-0.04848264,0.072218604,0.51657623,0.4052191,-0.60329294,0.5696556,0.50319105,-0.57344294,0.2192267,-0.1243226,-0.29368147
Rnf213,1.2776951,1.4224617,-0.6316213,0.3903987,1.356405,-0.7931969,0.345538,-1.7707767,0.13350219,-0.64998716,2.4615006,2.3795118,0.3146667,-1.9480604,-0.43580157,-1.4236162,-0.78900003,0.03618298,0.5470759,-1.508421,2.2337224,3.328605,-0.49952075,1.3243648,0.8291885,-0.0046797893
Endov,-0.34063405,0.27204794,4.898428,0.02249341,-0.02027754,0.1189611,-0.122814685,0.048323967,-0.24052939,-0.2110264,-0.28553763,-0.14301804,0.36697504,-0.17860147,0.24679196,0.34181923,0.34400627,0.33144075,0.1047683,0.025269352,0.6174056,0.25228932,-0.7232642,-0.5483668,-0.017166719,-0.355985
Rptor,0.85648125,2.3632684,-0.38668492,0.48440287,0.19180085,-0.17981505,-0.71823204,1.1308192,-0.48527196,-0.3618803,-0.3120319,-0.30426347,-0.3132505,-0.18629359,-0.40200797,-0.40916947,-0.6172352,0.6511019,-0.64843065,-0.15974316,0.23567933,-0.4371988,-0.55938464,-0.62315214,0.3252834,1.1778638
Tepsin,0.053122636,-0.89688414,-0.22189881,0.15695913,0.42914444,0.24444216,0.055359762,-0.26256892,-0.1652741,-0.16802923,1.7546626,-0.09446036,0.06692653,-0.29613078,-0.46563303,-0.0526798,0.5670051,0.12332995,0.59872615,0.3993204,1.3141756,-0.08069033,-0.5701865,-0.019860553,0.64165795,-0.2872246
Actg1,1.4302335,2.2898164,0.8057439,-3.6333897,-1.7755957,1.8064888,1.6244832,-0.6114003,2.062703,-2.5168273,-2.2450788,-1.8054285,-4.5354614,1.2338141,2.1778095,4.514001,5.2979608,-2.3011558,-1.303887,-2.1984687,0.85592484,0.5902036,2.9356718,1.4261297,-4.3363953,-0.65006804
Ccdc137,-0.56639296,-0.88859767,-0.20905855,-0.33250043,0.30731344,-0.23488075,-0.42394587,0.15180153,-0.14358938,-0.15288095,-0.42771125,-0.079635434,0.323018,-0.3583024,0.2000333,0.18516175,1.0347866,0.7293127,0.37661916,-0.5418392,-0.21827622,-0.07968989,-0.54553485,-0.17885014,-0.08575683,-0.27232686
Alyref,-2.270597,-2.7798574,1.4030358,-4.8689113,-4.6481233,2.8930383,2.3730154,-1.5723504,1.902954,-0.8637866,-0.53209716,-0.9368371,-1.7092997,4.7498517,4.3620186,3.2499888,3.414319,-1.4958389,-0.6594677,-0.49887767,-2.3030415,-2.4724097,-0.26322806,-0.49594423,-1.9344517,-1.6313456
Lrrc45,-0.35896102,1.068162,-0.2625901,0.20057476,-0.37128437,0.1390755,-0.3259181,0.5158835,-0.2516268,-0.21579997,-0.11509948,-0.1497053,0.18597054,-0.11676578,-0.087545566,-0.032242153,-0.49836764,0.47435603,0.83295184,-0.7380071,-0.67216617,-0.17447183,0.55472094,-0.30591288,0.30947715,-0.36891663
Rac3,-0.55370647,-0.43337697,-0.13324383,-0.291062,0.33270785,0.08757347,-0.36926,0.35320574,0.011676136,-0.06380114,-0.17279293,0.020659316,-0.22496173,0.03748989,0.013368636,-0.18746825,0.13495393,0.2606727,-0.2601865,-0.2591272,-0.5628681,-0.08813329,-0.23230833,-0.5021547,-0.12401886,-0.13111858
Dcxr,0.4224251,1.8182801,-0.24029662,-0.051519595,-0.37821093,-0.26311955,-0.1975229,1.2804203,-0.19778378,-0.18971491,0.30745783,-0.11637645,-0.68645006,-0.014024544,0.0010433827,-0.14629751,-0.14317398,0.09154225,0.14407556,-0.6371431,-0.41903317,0.39865336,1.4741561,0.24725756,-0.66686493,-0.31138486
Slc16a3,-0.28364256,-0.3401294,-0.17028043,-0.8851538,-1.9870666,0.14974917,-0.044060208,0.037623663,3.342074,-0.10692187,-0.3882929,-0.042274907,-0.36997,0.7477235,0.65881693,1.3344064,0.8834559,0.2979159,-1.1415906,-0.46165228,-0.21145935,-0.28946438,0.19284606,0.016320249,-0.5242984,-0.25825804
Cd7,-0.19009846,0.8136997,-0.56164366,1.7787211,0.16718346,0.094291426,-0.67628175,-2.301504,-0.82090783,-0.567753,0.91918725,1.5617223,0.68678725,-0.42467287,-0.783326,0.04290056,0.050983474,-0.5876818,-0.83041483,5.728366,1.7537464,0.8768713,1.3156374,-0.8467331,0.7887683,1.955899
Narf,0.69236296,1.419209,-0.332308,0.33381996,0.96479356,-0.3070998,-0.5368653,0.4135267,4.579305,-0.2979045,-0.3938616,-0.23530951,-0.11146724,-0.5850175,-0.16047421,-0.09936802,-0.39324817,0.3763974,-0.44196388,-0.320567,0.6104985,1.1012768,0.7723158,0.075192735,-0.61778605,-0.4711272
