gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Mrtfb,-0.022072755,-0.77200353,-0.14633697,0.48265135,0.45135984,0.17966086,-0.06526541
Bfar,-0.048787855,0.15506665,-0.39803606,-0.29841495,-0.11209858,0.2106095,0.34798038
3110001I22Rik,-0.3925448,0.096856415,-0.052603517,0.31974068,-0.10023699,0.060790464,-0.09911671
AC154607.1,0.24234626,0.12322219,-0.41735852,-0.41857803,-0.073572606,-0.29813507,-0.0014578168
Mpv17l,-0.09265709,0.12532143,-0.10036556,-0.0022738394,0.1418497,-0.25086623,-0.014591598
Marf1,-0.017712254,-0.63834876,0.23231275,-0.011780896,-0.29550934,0.69363505,0.57696766
Mcm4,3.3840916,0.5556055,-1.3295928,-2.0485392,1.2216272,-0.321168,-0.99619955
Prkdc,-0.14266646,-0.8275467,-0.038999554,-0.029368462,0.26860583,-0.12651606,0.1291699
Cebpd,0.4544727,0.2693723,-0.19186057,-0.10755268,-0.2890287,-0.19203626,-0.26462868
Spidr,-0.03934044,-0.14552079,0.3048364,-0.09394315,-0.13567178,0.28071964,-0.06402995
Fgd4,0.09754815,-0.07663644,-0.22009759,-0.23881187,-0.17982706,-0.32922873,-0.10113302
Vpreb1,0.36514577,0.30764768,-0.07721863,-0.47736332,0.27742964,-0.39646405,-0.26637492
Top3b,-0.20255181,-0.11242845,-0.01508512,0.060844075,-0.021742726,0.033289816,0.43124357
Ypel1,-0.06334399,-0.5134081,0.34709516,0.15454604,-0.27295193,1.160885,-0.39010644
Sdf2l1,4.3659,1.6518179,-1.9162757,-1.8004348,2.1541114,-1.0673985,-1.7929578
Hic2,0.0641067,-0.1428937,-0.27714473,-0.36374503,-0.013248052,-0.16088757,0.14635983
Tmem191c,0.27755725,-1.2412673,0.68782634,0.9974762,-0.34624356,0.63586015,-0.029317439
Klhl22,0.23693323,0.0061458545,0.14202847,-0.5409932,-0.3028755,-0.56489563,0.47883508
Ranbp1,3.755314,0.42903492,-2.0422134,-2.1076803,1.2345669,-0.26119357,-0.22898613
Iglc1,-0.014655822,-0.39622357,-0.3899606,-0.5998391,-0.10588315,-0.25335488,-0.21845989
Iglc3,0.047310967,-0.63534933,-0.73155695,-0.90019643,-0.4349383,-0.32540187,-0.33761963
Iglv1,0.006208797,-0.12116692,-0.114618756,-0.08185783,-0.055957682,-0.3054939,-0.061245028
Iglc2,0.20254514,-0.46904024,-0.729369,-1.003973,-0.40028927,-0.4424609,-0.388529
B3gnt5,0.14381397,-0.7066269,0.4371412,0.7463022,-0.02242275,0.60299975,-0.48189446
Klhl6,0.04124332,1.9167553,0.1707357,1.0164341,-0.25662744,-1.2806709,-0.8350676
Klhl24,-1.1391889,0.91624314,-0.72520757,0.44495714,-0.31636596,-0.17293759,0.28738055
Yeats2,0.5713913,-0.10356049,-0.23471144,0.047530953,-0.51044166,-0.30373952,0.69232285
Abcc5,0.24152945,-0.28866318,-0.16579771,0.09227457,-0.5589916,0.041832056,0.9412621
Dvl3,0.40553048,-0.50985914,0.3566852,0.16583137,-0.48610154,0.4215217,0.09061815
Clcn2,0.24969359,-0.18820935,-0.39346427,-0.02527929,-0.10541653,-0.3608067,0.077149406
Vps8,-0.16978869,-0.5084275,0.35669327,0.12521626,-0.02499978,0.36335117,0.023266962
2510009E07Rik,0.31054765,-0.26902747,-0.5773761,-0.69497013,-0.23603836,-0.5496796,0.5519421
Ehhadh,0.57907176,-0.20453046,-0.42622626,-0.03700333,-0.0496025,-0.3220296,-0.004985521
Map3k13,0.28687328,0.13150975,-0.2729965,-0.120685615,0.043290902,-0.17262706,-0.112576455
Senp2,-0.8293759,0.6384884,-0.029733235,0.1634109,0.29217458,-0.63162374,-0.26790836
Igf2bp2,0.76536626,1.058302,-0.34036022,-0.074639656,-0.46151346,-0.6949818,-0.03955841
Tbccd1,0.17348044,0.09140359,-0.4236536,0.010010857,-0.060630083,0.41719386,0.29066893
Eif4a2,-0.53495044,1.4424888,-0.018570442,0.36857754,-0.7575266,-2.9190922,1.1834776
St6gal1,-0.19024803,0.026512228,-1.5135763,-1.8392036,-0.962809,-1.0154942,3.2659566
Rtp4,-2.4131231,-0.064699,-0.9263314,-1.1972564,1.8523659,3.7236247,-0.54253435
Bcl6,-0.5701044,-0.10442917,-0.616595,-0.6029131,0.49303335,-0.18934312,0.4493554
Lpp,-1.2931466,0.020192588,0.9698468,1.0818101,-1.036303,0.093983546,0.12054121
Hes1,1.3380297,-0.8970524,0.24532104,-0.023177285,-0.5559501,-0.3722645,-0.26041633
Fam43a,0.20720091,-0.20695037,-0.5049571,-0.6978403,0.06410154,-0.12524946,-0.32137716
Nrros,-0.020289123,-0.2240638,0.18140972,-0.7264065,-0.64700437,0.20178887,0.7480847
Ubxn7,-0.27982172,-0.5046132,0.5163516,0.2267306,-0.15469432,-0.18672828,0.2908336
Pcyt1a,0.40401745,0.426414,-0.049685817,0.38290146,-0.14689103,-0.21669868,-0.72539663
Tnk2,-0.16944069,-0.23918386,0.87644684,0.32936585,-0.6432888,0.6108011,0.10430134
Rubcn,-0.21809569,-0.08156968,0.0061398065,-0.7063887,0.066083476,0.040866263,0.17536019
Lrch3,-0.931965,-0.8810081,0.8382855,0.32911205,0.58407336,-0.026718937,0.23986183
Lmln,0.75126445,0.0415191,-0.28144875,-0.352629,-0.22553053,-0.10224958,-0.041071903
Osbpl11,0.16237715,0.45401314,0.1768973,-0.29750958,-0.28730887,0.16035618,0.08737631
Zfp148,-0.70784736,0.3201136,0.37513107,-0.116898715,-0.27766004,0.00644267,0.18625854
Heg1,-0.016539602,-0.4466651,-0.09174104,-0.5832654,0.28256541,1.5838518,-0.056111623
Slc49a4,0.016302727,0.6165647,-0.7332215,-0.678654,-0.9404294,-0.94228065,1.8344887
Hspbap1,0.16376463,0.061145175,-0.6355435,-0.3900628,-0.36689392,0.2913881,1.0216342
Parp14,-1.3156533,-1.0434613,0.29163665,-0.006922071,0.29725158,2.220363,0.09872078
Dtx3l,-0.9592997,0.447901,-0.22924328,-0.27130273,0.34323516,1.1945194,-0.045904845
Parp9,-0.87830687,-0.73342615,-0.55656683,-0.44953045,1.6233299,1.8029282,-0.022533666
Kpna1,-0.6968204,-0.025121825,0.7685842,0.77897626,0.99929625,-1.5524693,-1.2191473
Stfa2l1,0.36158088,0.04226836,-0.21226056,-0.20343266,-0.05141453,-0.29608998,-0.08535818
Cstdc4,0.20532526,-0.044418626,-0.14587514,-0.043985177,-0.040697034,-0.1855489,-0.050413862
Cd86,-0.8543994,1.6263139,-0.6495581,0.99426305,-1.2519065,1.0078278,-0.6559598
Ildr1,-0.8671699,-0.59662956,-0.11210243,1.0818192,-0.2680701,2.6435585,-0.6819614
Slc15a2,-0.69932055,1.0524304,-1.7406871,0.7077546,-1.1737423,-1.340582,2.107937
Eaf2,0.10959176,-0.16221637,-0.15214527,-0.29073003,0.40792713,0.028014757,-0.1582419
Iqcb1,-0.11298239,0.3813464,-0.47266603,0.18019125,0.55649954,-0.18658118,0.094914876
Golgb1,0.17367677,0.39529404,0.2893453,-0.17897369,-0.53762865,-0.36534023,0.39852318
Gsk3b,-0.11740909,0.09461562,1.3586196,1.1578349,0.45724314,-0.9160072,-0.4939652
Popdc2,0.04038666,-1.9406043,0.8829921,0.9288774,1.3164879,1.1085672,-1.0387363
Cd80,-0.42653465,-1.7604628,0.2340683,0.77970606,0.21642075,3.3605359,-0.79665554
Arhgap31,-0.8255385,-0.4829438,0.10926574,0.9779708,1.3274107,0.37453598,-0.49007094
Zbtb20,-0.867505,0.9053404,-1.3829675,-1.5225825,-0.73999107,-1.0852375,2.6189797
Qtrt2,-0.51385653,0.48793465,-0.5137941,-0.6734933,-0.3272614,-0.40269604,0.98651063
Ccdc191,-0.10848508,-0.03544727,-0.5171242,0.09796535,-0.34227243,0.20079218,0.6136283
Zdhhc23,0.32327992,0.11466901,-0.27182403,-0.3475956,0.054860607,-0.18490487,-0.03967243
Usf3,-0.16009471,-0.47376466,0.32417247,0.21104339,0.019035432,0.5573843,-0.021456638
Sidt1,-0.6164432,4.3735733,-0.66940933,0.061949816,-0.80324894,-2.6793835,-0.02101297
Spice1,0.07919337,1.8801813,-0.30488473,-0.03950785,0.13107678,-1.3154576,-0.005729501
Cd200r4,0.122073464,0.24621949,0.25793633,-0.4431291,-0.13859504,-0.053165197,0.06095348
Slc35a5,0.022040928,-0.37976104,0.10769167,-0.018009992,0.09214249,0.1527427,0.22954686
Btla,-0.9388413,-0.582425,-1.1403856,-1.4044502,1.4338765,1.2714736,0.21178809
Cd200,-1.314443,-1.5136178,-0.90165883,-0.8877637,1.9270742,2.16865,-0.2804517
Plcxd2,0.20323956,2.3868935,0.5214076,0.25412202,-0.80737895,-1.0399135,-0.5463181
Cd96,-0.827293,-0.31166646,1.1890998,1.9559132,-1.2188723,0.7427029,0.15921937
Trat1,0.053123843,0.08776113,-0.8930912,-1.4677805,-1.0392786,-1.3317686,3.3602214
Retnlg,0.19465393,-0.040382966,-0.19311498,-0.21093775,-0.025918335,-0.26364502,-0.11939497
Bbx,-0.8761164,0.15456766,0.019589914,-0.5343202,-0.63442576,0.43722728,0.8102672
Cblb,-2.8039825,-0.22799101,-0.34189087,0.30624956,2.0918868,2.4895535,-1.613557
Nfkbiz,-2.2586887,-2.502897,0.5061624,0.5767817,4.9494176,0.8117476,-2.4351609
Nxpe3,0.45084354,-0.47621626,0.32475278,-0.28004816,-0.30685732,0.3429779,0.18168688
Cep97,-0.015534581,1.101585,0.094851375,0.49301735,-1.1318052,0.5119873,0.61662996
Senp7,-0.79399455,-0.5262389,1.0694429,0.8228426,-0.5130433,0.37522182,0.35204473
Impg2,0.15707293,-0.18333206,-0.35565552,-0.41013262,-0.25733012,-0.4083569,0.06874069
Tbc1d23,-0.31331152,-0.62491995,-0.031457536,0.20061445,-0.58534116,1.0413998,0.59169555
Filip1l,-1.0091913,-0.63302785,-0.9069671,-1.284064,-0.6400586,0.84729177,1.9323837
St3gal6,-3.8776996,1.2168458,2.022097,3.2541068,0.66761166,-1.413936,-1.9011185
Crybg3,-0.12571567,-2.369838,0.6256359,0.45896846,1.7988927,1.2629373,-0.87167954
Arl13b,-0.025388641,0.061268672,-0.4020854,-0.019966157,-0.19685936,-0.11492672,0.35843423
Epha3,0.14831446,-0.33485976,0.006991577,-0.16821398,-0.21590106,-0.13719642,-0.17918372
Zfp654,-0.7169327,0.38209325,0.35311058,-0.25096613,0.78675705,-0.032603305,-0.38481292
Gbe1,0.11892122,-0.42293912,-0.7944666,0.033905283,-0.6744691,0.6632477,0.90433794
Samsn1,-1.3005742,0.21087302,-0.1576953,-0.21522085,1.5072745,1.0214623,-0.82131904
Nrip1,0.5389091,-1.9875071,-0.6293792,-1.0169882,1.0118319,0.83849245,1.2652992
Usp25,-0.7873211,-0.93359977,1.3562895,1.2221768,0.5268214,0.23508458,-0.59057146
D16Ertd472e,-1.0996091,-0.875672,0.57933193,0.713485,1.8862752,1.2919326,-1.4943817
App,-0.32163855,1.7391806,-0.82382077,-0.6540791,-0.6175873,-0.6651772,0.6891374
N6amt1,0.3958691,-0.83412,-0.29907158,-0.46053734,0.27706456,0.34359384,0.7938748
Bach1,-0.32320216,0.23339367,0.47119123,0.60430056,-0.23174174,-0.65891,0.18682481
Synj1,-0.8248201,-0.7884131,0.3227646,0.5422184,0.5889525,0.4406682,-0.36403927
Ifnar2,-0.31249675,1.1623094,0.26207832,0.021019062,0.47829488,-1.5634319,0.07365392
Il10rb,-0.040991995,0.46440127,0.16987911,0.9447335,-0.87417346,-0.24687997,-0.26501754
Ifnar1,-0.45446417,0.073898226,0.33097112,0.3028681,0.30244726,0.010745213,-0.1522988
Ifngr2,-0.14612547,0.93374157,-1.7148234,-1.485174,-0.95970064,-1.2317318,2.8063288
Dnajc28,0.13514815,-0.21781343,-0.454007,-0.17406057,-0.28197148,-0.40602314,0.0068831663
Runx1,-0.031344354,0.46119368,2.4456396,2.2347412,-1.7033962,-1.1952399,-0.90186995
Setd4,0.7397725,0.49782166,-0.5877635,-0.016464856,-0.2339589,-0.70042163,0.5790119
Cbr1,1.086541,0.7490676,-0.38750646,0.1292023,-0.82090986,-1.3516164,0.92821795
Dop1b,-0.14685062,0.007639409,1.3218796,0.4336706,-0.4306858,0.3200774,-0.6319554
Morc3,-0.95589256,0.09097737,-0.006736126,0.42227924,-0.24902584,0.8633889,0.12354002
Hlcs,0.3808588,0.6670475,-0.61008877,0.40252587,-0.14365676,-0.58179253,0.5699773
Ttc3,-0.398269,0.106480084,-1.3451182,-1.3217003,-0.5037577,-0.63833237,2.4497204
Ets2,1.5267241,0.47521198,-0.50418377,-0.87222964,-0.60274893,-0.694891,0.35164028
Brwd1,-0.39979905,-0.23806232,0.8528308,0.4501625,-0.72265726,-0.53797406,0.44099128
Hmgn1,1.8525591,-1.0931143,-2.268259,-2.2828088,0.7449625,-0.3873565,1.9055521
Fam3b,0.022294829,0.16680868,-0.17473201,-0.18864612,-0.24585032,-0.37240878,-0.13938048
Prdm15,0.33225068,-0.9645754,0.2691703,0.115172535,-0.40431368,0.22125354,0.37752685
Zbtb21,0.490199,0.52568907,-0.20073217,-0.18594027,0.73624927,-1.2216012,-0.38044187
B230307C23Rik,0.32503256,0.31787795,-0.5917612,-0.2732817,0.14248154,0.66482943,0.2700798
Tiam2,0.06420049,-0.16598673,-0.0833303,-0.2070963,-0.19774197,-0.4307931,-0.16498488
Arid1b,-0.7082435,-0.1879411,0.7998025,0.5626854,-0.14093669,-0.5054496,0.13018559
Zdhhc14,0.270751,0.10516591,-0.5119886,-0.39493868,-0.34409067,-0.451972,0.12113709
Tulp4,-0.21584344,-1.9500059,0.44947574,-0.23049179,0.37228304,2.9742923,-0.39351296
Rps6ka2,0.08526991,0.029783675,-0.3923012,-0.3921402,-0.2312967,-0.289606,0.0901076
Tagap,-0.27719775,1.7399653,0.5698195,0.60230863,1.9184724,-2.7408261,-1.4643811
Ccr6,-0.8398532,-1.0082281,-0.6776828,-0.6389488,1.7955034,1.2831616,-0.27883324
Qk,0.9288385,0.018850675,-0.21533,0.57924706,-0.8086637,0.22358179,-0.12878615
Igf2r,0.5455056,-0.29819903,0.9703596,0.8729041,0.46380898,0.3745814,-1.2201788
Gm3448,0.63987535,0.7442088,-1.0401893,0.3577587,-0.39141646,-0.15283486,0.32689813
Fam120b,-0.2770371,-0.4479381,-0.6161784,-0.22528479,-0.5814784,0.50225717,1.2517134
Prdm9,0.21356453,-0.25818953,-0.31118315,-0.7383784,-0.11090422,-0.3348569,0.31028014
Rgmb,-0.031414103,0.9019411,-0.91494936,-0.74925953,-0.48353094,-0.648223,0.8830031
Zfp97,-0.047269564,0.57368815,-0.17037785,-0.7810483,0.011701554,-0.21171995,0.080047995
Lnpep,-0.78697896,-1.5603081,1.4408376,1.4981076,-0.36261892,0.6222339,-0.5149074
Spaca6,-0.036417514,-0.10339916,-0.3930767,-0.46075046,-0.1673161,-0.3155356,-0.04038216
Vmn2r96,0.039517563,-0.64333427,0.21409386,-0.5508648,-0.30753744,1.4437963,0.19920671
Vmn2r97,0.21373394,-0.43260217,-0.5838652,-0.30641007,-0.2936099,-0.0092646815,0.5162595
Zfp677,-0.21933946,0.07822094,0.33806214,0.02234822,-0.1287632,0.15648903,-0.26088238
Zfp53,0.20635451,1.7557336,-0.39568874,-0.96772146,0.2701573,-0.02189779,-0.21864046
Zfp760,-0.084323935,-0.5172245,0.33846372,-0.09618647,0.3946975,0.30921924,-0.102925375
Zfp942,0.68242687,-0.5951869,0.5618666,0.48793703,-0.27730042,0.36317435,0.16336498
Zfp943,0.16486943,-0.33908117,0.15112841,0.06098241,-0.20060353,0.17448547,0.06799673
Zfp994,0.23293577,-0.5214484,-0.23756035,-0.5822568,-0.23273599,0.6942763,0.69668305
Gm7072,0.87924564,-0.6462795,-0.041911744,-0.19838247,0.24613042,-0.019183164,0.28665146
Zfp758,-0.13200182,0.08272018,-0.00046552002,0.46208283,-0.117055014,0.19635227,-0.048478946
Zfp946,-0.08732914,-0.70247436,-0.47334,-0.035241716,0.0046934797,-0.30746964,0.93976104
Zfp945,-0.4456828,-0.13440502,0.5251828,0.40780407,-1.1576332,0.73757917,0.92319363
Zfp40,0.2535221,-0.3144837,-0.13338093,-0.05933617,-0.090212196,0.5040269,0.107024506
Mmp25,0.19314377,-0.21309334,-0.07655571,0.057667755,-0.12504701,-0.3557264,-0.16106266
Tnfrsf12a,0.20460898,1.2277037,-0.57945377,-0.19806118,-0.25223023,-0.53092295,0.3482988
Prss27,0.6440906,-0.24608232,-0.2889594,-0.46415994,-0.06657994,-0.45153075,0.10418348
Abca3,0.35476616,-0.47629988,-1.0332905,-0.6228147,0.1945941,-0.43508708,1.4209524
Dnase1l2,0.018092994,-0.47297934,-0.4857849,0.039974328,-0.20649783,-0.10924169,0.02485967
E4f1,-0.31110173,-0.19550875,0.50455534,-0.11266882,-0.26631796,0.1917309,0.36525548
Pkd1,-0.3482075,0.6507708,0.09750019,0.50590956,-0.7856592,-0.21333198,0.7488562
Noxo1,-0.008188092,0.16239206,-0.34253073,-0.18632104,0.013332385,0.194888,-0.13491455
Rps2,3.3400092,3.367563,-6.7945476,-6.6638737,2.6149247,-1.4330775,2.5408163
Msrb1,1.4347311,0.3270846,0.056353744,-0.027865753,1.0926892,-0.3503183,-1.4488335
Hagh,-0.4420924,0.45372444,0.22910786,0.89659387,-0.039518546,-0.45427096,0.09210809
Fahd1,-0.2321215,-0.15679175,-0.39282438,-0.21642178,-0.24668668,-0.042788923,0.42538905
Eme2,0.6816266,-0.3442646,-0.19158415,0.036132906,-0.1295547,0.1530141,0.12895022
Mapk8ip3,0.20147586,0.057681013,-0.14732553,0.63985604,0.09157487,-0.35669866,0.29744628
Ift140,-0.057529368,-0.3612286,-0.6252575,0.22269434,-0.30460408,0.37443835,0.29823723
Clcn7,-0.056287315,0.1148906,0.04106409,0.20939493,-0.3665477,0.12476436,0.4372916
Gnptg,-1.3031114,-0.45003608,0.56830466,0.8064367,0.49704158,0.75478613,-0.58330923
Baiap3,-0.09927344,-0.8304805,1.5617542,1.5646375,-0.33490965,0.34216425,-1.2907932
Sox8,0.53865415,-0.088592716,-0.29241586,-0.25413576,-0.10230657,-0.50785965,-0.10068819
Haghl,-0.72939104,-1.2629855,0.2741687,0.20169596,0.30977598,1.4434702,0.12340487
Wfikkn1,0.22551335,-0.078239635,-0.187859,-0.35685518,0.045383036,-0.19701147,-0.17458864
Rab40c,-0.18074663,0.41181195,0.18008181,0.084802784,-0.18337397,0.22009672,0.2556001
Capn15,-0.24714601,0.50039893,0.37652233,-0.4766364,-0.32616854,0.7857507,0.105678126
Rab11fip3,0.0992374,-0.1663792,-0.22559127,-0.2885621,-0.15895788,-0.05400704,0.022316106
Tmem8,-0.122029535,-0.08524706,-0.3881999,0.23849872,0.03916386,0.759859,-0.004912899
Rgs11,0.27689254,-0.14378525,-0.35455352,-0.51295435,-0.14069541,-0.57634336,0.16471134
Dusp1,-0.88600963,2.134273,0.92160517,0.84885955,0.5752356,-1.9025671,-2.0016844
Crebrf,-1.2735485,-1.0266382,1.5035298,1.365438,-1.3751252,0.28084362,0.3524833
Phf1,-0.4761088,-0.88323,1.0023198,0.84424037,-0.9467507,-0.93977875,0.5747642
Lemd2,0.24108616,0.32808632,0.60448325,0.95817804,-0.5554566,-0.045433104,-0.14429536
Pacsin1,-0.92551744,0.010308296,-1.8912818,-1.5143825,0.2419044,2.0991971,1.6371728
Anks1,-0.61718714,0.53450716,-0.022304501,-0.058915325,0.025826663,-0.21461704,-0.053483266
Tcp11,0.7173304,-0.32545644,-0.15727496,0.4188775,-0.10011504,-0.4926169,-0.23191613
Zfp523,-0.03312071,0.08922284,0.10138569,-0.094971806,-0.50435275,0.44281268,0.29150113
Brpf3,0.60175157,0.16898005,0.23800243,0.21894786,-0.40598592,0.34151924,-0.16738477
Stk38,-0.06969269,-0.75368613,0.67052436,0.9336639,-0.72496885,-0.81584257,1.3095577
Cdkn1a,1.5539799,0.08653069,-0.41144195,-0.5147847,-0.08992489,-0.043146323,-0.6379671
Pi16,0.34592474,0.12434927,-0.35653895,-0.3302584,-0.3107254,-0.11037861,-0.012485942
Fgd2,0.14910279,-0.48818594,-0.29157016,-0.3893572,-0.49488285,-0.42085534,-0.13080452
Pim1,-0.34645396,1.1121472,0.8667524,2.0525544,3.585385,-1.6942984,-4.2579165
Tbc1d22b,0.1403432,0.66754484,0.05469217,0.615556,-0.068366125,-0.43519044,-0.5080031
Gm28043,0.25266355,-0.15522315,-0.2365095,-0.114282385,-0.13684739,-0.43716234,-0.077521585
Cmtr1,0.037308984,0.13093747,0.30185258,-0.2556197,0.22743528,0.11592935,0.30393186
Btbd9,-0.22963035,0.12536415,0.3173647,0.6036973,-0.6272196,0.5233954,0.15332912
Dnah8,-0.64854616,1.8685625,-1.1456417,-0.17745808,-0.070264116,-0.992664,0.681442
Abcg1,-0.32279712,0.097283185,-0.29391387,0.23952566,-1.0718522,-0.7673217,1.7349137
Ubash3a,-0.5395816,-0.27733606,0.36668977,0.32057014,-0.81994146,0.20231567,1.2763451
Slc37a1,0.37048584,0.16890082,0.27232233,0.76943797,-0.77465034,-0.4111949,0.20379883
Pknox1,1.2276107,0.12006619,0.35162267,-0.35110137,-0.82888436,0.2953163,0.6512289
Sik1,-0.4949273,2.3167255,-0.25832957,0.10830219,0.21819536,-1.383721,-0.15603547
Notch3,0.9009306,-0.5301547,0.15540627,0.27667353,-0.32146844,-0.5752664,-0.2460466
Akap8l,-0.17265587,-0.2656962,0.21395238,0.87222576,-0.9156398,-0.36082584,1.0013412
Rasal3,-1.0089365,-0.15778533,0.85532826,0.6175958,-0.5363596,-0.3193346,0.80292404
Pglyrp2,-0.29504508,1.4236372,-0.120757334,-0.50554204,-0.16121481,-0.29748008,0.293666
Cyp4f16,-0.13680038,-0.18703952,-0.22173075,-0.11575906,-0.19251364,-0.10668458,-0.19798504
Zfp871,-0.21918224,-0.015643438,0.6083811,0.1553645,-0.12374503,0.708997,-0.09363132
Zfp811,0.3517476,-0.287984,-0.31052187,-0.3499677,-0.01161577,-0.45756233,0.12809998
Zfp799,-0.36978206,-0.4055452,-0.060928497,-0.4767729,0.08153329,0.024005234,0.57990015
Cyp4f13,-0.14968774,-0.31176662,-0.19575767,-0.109663315,-0.7608331,-0.1110068,0.98522425
Zfp952,0.21659245,0.2871492,-0.45829913,0.05602137,-0.1378701,0.0036833498,0.6714499
Zfp763,0.61920774,-0.34450105,-0.28119913,-0.16236214,-0.25132632,0.4611705,0.23861547
Zfp563,-0.39531967,-0.16106856,-0.17424753,-0.019299723,-0.17505968,0.22558205,0.057820298
Zfp955b,-0.15592659,-0.28737056,-0.18714422,-0.32933435,0.0004269009,0.123612456,0.8427156
Zfp81,0.6708376,-0.29212913,-0.34487066,-0.27277413,0.07919497,-0.096631214,0.79910237
Adamts10,0.5750131,-1.4180696,0.54029715,-0.23545612,-0.6231524,1.0523831,0.57320064
Pram1,0.22185367,0.35665873,-0.3174927,-0.42526156,-0.16482309,-0.28857732,-0.1305703
Smim40,-0.4561551,-0.23795731,-0.66516566,0.19811775,-0.37882984,-0.43853495,0.41394007
Daxx,-0.2576188,0.08359478,0.13458766,0.45283172,0.6400612,-0.09529144,-0.28775534
Rgl2,0.055966053,0.035004735,0.63599163,0.15603249,-0.43473357,-0.1671455,0.312003
H2-K1,-5.6702466,2.1544938,3.1977258,5.2277,-3.3969018,-0.025882194,-0.8670848
H2-Ke6,-0.8470472,0.13848597,0.3467502,0.21515629,-0.29477438,-0.33924088,0.7875285
Rxrb,-0.10145226,-0.02974489,0.13155699,-0.031350367,-0.1205192,-0.0049253404,-0.0103905825
Col11a2,0.34949607,0.0058904826,-0.64291686,-0.45241705,-0.45955804,-0.53349596,0.28472483
H2-Oa,0.38841665,0.1367357,-1.3137287,-1.4333886,0.16483802,-0.6662453,0.8938526
H2-DMa,0.20448741,-0.37207535,-1.5848649,-1.0668305,-1.138161,-0.25504303,2.0953386
H2-DMb2,0.10464899,-0.52948177,-0.77542555,-0.81495506,-0.41094065,-0.32226676,-0.2885948
H2-DMb1,-0.026666421,0.05340993,-0.57429194,-0.49908543,-0.31158957,-0.37940732,-0.27111593
H2-Ob,0.06887858,-0.023292096,-1.0057392,-0.7283694,-0.67334753,-0.96277404,0.8539462
H2-Ab1,0.032508947,-0.21703638,-0.852962,-0.81816274,-0.5855866,-0.20652725,-0.39798462
H2-Aa,0.05453647,-0.24770357,-0.83889025,-0.91366684,-0.5387538,0.025553653,-0.41677156
H2-Eb1,-0.12081704,-0.35363892,-0.66761255,-0.68464106,-0.6152543,-0.20705023,-0.46407792
H2-Eb2,0.15197633,-0.4002673,-0.47276098,-0.5896327,-0.11059855,-0.29558447,-0.19668618
Notch4,0.22911653,0.38437244,-0.29960787,-0.34690621,-0.34734425,-0.29664612,-0.1050464
Gpsm3,-0.4064829,0.27843773,1.2298932,1.0721266,0.5388373,-0.21158578,-1.2316071
Pbx2,-0.032834336,0.12746362,0.053661343,-0.62375176,-0.07859555,0.6531367,0.23216318
Ager,-0.007463907,0.38489383,-0.3899953,-0.3245401,-0.28228715,-0.16784115,0.116000675
Egfl8,0.16753614,-0.25551,-0.06645454,-0.62692845,-0.21900502,0.25823775,0.05005974
Ppt2,-0.5262537,-1.0083647,0.99814135,0.44754583,0.5978267,0.96600544,-0.4138743
Prrt1,-0.23202361,-0.5439057,0.37178913,-0.027261771,-0.11606281,1.1329329,0.34201455
C4b,-0.07232298,0.16479531,-0.2625935,-0.3587815,-0.30844644,-0.11099647,-0.09536553
Neu1,-0.43034172,0.3194623,0.46900344,0.787178,-0.47870797,-0.661396,0.0077192867
Hspa1b,0.5666395,0.5804609,-0.38194627,-0.24733342,0.4591773,-0.820427,-0.17896825
Hspa1a,0.4709465,0.5336826,-0.2885074,-0.53267175,0.48988125,-0.6485311,-0.17675322
Ly6g5b,0.36266437,-0.06658283,-0.26715556,0.099989705,-0.22110726,-0.3387755,-0.06014868
Aif1,0.051112235,0.0006266105,-0.24999698,0.20454669,-0.44926333,-0.013063264,-0.24741468
Lst1,-0.49453178,0.8465685,-0.4504742,0.24039029,-0.24075428,0.2738431,-0.1743868
Ltb,-0.6836881,2.2622125,-1.8283731,-1.6373732,-0.6451909,-2.100664,2.850685
Tnf,3.635231,0.96683186,-0.3391122,-0.7481689,-0.7543138,-0.7510438,-0.27213612
Lta,0.16866872,0.17266178,-0.44345275,-0.6269815,0.47283685,-0.6114184,0.37427795
Atp6v1g2,-0.08224533,-0.040064596,-0.47306815,-0.35472822,0.4266808,0.26436907,-0.07121186
H2-Q4,-1.2697841,0.6295325,1.0724936,2.0475113,-1.9802158,-0.93527514,0.462905
H2-Q6,-0.31839776,0.16138868,2.190697,3.638019,-2.0400527,-1.15761,-1.032905
H2-Q7,-2.7679458,3.9059434,3.3486507,5.76112,-3.2585397,-3.1077414,-2.1379185
H2-Q10,3.149318,1.0817379,1.6444668,2.3731492,-1.835118,-2.325286,-1.4881034
Pou5f1,-0.16023539,-0.67777306,-0.22260924,-0.15574233,-0.0013605007,0.17805868,0.09010429
Ddr1,0.0645839,0.50202715,-0.36218482,0.026913943,-0.19583963,-0.26198828,-0.13209428
Ier3,1.1898968,1.8463806,0.064596996,0.14804533,-1.0836802,-0.74882674,-0.33429116
Flot1,0.2091093,0.8516255,0.107188486,1.3940501,-0.04731762,-0.95134324,-0.38434207
Tubb5,2.0764918,3.9943826,-4.4928946,-3.945553,0.89999413,0.011982469,1.2278374
Atat1,0.61353064,-0.29430816,-0.07203294,-0.3012883,0.17577156,-0.37749258,0.21533932
Ppp1r10,0.36408597,0.28664196,-0.87563944,1.2949774,-0.768651,-0.5967879,0.26261777
