gene_name,0_A,10_A,1_A,2_A,3_A,4_A,5_A,6_A,7_A,8_A,9_A,0_C,10_C,1_C,2_C,3_C,4_C,5_C,6_C,7_C,8_C,9_C
Ankrd13b,-0.44234204,-0.6194961,-0.5550955,-0.11702596,0.20369571,0.13599308,0.18458882,1.0646515,-0.6360283,-0.2101307,0.038998693,-0.46957865,-1.2420435,-0.5216717,0.005851395,0.20873933,-0.13978866,-0.22719371,0.76991606,-0.364878,0.09062018,-0.11327226
Taok1,0.6708094,1.0332463,-0.23200543,1.1506567,0.1756059,-0.73029494,-0.3688537,1.0072705,0.74057364,-0.56518626,0.108797744,0.41505146,0.39089727,-0.3608213,-0.05939964,0.18470156,-1.3369038,-0.5930196,-0.4508587,-0.34598827,0.44663155,-0.8946391
Nufip2,-0.14355318,0.10416597,-0.57371646,0.042714942,0.6555262,-0.62202173,0.17908382,1.0916986,-0.678741,0.3790895,0.30037996,1.0653782,-0.37625608,-1.1501064,0.16998608,0.6544275,-0.38444713,0.5830205,1.3080462,-0.46639585,-0.24452198,1.0997022
Myo18a,0.39475498,-0.25334752,0.39493564,1.0246432,-0.62922865,-0.001987295,0.433276,-0.2736025,-0.70054704,1.0813645,-0.47636223,1.4003373,-0.0504557,0.21783936,-0.5342901,-0.62337375,-0.007855238,0.14361627,-0.1493949,-0.44997975,0.10530956,-0.52197576
Phf12,-0.029857237,0.3024177,-0.23565829,0.1689871,0.6213484,0.2635696,-0.53746724,0.24744187,0.62815756,-0.2897816,0.25502735,-1.4995416,-0.035356604,0.05313691,-0.8130991,0.62080854,0.4454758,-0.7585819,0.39267412,-0.38523668,-0.074001655,0.92304564
Rskr,-0.42959225,0.03098691,-0.23468307,-0.09523001,0.083981745,0.05196504,0.10091942,0.29977286,-0.48808515,-0.20662726,-0.096645564,-0.4071799,-0.05687291,-0.3925239,-0.021662124,0.08806177,0.1433372,-0.18018566,0.19983093,-0.10708436,-0.33878934,-0.12060575
Sarm1,-0.24959192,-0.41804475,-0.32520556,-0.15065886,-0.20489861,0.05677611,0.28280494,0.1330405,-0.44639093,-0.18293384,-0.1671292,-0.37754834,-0.44469258,-0.044053227,-0.0058132242,-0.20425972,0.06271203,0.2611956,1.0047858,0.10971643,-0.069703,-0.10916881
Nlk,0.3932362,0.67328376,-0.26348743,-0.52343714,0.7337654,-0.9641397,-0.47609448,0.20303567,1.0012864,-0.572125,1.2183754,-0.5962445,0.6471341,-0.36003792,2.5769835,0.72364116,-0.26716423,-1.0182294,0.0013427726,0.33975157,-0.29637656,-0.6887783
Lgals9,0.6041621,0.4276166,0.2847038,-0.03876301,-0.5966105,-0.118560135,1.0204887,-1.5486513,-0.9452492,0.33543035,-1.080156,1.194013,1.1502396,0.29003602,0.7009404,-0.6197613,0.08305249,1.2472816,-0.625718,1.44617,0.42859113,-0.030070387
Evi2a,0.87022007,0.026955351,0.2812136,0.7318963,-1.3151629,-0.20367458,0.3705517,-0.923499,-0.57396984,-0.6504029,-1.2566586,-0.4493587,0.7820706,0.8069405,1.2571366,-1.3018547,-0.75228864,0.64625996,-1.0803039,1.495149,0.98670095,0.33972943
Rab11fip4,0.82917917,0.29159394,0.35990086,0.981513,-0.4683472,0.020158524,0.2570151,-0.3262863,-0.68994844,0.8995813,-0.78372544,1.8516229,-0.12288095,-0.16465731,-0.59336364,-0.47471592,-0.022243353,0.17605995,-0.31457844,-0.7883306,0.7093535,-0.5577617
Crlf3,0.16098168,0.6919178,-0.13331315,0.0058012507,1.3121113,-1.2392472,-1.0521809,0.5948991,0.7662418,-1.8324362,1.139669,-1.2862892,0.96775883,-0.18790655,2.8050501,1.2883711,-1.0285792,-1.2940687,-0.11165051,0.2217791,-0.3634322,0.44638085
Rhot1,0.05475324,-0.36411083,-0.12789065,0.43345857,0.19633134,0.14426282,-0.36999518,0.9959653,0.3569507,-0.37415555,0.27797115,-0.27284667,0.41438055,-0.26092163,0.8668492,0.1943257,-0.35319415,-0.16291803,0.18919313,-0.24270836,-0.11193972,2.0469928
5730455P16Rik,-0.4217345,-0.21909392,-0.5648491,0.0007922828,0.12893587,-0.08169906,0.6299755,0.055084057,-0.04573317,-0.8913159,-0.12650478,-0.52384096,-0.43084368,-0.2776044,-0.41402406,0.10907955,0.477811,0.6593201,0.33428124,0.17512581,0.7260009,2.179502
Ccl2,-0.2910439,-0.25940004,-0.15269583,-0.043804545,-0.07121545,0.003991959,-0.043879095,0.48882276,-0.35454524,-0.1173531,-0.06701921,-0.30517223,0.49535832,-0.32964224,0.043016035,-0.070282936,-0.04615475,-0.035552867,-0.20984662,-0.29204437,-0.28965408,-0.07601303
Ccl1,-0.22066125,-0.1400551,-0.12938237,-0.0032614933,-0.046670046,0.14037642,0.10342952,0.0016133003,-0.24095416,-0.06722338,-0.0016183603,-0.23209469,-0.4228006,-0.22637385,0.071204625,-0.046224646,0.27121246,0.088338256,1.5193104,0.041102443,-0.08230517,-0.05343041
Rffl,0.23862079,0.38817942,-0.47599372,0.26656538,0.51049066,-0.2990647,0.15298812,0.88605094,0.805397,-0.55759263,0.4684185,-0.8738787,-0.6116247,-0.5323918,-0.24213524,0.48899463,-0.4018565,-0.33057174,0.59082425,-0.5404584,0.09942489,-0.2856984
Slfn5,1.0344301,0.66018915,-0.99350834,-1.7095923,1.3893172,-1.1138922,-1.2870557,0.49947172,2.526767,-0.9449791,0.6706797,1.0153219,0.2166222,-0.9029761,-0.53232604,1.3080773,-0.8929337,-0.7592444,-0.12009176,3.0401924,-0.696992,1.4124823
Slfn8,0.13488215,0.7205638,-0.546962,-0.72058684,1.1101068,-1.5913502,-0.6478838,-0.058769103,-0.31761622,-1.6230664,0.22110909,0.28523108,0.8442933,0.53249526,0.8776769,1.1060054,-0.80313605,0.5013543,0.86774206,0.8117632,1.4748791,0.6847368
Slfn2,3.2945879,1.8811082,1.2427627,0.6161979,-1.3080213,-2.7843544,-1.252215,-2.5767376,1.5127332,-1.2028877,-2.2378747,2.5761242,3.614802,1.9362643,-0.8365792,-1.2964154,-0.42227122,-0.09634614,-1.5742384,1.692157,2.0257554,-0.6234275
Slfn1,1.9126247,1.5190839,-0.5590781,-2.6145475,-0.039585162,-2.1383092,-0.8643397,-0.4435009,1.7509292,1.1896901,0.3176136,1.4454622,1.6580514,-0.2611116,0.2098654,-0.03604246,-1.6737943,-0.0052687516,-0.81214625,2.737624,3.8475137,-1.2420741
Slfn4,-0.26292065,0.05950888,-0.21829304,-0.12539624,-0.12283402,0.077205695,-0.037910417,0.6191057,0.12154723,-0.12636128,-0.083022095,-0.31151977,0.561431,-0.2628203,0.03445926,-0.12227151,0.15535507,-0.039488576,0.60094124,-0.29428285,-0.1924884,-0.08112637
Heatr9,1.176047,0.207463,-0.16752106,1.3326328,-0.685544,-0.14151381,0.21303596,0.2803061,-0.9997828,1.0518765,-0.6632847,0.57093567,0.23694791,-0.2672022,-0.241016,-0.6844087,-0.36576903,-0.1974317,0.47469208,-0.7454921,0.0927445,-0.27518228
Ccl5,6.7237997,3.8789759,1.4644097,6.979254,-5.0575767,-0.45016092,0.31486064,-0.12278221,-2.776812,2.4026213,-4.086725,1.8672343,1.3345594,-0.60067713,1.3710135,-5.0527453,-1.9479848,-1.5440849,-0.388709,-5.0557942,3.1718194,0.4089419
Ccl9,-0.025927188,0.13928351,-0.47381806,2.6106446,-0.5616745,-0.14761639,-0.27338296,0.8446044,-0.8014259,-0.4237608,-0.5302026,-0.6505959,0.22152881,-0.49295077,-0.18138549,-0.5607392,-0.33226213,-0.32144627,-0.105349444,-0.62241787,-0.7351773,-0.22979386
Ccl6,-0.12234399,0.21905205,-0.15957882,0.63753986,-0.44284084,-0.10842769,0.113453634,0.74597484,-0.49445197,-0.3556428,-0.41536957,-0.59273726,0.6186974,-0.14109737,-0.12175505,-0.44192004,0.002397668,-0.101777785,0.8559389,-0.50634813,-0.20101874,-0.19266152
Ccl3,0.012610725,0.14890334,-0.08471224,1.6723623,-2.3541858,0.44842932,1.0466627,-1.5032088,-2.415514,4.3270445,-2.256679,0.5427673,0.87152356,0.8624925,0.44615325,-2.35558,1.8276511,2.541763,-1.1405163,-1.7383156,4.1729007,-0.9780476
Ccl4,2.3110092,1.2279874,0.5146929,3.765373,-3.3132687,-0.26577052,0.6743677,-1.7166342,-3.3908658,2.978009,-2.7740016,1.9740173,1.3833569,0.42317957,0.5131919,-3.3083417,0.40210292,1.5426697,-1.5345434,-2.7990055,2.6687098,-0.5018161
Wfdc17,-0.472554,0.36957902,-0.27587876,-0.16506831,-0.21444322,0.036144935,0.1399212,0.803616,-0.08777574,-0.19496584,-0.075228885,-0.40014207,0.51777655,-0.298118,-0.00997813,-0.21375749,-0.16328727,-0.17827666,0.42985857,-0.15469755,-0.28177252,-0.1138029
Wfdc21,-0.23100165,-0.24991173,-0.0770907,-0.06552916,-0.08457705,0.14874111,0.10355546,0.13658747,0.13980846,-0.08886767,-0.038206443,-0.25031915,-0.3038589,-0.21362717,0.052174903,-0.08412763,0.07340755,0.20305102,0.7662518,-0.20495747,-0.23207857,-0.06525397
Synrg,-0.17578264,0.21819578,-0.014409254,0.43368775,0.056641523,-0.32993117,0.32981944,0.1170725,-0.38497987,0.9107596,-0.13180742,-1.1671969,0.8096237,0.01637999,-0.8565906,0.0523207,0.18915121,-0.24016944,0.397802,-0.0175747,0.030754177,0.46977782
Mrm1,-0.32919222,-0.3931971,-0.77492833,0.08244679,0.7154579,0.37056437,1.1763947,0.70507073,-0.7877751,-0.5424482,0.13051371,-0.018748457,-1.4077121,-0.38295758,-0.21147937,0.73123723,-0.02349182,0.511478,0.9941588,-0.41223815,-0.26549768,-0.27218404
Usp32,0.4440731,0.33597526,-0.041768514,-0.026792312,0.29167518,-0.50727206,-0.79593754,0.092765816,0.7238315,-1.0069635,0.55965227,0.70399106,0.43448585,-0.38782272,3.0836165,0.2877547,-0.5591887,-0.2548805,-0.5796604,-0.27746898,-0.5150313,-0.49807963
Bcas3,0.67167395,0.12505086,0.096231446,0.32158673,-0.1500403,-0.47458398,-0.42221677,-0.32842162,0.20213611,0.18041447,-0.0025335322,-0.5258669,0.49161795,-0.23414487,-0.45637226,-0.14234208,-0.5273721,-0.5182425,-0.46381962,-0.009552744,0.4269085,-0.4483334
Med13,0.64261603,0.604885,0.1693171,0.75148475,-0.6733175,-1.2592001,-0.20824397,-0.684767,0.17304663,-0.03140481,-0.85823315,-0.7079066,0.97062933,0.83524454,-1.1811869,-0.6802571,-0.19120467,-0.030261682,-0.26573923,0.715742,1.2887992,0.04153175
Ypel2,-0.74602884,-0.2718743,-0.3685459,-0.31702557,0.12673107,-0.2087873,-0.16083145,0.029243087,1.2262701,-0.27930114,0.007821596,0.56391186,-0.10928363,-0.28095242,-0.0712848,0.09623348,-0.155173,0.17752247,0.42618012,0.7585052,0.23335198,-0.15599112
Rnf43,-0.08639261,0.8396235,0.38449228,-0.3534382,-0.18506703,0.11548505,0.40699783,0.19938608,0.96148485,-0.34422746,-0.065900415,1.3124166,-0.58384544,-0.45814547,-0.09924882,-0.18178199,-0.23259702,-0.27470726,0.20675041,-0.25980464,-0.5078297,-0.18265656
Vezf1,-0.11974259,0.5686863,0.74127585,0.36674067,0.2278122,-0.2040582,-0.46380574,0.09201079,-1.0470917,0.70214933,0.1260151,-0.07504558,0.7131131,0.98278433,0.7346054,0.24240907,-0.52387255,-0.37818113,0.08651867,-0.77163386,0.33109567,0.5455207
Cuedc1,-0.322836,0.2972418,-0.31229332,-0.16472577,0.60521704,-0.16207509,-0.24664484,0.5231489,0.5694923,-0.5041464,0.47439933,-0.19186741,-0.10410221,-0.26050916,-0.22754814,0.5823347,-0.14627843,-0.37615326,0.34815866,-0.35765538,-0.16657606,-0.26629668
Msi2,1.1521649,0.538587,-0.8186487,0.122186355,0.075113304,-1.437442,-2.3470917,0.34332603,3.2158494,0.8616455,0.20985496,-0.1567833,0.8735958,0.43474892,0.36682862,0.048225347,0.2633501,-0.831453,1.2596401,2.5375998,1.3192714,0.0481205
Dgke,-0.07023997,-0.26196498,-0.104977526,0.59840894,0.3162437,0.05382716,0.34842238,0.73312896,0.04545621,0.20282316,-0.15152372,-0.25400907,-0.048919346,-0.60244477,-0.35827163,0.33144096,-0.11423886,-0.39967015,0.06848067,0.2953127,-0.35463682,-0.3812756
Stxbp4,-0.56221515,-0.16134451,-0.013766353,-0.059975848,0.29979298,-0.051615477,-0.012148595,0.29907647,0.24508986,1.4644669,0.2619372,0.25153562,-0.27632698,-0.25552565,-0.08919963,0.30806363,0.09733163,-0.18991774,1.2400662,-0.10117565,0.26938993,5.82466
Mbtd1,0.036632996,0.39549437,-0.61338013,0.599694,0.5087381,-0.45452583,-0.18526371,0.84069335,0.51847774,0.024701627,0.5168632,-0.114429146,0.15581988,-0.030434305,-0.7716091,0.52014726,-0.19852892,0.18936008,1.3828752,0.4476735,-0.28796095,0.7188321
Nme1,-1.7920649,-4.651767,-0.9431727,-3.2620955,-0.41809553,4.441545,3.5624967,-0.026854808,0.52182555,0.32818928,-0.77487165,-1.1791005,-4.0420766,-0.93900096,-0.51961017,-0.4267653,3.8767886,3.6310077,0.32629347,0.39366204,0.64544505,-0.34705517
Spag9,-0.4013145,-0.148746,0.6286063,0.46641973,-0.7616361,-0.8810507,-0.12487031,-0.98935056,-0.15150557,-0.22990774,-0.023582933,1.3697331,1.3903699,1.3640037,1.6433288,-0.7563048,0.51684105,0.56177354,-0.8780396,0.7781374,0.27761206,2.2278256
Tob1,0.9162768,0.7905563,0.3909326,0.40545046,-0.7384564,-0.44870278,0.79319364,-0.44759002,0.54423755,-0.4999326,0.24647453,-0.50069577,4.9127448e-05,-0.047653716,-0.901833,-0.7296348,-0.7867615,0.3166948,-1.3809602,-0.26622665,-1.7593441,0.42352548
Wfikkn2,1.8207164,0.055412102,-0.33558086,0.5134384,-0.8892855,-0.4251797,0.15110531,-0.09066257,1.0718986,2.326635,-0.64153606,0.7293757,-0.6239027,-0.42654717,-0.34685707,-0.88743466,-0.3902923,0.7571016,-0.25474033,0.117779434,-0.5296574,-0.36231112
Rsad1,-0.25693518,-0.2597381,-0.42160162,-0.13210586,0.07802173,-0.12853925,0.14036229,0.29246742,-0.28643888,-0.29208556,0.100519314,0.12293641,-0.56415313,-0.4297663,-0.064935565,-0.0031544156,0.455036,-0.20212352,0.99599725,0.25546283,0.44145203,-0.15765825
Xylt2,0.65122294,-0.1479649,0.07300289,-0.20733117,0.4633807,-0.06623671,-0.62256306,0.21972708,-0.09345395,-0.74076533,0.29038227,-0.2129157,-0.10965242,-0.39922082,-0.35762677,0.4798646,-0.11200337,-0.4623013,-0.10733229,0.18950072,-0.09776856,-0.3719903
Ppp1r9b,1.089327,0.5071197,-0.03028472,0.4271379,-0.18490721,-0.07749429,-1.0574042,0.41345918,0.46849057,0.1937784,-0.18733764,1.3686621,0.64211845,-0.26888135,-0.90511286,-0.20815705,-0.24026644,-1.055587,0.062574744,-0.19260491,0.7425924,-0.7796704
Pdk2,-0.26218376,0.025754279,-0.3391235,-0.37648815,0.19375515,0.005738725,-0.13204338,0.43084392,-0.15745711,-0.2715852,0.113242514,-0.46988788,-0.19987977,-0.27648902,-0.07464936,0.20016353,-0.18698847,-0.11501285,1.4822776,-0.05255786,-0.22702354,-0.15484363
Fam117a,0.11057926,0.91196615,-0.062411707,2.5996866,-0.19432905,-0.6736102,0.07181031,0.0633426,0.21811727,-0.34001777,-0.43886364,0.32967377,0.5472064,-0.51371753,1.6808105,-0.19347146,-1.5385944,-0.6628831,-0.71379626,-1.0102009,0.6086798,-0.81311923
Zfp652,0.5693881,1.1330926,-0.16560481,0.4647611,1.6402522,-0.61565596,0.011933751,0.90589404,-0.45775276,-0.8735319,-0.19534062,-0.5251664,0.51407325,-0.8214855,-0.8789087,1.651564,-1.2850584,-1.0610287,0.7285399,-1.6365044,-0.5969711,-0.74576527
Abi3,-0.18406078,1.0454248,0.022499545,-0.52713436,1.2806519,0.25183874,-0.6846433,0.7185012,-1.4654696,-0.17643766,0.6749152,0.43416828,-0.3504079,-0.7549815,-0.43255198,1.3077778,-0.43403026,-1.1161293,0.39068025,-0.9007099,-1.370176,1.6459408
Gngt2,-0.9841906,0.5143304,0.037246197,-0.9684626,1.0412669,0.49940616,0.047267616,0.5209114,-0.4260205,-0.2551703,1.2666774,0.41512284,-0.61046493,-1.1610596,-0.53717685,0.9918399,-0.4759182,-0.7326681,0.44021705,-0.9817862,-1.316737,2.5655506
Hoxb4,0.06521863,-0.2303039,0.029251829,0.40514147,0.03289187,-0.11859365,0.5698483,0.102794886,-0.5821159,-0.4667876,-0.18440445,-0.24854071,-0.07308892,-0.08607173,-0.17135166,0.040348414,0.022596415,0.9931587,-0.57693785,-0.29915765,-0.1595858,-0.23883083
Nfe2l1,0.30293322,-0.16663072,-0.024295902,-0.079803556,-0.08672972,-0.546581,0.42221263,0.46646926,-0.91848284,0.6515537,0.30031106,-0.10332198,0.59115404,0.15869038,-0.57285845,-0.07367095,-0.16106175,0.083956115,1.0259805,0.28940532,0.16509205,1.4556708
Copz2,-0.398952,0.13801919,-0.20854038,-0.13609964,-0.16271663,0.40033627,0.0285833,0.23092808,-0.40527567,-0.15462041,-0.12428324,-0.3457027,0.016994428,-0.06833123,0.014960073,-0.16211168,-0.08297998,-0.09038511,-0.18311276,-0.33413163,-0.35672763,-0.09494742
Pnpo,0.05954596,-0.9334981,-1.0786285,-0.15467057,0.5299154,0.298759,-0.07426944,0.47245494,-0.24952269,-0.99829525,-0.05462179,0.1936852,-0.7163887,-0.9820419,-0.46513757,0.53607213,0.10478427,0.68147564,0.3468461,0.8101182,-0.27844635,1.8234996
Osbpl7,0.5891513,0.15794875,0.04588846,-0.016834283,-0.20463668,-0.39688286,-0.019676037,0.21577837,-0.6835516,-0.8379658,-0.5830401,0.51064754,-0.3647567,0.103665434,-0.38993752,-0.1940448,-0.050073404,0.32605812,-0.14103045,-0.020520978,0.32123932,-0.40902308
Tbx21,0.8332112,0.16480692,0.7665747,3.2238321,-2.2630205,1.1561873,0.22502969,0.13958423,-0.91565704,-0.9832572,-2.0804474,-0.0020098232,0.11864131,0.16739513,0.97878844,-2.266558,-0.5218926,-0.01275677,-1.4372047,-0.8050039,1.5752106,-0.9101502
Tbkbp1,-0.14217237,0.2327315,-0.46165684,2.558998,-0.9863149,0.4238009,0.4793112,0.5992023,-1.6316882,0.21872279,-0.7556169,-1.4122101,-0.83216363,-0.29946154,-0.39145252,-0.9836175,-0.42900294,0.30298012,-0.42942944,-0.49577335,0.029791286,-0.4219543
Npepps,0.2713216,-0.7058076,-0.6028059,-0.005328933,-0.13576367,-0.0018473916,0.21586496,0.5716562,0.39269352,0.1672931,-0.169983,0.55402356,0.8278839,0.46435815,-0.77485263,-0.12756912,0.41911453,0.5291217,1.4803054,0.04923041,0.24358971,0.83461165
Socs7,-0.0663279,-0.16923778,0.0777671,0.25491273,0.25031817,-0.14973515,0.085013315,0.56471884,0.9431563,-0.025946733,-0.166347,0.64754647,-0.060677316,0.44680932,-0.36868998,0.23546,-0.28748956,-0.05636882,0.77488816,-0.062039457,-0.28594294,-0.394147
Arhgap23,-0.1532159,0.7469612,-0.30626285,-0.0032923438,-0.120805696,0.012281275,0.17919634,0.3599252,0.07767247,-0.15391132,-0.11407149,-0.35949162,-0.09562239,-0.17106327,0.022986818,-0.14751188,-0.13803178,-0.1286747,-0.32138488,-0.36682406,-0.35929835,-0.09232233
Srcin1,-0.34535873,0.04760753,-0.18058527,2.9251087,-0.5455451,0.14850107,-0.21815738,0.31562614,-0.80812424,-0.4170953,-0.46971717,-0.6498008,-0.18631697,-0.38282076,-0.17304616,-0.5445938,-0.29501167,-0.35049945,-0.043386783,-0.5568989,-0.8340538,-0.22540343
Mllt6,0.3852519,0.00451253,-0.0825788,-0.08491137,0.52569604,-0.08801104,0.39730257,0.5500548,-0.7388125,1.4771924,-0.08028499,0.92469627,-0.13544792,-0.29186335,-0.84651273,0.5332477,0.16482083,-0.19477114,-0.35278586,-0.3547291,0.8009351,0.8546274
Cwc25,0.8070414,-0.35454425,0.43239865,-0.14929003,-0.5267776,-0.021131849,0.26348707,-0.5855862,0.743536,-0.38356143,-0.2630181,-0.05631986,-0.6985259,0.24189743,-0.770526,-0.5127665,0.06442361,1.1621566,0.08356681,-0.16169402,-0.32801396,0.7022769
Rpl23,-2.381581,1.1850846,-3.5146701,-2.5674188,5.0837255,-1.9544864,-4.2542872,3.966764,2.067552,-1.1125319,6.2902966,-1.8652254,0.28416884,-2.1971402,-2.0691204,5.0802135,-1.878388,-3.9811325,3.555692,2.2861197,-0.79043686,1.8370719
Arl5c,0.9096809,1.4716018,0.2541913,0.3534625,0.19223163,-1.346435,0.09862707,-1.1588501,3.6240819,-2.4596193,-0.53519386,0.63986295,0.9674639,-0.55396175,-1.4547174,0.21362196,-1.6846907,-0.7219305,-1.5738496,1.504531,-1.8391213,0.81431663
Cacnb1,-0.24866669,-0.010067109,-0.074597046,-0.20516928,0.12293119,0.22598326,-0.08715446,0.1908267,-0.3463667,-0.2628469,0.037768546,-0.4862349,-0.18814924,-0.29544738,-0.054767612,0.12827913,-0.075185165,0.14935192,-0.32148096,-0.05625142,-0.44445458,-0.1463829
Fbxl20,0.5943691,0.8459321,-0.8759106,0.86935145,0.531793,-0.66312575,-1.1326138,0.91736525,0.4496455,-0.57925344,-0.0466867,-0.15733014,0.19844279,-0.9776763,2.1578593,0.5502463,-0.77851194,-0.64276165,1.4453962,0.6373491,0.5695764,-0.5289618
Med1,0.3745001,-0.25669703,-0.4386811,-0.19546856,0.3192241,-0.4071408,0.41933033,0.63292044,0.15289187,0.63096076,0.49923927,-1.5450298,-0.67132145,-0.24437809,-1.1064634,0.32455727,-0.63087285,0.5502423,-0.11491397,0.26768696,0.08643247,0.36216664
Cdk12,0.28711775,0.5043361,0.14756942,-0.019969314,0.45001662,-0.6362916,-0.6273316,0.4121753,0.3214839,1.7325834,0.6929699,1.1119653,1.5300918,-0.05095306,0.67035174,0.42628393,-0.8458307,-0.7902315,0.5308129,0.7470407,-0.6423741,-0.003545574
Ikzf3,0.12418828,0.3050304,-0.21408236,2.3120189,-1.8523778,0.5398295,0.29957187,-0.90324044,0.9906497,4.1401873,-1.659156,-1.5492829,0.21615636,0.3300417,1.4059391,-1.8371419,0.5049723,0.44830874,-0.38529336,0.8672644,2.4882705,-0.19009003
Ormdl3,-0.066095024,0.09004951,-0.15437205,-0.10293916,0.05484445,-0.19761541,0.26187876,0.45785916,-0.47229838,0.37510875,0.06716343,0.094366014,-0.33899918,-0.061271466,0.8976076,0.08827566,-0.74760234,0.46275932,0.034291808,0.11760329,0.4400153,1.5158142
Thra,-1.0802009,0.3911024,-0.5966638,-0.7190915,2.5724614,-0.19881268,-0.57463753,0.8974352,-0.47637692,-0.59961665,0.6585406,0.1598169,-0.019670574,-0.8176818,-0.28546068,2.6027606,-0.4855709,-0.65221226,0.8460127,-0.6412055,-0.92380714,-0.31058255
Nr1d1,-0.4251824,0.15556523,-0.2420032,-0.1090146,0.18426552,0.019906854,-0.057875562,0.23951297,-0.4233507,-0.19803461,-0.20150991,-0.3761312,-0.16815995,-0.295142,-0.026362458,0.18939397,-0.061598986,-0.108912304,0.006865844,-0.34454447,-0.43042898,-0.1196161
Msl1,-0.0017210114,-0.33474168,-0.41238517,0.4893096,0.20987688,-0.03383047,-0.05243167,0.5053672,0.6207272,0.3957173,-0.5183927,-0.024395242,-0.6347416,-0.40820372,-0.9541361,0.22314738,0.14272149,-0.115269266,-0.25946972,0.3755452,0.28828284,0.36881155
Wipf2,-0.21238545,0.57191193,-0.21665509,0.5027458,0.7932887,-0.4304694,-0.24999073,0.22132541,0.38704047,1.6926633,-0.02708011,-0.6181409,0.62546456,0.048054095,-0.73081243,0.7818003,-0.09250743,-0.6648151,-0.30528963,-0.075980075,0.47811761,-0.6533781
Rara,1.0613153,1.2732236,0.3318838,2.539263,-0.51800674,0.15120047,0.42299408,0.22058593,-1.2549739,-1.441868,-0.039826293,1.3700573,0.1347825,-1.196677,3.7473793,-0.50086427,-1.2337829,-0.9803413,0.08189639,-1.7540303,-1.6091688,0.9335347
Top2a,-2.2909317,-2.260009,7.670447,-0.8529494,-1.3973504,4.369664,-3.4896376,-5.514545,-2.2116892,-1.4950252,-1.416778,-1.7249709,0.6362927,7.6600075,0.78446585,-1.3990849,4.9875026,-2.9597402,-3.5596344,-2.746022,-1.4349465,-0.8416431
Igfbp4,-2.4565623,0.7010973,-0.7293725,-1.8979992,5.811404,-0.80203503,-1.0480509,0.69106025,-1.493222,-0.8730428,1.2074944,-1.1720392,0.4246717,-0.8387621,-0.50272775,5.756761,-0.9419856,-1.2690023,-0.09360515,-1.2234942,-1.6324979,-0.452955
Ccr7,-3.6318004,0.8421258,-1.2518188,-3.097363,3.8940926,-1.5654606,-2.0047433,0.70950943,3.1207883,-1.443426,7.7610135,-1.9091865,0.7356391,-1.223515,-0.87201107,3.8887491,-1.725571,-2.2766073,0.35035256,-0.32529914,-2.6621335,0.19672236
Jup,-0.42665684,0.10539254,-0.13576046,0.67567617,-0.29301047,0.23228352,0.2155841,0.25386587,-0.70663255,-0.29199812,-0.10671346,1.3722963,-0.24349947,-0.44133386,-0.064381056,-0.29171252,0.5930224,0.10448486,0.5404174,-0.23332216,-0.38990617,-0.15746611
P3h4,-0.4964647,-0.23364301,-0.44817987,2.0459626,-0.68113005,0.5342888,0.4335481,-0.3559349,-1.0855082,0.8897014,-0.6085035,1.5662705,0.41828945,0.031588655,-0.24378254,-0.6793307,1.0377196,0.3986954,-0.041781418,-0.19624858,-0.7423113,-0.29620537
Fkbp10,-0.50436836,-0.14581619,0.14692035,1.5830765,-0.4334276,0.07622826,0.4194992,0.13211672,0.24704948,-0.3407089,-0.40146458,1.3606917,-0.2853251,-0.4113501,-0.11793948,-0.43257442,0.030684501,-0.14590122,-0.18187976,-0.36954534,-0.6953421,-0.18731901
Dhx58,0.05597754,-0.24983501,-0.20973253,-0.6573241,-0.4702118,-0.5577926,0.10854488,-0.90386915,1.9928045,1.844414,-0.14368682,2.543295,0.25285974,0.61201936,-0.49611062,-0.47430825,-0.239032,0.36088267,-0.1747615,3.6683888,0.21753448,-0.48625875
Stat5b,0.4471543,0.11567371,-0.39648604,0.27928314,-0.13440824,-0.30964223,0.15736663,0.021350339,0.99032605,2.124957,0.4204983,0.8775118,-0.5250389,0.17453484,-0.9595156,-0.13447393,-0.21330754,0.20186651,-0.124808274,0.26852533,-0.511483,-0.8508619
Stat3,0.24289107,0.23748542,-0.29653913,-0.31619278,-0.33514908,-1.0468506,-0.9761569,-0.9183124,0.33220944,2.6256158,-0.05205198,1.089892,1.2415377,0.84085435,2.2868233,-0.30899224,1.4886165,1.1408452,0.44449157,1.1579455,0.52759963,-0.20161678
Atp6v0a1,-0.3517066,-0.30831587,-0.065681815,-0.091593534,-0.070453584,0.28392535,0.17195524,0.2753994,-0.38676354,-0.1219289,0.03666709,-0.32078388,0.056770243,-0.37753198,0.04504433,-0.102442026,0.1060127,-0.07101554,0.46419808,-0.32167667,0.023695366,-0.07668354
Retreg3,0.34938988,0.04686071,-0.21934615,0.2718873,-0.0010415117,-0.36945447,0.28955847,-0.05059302,0.017227452,0.26959237,-0.26393867,0.981598,0.0013114428,-0.033830076,-0.77919775,-0.004850395,0.55412227,-0.5432933,-0.04936971,0.11680015,-0.27111948,-0.6969487
Ccr10,-0.39295104,-0.50913215,-0.26896548,-0.0032535882,-0.11616167,-0.088368796,-0.11509684,-0.11774191,-0.46377134,-0.14264975,-0.08671455,3.0186045,-0.02700542,-0.08431023,0.039722115,-0.11545986,0.5422842,0.8593342,3.9771426,-0.27146035,0.5309243,-0.08410482
