gene_name,P9_A,P9_C,P9_N,P4_A,P4_C,P3_A,P3_C,P10_A,P10_C,P10_N,P0_A,P0_C,P0_N,P5_A,P5_C,P6_A,P6_C,P2_A,P2_C,P2_N,P7_A,P7_C,P8_A,P8_C,P1_A,P1_N
Taf4b,-0.022015896,0.021448731,-0.27345833,-0.009384453,0.14251088,-0.11498125,-0.12403243,-0.17217465,-0.26977295,-0.27354202,1.0801982,-0.27080017,0.12054775,-0.047854204,-0.01892405,-0.11761681,-0.11712314,0.06918478,0.22050467,0.5138918,0.1692517,0.063450724,0.22188573,-0.042543974,0.4994247,-0.2653324
Rnf125,0.31448218,0.82827604,-0.90804577,0.15684426,0.07839952,0.072912306,0.08266696,0.1363069,0.9353413,-0.90821564,-0.41689527,-0.9026485,-0.4193755,-0.18681166,-0.1539031,-0.0026564458,0.088626646,-0.12092833,-0.16491836,-0.31931335,0.18896137,-0.00081787334,-0.16560648,-0.15409037,-0.15530951,-0.8915466
Rnf138,0.63803166,0.27108377,0.86109483,0.22870852,0.13794693,0.20321308,0.04932142,-0.09665433,0.021453857,-1.4692508,-0.8138825,-1.4553901,-0.72592485,-0.24270564,-0.20100148,-0.08094356,-0.07698538,-0.09760928,-0.20219204,-0.104434125,0.27028418,0.04989455,-0.3125766,-0.12479377,0.054329928,0.06875832
Zfp397,-0.11681281,-0.27193266,-0.42399698,-0.008009571,0.2648084,-0.03893493,0.08767221,-0.055481482,1.0451808,-0.42403346,0.23020278,-0.4228391,0.25257787,-0.07982871,-0.0073791603,-0.0078009195,0.034041606,-0.008304068,0.011809853,-0.42207956,0.08576856,0.025201527,0.3368229,-0.012007088,0.05433503,-0.42045736
Rprd1a,-0.06343225,0.30305248,-0.29218727,-0.03532495,0.047175385,-0.0428067,-0.021053147,-0.06968266,-0.29112637,-0.29221138,-0.29017326,-0.29142207,0.1816509,-0.011758287,0.0016147115,-0.033294726,0.06692499,0.032861996,-0.038696177,1.7346058,-0.018420165,0.056051455,-0.0439697,0.1525973,-0.13014203,-0.28984806
Mocos,-0.009708506,-0.10246388,-0.11242375,0.029124003,0.11483073,-0.010598061,-0.054449834,-0.015509723,-0.11063963,-0.112464264,-0.10903679,-0.111136906,-0.110644415,-0.06016912,-0.062050167,0.0068316516,-0.0003996489,0.021976821,0.027418302,-0.11029278,0.15549587,0.04880419,0.9041188,-0.021773702,-0.10916384,-0.108489916
AW554918,-0.013976471,0.0074550095,-0.28851,0.0476441,0.073080875,0.21602127,0.16895805,-0.008200805,4.3233294,-0.2885384,0.6900047,-0.28760725,0.052611977,0.0013428397,-0.033549577,-0.12688431,-0.066349916,-0.04809923,-0.013313075,-0.2870151,-0.09741629,-0.07236947,-0.28451243,0.108879164,-0.026750123,-0.2857504
Ammecr1l,0.0051998594,0.06057376,-0.33420077,-0.008352219,0.021761494,-0.06457325,0.03186994,0.018329086,-0.33173156,-0.33425683,-0.21371728,-0.33241975,0.025371296,-0.06775035,-0.010221142,-0.057457775,-0.067474835,0.0128846215,-0.11684481,-0.33125147,0.013127236,0.071702875,0.13809004,0.017779997,-0.0057711625,-0.3287563
Map3k2,0.095947556,-0.2038958,-0.6481618,0.13449036,0.044711642,0.048606854,-0.06924337,0.02510275,-0.6335213,-0.6484943,0.20416406,2.5971632,-0.0012511511,-0.08866326,-0.022061246,-0.13792136,-0.17641488,-0.010537422,-0.106072396,0.03101536,0.040620077,-0.033494435,0.11627497,0.13198283,0.038486242,0.50632393
Apc,0.09103045,-0.2881926,3.3219912,0.09846381,0.1099387,-0.023209164,0.060240388,0.010731605,-0.59185886,-0.60368294,0.39154825,-0.5950813,0.12588866,-0.12155402,-0.17369133,-0.111047074,-0.07147638,-0.028470613,0.19324854,-0.18984088,0.013507969,0.061930977,0.55358887,0.19966665,0.116943225,0.5643519
Pkd2l2,0.0013992372,0.27263296,-0.09839011,0.019789448,0.00021055677,-0.02771969,-0.059061058,-0.044158638,-0.096819475,-0.098425776,-0.09540844,-0.09725726,-0.017322375,-0.025576472,-0.07005662,0.044356134,-0.05836432,0.02777148,0.005266998,-0.09651413,0.00717424,-0.045462735,-0.09337345,-0.033528075,-0.065113455,-0.094927
Fam13b,0.038677547,0.11135251,-0.6285324,0.05414205,0.15577249,0.13643901,0.14901274,0.006078632,-0.6258054,-0.62859434,0.19051217,-0.62656546,-0.047833037,-0.07315033,-0.06162568,-0.117934324,0.08033839,-0.059083264,-0.15276477,0.16538766,-0.065033056,-0.057665378,-0.38118094,-0.11726776,0.089849845,-0.6225195
Kdm3b,0.05951691,0.23290746,-0.5712629,0.1379026,0.16885735,0.04210694,0.08790806,0.17819308,-0.56008303,-0.5715168,-0.1566664,-0.5631991,-0.03249067,-0.09429788,-0.09752573,-0.11549309,-0.012453603,-0.024239179,0.22352274,0.033354163,-0.06340049,0.002834582,-0.34772307,0.06577925,0.04456201,-0.5466122
Egr1,0.22863616,0.19413668,-0.69660383,0.15801434,0.07279939,0.10839133,-0.10023932,0.094881974,-0.68697166,-0.6968226,-0.29360735,1.4791191,-0.2860871,0.028807351,-0.09943365,-0.18043886,-0.2265151,-0.043748576,-0.14904761,-0.2791601,0.29676715,-0.1346025,0.15278806,-0.21670967,-0.052333202,0.23295298
Hspa9,-0.1101851,0.014986149,-0.5956321,-0.5881776,-0.58989304,-0.4302965,-0.45606336,-0.21162757,1.1695858,-0.59420043,0.22430743,1.7868086,0.30753326,0.13144974,0.28126216,-0.06789768,-0.038823225,0.6329128,0.676729,0.56988186,-0.023316666,0.046671983,0.07414615,0.019623188,0.25776774,1.6009287
Matr3,-0.087961346,-0.108984105,-1.3097041,0.00657405,0.043713197,-0.09721049,-0.0031868727,-0.067673005,1.5964426,1.2294565,-0.6528479,1.7971767,0.20959677,-0.0024169774,0.122551374,-0.15944119,-0.2006265,0.046771638,0.014381803,0.75177354,0.13913165,0.08035505,0.059659593,-0.11919673,0.39472708,-1.323081
Slc23a1,-0.05652378,0.49285343,-0.06429956,0.0024666884,0.022764761,0.082589306,0.01431741,-0.03291336,-0.06467229,-0.0642911,-0.06500715,-0.0645684,-0.030707998,-0.02733002,0.05720086,-0.020390993,-0.0667674,-0.036945418,-0.071545616,0.60623586,0.086528055,-0.02956042,-0.06549008,0.004092257,-0.064980604,-0.0651214
Cxxc5,-0.1928447,-0.17981885,-0.2571702,0.16140136,0.102940954,-0.06548344,-0.0877209,-0.21167415,-0.24331425,-0.25748488,1.1893404,-0.24717624,0.794119,-0.11071689,-0.0891754,-0.13118693,-0.15215155,0.06246776,0.035540704,0.2684973,-0.014063371,-0.056322757,-0.21291353,-0.14233917,0.16694638,-0.22661892
Nrg2,-0.07144237,-0.072774805,-0.084540084,0.1214947,-0.037584655,-0.022863364,-0.023546152,-0.08285354,-0.08243256,-0.08458794,-0.08053918,-0.08301998,0.09901754,-0.034387086,-0.066935636,-0.034438323,-0.016332965,0.005339535,0.03892816,-0.08202284,0.024352228,-0.07010126,-0.07780856,-0.05366403,0.010388184,-0.07989317
Pura,-0.12614436,-0.39192387,-1.0147631,0.08824175,0.07832531,-0.1466073,-0.024486128,-0.17469035,-1.01141,1.6925795,-0.25268662,-1.0123446,0.605743,-0.08921148,-0.16797763,-0.0068308953,-0.038194664,0.117605664,0.20278762,0.042409506,-0.21654105,0.012581593,0.051768545,0.19258226,0.08035865,-1.00737
Igip,-0.038393732,-0.14090973,-0.16164438,0.022703635,-0.002829924,-0.057023186,0.010547289,-0.116031356,-0.15793018,-0.16172872,-0.15459335,-0.15896542,0.22303979,0.015517027,-0.030653747,-0.042240165,-0.023395976,0.072973505,-0.0081592705,-0.1572081,-0.13723485,0.056687173,-0.14978102,0.08642064,-0.06788417,-0.15345487
Ankhd1,0.030308966,0.54673314,-0.7318707,0.12521292,0.24417353,0.047361538,0.065939665,-0.03905925,-0.7235743,2.6429262,1.1786909,-0.72588664,0.18095778,-0.0534302,-0.16655615,-0.17637861,-0.11988771,-0.0029810406,-0.023332603,0.3030385,-0.17654316,0.051195264,0.032253664,-0.044217985,0.12067146,1.0736321
Apbb3,-0.03377089,-0.20980008,-0.22571248,0.057721287,0.022536565,0.021604717,0.01990955,-0.0032193742,-0.2228621,-0.22577721,0.35089806,-0.22365656,0.14128512,-0.012983887,-0.05382525,-0.080073796,0.033488084,-0.031632606,0.09411519,-0.22230794,-0.106360726,-0.018154636,0.10700355,-0.0073897643,0.04226439,3.154072
Cd14,-0.0381403,-0.051903892,-0.057366155,0.046348162,0.12080189,-0.046832733,-0.024739219,-0.056583147,-0.056387696,-0.057388376,-0.05550866,-0.056660417,-0.056390323,-0.020670699,-0.049192943,-0.010746022,-0.05088779,0.08132617,0.21736822,-0.056197476,-0.050935794,-0.035069246,-0.054240912,-0.03593318,-0.025292344,-0.055208735
Slc25a2,-0.030671889,-0.04855347,-0.04613404,0.06059924,-0.05579004,-0.012536979,-0.028848154,-0.03593775,-0.046567433,-0.046124198,-0.04695679,-0.046446633,-0.04656627,-0.012396346,0.017336981,-0.029871255,-0.015720837,-0.05446209,-0.054559443,-0.046651687,-0.048982278,-0.023919305,-0.04751832,-0.047696352,-0.04692593,-0.047089636
Taf7,0.1197897,0.23180251,-0.93099743,0.11479876,0.038592212,0.11510225,0.06103917,-0.07900174,-0.050851703,-0.93122095,0.26071006,-0.9238967,-0.30771926,-0.1054871,-0.10181522,0.06151851,0.08218516,-0.1152769,-0.066605516,-0.46746263,-0.024932703,0.12715457,0.63159233,-0.10845568,0.14382869,-0.9092907
Pcdhga12,-0.060918014,-0.061698247,-0.0743235,0.01995857,0.07630887,-0.011794129,-0.051258273,-0.07251368,-0.072061926,-0.07437485,-0.070030145,-0.07269228,0.0185671,-0.034369722,0.012506276,-0.037098475,-0.05934967,-0.030865517,-0.03035749,0.599729,0.01531684,0.10455811,-0.06709994,0.0035766745,0.020809734,-0.06933692
Rell2,-0.06704701,0.4549314,-0.12989624,0.051983792,-0.0006981697,-0.007409009,-0.07266411,-0.08507284,-0.1258837,-0.12998734,0.72176796,-0.12700209,0.11327515,-0.012511491,-0.022811648,-0.044589862,-0.10332922,-0.0022282815,0.18085052,-0.12510361,0.12748589,0.024166131,-0.11707998,-0.038156904,0.25297162,-0.12104891
Rnf14,0.078554556,0.22621097,3.460889,0.05920095,0.05687536,0.030206505,0.008469261,0.03855857,-0.5855842,-0.5879626,-0.5117315,-0.5862324,-0.16825834,-0.09561153,-0.19867513,0.09774831,0.12125089,-0.04253974,0.023424257,0.1964879,0.14009848,0.12893209,0.15341496,0.15482938,-0.18444498,0.5954031
Arhgap26-1,0.32046896,0.41330358,-0.6678751,0.12162097,0.22285068,0.09098852,0.077547625,0.39189577,3.3471398,-0.6682831,-0.568783,-0.65491766,-0.4627896,-0.17888822,-0.112069234,-0.20770201,-0.32547793,0.0032409404,-0.097638175,-0.6464179,0.18247244,0.07243381,0.41978234,0.22107291,-0.28921208,-0.62826455
Nr3c1,-0.08068932,-0.17674577,2.446248,0.08247045,-0.0056344704,0.025100011,0.06203904,0.2661213,0.17819461,-0.7790116,0.17679608,1.9345226,0.064785495,-0.0060477857,-0.0030406907,-0.06865185,-0.16993216,0.03270192,-0.034926787,0.6702879,-0.109496735,-0.24857484,-0.2090777,-0.100457124,0.013375858,0.1846151
Dpysl3,-0.028686142,-0.04676073,-0.059105325,-0.01038448,-0.009837815,-0.035300016,0.0011971158,-0.015117581,-0.056894034,-0.059155542,-0.05490742,-0.057510376,-0.05689997,-0.03850751,-0.0054275366,-0.04035134,0.018583745,-0.016613387,0.15369086,-0.056464132,-0.044572845,-0.01877401,-0.052042346,0.08813547,-0.055064894,-0.054229606
Pggt1b,-0.06351138,0.4619229,-0.4952349,-0.05886968,0.082698196,-0.03953017,0.05061704,-0.019245934,0.7380317,-0.4950764,0.38155818,-0.50026995,-0.052146144,0.0048735137,-0.046504956,0.16456111,0.1349059,0.012466749,0.10349849,0.16720477,-0.067465045,0.012739262,-0.37499368,0.119859174,-0.06736867,0.97526723
Atg12,0.103104785,-0.044499554,-0.75226563,0.08343204,0.09701074,0.11129847,-0.019131059,0.06601634,0.2777683,-0.75252056,-0.10778538,-0.74416834,-0.2841396,-0.10444921,-0.19137402,0.09621896,0.020803554,-0.052631665,-0.11712421,0.12925217,0.0021787568,0.167549,0.091853805,0.10596491,-0.033420082,-0.72751236
Dmxl1,-0.03538128,-0.071679845,-0.55172974,0.14723352,0.2551186,-0.012594303,0.039676797,-0.05095895,-0.54182243,3.6528034,0.7090649,-0.54458386,0.1335542,-0.073554635,-0.046358466,-0.17807697,-0.09707057,-0.0033718084,0.046513643,-0.08958756,0.07490523,0.11978949,-0.10224244,0.021440573,0.07556732,2.1541138
Ppic,-0.20735334,0.3936244,-0.24901511,-0.0753928,0.2569345,-0.095564894,0.063269824,-0.097519934,-0.25264138,-0.24893278,-0.14794202,-0.25163066,0.35411048,-0.024703206,-0.08574567,-0.06697576,-0.04499514,0.02898411,0.19990522,-0.25334635,-0.12176842,0.08466613,-0.26059756,-0.075637,0.3669526,-0.2570107
Cep120,-0.0028654672,0.0979951,-0.54449075,0.013594068,0.032892663,0.064057656,0.2050915,-0.07000186,-0.54599583,-0.54445654,-0.5473481,-0.5455764,-0.01162538,-0.02921063,-0.010943174,-0.059904933,-0.050732844,-0.095600866,-0.15229821,0.4134431,0.11066637,0.06733715,0.28446305,-0.115717046,0.06833384,-0.5478095
Zfp608,-0.096232906,-0.08709072,-0.101913445,-0.021947524,0.12156848,-0.054674882,0.0066953674,-0.09978862,-0.099258244,-0.10197374,-0.09687283,-0.09999832,-0.07654055,-0.077180706,-0.04033385,-0.079394676,0.032318376,-0.005926618,0.33346835,-0.09874204,-0.08446363,0.18497697,-0.093432605,-0.092341885,0.024582868,-0.09605894
Gramd3,0.67261904,0.5258422,-1.6953546,0.27870017,0.22845569,0.23730658,0.012739424,-0.026285255,-0.32287598,-1.6958584,-0.5541376,-1.6793514,-0.85222685,-0.17470194,-0.17188348,-0.03867176,0.0065154107,-0.24349305,-0.4960439,-0.24555649,0.15100552,-0.06607078,-1.0933424,-0.40770584,0.27887607,0.7391632
Lmnb1,-0.3757545,-0.49214223,1.2986503,-0.6413214,-0.44979793,1.0052568,0.9961834,-0.29475483,0.058803022,-0.7770891,-0.6228641,-0.8622377,-0.6419091,0.6608349,0.72814876,0.679155,0.6344592,-0.43548203,-0.42958808,-0.27165028,-0.6184775,-0.6414191,-0.57824576,-0.35523954,-0.69928896,-1.0320398
March3,-0.035905316,-0.08542328,-0.11595697,0.04169889,0.065005146,-0.027861886,-0.020974962,-0.047913164,-0.110487476,-0.11608118,0.73751515,-0.11201195,0.082807735,-0.0650094,-0.05222895,-0.016229859,-0.052298874,-0.0054716202,0.1098171,-0.10942412,-0.08001167,-0.07848481,-0.09848708,-0.083530724,0.015845016,4.946447
Gm4951,-0.15258595,-0.11837944,-0.17384034,0.16158922,0.2293167,-0.06688958,-0.07251812,-0.16589008,-0.16390562,-0.17406595,0.03952558,-0.16667466,0.69240755,-0.081299976,-0.09085389,-0.082285106,-0.10806248,0.091228336,0.01929606,-0.16197418,-0.10854987,-0.07356882,-0.1421083,-0.13802725,0.022099791,-0.15193506
Gm4841,-0.08180292,-0.070003934,-0.10247053,0.025666531,0.22385675,-0.039861966,-0.04315689,-0.09781648,-0.09665479,-0.1026026,-0.091429934,-0.09827577,0.24405523,-0.048297755,-0.053890586,-0.05314707,-0.06396443,0.048257478,0.010590775,-0.095524125,-0.06424974,-0.046744812,-0.083894715,-0.081505686,-0.00067026407,-0.08964726
F830016B08Rik,-0.08473559,-0.067485504,-0.095454015,0.10846508,0.01616883,-0.041519564,-0.04435799,-0.09144476,-0.09044401,-0.095567785,0.26471585,-0.091840416,0.20464055,-0.048786614,-0.053604584,-0.05296408,-0.06228274,0.046634268,0.0019431969,-0.08947,-0.06252853,-0.024628399,-0.07945179,-0.05412049,-0.08629982,-0.08440735
Iigp1,-0.30803877,-0.018101137,-0.42907864,0.2095092,0.20013127,-0.13454913,-0.13094096,-0.4008437,-0.40507722,-0.42962363,1.001082,-0.41176698,1.1826874,-0.18403642,-0.22047561,-0.17060037,-0.23154716,0.1102431,0.037521724,0.09282028,-0.0023338734,-0.04383048,0.15567742,-0.10972923,0.62773836,-0.3761574
Ndst1,0.054254852,-0.12703913,-0.35218558,0.045043506,-0.09101508,-0.100017466,-0.07168126,0.042427,-0.35213736,-0.35218668,0.10243174,-0.3521508,0.042756706,-0.074413486,-0.055689175,-0.06800339,-0.067573085,0.1007349,0.25251278,-0.06151419,-0.10790418,0.05894298,0.40977284,0.18464957,-0.14785367,-0.35207927
Cd74,-0.12568152,0.021306861,-0.19452202,0.205606,0.3601162,-0.06863317,-0.05540643,-0.14308771,-0.18692423,-0.19469455,0.5597948,-0.18904191,-0.066741444,-0.08539044,-0.05443206,-0.072451785,-0.0871563,0.10528353,0.38848966,0.04176789,-0.08573508,-0.03396474,-0.1702543,-0.04199022,-0.11591325,-0.17776951
Csf1r,-0.05122774,-0.046012517,-0.05446824,0.04497869,0.10940456,-0.03816223,-0.0063114343,-0.053256124,-0.052953564,-0.05450264,-0.051592786,-0.05337574,-0.052957628,-0.04035928,-0.0418159,-0.021682423,0.022102974,0.07451394,0.14528175,-0.052659094,0.050296817,-0.018919937,-0.049630288,-0.04900808,-0.05170065,-0.0511285
Hmgxb3,-0.02774908,-0.04620092,-0.40523687,0.010517601,-0.043453246,-0.12087649,0.013579048,-0.07355305,-0.4029894,-0.40528795,0.21713057,-0.4036158,0.1539385,-0.071529984,-0.008279637,-0.076026626,-0.09269504,-0.005035266,0.07946628,-0.13529499,0.28554657,0.09253837,-0.39805818,-0.054916162,0.21847506,-0.40028128
Slc26a2,-0.07003215,-0.32622105,-0.31554067,0.09608249,0.216087,-0.026088797,-0.062626354,-0.01590829,-0.31745383,-0.31549722,-0.31917262,-0.3169206,0.06815103,-0.02035503,-0.028555388,0.06903408,0.016011704,-0.050582513,0.08075344,0.0055699847,0.102621086,0.2646938,0.6813276,0.0482324,-0.0856903,-0.31975907
Pde6a,-0.036089357,-0.084377795,-0.11553171,0.03728816,0.0753513,-0.036654897,-0.04134943,-0.07924251,-0.10995111,-0.11565844,-0.1049375,-0.11150655,0.10611557,-0.041250773,0.0094685955,-0.05841934,-0.07858248,0.029950215,-0.0070416844,-0.10886616,-0.07885626,-0.020402184,-0.09770696,-0.07433815,0.016458431,-0.103226915
Ppargc1b,-0.006561493,-0.22817746,-0.2581902,0.041926116,0.05134295,-0.11680299,-0.11469989,-0.030278176,-0.25281402,-0.2583123,0.5681183,-0.25431252,0.24974376,0.017667592,-0.087065645,-0.12981297,-0.17822437,0.09340728,0.119748026,0.54075384,0.06941268,-0.041232232,-0.24101837,-0.15541138,0.44455227,-0.24633613
Adrb2,-0.022199674,-0.2885707,-0.54628336,0.06134615,0.007863286,0.07535501,-0.14398687,0.066881806,1.3711741,3.6382813,-0.145381,-0.5386707,0.06480632,-0.044339843,-0.12358315,0.021372216,-0.009391426,-0.022587856,-0.17944385,0.32079038,-0.25883934,-0.24868715,0.2540667,-0.25207242,0.009034719,-0.5230118
Napg,0.027186824,0.13424085,-0.72490054,0.03358931,0.0608578,0.021228313,-0.039055113,0.038300946,-0.7219044,-0.7249686,-0.45499268,-0.7227395,-0.037612483,-0.12325671,-0.09352296,0.04204316,0.1687795,-0.07459074,-0.10504931,-0.062288348,-0.0016747544,0.021044005,0.26706642,0.11856112,-0.013115694,0.2869731
Wdr7,0.046945423,0.3572896,-0.26606807,0.092146516,-0.03715896,0.021726316,-0.067214005,-0.007979054,-0.26335728,-0.2661296,-0.2609219,-0.26411283,-0.073912494,-0.068314925,-0.09755643,-0.01780973,-0.029745266,0.012349126,-0.08400551,-0.26283026,0.019838529,0.070563264,-0.25740963,0.03822471,-0.008968131,-0.26009098
Nedd4l,-0.11339805,-0.21295378,-0.23477264,0.048153177,0.05089414,0.0845493,-0.08849168,-0.15256578,-0.23086423,-0.2348614,-0.22735292,-0.2319536,0.338686,0.042832647,-0.036447536,-0.106403805,-0.14380498,0.036054015,-0.08374084,0.26572284,0.112681806,-0.10603295,-0.22228895,-0.16912398,0.1694664,-0.2261549
Alpk2,-0.017869493,-0.09209556,-0.06649496,-0.034562554,-0.16866744,0.044029653,-0.03338671,-0.017331155,-0.0710808,-0.06639082,-0.0752007,-0.06980261,-0.014432527,-0.03657097,-0.058236357,0.0013992689,0.0036806548,0.03986059,-0.10532627,-0.07197235,0.042129707,-0.068405434,0.92639506,-0.024981467,-0.074874125,-0.07660638
Malt1,0.21239248,0.33241934,2.028154,0.4061425,0.25035858,0.29638538,0.037277546,0.09445769,-0.8784786,-1.5163852,0.0749155,0.2545516,-0.395144,-0.074557304,-0.19500674,-0.12023784,-0.15305868,-0.16955458,-0.275537,0.0011245529,-0.07678045,-0.2854109,-0.22823167,0.1419998,-0.056161623,-0.8533923
Pmaip1,0.105087996,0.3778416,-0.62654316,-0.08254049,0.03717519,0.045596607,0.05026872,0.12542333,-0.6406089,-0.62622374,-0.6532456,-0.6366885,-0.54534817,0.044075694,0.19738883,0.17298815,0.37899026,-0.086491615,0.049016025,-0.4726393,0.014945795,0.051262923,-0.1513916,0.2010942,-0.4087865,-0.65755713
Gnal,0.0055127535,0.17486516,-0.15819345,0.00080295885,-0.009341424,-0.005800677,0.046719465,-0.025686717,-0.15331405,-0.15830427,-0.1489304,-0.15467405,-0.0065789325,-0.06814184,0.028613573,-0.0037717824,-0.02358919,0.046227664,0.014124813,0.52466154,-0.010737939,-0.048060432,-0.14260834,-0.105594665,-0.07373278,-0.14743474
Chmp1b,0.16418599,0.20888937,2.95618,0.06930302,0.074326016,-0.046758786,0.0047100615,-0.038389582,0.3798537,-0.7060943,0.5765559,2.3744342,-0.26485735,-0.09871082,-0.075047575,-0.07509819,0.030230423,-0.067068845,0.03203599,-0.0010035713,0.15304644,0.039655287,-0.047043752,0.035453282,0.015378559,-0.67962074
Mppe1,0.15120126,0.060481686,3.0386267,0.11215035,0.1520045,0.028543977,-0.05263292,-0.060305316,-0.6729044,3.061535,0.13996649,2.4472692,0.085001595,-0.11784954,-0.21684094,-0.062048666,-0.08437277,-0.050164033,-0.08663503,-0.096480064,0.22056134,0.12102695,-0.4426035,-0.13480401,0.1219177,0.6502611
Ldlrad4,-0.018510355,-0.114524044,-0.32437286,0.11905001,0.0941612,-0.046490766,-0.1442791,0.016885571,-0.3086753,-0.32472932,0.66991955,-0.31305057,0.2994004,-0.10185342,-0.13747941,-0.11865399,-0.167796,0.030646369,0.086117394,-0.30562347,0.3122198,0.044071086,-0.27423397,-0.18776684,0.19866975,-0.28976095
Tcf4,-0.095289335,0.50824004,-0.29720414,-0.035053473,0.19178289,-0.112680234,0.084289655,-0.0760673,-0.29580376,-0.29723597,0.30063742,-0.29619405,0.019752014,-0.03566073,0.19988455,-0.16566604,0.123593524,0.025594711,0.23612061,-0.29553148,-0.10110274,0.337837,-0.2927312,0.25827748,-0.24810225,-0.29411638
Poli,-0.06436147,0.03294259,-0.2983469,0.05833923,0.06735901,-0.049100712,-0.04026477,-0.11510361,-0.2955612,-0.29841015,-0.29305854,-0.29633763,0.19804282,-0.026263176,0.016721446,-0.0030202803,-0.07626675,0.053051658,0.03839386,0.4321448,0.041288383,0.0028862187,0.87321895,-0.055714436,0.22928113,-0.29220468
Smad4,0.06080069,-0.020835765,2.3894777,0.14026858,0.26979724,-0.011249098,0.027344903,0.22271444,-0.82864404,-0.85003114,0.36079207,-0.8344727,0.20106247,-0.22899419,-0.24628887,-0.18260527,-0.25574043,0.024593674,0.1287582,0.069750026,0.09211456,-0.028170122,-0.27301082,-0.11023044,0.15665087,1.0456942
Elac1,0.050088394,-0.19466873,-0.19869508,0.010979366,0.03403307,-0.076516934,0.0023105524,0.035011347,-0.19797385,-0.19871147,-0.19732589,-0.19817488,0.08122823,-0.06378042,-0.043708052,-0.038259126,-0.047382396,0.062717855,0.017609337,0.30606958,0.029875297,-0.012336015,-0.19639139,0.05752193,-0.078399375,-0.1971048
Rpl17,0.025979286,-0.3937739,-1.2448137,0.36436313,0.2477591,-0.7967698,-0.6220147,0.08598073,-1.4334403,-0.51061857,1.2295853,2.886875,1.2190685,-0.56038123,-0.55885226,-0.7616671,-0.85479563,0.54106474,0.562113,0.71311635,0.33505252,0.3994208,-0.3301825,-0.037684426,1.4865685,1.4594195
Dym,0.057294093,0.15191989,4.478645,0.051413454,-0.04314969,0.02934591,0.0066294326,0.005512066,-0.4653684,-0.46946597,0.41324228,-0.4664851,0.0028237791,-0.025400117,-0.013851301,-0.042598266,-0.20248532,-0.011804134,0.031192856,-0.21626109,0.3042314,0.040116098,0.10186341,0.062456913,0.12847054,1.2777127
Smad7,0.20067847,0.41147417,-1.2510024,0.33750772,0.3174477,0.06980094,-0.063266166,-0.20269325,1.3463793,1.1195863,0.5543294,-1.2305189,0.18860495,-0.2827451,-0.34535462,-0.10045393,-0.21543631,-0.09156344,-0.24167961,-0.3125955,0.33028078,-0.067051485,-0.059300188,-0.40577397,0.66583,0.36627692
Pias2,0.022384355,-0.102298155,-0.33947352,-0.112247676,0.07814612,-0.057880774,-0.023473743,-0.04851396,-0.3461429,-0.33932206,0.54201674,-0.34428403,0.10173623,0.10585674,0.09202111,-0.111225136,-0.1316348,0.08559663,-0.038767513,-0.11397631,0.14129911,0.059046626,-0.03116868,-0.023716748,0.016019624,-0.35417902
Epg5,0.030542271,0.21561162,-0.2947649,0.12828492,-0.02847548,0.0510926,-0.0031321757,0.040852513,-0.29002854,-0.29487246,-0.1513092,-0.2913487,0.0005684975,-0.06730612,-0.01373735,-0.03387721,-0.047313057,0.0054232203,-0.02551183,-0.28910774,-0.010334013,0.0038766642,0.22482556,-0.020276845,-0.023397615,-0.2843216
Slc14a1,0.14572617,0.12641875,-0.34066024,0.10572551,0.059696455,0.02231652,-0.07182029,-0.12678666,-0.32359433,-0.34104776,0.9014948,-0.32835102,0.3928657,-0.10771815,-0.14124112,-0.14667962,-0.1291064,0.08684324,0.088126294,-0.3202765,0.028391195,-0.075910605,0.036161445,-0.10157151,-0.09877943,-0.30303133
Setbp1,0.0020007675,0.4074218,-0.29592454,0.03297425,0.058558505,0.06027022,0.09732575,-0.14268672,-0.28877628,-0.2960869,-0.2823543,-0.29076868,-0.23529686,-0.023668516,-0.057597786,-0.0764161,-0.09709506,0.00023189222,0.029573329,-0.28738657,0.03614733,0.19807735,1.417289,0.5304783,-0.112553686,-0.28016317
Pard6g,-0.12362208,-0.10507943,-0.13514365,0.008533103,-0.0151568055,-0.05105939,-0.047504265,-0.12020042,-0.12975824,-0.13526595,0.38359225,-0.13125928,0.33623454,-0.058690935,0.028421935,-0.07298808,-0.06596472,0.023715377,0.19569686,0.5470731,-0.010172827,-0.04241483,-0.11794236,-0.10149606,0.07409359,-0.123269245
Nfatc1,0.08318049,0.5603955,3.3468418,-0.040418748,0.3722331,0.027186131,0.34983134,-0.08744583,-0.8838011,-0.88448846,-0.88319725,-0.88398844,-0.33872327,-0.13629349,0.15849718,-0.13526987,0.16112418,-0.12406983,0.19069943,0.18449333,-0.09551243,0.38082814,0.6379593,0.60713834,-0.32803932,0.7008771
Atp9b,0.07401504,0.19750479,-0.45641518,0.038860966,0.15393506,-0.03351114,0.030858397,-0.09785478,-0.44835436,-0.45659822,-0.44111258,-0.45060113,0.08611019,-0.1406427,-0.086777635,-0.14614642,-0.11926608,0.016387897,0.06973784,0.31088138,0.19089702,0.1518545,0.19818263,0.07187037,0.012286875,-0.4386418
