gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Gm6569,,
Gm45198,,
Gm12550,,
Gm48666,,
Gm28038,1.428,-1.428
Iqub,-0.119,0.119
Clns1a,-0.36,0.36
Gm42689,,
Pld4,-0.394,0.394
Gpr31c,-0.29,0.29
Gm8973,-0.096,0.096
Gm13349,-0.069,0.069
A26c2,,
Sox8,0.466,-0.466
Gm17192,,
Diexf,-0.476,0.476
Anxa3,-0.342,0.342
Gm10293,-0.852,0.852
Pot1a,-0.869,0.869
Rpl13a-ps1,0.292,-0.292
Map3k11,0.491,-0.491
Gm7368,0.306,-0.306
Gm8715,,
Lysmd4,1.994,-1.994
Ly6g2,-0.096,0.096
Olfr287,-1.627,1.627
Pparg,0.073,-0.073
Magohb,-0.713,0.713
Gm49408,,
Pomgnt2,-0.096,0.096
Lsr,-0.487,0.487
Smg6,-1.341,1.341
Rasa2,-1.244,1.244
Crbn,1.436,-1.436
Gm11424,0.099,-0.099
Ccl12,,
Cmbl,0.143,-0.143
Gm7735,,
Olfr713,-0.462,0.462
Olfr1497,,
Ino80d,-0.164,0.164
Gm9002,,
Gm8289,-0.096,0.096
Gm11679,0.595,-0.595
Ola1,-0.198,0.198
Clnk,0.869,-0.869
Ngp,-0.186,0.186
Gm44098,,
Catsperb,-0.02,0.02
Ube2cbp,-0.687,0.687
Gm7694,-0.434,0.434
Muc2,-1.345,1.345
Rpl7l1-ps1,,
Lig1,-0.783,0.783
Sntb2,0.026,-0.026
Gpr179,-0.397,0.397
Serpina1e,,
Hdhd2,-0.972,0.972
Sorbs1,0.185,-0.185
Vmac,2.85,-2.85
Myl12b,1.373,-1.373
Odf3b,1.206,-1.206
Krtap6-5,,
2310002L09Rik,,
Gm49084,,
Gm16298,,
Gm11622,,
Abitram,-0.518,0.518
Patz1,0.687,-0.687
Gm7180,-0.096,0.096
Dtnb,-0.844,0.844
Rab24,0.833,-0.833
Strip1,0.671,-0.671
Olfr1304-ps1,,
Nav1,-1.634,1.634
Gdf2,,
Plekha2,-0.839,0.839
Vmn1r16,1.601,-1.601
Spx,0.099,-0.099
Gm14300,0.209,-0.209
Gm2272,,
Gm6482,0.312,-0.312
Gsdmc,-0.7,0.7
Hmgb1-ps9,0.167,-0.167
Ryr3,-0.654,0.654
Gm5800,,
Llph-ps1,1.522,-1.522
Map3k2,0.629,-0.629
Gm43498,0.41,-0.41
Ces1b,,
Ighv11-1,,
Rap1gds1,-0.543,0.543
Gm45551,0.159,-0.159
Mib2,0.606,-0.606
Gm6540,-0.129,0.129
Gm2398,0.054,-0.054
Gm8994,-0.894,0.894
Znrd1,0.597,-0.597
Spo11,0.428,-0.428
Gm13904,-0.232,0.232
Inpp4a,-0.731,0.731
Glrp1,-0.326,0.326
Gm7424,-0.025,0.025
Zrsr2,1.149,-1.149
Gm11628,0.355,-0.355
Gm31861,-0.939,0.939
Gm15361,0.355,-0.355
Flt4,-0.355,0.355
Gm5611,-1.333,1.333
Eef1b2,1.059,-1.059
Haus2,0.995,-0.995
Il17c,0.979,-0.979
Chrna9,-0.59,0.59
Rpl10-ps4,-0.096,0.096
Olfr1325,0.276,-0.276
Gm43157,,
Sugct,-2.045,2.045
Plec,1.673,-1.673
Agrp,-1.672,1.672
Ramp2,-0.67,0.67
A830005F24Rik,-1.052,1.052
Rpsa-ps9,-1.308,1.308
Gm45541,,
Speer4f2,,
Pcgf3,-0.454,0.454
Glt8d1,0.56,-0.56
Senp8,-0.102,0.102
Timmdc1,-0.122,0.122
Top3a,0.501,-0.501
Arhgef39,-0.061,0.061
Cyp2j9,,
Gm38305,-0.232,0.232
AC102268.2,0.567,-0.567
Gm4165,0.312,-0.312
Krt76,,
Gm12397,0.488,-0.488
Gm14348,,
Gm13728,,
Slc38a4,,
AC132253.1,,
Gm2221,,
Cenpl,-0.46,0.46
Mc3r,-0.187,0.187
Serpinb9g,-0.096,0.096
Tmem252,0.014,-0.014
AC132140.1,,
Gm37545,,
Ugt2b38,,
Spindoc,-0.629,0.629
Gm13127,-0.558,0.558
Zfp983,0.47,-0.47
Gm13884,-0.096,0.096
Ptgdr,-1.399,1.399
Gm6331,,
Gm5419,,
Tmem97,-0.409,0.409
Gm9275,,
Flrt2,,
Cd55,0.772,-0.772
Myh2,,
Rnaseh2c,-0.747,0.747
St6galnac1,-0.111,0.111
Gm11960,-0.146,0.146
Gm48906,-0.096,0.096
Cct6a,-1.335,1.335
Gm28597,,
Gm17944,-0.449,0.449
Gm21627,,
Gm12442,,
Slc2a4,0.37,-0.37
Gm609,-0.484,0.484
Olfr353,0.479,-0.479
Nt5c1b,,
Pla2g10,,
Fbxl19,0.615,-0.615
Gm12851,,
Lrrc72,-0.232,0.232
Cd164,0.433,-0.433
Olfr1151,,
Sprr2f,,
Osbpl11,0.9,-0.9
Mep1b,-0.377,0.377
Ccl21a,,
Spint2,1.248,-1.248
Gm2907,,
Gm12203,,
Gcnt3,1.64,-1.64
Gm18627,,
Ank,1.906,-1.906
Mro,-0.564,0.564
Wdr1,-0.119,0.119
Ms4a15,0.226,-0.226
Ighv8-11,,
Sc5d,-0.562,0.562
Prkaca,1.145,-1.145
Cdh19,0.281,-0.281
Gm44420,,
Gm15861,0.049,-0.049
Vsir,0.145,-0.145
Inpp5f,0.213,-0.213
Gm8424,-0.628,0.628
Gm9999,,
Cyp17a1,1.082,-1.082
Cpxm1,0.159,-0.159
Gm44041,0.514,-0.514
Arid5b,-0.685,0.685
Itih5,-1.835,1.835
Traj14,-2.995,2.995
Olfr764-ps1,,
Atp13a5,,
Rtf1,0.418,-0.418
Gm48929,,
Rgma,,
CT010433.1,0.057,-0.057
Hdac11,-0.972,0.972
Avp,-0.889,0.889
Esyt3,0.27,-0.27
BC028528,-1.579,1.579
Pih1d3,,
Hectd1,0.229,-0.229
Gm17538,0.513,-0.513
Egflam,0.46,-0.46
Ccdc137,-0.07,0.07
Vmn1r218,-0.218,0.218
Fnbp1,-0.638,0.638
Ahcy,0.008,-0.008
Gm28036,0.115,-0.115
Gm7595,,
Gm17800,,
Tac1,,
Gm8625,,
Gm49717,0.176,-0.176
Palb2,-1.193,1.193
Pxdn,-0.232,0.232
Mapk3,-0.016,0.016
Vmn1r60,-0.391,0.391
Cdkn2d,0.595,-0.595
Kcnh3,-1.14,1.14
H1fx,0.326,-0.326
Gm21704,,
Pdzd2,-0.764,0.764
Abcb10,0.829,-0.829
Pus1,-1.635,1.635
Gm4487,,
Gm5051,0.224,-0.224
Olfr50,,
Hic1,-0.01,0.01
Gm15790,0.176,-0.176
Slco6d1,,
Mbd4,-1.794,1.794
Gm49852,,
Bag3,0.687,-0.687
Gm4498,,
Mkrn1-ps1,0.176,-0.176
Emx2,-0.096,0.096
Ipcef1,-0.001,0.001
Gm13862,-0.232,0.232
Gm6877,-0.524,0.524
1700031M16Rik,,
Sell,-2.337,2.337
Gm7451,-0.875,0.875
Gm34015,,
Gm48475,,
Gemin6,-0.861,0.861
Vopp1,-0.274,0.274
Gm15026,,
Scgb2b27,,
Gm28148,,
Kynu,-0.302,0.302
Olfr601,,
Gm8197,-0.232,0.232
Olfr835,,
Tmem130,0.004,-0.004
Rps27rt,0.735,-0.735
Gm4972,-0.239,0.239
Sec23ip,-0.466,0.466
Gm37395,,
Ptchd3,,
Gm5790,-0.034,0.034
Gm48760,,
Gm15266,,
Gm20925,,
Vmn2r76,-0.191,0.191
Jph1,0.838,-0.838
Hapln1,-0.233,0.233
Nectin4,-0.381,0.381
Gm13406,,
Cttn,-1.04,1.04
Gm1123,0.35,-0.35
Cym,1.187,-1.187
Tctex1d4,1.075,-1.075
Ccnb2,0.041,-0.041
Carmil1,0.325,-0.325
Yap1,-0.429,0.429
Gm5937,1.317,-1.317
Wnk3,-0.096,0.096
Gm13304,,
Chaf1b,-1.176,1.176
Gm7904,-0.39,0.39
Gm9127,,
Gm29024,,
A730009L09Rik,-0.125,0.125
Fgf8,-0.199,0.199
Gm16589,-0.412,0.412
Gm20823,,
Esp34,,
Galnt17,0.3,-0.3
Bmx,0.06,-0.06
Sptan1,1.598,-1.598
Wdr72,-0.717,0.717
Tktl1,0.531,-0.531
Gm28531,,
Gm11484,,
Sag,-0.988,0.988
Pp2d1,0.464,-0.464
Gm2381,0.361,-0.361
Gzmb,1.727,-1.727
Nr6a1,-1.068,1.068
Gm11343,0.884,-0.884
Col4a4,0.086,-0.086
Irf8,-2.191,2.191
Sec24b,-0.66,0.66
Gm29073,,
Gm6755,0.639,-0.639
Lum,0.312,-0.312
Gm18683,,
S100a7a,-2.004,2.004
Gm17181,,
Gm14360,,
1700015F17Rik,0.312,-0.312
Gm5702,0.133,-0.133
Gm14197,-0.232,0.232
Ppp2r3c,0.682,-0.682
Naa60,0.426,-0.426
Gm15209,,
Igkv13-64,,
Gm12593,0.752,-0.752
Atp6v0a2,-0.806,0.806
Cfap100,,
Asb15,0.448,-0.448
Gm42593,,
Gm29030,,
Gm48017,0.336,-0.336
Gm7395,,
Vmn2r-ps92,,
Olfr640,-0.016,0.016
Gm49277,0.425,-0.425
Atg4d,0.771,-0.771
Arhgap1,-0.502,0.502
Gm3365,0.677,-0.677
Shb,0.056,-0.056
Gm20885,,
Zfp935,-1.136,1.136
Gm45834,0.356,-0.356
Gm3307,-0.779,0.779
Gm14609,,
Gm5668,,
Slc29a2,0.189,-0.189
Olfr1500,0.046,-0.046
Trim44,2.486,-2.486
Gm7986,0.222,-0.222
Unk,-0.998,0.998
Gm5725,,
Lrrc14,-1.168,1.168
Clint1,-0.057,0.057
AL672038.1,,
Ndufa8,-0.06,0.06
Dvl2,-0.216,0.216
Gm35389,,
Gm3895,,
Gm42420,0.834,-0.834
Olfr956-ps1,,
Gm45208,0.082,-0.082
Igkv8-22,,
Zfp790,-0.983,0.983
Gm12722,,
Dhrs9,0.948,-0.948
Gm49834,,
Exosc3,0.154,-0.154
Orc2,0.121,-0.121
Gm28909,,
Gm19217,,
Hps4,0.19,-0.19
Rprm,,
Traj17,-0.651,0.651
Zbtb38,-0.541,0.541
Aga,-0.366,0.366
Tmem212,,
Zbtb20,1.451,-1.451
Alpk3,-0.598,0.598
Cacng5,,
Hspbap1,0.286,-0.286
AA467197,3.102,-3.102
Gm6643,-1.505,1.505
Gm5223,-0.232,0.232
Cpxcr1,,
Adamts5,-0.791,0.791
Gm29534,,
Olfr858-ps1,,
Cfap65,-0.765,0.765
Igkv6-15,-0.238,0.238
Ephb4,-0.392,0.392
Krt36,,
Gm11408,,
Lin28b,0.436,-0.436
Slc17a5,-0.236,0.236
Snapc1l,-0.621,0.621
Ppp1r3d,0.176,-0.176
Fkbp8,-0.06,0.06
Prmt2,-0.168,0.168
Olfr698,,
Gm4785,-0.096,0.096
Psmb11,0.718,-0.718
Porcn,-0.096,0.096
Armcx6,0.909,-0.909
Vmn1r-ps152,,
Cenpt,-0.174,0.174
Gm13217,,
Gm14631,-0.321,0.321
Gm3724,-2.268,2.268
Slamf1,1.221,-1.221
Hist3h2bb-ps,0.114,-0.114
Ihh,-0.716,0.716
Gm12189,,
Wbp1,0.512,-0.512
Gm15018,,
Gm21122,-0.119,0.119
Ndufa2,0.26,-0.26
Gm28560,,
Tas2r115,,
Eif4a-ps4,-0.312,0.312
Rgs4,-0.026,0.026
Kcnk16,,
Il11ra1,1.221,-1.221
Gm13614,-0.096,0.096
Gria3,-0.795,0.795
Gm13550,-0.232,0.232
Cds1,-0.232,0.232
Zswim7,-0.185,0.185
Gm15358,,
Zfp148-ps1,-0.446,0.446
Dzip1,1.511,-1.511
Scn10a,-0.096,0.096
Gm11284,,
Ube3c,-0.339,0.339
Gm43467,0.177,-0.177
Hspa8,-1.422,1.422
Dupd1,,
Hells,-0.141,0.141
Gm5361,-0.57,0.57
Gm21976,-0.842,0.842
Magea4,,
Il16,-0.124,0.124
Gm19596,,
Tcf21,-1.281,1.281
Vipr2,-1.212,1.212
Raver2,0.395,-0.395
Cycs-ps3,-0.096,0.096
Gm6284,-0.096,0.096
Gm13199,-0.129,0.129
Kcna2,-2.177,2.177
Ppp1r21,0.063,-0.063
Gm17828,-0.9,0.9
Lgr6,-0.201,0.201
Cyp4f18,-0.795,0.795
Armc10,1.288,-1.288
Csnk1a1,1.026,-1.026
Rundc3b,0.346,-0.346
Rara,1.215,-1.215
Gm13729,0.312,-0.312
Tbx6,1.152,-1.152
Gm17053,,
C2cd6,0.072,-0.072
Gm27178,-0.447,0.447
Gm20304,,
Gm26741,,
Ndor1,0.227,-0.227
Amy2a4,0.344,-0.344
Olfr1394,-0.244,0.244
Senp3,0.946,-0.946
Sde2,-0.245,0.245
Gm10557,0.341,-0.341
Gm10715,-1.259,1.259
Nbn,-0.451,0.451
4930438A08Rik,0.468,-0.468
Vmn2r-ps20,0.312,-0.312
BC080695,,
Gm7093,,
Gm21754,,
Ywhag,-1.201,1.201
Zfp113,-0.995,0.995
Gm18625,,
Gm20534,,
Car9,-0.182,0.182
Gm18210,,
Fbxo2,-1.171,1.171
Gm16030,,
Gm43563,,
Gm17655,0.902,-0.902
Ehd3,-1.574,1.574
Chrna6,,
Gm45273,,
Gm5471,,
Gm9570,0.177,-0.177
Trim24,-0.116,0.116
Trpm5,-0.096,0.096
Chkb,0.645,-0.645
Gm18996,-0.096,0.096
Gm11362,0.281,-0.281
Aox2,1.419,-1.419
Plpp2,-0.841,0.841
Gm37981,-0.504,0.504
Scgb3a1,1.089,-1.089
Pafah1b1,0.332,-0.332
Prss44,-0.935,0.935
Gm18369,,
Gm14811,,
Fbxo10,1.107,-1.107
Gm48468,0.183,-0.183
Gm15056,-0.219,0.219
Pabpc1l2b-ps,,
Vmn2r115,-0.439,0.439
Gm21837,,
Slc9a4,0.56,-0.56
Vmn1r69,,
Hgfac,-1.099,1.099
Gabrr3,,
Rtn2,-0.065,0.065
Olfr1155,,
Tldc2,-0.096,0.096
Gm10805,-0.672,0.672
Catsper4,-0.47,0.47
H2-Q5,0.26,-0.26
Sord,1.974,-1.974
Kcnd2,,
Gm12695,,
Gdf11,1.106,-1.106
Gnai2,-0.398,0.398
Card19,2.412,-2.412
Emilin2,0.212,-0.212
Htr1f,0.752,-0.752
Vmn2r-ps26,,
Olfr776,0.432,-0.432
Olfr419,,
Ndufb4,-0.391,0.391
Olfr905,-0.039,0.039
Samd15,0.308,-0.308
Vmn1r90,-0.975,0.975
Zswim6,-0.131,0.131
Olfr976,0.509,-0.509
Cdk10,0.903,-0.903
Nans,-0.214,0.214
Gamt,0.465,-0.465
Ighv1-65,,
Syt7,-0.166,0.166
Cplane1,-0.208,0.208
Zfp574,-0.4,0.4
Gm12490,-0.232,0.232
Traip,-1.371,1.371
Vmn1r-ps11,,
Tmem220,0.483,-0.483
Gm8010,-0.096,0.096
Mppe1,0.916,-0.916
Gm11677,-0.096,0.096
Gm38138,,
Vmn1r-ps136,,
Gm4287,-0.096,0.096
Tes,0.189,-0.189
Gm20056,-0.338,0.338
Gm5176,0.399,-0.399
Cdh12,0.329,-0.329
Gcg,-0.096,0.096
Gm18352,,
Nsd3,-0.185,0.185
Napb,0.055,-0.055
Shisa5,-0.348,0.348
Dzip1l,-1.041,1.041
Olfr194,,
Itgae,1.309,-1.309
Gm7059,-0.278,0.278
Nhej1,0.449,-0.449
Rps15a-ps6,-0.58,0.58
Ccdc14,-0.255,0.255
Gm44211,,
Gm38040,,
Gm18306,,
Scgb1b7,,
Gm10335,-1.16,1.16
Akap17b,0.807,-0.807
Tas2r136,,
1700093K21Rik,-0.678,0.678
Gm14767,-0.096,0.096
Gm6473,,
Erich6b,,
Klf15,-0.426,0.426
Il17ra,0.37,-0.37
Dtx3l,-0.426,0.426
Alk,,
Gm10780,1.638,-1.638
Ercc4,0.055,-0.055
Spdye4a,,
Cd2,-1.077,1.077
Vmn1r-ps12,,
Ighv5-8,,
Gm10337,0.258,-0.258
Scml2,-1.438,1.438
Gm7350,,
Gm21815,,
Tacr2,-0.096,0.096
Ddx19b,0.623,-0.623
Gm19153,,
Tcte2,0.329,-0.329
Phf10,1.526,-1.526
Mroh7,-0.232,0.232
Olfr746,,
Gm7094,,
Slx4,-0.385,0.385
Gm45446,-0.232,0.232
Gm5564,-1.505,1.505
Gm19146,,
Gm15763,-0.867,0.867
Olfr1465,,
Gm49881,,
Ttyh3,-0.872,0.872
Olfr1093,,
Clcn4,1.835,-1.835
Pck2,-0.998,0.998
Olfr646,-1.001,1.001
Gm14972,,
Armcx4,-0.38,0.38
Gm6397,0.554,-0.554
Snx29,0.382,-0.382
Bpifc,0.556,-0.556
Krtap4-6,,
Rnf169,-0.415,0.415
Asb16,-0.282,0.282
Adam25,,
Dhrs2,-0.411,0.411
Lin54,1.616,-1.616
Gm15610,-1.397,1.397
Fam98a,0.015,-0.015
Gm5178,,
Gm6139,-0.38,0.38
Gm4939,0.121,-0.121
Olfr701,-0.232,0.232
Dph7,-0.74,0.74
Hexa,0.298,-0.298
Ighg2b,0.293,-0.293
Gm19371,,
Gm37481,,
Zfy2,,
Zar1,-0.479,0.479
Gm4545,,
Homer3,-0.653,0.653
Hexdc,-1.5,1.5
Gm19126,,
Gm32996,,
Gm29181,,
Rffl,1.024,-1.024
Gm18359,0.352,-0.352
Alkal1,,
Gm14799,-0.096,0.096
Igkv4-51,,
Adgrf2,-0.592,0.592
Gm14991,-0.232,0.232
Olfr1058,,
Taok3,0.542,-0.542
Gm8407,0.615,-0.615
Ankrd61,1.492,-1.492
Hax1,-0.343,0.343
Trbj1-3,1.145,-1.145
Gm29711,-0.096,0.096
Gm5523,-1.083,1.083
Gm13263,,
Pcdhb7,0.177,-0.177
Obox4-ps16,,
Gm47019,,
Pofut1,-0.51,0.51
Igkv4-63,,
Lime1,-1.279,1.279
Dync1li1,1.439,-1.439
Pilrb1,0.677,-0.677
Ccdc130,-1.165,1.165
Ibtk,-0.301,0.301
Olfr1100,-0.86,0.86
C330021F23Rik,0.077,-0.077
Gm11625,0.178,-0.178
Gm8520,0.962,-0.962
Mdk-ps1,,
Gm13935,-0.029,0.029
D7Ertd443e,-0.102,0.102
Pmvk,-1.221,1.221
Ndufv2,-0.561,0.561
Amd-ps7,-0.096,0.096
Klk2-ps,,
Decr1,0.828,-0.828
Csrp1,0.524,-0.524
Ccdc149,,
Armc7,1.734,-1.734
Tmem45a,,
Gm43899,,
Tsen15,-1.415,1.415
Dpf3,0.052,-0.052
Gm21972,,
Dao,0.256,-0.256
Nrip2,-0.258,0.258
Bckdk,0.468,-0.468
Gm1995,,
Gm13600,0.178,-0.178
Ywhaz,0.333,-0.333
Gm7879,0.916,-0.916
Gper1,-0.096,0.096
Kcnj15,1.33,-1.33
Mrvi1,1.041,-1.041
Cpe,,
Gm16362,,
Gm12516,-0.096,0.096
Prlhr,,
Ralgds,0.01,-0.01
Padi2,1.983,-1.983
Pdzd11,0.479,-0.479
Sorcs2,0.906,-0.906
Gm49214,0.081,-0.081
Gm18485,-0.833,0.833
Gngt2,-0.986,0.986
Gm14620,,
Olfr1442,-0.223,0.223
AU015228,,
Tor4a,0.743,-0.743
Gm1758,,
Zfp280c,1.526,-1.526
Cenpv,-1.719,1.719
Gm15953,-1.405,1.405
9130204L05Rik,,
Ugt1a9,,
Gm8978,,
Scaf8,-0.067,0.067
Gm12094,-0.096,0.096
Gm21855,,
Dnajc25,0.68,-0.68
Rpsa-ps2,-1.162,1.162
Fkbp1a,-3.168,3.168
Gm6768,0.212,-0.212
Gm5047,0.618,-0.618
Rela,1.543,-1.543
Gm8525,,
Nmrk2,-1.386,1.386
Gm8398,,
Zbtb24,1.168,-1.168
Gm4956,-0.447,0.447
Olfr507,,
Gm28090,,
Gm19640,,
Gm20837,,
Gm3415,,
Ovca2,-0.436,0.436
Pth1r,0.407,-0.407
Taar2,,
Btbd2,-0.218,0.218
Atp6ap2,-0.071,0.071
Hoxa3,-0.546,0.546
Gm10784,,
Aff3,-0.204,0.204
Zfp710,0.528,-0.528
Gm8464,-0.308,0.308
Rbm3,0.849,-0.849
Upk1a,1.872,-1.872
1700029J07Rik,-0.047,0.047
Ldhc,,
Gm14440,-1.91,1.91
Aldh6a1,0.462,-0.462
Kif12,,
Gm18880,-0.344,0.344
Gm21344,,
Alx1,-0.383,0.383
Fkbp1b,-0.1,0.1
Gm15495,,
Gm49006,,
Olfr171,,
Rnf182,,
Gm6063,-0.457,0.457
Olfr948,-0.103,0.103
Fes,-0.402,0.402
Gm34440,,
Ttc39c,-1.55,1.55
Vmn1r52,,
Slc43a1,-0.248,0.248
Gm8880,-1.891,1.891
Gm18553,-0.096,0.096
Zfp105,0.203,-0.203
Hist1h3a,-0.276,0.276
Frat1,1.811,-1.811
Gm47268,,
mt-Atp8,0.748,-0.748
Vat1,0.217,-0.217
Trmt112,0.597,-0.597
Ntf3,,
Pramef12,,
Fgfbp3,0.464,-0.464
Gm15394,,
Ces2f,-0.115,0.115
Gm29365,,
Gm28473,,
Gm12551,,
Socs4,-0.218,0.218
Edaradd,1.522,-1.522
Gabrr1,-0.096,0.096
Nr2f1,-0.578,0.578
Gm8479,1.168,-1.168
Ccdc15,-1.262,1.262
9830107B12Rik,-0.154,0.154
Cldn9,,
Gm43638,,
Trav20,0.675,-0.675
Gm29755,-0.096,0.096
Chil6,-0.754,0.754
Psat1,-0.517,0.517
Gm3348,,
Gm38274,0.312,-0.312
Scn11a,-0.232,0.232
Gm14862,0.299,-0.299
Gm28248,,
Defb35,-0.862,0.862
Gm47835,1.418,-1.418
Gm15574,,
Gm8276,0.254,-0.254
Fcgbp,-0.797,0.797
Gtsf1l,0.312,-0.312
Gm31931,,
Gm7977,0.312,-0.312
Utp15,0.265,-0.265
Gm49827,,
Pigz,-0.866,0.866
Galk2,0.216,-0.216
Arhgap35,-2.37,2.37
Iqce,1.538,-1.538
Phip,-0.12,0.12
Gm11871,,
Thra,0.933,-0.933
Gm15212,-0.096,0.096
Gm4450,,
I0C0044D17Rik,-0.408,0.408
Gm11321,,
Cdh11,-0.552,0.552
Gm18916,-0.096,0.096
Garnl3,0.205,-0.205
Gstp1,-1.287,1.287
Sntg2,,
Gm10330,-1.744,1.744
H2-Oa,-1.09,1.09
Tbca,-0.34,0.34
Gm44881,,
Gm14919,,
AC116841.1,-0.477,0.477
Eef1a2,,
Gm16107,-0.096,0.096
Gm8895,,
Esd,1.045,-1.045
Vegfb,0.634,-0.634
Gm8094,,
Gm46396,-0.096,0.096
Cdh10,0.604,-0.604
Aip,0.295,-0.295
Gapdh-ps15,,
Ighv5-19,,
Pfkl,0.617,-0.617
AC124459.1,-0.907,0.907
Rhox4b,-0.92,0.92
Gm47184,-1.336,1.336
Gm48054,0.005,-0.005
Slc4a1ap,0.586,-0.586
Olfr332,,
Rhox7-ps2,,
Rpsa-ps12,-1.01,1.01
Gstt4,-0.521,0.521
Gm18128,0.175,-0.175
Olfr151,,
Mt4,,
Cabcoco1,-0.295,0.295
Mageb18,-0.232,0.232
Trdj2,0.082,-0.082
Sult1b1,,
Pbld2,-0.664,0.664
Gm47678,-0.874,0.874
Zfp777,-0.422,0.422
Otud7b,1.009,-1.009
Gm6801,,
B9d2,1.532,-1.532
Gm7690,-0.232,0.232
Fam228a,-0.719,0.719
Med27,-1.527,1.527
Gm4131,,
Gm29300,,
Cep78,-0.277,0.277
Gm11331,-0.471,0.471
Vmn1r-ps113,,
Prm2,,
Gm49057,-0.292,0.292
Ankrd45,0.585,-0.585
Gpx4-ps2,0.206,-0.206
Apol10c-ps,,
Gm14792,,
Gm5310,,
AC109138.7,-0.232,0.232
Irak1,0.166,-0.166
Gm14053,-0.344,0.344
Gm18452,,
Rfwd3,-0.753,0.753
Cd79a,-0.274,0.274
Rpl31-ps11,-0.489,0.489
Gm5354,,
Hist1h2bj,-0.328,0.328
Gm29000,-0.563,0.563
Gm14922,,
Olfr720,-0.474,0.474
Fbxo41,-1.039,1.039
Fam166b,,
Gm14287,-0.121,0.121
Gm12447,-0.096,0.096
Gm44261,0.96,-0.96
Igkv4-80,,
Gm27005,0.312,-0.312
Gm17195,1.671,-1.671
Gm6680,-0.67,0.67
Gm12012,,
Ppm1n,0.06,-0.06
Gm49680,,
Gm9780,-0.409,0.409
Gm11936,-0.951,0.951
Smim4,-0.204,0.204
Gm4835,-0.575,0.575
Ptpn4,1.513,-1.513
Fev,,
Gm45722,,
Ighv1-16,,
Robo3,-0.213,0.213
Capn3,0.879,-0.879
Gm28635,0.964,-0.964
Plcd4,-0.814,0.814
Pate13,-0.553,0.553
Camk1d,-0.189,0.189
Gm28659,0.291,-0.291
Gm17136,0.049,-0.049
Lcmt2,0.264,-0.264
Gm17766,-0.232,0.232
S100g,,
Gm46317,-0.096,0.096
Olfr1294,,
Gm8935,-0.265,0.265
Arhgef5,-0.21,0.21
Gm18640,-0.096,0.096
Gm47940,-0.096,0.096
Serpina3e-ps,-0.11,0.11
Prl3d1,,
Bmp1,0.086,-0.086
Cyp11b2,,
Ighv1-21,,
Snap23,0.237,-0.237
Olfr192,,
Gm15707,,
Pim3,0.143,-0.143
Aifm3,-0.139,0.139
Pdcl3,0.655,-0.655
Ddx17,1.301,-1.301
Gm8702,,
C1qtnf9,-1.096,1.096
Hoxa6,,
Gm36985,1.027,-1.027
Gm45870,,
Vmn2r-ps89,,
Cyp2d32-ps,,
Olfr185-ps1,,
Gm12780,,
Fbxw18,,
Gm5900,,
Gm14900,-0.079,0.079
Rtl6,-0.184,0.184
Gm20708,0.063,-0.063
Gfra1,0.177,-0.177
Ranbp3,-0.537,0.537
Gm26943,-0.232,0.232
Gm47256,,
Igsf1,,
Rpl10a-ps1,0.722,-0.722
Fgf6,-0.279,0.279
1810009J06Rik,-0.096,0.096
Swsap1,-1.528,1.528
Gm14411,-0.525,0.525
Olfr670,0.34,-0.34
Tyr,-1.218,1.218
Olfr164,,
Ecel1,0.04,-0.04
Cryzl2,-0.15,0.15
Cxadr,1.228,-1.228
Gm21797,,
Dnajc3,-0.601,0.601
Zfp982,1.034,-1.034
Npas1,,
Atp2b3,0.528,-0.528
Gm48659,,
Gm18881,-1.116,1.116
Gm5814,0.179,-0.179
Trgj1,0.365,-0.365
Unc13d,-0.577,0.577
Nxpe2,-0.077,0.077
Dtx4,-0.0,0.0
Gm4601,,
Mup-ps24,0.114,-0.114
Racgap1,0.41,-0.41
Tmem119,-0.232,0.232
Polr2b,0.517,-0.517
Tgfbr3l,0.703,-0.703
Vmn1r117,,
Mctp1,0.0,-0.0
Dnd1,-0.348,0.348
Gm48124,,
Fbxo30,0.712,-0.712
Ncapd2,0.725,-0.725
Gm14699,0.602,-0.602
Tmem70,-0.078,0.078
Gm5390,,
Igkv15-102,,
Gm19224,0.177,-0.177
Gm47874,0.312,-0.312
Gm6676,,
Olfr1450,-0.096,0.096
F7,0.063,-0.063
Gpc5,0.725,-0.725
Cldn13,-0.146,0.146
St8sia4,2.092,-2.092
Olfr1167,-0.337,0.337
Tubal3,-0.772,0.772
Vmn1r149,,
Gm12889,0.392,-0.392
Eif2s3x-ps1,1.409,-1.409
Fthl17-ps1,,
Gm15195,,
Nelfcd,-0.274,0.274
Gm20379,-1.012,1.012
Cnmd,-0.096,0.096
Ppa2,0.104,-0.104
Olfr396-ps1,,
Nsf,-0.155,0.155
Nuggc,0.046,-0.046
Wdr3,1.38,-1.38
Olfr800,,
Tex16,,
Emx1,,
Ackr1,1.63,-1.63
Tpx2,-0.219,0.219
Cfp,-0.467,0.467
Gm47394,,
Cryga,,
Gm29240,,
Ndufb8,-0.105,0.105
Gm45268,-0.415,0.415
Methig1,0.567,-0.567
Gm7251,-1.001,1.001
Xkr5,-0.57,0.57
Ptprf,-1.249,1.249
Lao1,,
Exoc3l2,0.104,-0.104
Gm12337,,
Gm47788,,
Gm28990,,
Gm45690,,
Nxpe5,0.073,-0.073
