gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
E130116L18Rik,0.519,0.519
Gm12888,,
Dtna,0.857,0.857
Gm5388,0.661,0.661
Poglut1,0.409,0.409
Klk1b26,,
Gm11344,0.614,0.614
Gm14651,,
Rhbdl2,0.889,0.889
Cops6,0.385,0.385
Zfyve21,0.806,0.806
Gm9351,0.394,0.394
Rpl24,0.361,0.361
Pcdhgc5,0.293,0.293
Klra6,0.485,0.485
Mtf1,0.173,0.173
Grk1,0.088,0.088
Gm18518,,
Sf3b3,0.205,0.205
Oaz1,0.902,0.902
Gm7946,,
Bloc1s2-ps,0.434,0.434
Vmn1r-ps101,,
Trim61,,
Gm16021,0.906,0.906
Gm6970,0.859,0.859
Gm7760,,
AC166779.1,0.844,0.844
Gm14829,0.924,0.924
Cpn1,,
Oaf,0.595,0.595
Gm19891,,
Vmn2r-ps82,,
Zbtb39,0.241,0.241
Mttp,0.515,0.515
Guk1,0.288,0.288
Hcfc1,0.658,0.658
Gm8922,0.482,0.482
Scgb2b22-ps,,
Zyg11b,0.861,0.861
Alg12,0.683,0.683
Gm13163,,
AC148016.2,0.757,0.757
Gm17931,0.817,0.817
Ankmy2,0.764,0.764
Ifitm6,0.86,0.86
Vmn1r13,0.466,0.466
Bin2,0.863,0.863
Polr1a,0.626,0.626
Gm5258,0.563,0.563
Sun3,,
Zfp36l1-ps,0.817,0.817
Olfr1198,0.193,0.193
Gm20401,0.863,0.863
Gm7211,,
Fignl1,0.486,0.486
Uba52,0.133,0.133
Fbxw24,,
Tmem56,0.435,0.435
Ighv1-78,0.817,0.817
Drp2,0.266,0.266
Capn5,0.34,0.34
Kbtbd7,0.793,0.793
Gm9761,0.412,0.412
Tubgcp5,0.586,0.586
Lce1a1,,
Supv3l1,0.365,0.365
Gm18448,,
Gm9200,0.817,0.817
Igkv7-33,,
Gm47165,0.924,0.924
Olfr159,,
Gm48736,,
Gprc5b,0.131,0.131
Gm12579,,
Gm20897,,
Olfr64,0.06,0.06
Olfr125,0.397,0.397
Gm48576,,
Rhox2a,,
Gm8744,0.554,0.554
Kif14,0.85,0.85
Rflnb,0.997,0.997
Gm15667,0.123,0.123
Zfp990,0.178,0.178
Gm12782,,
Ppfibp2,0.586,0.586
Hsd3b7,0.207,0.207
Gm10936,,
Adipor1,0.204,0.204
Gm7709,0.811,0.811
Kcnc3,0.441,0.441
Gm5034,,
Tnfsf18,0.755,0.755
Zfp873,0.803,0.803
Smpd2,0.207,0.207
Tspan13,0.427,0.427
Gm3489,,
Greb1l,0.402,0.402
Ranbp2-ps6,,
Gm19771,0.924,0.924
Gm44611,0.924,0.924
AC124174.1,,
Mblac1,0.794,0.794
Asic4,0.924,0.924
Bpifa6,,
Dyrk3,0.848,0.848
Gm28510,,
Fgd6,0.768,0.768
Ndufb3,0.546,0.546
A030003K21Rik,,
Gm14907,,
Dpysl5,0.022,0.022
Zfp865,0.01,0.01
Ighv5-17,0.755,0.755
Gm48800,0.976,0.976
Tax1bp1,0.084,0.084
Ccdc175,,
Lrrtm2,0.615,0.615
Gm28830,,
Stx12,0.737,0.737
Gm14733,,
Cbln2,,
Map1s,0.463,0.463
C1ql4,0.924,0.924
Gm37281,,
Gm20096,,
Gm49627,,
Cpsf4,0.961,0.961
Gm48329,,
Mbd3,0.192,0.192
Gm9117,,
Emc4,0.409,0.409
Gm28797,,
Peg10,0.885,0.885
AC126031.2,0.817,0.817
Gm18807,0.813,0.813
Gm9658,0.336,0.336
Mrgprc4-ps,,
Vmn1r82,0.847,0.847
Nlgn1,0.17,0.17
Rad54l2,0.243,0.243
Pirt,0.776,0.776
Enah,0.666,0.666
Gm15091,,
Gm45195,,
Siglece,0.17,0.17
Gm28094,,
Gtpbp6,0.344,0.344
Musk,0.782,0.782
Gm6793,0.254,0.254
Gm43193,,
Gpank1,0.121,0.121
Hist1h2bm,0.807,0.807
Gm5755,,
Hfe,0.738,0.738
Ttc36,0.418,0.418
Obsl1,0.719,0.719
Gm18341,,
Gm8595,,
Gm17999,0.58,0.58
Retreg3,0.536,0.536
Gpr65,0.434,0.434
Sel1l,0.05,0.05
Pax2,,
Wasf3,0.41,0.41
Zdhhc24,0.166,0.166
Gm14109,,
Ankk1,,
Gm47703,,
Ap4b1,0.334,0.334
BC005537,0.001,0.001
Rnd2,0.735,0.735
Olfr1448,0.888,0.888
Map3k8,0.195,0.195
Csf2rb,0.613,0.613
Gm48808,0.356,0.356
Rad21l,,
Hbp1,0.224,0.224
Wfs1,0.372,0.372
Gm49487,0.924,0.924
Ranbp2-ps7,,
Gm44139,,
Gm28655,,
Gm5055,0.829,0.829
Olfr1305,0.54,0.54
Olfr1504,,
Dmd,0.224,0.224
Gm7209,,
Ankrd65,0.755,0.755
Gm21631,0.914,0.914
Gm28802,0.283,0.283
Mfsd4b4,0.28,0.28
Akt1s1,0.931,0.931
Gm42431,,
Cpn2,0.798,0.798
Emb,0.418,0.418
Inpp5k,0.431,0.431
Exosc9,0.959,0.959
Atp6ap1l,0.755,0.755
Ahsg,,
Gm19965,0.924,0.924
Gm19169,0.924,0.924
Gnb2,0.779,0.779
Gm3543,,
Mpp1,0.279,0.279
Prune2,0.113,0.113
Spry4,0.207,0.207
Pcdhgb8,0.854,0.854
Gm13197,,
Vstm4,0.756,0.756
Olfr621-ps1,,
Hamp2,0.673,0.673
Gm9598,0.963,0.963
Galntl6,0.827,0.827
Armh4,0.352,0.352
Tmem63b,0.579,0.579
Gm7203,,
Gm32842,,
Top1mt,0.84,0.84
Aipl1,0.646,0.646
Tmem160,0.501,0.501
Ear-ps8,,
Gm4157,0.756,0.756
Taf6l,0.878,0.878
Lrpap1,0.445,0.445
Gm21530,,
Tm6sf2,0.615,0.615
Gm49080,,
Zfat,0.008,0.008
Gpr137c,0.379,0.379
Acot7,0.006,0.006
Gm17132,0.681,0.681
Gm13815,0.66,0.66
Slc17a4,,
Zfp523,0.659,0.659
Gm44687,,
Clec4d,0.853,0.853
S100a13,0.015,0.015
Gm48810,0.791,0.791
Oosp2,,
Slc7a14,0.399,0.399
Zfp872,0.538,0.538
Rexo5,0.553,0.553
Vmn2r-ps110,,
Cyp4a30b,,
March8,0.385,0.385
Matn3,0.711,0.711
Gm5263,,
Pcdhb19,0.926,0.926
Pcdhb2,,
Gm49419,,
Gpx8,0.007,0.007
Tmprss5,0.811,0.811
Gm45782,,
Gm47362,,
4930556J24Rik,,
Gm5383,,
Snph,0.817,0.817
Rag1,0.755,0.755
Spa17,0.676,0.676
Hs3st3a1,0.817,0.817
Gm7482,0.858,0.858
Ddr1,0.329,0.329
Sumf1,0.354,0.354
Gm19219,0.718,0.718
Obox4-ps22,,
Sgcb,0.223,0.223
Olfr455,,
Klra2,0.59,0.59
Gm8194,0.498,0.498
Col19a1,0.72,0.72
Gm45734,0.529,0.529
Ibsp,,
Gm12482,0.357,0.357
Socs6,0.021,0.021
Gm3642,,
Ptprn,0.963,0.963
Rhox3e,,
Gm14916,,
Gm20824,,
Gm4303,0.924,0.924
Olfr393,0.383,0.383
Usp42,0.711,0.711
Gm4732,,
Olfr1231,,
Mup9,,
Casp1,0.166,0.166
Dnajc11,0.641,0.641
Gm48640,,
Zfp260,0.551,0.551
Gm14644,,
Gm10705,0.56,0.56
Gm28919,,
Yipf1,0.382,0.382
Gm13690,0.924,0.924
1700034I23Rik,0.348,0.348
Gm11334,0.924,0.924
Fth-ps3,0.924,0.924
Zfp967,0.075,0.075
Gm6465,0.664,0.664
Gm28790,,
Gm8258,0.737,0.737
Syde2,0.31,0.31
Ext1,0.668,0.668
Frmpd3,0.371,0.371
Zbtb8os,0.283,0.283
Ndufa11b,0.47,0.47
Hmg20b,0.193,0.193
AC152076.2,0.795,0.795
Fam162a,0.543,0.543
Gm16569,,
Rhbdd3,0.718,0.718
Acad8,0.27,0.27
AL662853.1,,
Gclc,0.184,0.184
Gm44259,,
Gm13459,,
Sqle,0.285,0.285
Gm47546,,
Rit1,0.087,0.087
Ctsj,0.924,0.924
Vta1,0.967,0.967
Negr1,0.521,0.521
Gm15189,0.668,0.668
Zdhhc15,0.179,0.179
Cdv3-ps,0.607,0.607
Mast4,0.209,0.209
Gm15950,0.015,0.015
Olfr1276,0.15,0.15
Col24a1,,
Ddit4,0.635,0.635
Rps26,0.187,0.187
Zswim9,0.678,0.678
Gm15752,,
Gm650,0.755,0.755
Gm7570,,
Gm12512,,
Gm21765,,
Tmsb15a,,
Gm21708,,
Gm17161,,
Vmn1r57,0.624,0.624
Cib1,0.595,0.595
Tmem86b,0.351,0.351
Smim5,0.861,0.861
Vmn2r-ps134,,
Taf4b,0.394,0.394
Gm6749,0.867,0.867
Slco6b1,0.785,0.785
Pcdh19,0.73,0.73
Esp38,,
Rps6-ps1,0.83,0.83
Iqsec1,0.638,0.638
Gm18957,,
Uvssa,0.478,0.478
Lurap1l,0.817,0.817
Gm47791,,
Gm49252,0.666,0.666
Gm33080,,
AC139240.1,,
Hoxd4,0.755,0.755
Ssb,0.4,0.4
Tmem199,0.727,0.727
Gm45245,,
Olfr380,0.697,0.697
Pofut2,0.307,0.307
Defb37,,
AL824709.1,0.571,0.571
Gm5045,0.125,0.125
Gm6195,0.959,0.959
Hsf4,0.909,0.909
Chrng,0.747,0.747
Chd3,0.251,0.251
Fam181b,0.605,0.605
Gm19139,0.755,0.755
Snrnp40,0.933,0.933
Gm43711,,
Aplf,0.628,0.628
Ssx2ip,0.818,0.818
Olfr247,,
Cpped1,0.615,0.615
Gm49044,0.67,0.67
Gm12485,,
Pklr,0.86,0.86
Pdia3,0.422,0.422
Aicda,0.951,0.951
Apoc3,,
Gm48781,,
Vmn2r82,0.587,0.587
Mogat2,,
Prm3,0.924,0.924
Slc6a11,,
Ubqlnl,,
Prkar2b,0.128,0.128
Gm45127,,
Gm8823,0.924,0.924
Gm12585,,
Gm20810,,
Sod1,0.751,0.751
Gm6057,0.913,0.913
Tnr,0.823,0.823
Kcnk1,0.188,0.188
Gm2792,0.55,0.55
AC130693.1,0.755,0.755
Map2k2,0.323,0.323
Gm16209,0.66,0.66
C3ar1,0.504,0.504
F8,0.432,0.432
Olfr1291-ps1,0.682,0.682
Gm12368,,
Gm20574,,
Olfr167,0.472,0.472
Slc6a17,0.032,0.032
Olfr1424,,
Rph3al,0.012,0.012
Gm8349,0.45,0.45
Gm49366,,
Gal3st2,0.562,0.562
Gm45384,,
Gm9443,0.677,0.677
Ankrd12,0.544,0.544
S100pbp,0.035,0.035
Rbm42,0.972,0.972
Arl15,0.626,0.626
Gm11781,,
Olfr1186,0.842,0.842
4930505A04Rik,,
Basp1,0.121,0.121
Gmppa,0.379,0.379
Nat2,0.128,0.128
Kctd13,0.793,0.793
Gm48406,,
Cblc,,
Olfr308,0.924,0.924
Gm15128,,
Obox4-ps19,,
4930444P10Rik,0.957,0.957
Gm8321,,
Olfr1130,0.835,0.835
Gm2638,,
Ap5s1,0.926,0.926
Gm3411,0.848,0.848
Immt,0.912,0.912
Fbxl20,0.396,0.396
Rab39b,0.194,0.194
Gm43818,0.817,0.817
Scrg1,,
A430005L14Rik,0.897,0.897
Srgap1,0.588,0.588
Gm14857,0.885,0.885
Gm4613,0.463,0.463
Gm18648,,
Gm3072,,
Sptb,0.78,0.78
Gm5391,0.465,0.465
Gm11451,,
Optn,0.933,0.933
Gm8940,0.817,0.817
Olfr873,0.751,0.751
Gm19220,0.465,0.465
Gm48455,0.755,0.755
Gm17989,,
Elk4,0.843,0.843
Mif4gd,0.046,0.046
Elp4,0.285,0.285
Ctsf,0.883,0.883
Gm44979,,
Birc7,,
Gm48355,,
Plgrkt,0.073,0.073
Ceacam11,,
Gm21190,,
Wt1,0.809,0.809
Gm45651,,
Gm14472,0.341,0.341
Usp2,0.806,0.806
Rpl23a-ps11,,
Gm29013,0.837,0.837
Cst8,,
Etfa,0.611,0.611
Shcbp1l,0.261,0.261
Gm29462,0.924,0.924
Btbd1,0.872,0.872
Fcrla,0.44,0.44
Vmn2r-ps16,,
Brd1,0.44,0.44
BC030867,0.405,0.405
Hbb-bs,0.345,0.345
Rbm27,0.902,0.902
Rpl36a-ps3,0.693,0.693
Triml1,0.673,0.673
Gm13669,0.755,0.755
Mcee,0.273,0.273
Gm21136,,
Dhx33,0.472,0.472
Ifi202b,0.924,0.924
Tmprss15,,
Gm10436,,
Gm38280,,
Gm2066,,
Gm17124,,
Gm2005,,
V1ra8,0.15,0.15
Cdkn2b,0.895,0.895
Btbd35f3,,
Gm45382,,
Gm5270,0.783,0.783
Ndufa4,0.578,0.578
Mcm3ap,0.02,0.02
Chst3,0.159,0.159
Gm32222,0.817,0.817
Gm8952,0.961,0.961
Tm9sf1,0.376,0.376
Gm49049,,
Slc39a2,0.358,0.358
Ankrd39,0.291,0.291
Nol10,0.67,0.67
Gm17812,0.623,0.623
Loxl1,,
Gm4760,0.947,0.947
Gm48042,0.817,0.817
Hnrnpl,0.824,0.824
Cited2,0.719,0.719
Apol11a,,
Lypd10,,
Cyfip2,0.873,0.873
Olfr1055,0.924,0.924
Spanxn4,,
Olfr850,,
Yy1,0.927,0.927
Srsy,,
Gm48897,,
Dusp18,0.907,0.907
Nupr1,0.644,0.644
Gm6610,0.924,0.924
Gm6685,,
Crybb1,0.086,0.086
Gm47401,,
Gm18244,,
Card14,0.924,0.924
Gm2623,0.857,0.857
Samd7,0.603,0.603
Gm4073,,
Gm15310,,
Gm10360,,
Pram1,0.416,0.416
Lipe,0.12,0.12
Acox1,0.474,0.474
Abcb11,0.924,0.924
Gm29412,,
Gm13878,,
Gm5717,,
Sema3a,0.859,0.859
Gm47318,,
Kif24,0.34,0.34
Gm14473,0.547,0.547
Mrpl24,0.286,0.286
Nyap2,0.774,0.774
Fgfr3-ps,0.755,0.755
Sox10,,
AC124756.1,0.697,0.697
Gm5550,0.621,0.621
Olfr1218,0.345,0.345
Vmn1r184,0.773,0.773
Fcgr4,0.81,0.81
Rps2-ps13,0.216,0.216
Ciz1,0.144,0.144
Olfr237-ps1,0.023,0.023
Gm5847,0.924,0.924
Atp8a1,0.95,0.95
Gm5580,0.895,0.895
Il15,0.479,0.479
L3mbtl4,0.525,0.525
Gm12845,,
Defb29,,
Gm8097,0.58,0.58
Gm29249,,
Rbm15,0.493,0.493
Dusp16,0.555,0.555
AC155159.1,0.617,0.617
Luc7l,0.976,0.976
Mixl1,,
Smok4a,0.788,0.788
Gm7054,0.175,0.175
Irx5,0.924,0.924
Usp40,0.408,0.408
Dennd3,0.125,0.125
Ccdc60,0.685,0.685
Jak1,0.311,0.311
Rps12-ps20,0.938,0.938
Olfr1126,,
Ccdc116,0.434,0.434
Alkbh3,0.115,0.115
Vmn2r-ps84,,
Gm48618,,
Pnpla7,0.757,0.757
Gm13921,0.89,0.89
Ifna5,,
Gm47517,,
Gm29778,,
Ypel5,0.62,0.62
Gm16363,0.755,0.755
Gm13170,0.653,0.653
Gm37501,,
Gm8543,0.572,0.572
Gm18432,0.924,0.924
Myt1,0.368,0.368
Gm19572,0.755,0.755
Gm14129,,
Anxa11,0.459,0.459
Gbp8,0.548,0.548
Gm13451,,
Nrap,0.391,0.391
Gm37442,,
Defb34,,
Exph5,0.635,0.635
Gm9164,0.6,0.6
Gm13250,,
Dmrtb1,,
Phka1,0.994,0.994
Cdon,0.042,0.042
Gm47539,,
Gm9238,,
Nup50,0.254,0.254
Gm5075,0.934,0.934
Magea8,,
Gm12967,0.699,0.699
Gm6439,0.87,0.87
Sprr2b,,
Igkv12-46,0.582,0.582
Vmn1r7,,
Gm49983,,
Gm11700,,
Gm7394,,
Srrm1,0.408,0.408
Gm29793,,
Gm18100,,
Gm42621,0.924,0.924
Gm12219,0.817,0.817
Zfpl1,0.534,0.534
Gm9573,,
Cpne3,0.055,0.055
Gm2832,,
Il3,,
Gm10203,0.328,0.328
Gm18507,,
AC108814.1,0.924,0.924
Gm17920,,
Hoxc6,,
4930515G16Rik,0.817,0.817
Rhox4c,0.693,0.693
Chst10,0.356,0.356
Gm13401,0.39,0.39
Cars,0.646,0.646
Mak,0.86,0.86
Peg3,0.727,0.727
Trav12-2,0.762,0.762
Gm11605,0.137,0.137
Gm14085,0.482,0.482
Hsd3b1,,
Gm11810,0.893,0.893
Zkscan7,0.282,0.282
Gm9430,0.755,0.755
Adamtsl1,,
Traj29,0.206,0.206
Zfp951,0.239,0.239
Katna1,0.927,0.927
Gm44149,,
Platr17,0.829,0.829
Kifc5b,0.244,0.244
L1td1,0.808,0.808
Bsnd,,
Gm7258,,
Elac2,0.647,0.647
Gm5479,,
Gm7961,,
Hif1a,0.291,0.291
Gm14239,0.168,0.168
Gm12535,,
Llph,0.165,0.165
Tbl1x,0.209,0.209
Snai2,0.407,0.407
Ubxn4,0.405,0.405
Gm9661,0.817,0.817
Slc6a7,,
Cstf2t,0.487,0.487
Gm6786,0.924,0.924
Tmem182,,
Gm9445,,
Gm5955,,
Adam39,,
Gm7167,,
Ep300,0.178,0.178
Cyp24a1,,
Gm19073,,
Gm43381,,
Gm46364,,
1810046K07Rik,,
Cog3,0.137,0.137
Gm6075,0.354,0.354
Gm8288,0.917,0.917
Rnf135,0.612,0.612
B3gnt8,0.053,0.053
Ccpg1os,0.114,0.114
Gm5939,0.755,0.755
Gm5424,0.458,0.458
Entpd5,0.026,0.026
Gm14957,,
Zcchc14,0.828,0.828
Dpy19l1,0.82,0.82
Habp2,0.389,0.389
Mrpl39,0.929,0.929
B4gat1,0.451,0.451
Ap1g1,0.52,0.52
Fam162b,,
Cpne5,0.322,0.322
Gpr119,0.924,0.924
Gm17126,0.755,0.755
Slc6a20b,0.813,0.813
Myo5a,0.714,0.714
Gm10282,0.919,0.919
Gm5741,0.623,0.623
Gjb6,,
Gm15733,0.723,0.723
Npb,0.046,0.046
Nln,0.142,0.142
Nlrp1a,0.872,0.872
Uprt,0.017,0.017
Glipr1l1,,
Abca12,0.386,0.386
Gm4792,,
Gm48067,,
Shoc1,0.755,0.755
Tiparp,0.588,0.588
Lcn10,,
Gm29613,,
Nfia,0.013,0.013
Gm3266,,
Gm12882,0.113,0.113
Gm48644,,
Gm412,,
Dmrtc1b,,
Gm9255,,
Ms4a7,0.961,0.961
Gm6368,0.943,0.943
Gprc5d,,
Irf5,0.974,0.974
Gm20397,,
Ager,0.659,0.659
Rhob,0.39,0.39
Ldhal6b,0.681,0.681
Ulk1,0.31,0.31
Gfap,0.282,0.282
Gm9368,0.967,0.967
Narf,0.193,0.193
Lynx1,0.97,0.97
Wfdc12,0.593,0.593
Btbd35f5,,
Rps19,0.81,0.81
Gm5395,0.249,0.249
Dynlt3,0.17,0.17
Igkv12-98,,
Kif2a,0.841,0.841
Gm8020,,
Gm29011,,
Olfr1026,,
Gm8125,0.724,0.724
Ddx3x,0.339,0.339
Gm12924,,
Fanci,0.578,0.578
Nol4,0.927,0.927
Klf1,0.688,0.688
Bckdhb,0.237,0.237
Fam177a,0.061,0.061
Cav2,0.382,0.382
Lgr4,0.426,0.426
Gm11735,,
9430069I07Rik,,
Gm7957,,
Olfr559,,
Olfr690,0.757,0.757
Cubn,0.42,0.42
Barx2,,
CAAA01093181.1,,
Amigo1,0.651,0.651
Hdac3,0.671,0.671
Gm13087,,
Hgf,0.798,0.798
Rnase9,,
Tacstd2,0.632,0.632
Gm45038,0.394,0.394
Gm3233,,
Lifr,0.448,0.448
Raf1,0.932,0.932
Vmn2r-ps88,,
Cdhr1,0.942,0.942
BC025920,0.306,0.306
Klk1b21,,
Gm8041,0.286,0.286
Gm3555,,
Cisd1,0.733,0.733
Rundc3a,0.971,0.971
Tbc1d2,0.066,0.066
Ttc9,0.78,0.78
Rasl11a,0.05,0.05
Ociad2,0.609,0.609
Gm8355,0.219,0.219
Tars2,0.168,0.168
Gm46344,0.251,0.251
Cisd2,0.999,0.999
Rasgrf2,0.244,0.244
Mad2l2,0.025,0.025
Aldh3a1,,
Gm12314,0.567,0.567
Gm14142,,
Gm46138,,
Gm18514,0.564,0.564
Gm13222,,
Ccdc7b,0.406,0.406
Rpp25,0.283,0.283
Dnase1l1,0.208,0.208
Gm18955,0.78,0.78
Cinp,0.647,0.647
Gm5133,,
Gm21828,,
Tcea1-ps1,,
Cxcr6,0.738,0.738
Igkv4-90,,
Gm14795,,
Rps15a-ps8,0.774,0.774
Frrs1,0.319,0.319
Gm37213,,
Gm12623,,
Olfr1396,0.495,0.495
Gm17804,,
Gm3250,,
R3hdm4,0.089,0.089
Asb14,0.747,0.747
Psmb7,0.7,0.7
Gm9762,0.646,0.646
Gm14673,,
Nxf3,,
Gm14369,,
Gm45902,0.666,0.666
Ighv1-47,0.371,0.371
Gm18763,0.993,0.993
Nhlh1,0.84,0.84
Gm48739,,
Usp22,0.064,0.064
Olfr467,,
Mmp16,0.0,0.0
Fshb,,
Slco2a1,0.338,0.338
Cln6,0.937,0.937
Gm10220,0.817,0.817
Gm9195,,
Gm27218,,
Olfr470,,
Rufy1,0.79,0.79
Ppp2r1a,0.197,0.197
Gm7940,0.775,0.775
Zbtb21,0.246,0.246
Gm15664,,
Hmbox1,0.668,0.668
Rab43,0.087,0.087
Mef2b,0.722,0.722
Agtrap,0.087,0.087
Gsx2,,
Il13ra1,0.122,0.122
Selenok-ps7,,
Gm3839,0.735,0.735
AC125070.1,0.501,0.501
Gm5244,0.936,0.936
Gm9035,,
Vmn1r223,0.859,0.859
Ftcd,0.72,0.72
Gm43367,,
Kcnt2,,
Steap2,0.538,0.538
Tmem201,0.354,0.354
Gm6771,0.446,0.446
Gm20775,0.596,0.596
Csf3r,0.88,0.88
Fndc9,0.822,0.822
Hacd2,0.047,0.047
Tcp11l2,0.257,0.257
Olfr804,0.108,0.108
Gm3409,,
Gm11708,,
Olfr1366,0.931,0.931
Dhcr7,0.441,0.441
Ddx39b,0.311,0.311
Hsd17b14,0.202,0.202
Gm7269,0.755,0.755
Sprr2a2,,
Gm11481,,
Ltk,0.658,0.658
Swi5,0.824,0.824
Itk,0.589,0.589
Rpl14-ps1,0.176,0.176
Arhgef26,0.683,0.683
Olfr1326-ps1,,
Map4k3,0.666,0.666
Olfr992,0.924,0.924
Fau-ps1,,
Nlrp1b,0.5,0.5
Gprin2,0.93,0.93
Unc93a,0.973,0.973
Cfap300,0.473,0.473
Arv1,0.679,0.679
Spg11,0.744,0.744
Pcnt,0.938,0.938
Hps1,0.418,0.418
Gm7684,0.924,0.924
Vmn1r-ps112,,
Gm15081,,
Pou2f3,0.935,0.935
Vmn1r-ps74,,
Slc12a7,0.795,0.795
Adam29,,
Vmn2r-ps59,,
Rec114,,
Acvr1,0.138,0.138
Ubl5,0.611,0.611
Adam30,0.655,0.655
Baat,0.728,0.728
Gm266,,
Gria2,0.547,0.547
Gm7557,0.728,0.728
Itpka,0.607,0.607
Pcdhga11,0.799,0.799
Gm19168,0.485,0.485
Gm48962,,
Trbv15,0.466,0.466
Gm8584,,
Vmn2r46,,
Gm9085,0.924,0.924
Gm17777,,
Ffar3,,
Eng,0.154,0.154
Khdc1b,,
Crb1-ps,0.143,0.143
Gm37358,,
P4ha3,0.752,0.752
Agt,,
4930432M17Rik,0.755,0.755
9330159F19Rik,0.115,0.115
Panx1,0.376,0.376
Gm14806,0.797,0.797
Rpl7a-ps10,0.869,0.869
Foxk2,0.19,0.19
Psmd1,0.44,0.44
Sars,0.583,0.583
Syngr3,0.67,0.67
Serpina3l-ps,,
Spock3,0.121,0.121
Gm48782,,
Riox1,0.158,0.158
Gm47369,0.755,0.755
Prss30,0.306,0.306
Ntpcr,0.899,0.899
Gm12104,0.613,0.613
Gm15653,0.808,0.808
Erp29,0.576,0.576
Gm14212,,
Dok4,0.77,0.77
Gm12021,0.063,0.063
Igkv4-79,,
Gm48130,0.641,0.641
Vps9d1,0.921,0.921
Gm21760,,
Gm47636,0.965,0.965
Fam184b,0.631,0.631
2310034G01Rik,0.594,0.594
Acot4,0.038,0.038
Akap6,0.913,0.913
Tk2,0.007,0.007
Zfp473,0.35,0.35
Olfr808,0.437,0.437
Olfr381,0.726,0.726
Ube2w,0.536,0.536
Gm2020,,
Gm10269,0.2,0.2
Rbm4b,0.21,0.21
Mrpl19,0.705,0.705
Olfr683,,
Gm17038,,
Tmem273,0.161,0.161
Gm8508,,
Tmprss12,,
H2al1a,,
Gm43472,0.857,0.857
Nrd1,0.84,0.84
Gm49341,0.924,0.924
4930562C15Rik,0.855,0.855
Gm15484,0.311,0.311
Thbd,0.38,0.38
Gm46993,,
Gm11761,,
Gm18972,,
Il4i1,0.747,0.747
Rae1,0.532,0.532
Itga2,0.042,0.042
AC131231.1,,
Rp31-ps19,0.854,0.854
Pttg1,0.519,0.519
Plppr4,0.951,0.951
Gm9407,,
Cyp2d36-ps,,
Dixdc1,0.501,0.501
Rpl17,0.907,0.907
Gm30280,,
Zfp647,0.531,0.531
Atat1,0.971,0.971
Gm13342,0.76,0.76
Cpne9,0.895,0.895
Gm44451,,
Pou2f2,0.849,0.849
Vmn2r12,0.924,0.924
Atg9b,0.599,0.599
Gm20854,,
Gm6569,,
Gm45198,,
Gm12550,,
Gm48666,,
Gm28038,0.153,0.153
Iqub,0.905,0.905
Clns1a,0.719,0.719
Gm42689,,
Pld4,0.694,0.694
Gpr31c,0.772,0.772
Gm8973,0.924,0.924
Gm13349,0.945,0.945
A26c2,,
Sox8,0.641,0.641
Gm17192,,
Diexf,0.634,0.634
Anxa3,0.732,0.732
Gm10293,0.394,0.394
Pot1a,0.385,0.385
Rpl13a-ps1,0.77,0.77
Map3k11,0.623,0.623
Gm7368,0.76,0.76
Gm8715,,
Lysmd4,0.046,0.046
Ly6g2,0.924,0.924
Olfr287,0.104,0.104
Pparg,0.942,0.942
Magohb,0.476,0.476
Gm49408,,
Pomgnt2,0.924,0.924
Lsr,0.626,0.626
Smg6,0.18,0.18
Rasa2,0.213,0.213
Crbn,0.151,0.151
Gm11424,0.921,0.921
Ccl12,,
Cmbl,0.887,0.887
Gm7735,,
Olfr713,0.644,0.644
Olfr1497,,
Ino80d,0.87,0.87
Gm9002,,
Gm8289,0.924,0.924
Gm11679,0.552,0.552
Ola1,0.843,0.843
Clnk,0.385,0.385
Ngp,0.853,0.853
Gm44098,,
Catsperb,0.984,0.984
Ube2cbp,0.492,0.492
Gm7694,0.664,0.664
Muc2,0.179,0.179
Rpl7l1-ps1,,
Lig1,0.434,0.434
Sntb2,0.979,0.979
Gpr179,0.691,0.691
Serpina1e,,
Hdhd2,0.331,0.331
Sorbs1,0.854,0.854
Vmac,0.004,0.004
Myl12b,0.17,0.17
Odf3b,0.228,0.228
Krtap6-5,,
2310002L09Rik,,
Gm49084,,
Gm16298,,
Gm11622,,
Abitram,0.605,0.605
Patz1,0.492,0.492
Gm7180,0.924,0.924
Dtnb,0.398,0.398
Rab24,0.405,0.405
Strip1,0.502,0.502
Olfr1304-ps1,,
Nav1,0.102,0.102
Gdf2,,
Plekha2,0.402,0.402
Vmn1r16,0.109,0.109
Spx,0.921,0.921
Gm14300,0.834,0.834
Gm2272,,
Gm6482,0.755,0.755
Gsdmc,0.484,0.484
Hmgb1-ps9,0.868,0.868
Ryr3,0.513,0.513
Gm5800,,
Llph-ps1,0.128,0.128
Map3k2,0.529,0.529
Gm43498,0.682,0.682
Ces1b,,
Ighv11-1,,
Rap1gds1,0.587,0.587
Gm45551,0.874,0.874
Mib2,0.545,0.545
Gm6540,0.898,0.898
Gm2398,0.957,0.957
Gm8994,0.371,0.371
Znrd1,0.55,0.55
Spo11,0.668,0.668
Gm13904,0.817,0.817
Inpp4a,0.464,0.464
Glrp1,0.744,0.744
Gm7424,0.98,0.98
Zrsr2,0.251,0.251
Gm11628,0.723,0.723
Gm31861,0.348,0.348
Gm15361,0.722,0.722
Flt4,0.722,0.722
Gm5611,0.183,0.183
