gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Ms4a10,,
March3,0.29,-0.29
Gm44519,,
Nhlrc1,0.338,-0.338
Nub1,0.105,-0.105
Dcp1a,-0.087,0.087
Gm16335,1.104,-1.104
Ccdc12,-0.022,0.022
1700019A02Rik,-0.759,0.759
Trp53,-0.12,0.12
Zfp735,-0.881,0.881
Zfp607a,0.058,-0.058
Stx1a,-0.467,0.467
Zdhhc20,-0.044,0.044
Hspe1-ps5,,
Lxn,0.084,-0.084
Gm9078,-2.173,2.173
Gm17829,,
Isca1,0.158,-0.158
B3gnt7,-0.836,0.836
Gm4883,-0.819,0.819
Zfp808,-0.154,0.154
Pxk,-0.1,0.1
Mapk7,-0.165,0.165
Gm29094,0.38,-0.38
Cacna1a,0.099,-0.099
Tceanc2,-0.075,0.075
Igf1,0.152,-0.152
Ctnnal1,-0.209,0.209
Gm11560,-1.829,1.829
Gm29564,,
Trav16d-dv11,0.865,-0.865
Gstt1,-0.079,0.079
Zfp688,-0.09,0.09
Olfr1065,0.665,-0.665
Vmn1r220,0.119,-0.119
Fam3a,0.028,-0.028
Gm29201,1.104,-1.104
Polr3a,-0.068,0.068
Tmem62,-0.221,0.221
Cpa3,1.642,-1.642
Qser1,0.67,-0.67
Ccdc43,0.136,-0.136
Gm14621,,
Sult2a-ps1,,
Gm18942,,
Abi2,-0.313,0.313
Actl7a,,
Gm14393,-0.819,0.819
Gm49376,0.57,-0.57
Gm21943,,
Mios,0.074,-0.074
Gm5191,2.601,-2.601
Calm3,-0.016,0.016
Gm6785,-0.338,0.338
Gm7466,-3.241,3.241
Plag1,0.667,-0.667
Taz,0.098,-0.098
Alox15,0.365,-0.365
Gm2022,,
Hist1h2bn,-0.143,0.143
Fsd1,,
Gm43730,,
Arl5a,0.04,-0.04
Dpys,,
Mycbpap,,
Ripor2,0.014,-0.014
Smc6,-0.029,0.029
Iars,-0.136,0.136
Slc51b,,
Prrxl1,-1.52,1.52
Slc6a2,-0.024,0.024
Gm44180,-1.762,1.762
Fam217a,-0.129,0.129
Suds3,0.166,-0.166
Cxcr1,1.104,-1.104
Gm43232,,
Gm8189,1.322,-1.322
Edem2,-0.062,0.062
Olfr296-ps1,,
Trim36,0.103,-0.103
Gm4938,0.624,-0.624
Top3b,0.041,-0.041
Gm15300,,
Sgcg,-1.261,1.261
Gm10913,0.954,-0.954
Gm5431,0.052,-0.052
Arl6ip1,0.07,-0.07
Olfr60,-0.681,0.681
Odf3,,
Gm7560,0.142,-0.142
H2-M10.5,,
F13b,3.289,-3.289
Ang,-1.774,1.774
Prepl,0.142,-0.142
Gm10377,,
Gm15854,-0.87,0.87
Olfr180,,
Tlr2,-0.56,0.56
Mtmr7,0.016,-0.016
Xlr5b,,
Slc17a1,,
Dnajc12,0.345,-0.345
Gm7952,,
Pou6f2,-0.208,0.208
Eif3i,-0.02,0.02
Sppl3,0.163,-0.163
Gm41,,
Gm21033,,
Myh1,0.622,-0.622
Slitrk3,0.59,-0.59
Gca,-1.852,1.852
Gm15101,,
Gm5664,,
Tcl1b4,,
AC099590.1,,
Gm37275,,
Gm45207,,
Ccnq,0.079,-0.079
Aqp1,-1.621,1.621
Vmn1r132,,
Gstm7,0.008,-0.008
Magea10,,
Slc39a14,-0.437,0.437
Gm48944,-1.909,1.909
Gm28957,,
Psmd11,-0.094,0.094
Spp1,0.011,-0.011
Gm732,,
Gm11213,,
Vmn1r46,-0.061,0.061
Nt5c3,0.034,-0.034
Eif4a1,-0.067,0.067
Gm12039,1.104,-1.104
Tcf23,-1.263,1.263
A630095N17Rik,1.556,-1.556
Gm6433,-0.533,0.533
Ceacam16,-0.318,0.318
Gm3147,,
Ip6k3,,
Rab22a,0.151,-0.151
Slfn1,0.013,-0.013
Slc16a13,-0.29,0.29
Rassf3,0.1,-0.1
Gm49734,,
Hlcs,-0.148,0.148
Eif1-ps1,0.635,-0.635
Vmn2r69,-0.14,0.14
Miga2,-0.218,0.218
Pten,0.032,-0.032
Gm15036,,
Cops5,-0.083,0.083
Tomm20,0.194,-0.194
Ighv8-7,,
Trbv10,1.003,-1.003
Sprr2d,,
Casc3,0.13,-0.13
Vtn,-1.264,1.264
Ttpa,,
Atp13a2,0.219,-0.219
Vmn1r-ps84,,
Tmem191c,0.492,-0.492
Zfp839,0.15,-0.15
AC126944.1,0.674,-0.674
Sh3pxd2a,-0.046,0.046
Bglap,-1.715,1.715
Vipas39,0.074,-0.074
Gm42569,0.148,-0.148
Acss3,0.124,-0.124
Siah1-ps2,-0.338,0.338
Rbfox3,-0.338,0.338
Gm6650,,
Coro1b,0.101,-0.101
Gm3379,-0.371,0.371
Lig3,-0.034,0.034
Gm12987,-0.392,0.392
Gm29476,,
Gm38086,,
Gm11407,-0.338,0.338
Gm49063,,
Jag2,-0.683,0.683
Pkp3,0.344,-0.344
Zar1l,,
Nme2,-0.105,0.105
Gm8129,2.68,-2.68
Ikbip,0.193,-0.193
Gm14503,,
Akt1,-0.006,0.006
Rbm19,-0.041,0.041
Rngtt,0.025,-0.025
AC133186.1,-0.338,0.338
Tarbp2,0.107,-0.107
Hs1bp3,0.302,-0.302
Pkn3,-0.219,0.219
Tpp2,0.07,-0.07
Fthl17-ps2,,
Olfr1178,-0.132,0.132
Csn3,0.288,-0.288
Gm2710,-1.277,1.277
Prl3d2,,
Nlgn3,-0.29,0.29
Gm17054,,
Gm49913,,
Ccdc83,-0.338,0.338
Gm48110,2.538,-2.538
Rbfox1,-0.338,0.338
Tcof1,-0.059,0.059
Prcp,-0.015,0.015
Gm15116,,
Sdhc,-0.008,0.008
Parn,0.162,-0.162
Gm38158,-0.149,0.149
Gm9098,,
Gm49821,,
Ccdc91,-0.004,0.004
Olfr165,0.195,-0.195
Cldn34d,,
Lrrc36,,
Skint9,,
Lbhd2,-0.757,0.757
Gm48219,,
Vmn2r55,-0.515,0.515
Nkiras1,0.036,-0.036
Ulk4,-0.399,0.399
AC131065.3,-1.051,1.051
Gm18644,,
Rrm1,-0.054,0.054
Zfp11,0.008,-0.008
Gsdma2,-0.314,0.314
Sh3bp5l,-0.015,0.015
Castor2,0.152,-0.152
Gm48980,,
Exoc6,0.071,-0.071
Gm6557,,
Gm3549,,
Nme8,,
Gm15251,-1.333,1.333
AC144861.1,,
Tspan15,0.02,-0.02
Trav3n-2,,
Gm14269,2.485,-2.485
Gm17950,-1.61,1.61
Moxd1,,
Ccser1,-0.444,0.444
Gm8489,-0.591,0.591
Obp2b,,
Fbxo38,-0.057,0.057
Cdh1,0.261,-0.261
Gm4350,,
Gm12685,,
Myc,-0.229,0.229
Gm12225,,
Gm48599,,
Gm15464,-2.658,2.658
Gm8332,,
Rarg,0.045,-0.045
Gm7083,-0.338,0.338
Gm7639,,
Necab2,,
Trav18,0.593,-0.593
Gcsh,-0.042,0.042
Gm8143,,
Gm37918,,
Gm20568,1.208,-1.208
Gm13386,,
Champ1,0.021,-0.021
Lmtk2,-0.033,0.033
Gm9377,-0.338,0.338
Scfd1,-0.037,0.037
Hoxd13,,
Mettl17,0.158,-0.158
Gm42715,-0.733,0.733
Wdr91,-0.142,0.142
Lipa,0.044,-0.044
Gm21462,,
Bhmt,-0.143,0.143
Vmn2r71,-1.333,1.333
Nsmce1,-0.043,0.043
Gm17528,,
Gm49206,,
Gm8246,,
Gm28409,,
Fut4,-0.461,0.461
Cyp1a2,,
Gm13559,-1.704,1.704
Ifit3,-0.069,0.069
Gm28861,,
Gm5339,0.21,-0.21
Noto,,
Ttc23,0.04,-0.04
Cacna2d1,0.067,-0.067
Serpinf1,-1.559,1.559
Gm43235,,
Lrrc75a,0.383,-0.383
Mcoln1,-0.09,0.09
Gm12438,1.104,-1.104
Gm12182,-2.188,2.188
Olfr383-ps1,,
AC127331.4,,
Chchd2,0.006,-0.006
Gm13102,,
Lhfpl3,-0.819,0.819
Gm11606,,
Gm8556,-3.945,3.945
Gm20828,,
Vmn2r120,-0.098,0.098
Gm48351,,
Olfr1290,-0.119,0.119
Gm6421,-0.162,0.162
Vmn1r73,-0.89,0.89
Meig1,-0.177,0.177
Gm28958,,
Tiprl,0.051,-0.051
1700031F05Rik,,
Plekhf2,0.04,-0.04
Drd2,,
Rnpepl1,0.157,-0.157
Adam4,-0.083,0.083
Gm18033,,
Neurl2,0.382,-0.382
Gm43955,,
AC138174.3,0.37,-0.37
Anp32b,-0.193,0.193
Reg1,-0.109,0.109
Gm2622,,
Atg10,0.059,-0.059
Lrrc74a,,
Gm43928,,
Hnrnpd,-0.014,0.014
Gm15528,-0.338,0.338
Gm6311,-0.38,0.38
Gm47325,0.07,-0.07
BB287469,,
Gm9116,,
Gm13283,0.246,-0.246
Gm15779,1.103,-1.103
Gm8816,,
Isoc2b,-0.121,0.121
Gm5230,1.516,-1.516
Cd3e,-0.162,0.162
Gm4332,-0.068,0.068
Cldn7,,
Rab6a,0.15,-0.15
Olfr1391,0.177,-0.177
Acot10,-1.374,1.374
Cyp4a14,,
Gm43979,,
Fam210a,0.041,-0.041
Gm11411,-0.338,0.338
Gm46998,,
Mrps24,0.03,-0.03
Gm5405,1.104,-1.104
Gm29848,0.313,-0.313
Gm47706,-2.835,2.835
Gm9110,,
Dram1,0.272,-0.272
Saa1,,
Srpr,0.079,-0.079
Gm7340,-0.338,0.338
Gm12715,-0.664,0.664
Tbc1d20,0.047,-0.047
Gm31104,,
Pramel5,-0.448,0.448
Ccny,0.119,-0.119
Gm6717,,
Gm18455,,
4931406P16Rik,-0.216,0.216
Kras,-0.048,0.048
Eef1e1,-0.341,0.341
Gm45657,0.184,-0.184
Hamp,0.045,-0.045
Gm11244,,
Gm49005,,
Alyref,-0.091,0.091
Mrnip,-0.089,0.089
Taf5,0.046,-0.046
Hsd17b12,-0.034,0.034
Gm17268,,
Ace3,,
Gm16570,0.141,-0.141
Olfr762-ps1,1.104,-1.104
Gm14859,,
Serpinb8,0.136,-0.136
Defb7,,
Gm36953,-1.771,1.771
Zfp420,0.037,-0.037
Olfr295,-0.17,0.17
Gm5863,-2.349,2.349
Gm44845,-0.039,0.039
Gm18892,,
Gm9574,0.564,-0.564
Sept10,0.161,-0.161
4933400A11Rik,,
Fnta,-0.032,0.032
Gm8826,,
Nf2,0.021,-0.021
Gm46311,,
Gm18599,,
Eif4e3,0.2,-0.2
Traj55,-0.3,0.3
Gm47974,0.24,-0.24
AC166779.2,-0.33,0.33
Chac2,0.24,-0.24
Gm8220,,
Gm15131,0.626,-0.626
Gm14126,,
Olfr598,-0.338,0.338
Prss2,0.482,-0.482
Gm42785,-0.004,0.004
Gm11475,-0.338,0.338
Pds5b,-0.21,0.21
Tlk1,0.005,-0.005
Gm47973,,
Gm49115,,
AI661453,1.102,-1.102
H2afy,0.063,-0.063
Fam243,,
Ctsll3,,
Olfr473,,
Gm50001,,
Armcx2,0.028,-0.028
Etnppl,0.698,-0.698
Gm18935,1.104,-1.104
Phldb1,0.63,-0.63
Cmc4,0.154,-0.154
Cts3,,
Sptbn2,-1.498,1.498
Gm6085,-0.314,0.314
Igkv13-55-1,,
Bicra,-0.144,0.144
Cdc7,-0.127,0.127
Ska3,0.039,-0.039
Metrn,-0.101,0.101
Olfr188-ps1,0.444,-0.444
AC116871.2,,
Gm13653,0.366,-0.366
Lipo2,-0.279,0.279
Marcksl1,0.148,-0.148
Gm13868,0.353,-0.353
Olfr1038-ps,0.143,-0.143
Vmn1r227,-0.104,0.104
Gm29390,,
Slc39a1-ps,1.104,-1.104
Pnrc1,0.168,-0.168
Gm27027,,
Gm6501,1.181,-1.181
Uba52-ps,-0.04,0.04
Gm18183,,
Gm5286,-0.338,0.338
Gm28061,,
Olfr45,-0.071,0.071
Map3k13,0.229,-0.229
Nudt21,-0.136,0.136
Gm17060,1.488,-1.488
Gm13900,,
Krt78,,
Gm36934,,
Cemip,-0.172,0.172
Rbp4,,
Vmn1r193,0.035,-0.035
Obox4-ps9,,
Speg,-0.107,0.107
Gm19183,0.605,-0.605
Gm10060,0.029,-0.029
Rcor2,-0.726,0.726
Trgj4,0.316,-0.316
Fancd2os,0.187,-0.187
Ngrn,0.112,-0.112
Prl8a2,,
Gm42666,1.104,-1.104
Pglyrp2,-0.14,0.14
Rpl17-ps9,-0.173,0.173
Gm6480,-0.059,0.059
Gm5868,-0.539,0.539
Cfap157,-0.338,0.338
Muc5b,,
Ly6k,-0.351,0.351
Gm11197,-0.4,0.4
Reg3b,,
Gm15357,,
Olfr545,0.488,-0.488
Gm15994,-1.728,1.728
Abca17,-2.071,2.071
Gm7047,,
Gm18058,,
2310030G06Rik,,
Gm48400,,
Dhx40,-0.058,0.058
Hist1h4f,-0.067,0.067
Gm48826,,
Usf2-ps1,-5.054,5.054
Ubqln1,-0.012,0.012
Kmt2c,-0.015,0.015
Gm2566,-0.338,0.338
Ifna2,-0.819,0.819
Gm47098,,
Ybx3,0.035,-0.035
Mogat1,-1.503,1.503
Olfr1410,-0.159,0.159
Tlcd1,-0.235,0.235
Gm48753,,
Vmn1r126,,
Traj24,-0.216,0.216
Gm21922,,
Gm15094,,
Olfr1146-ps1,,
Gm14853,0.45,-0.45
Btbd17,0.092,-0.092
Zfp936,-1.14,1.14
Pgm2l1,0.137,-0.137
Hoxd11,-1.032,1.032
Tmc6,-0.114,0.114
Gm14906,0.633,-0.633
Isl1,-0.306,0.306
Tspan3,-0.436,0.436
Siah2,-0.126,0.126
Vars2,0.018,-0.018
Gm13416,-0.338,0.338
Gm4865,0.145,-0.145
Vmn1r-ps146,,
Rrp1,0.003,-0.003
Gm13233,,
Gm10051,0.235,-0.235
Ppm1b,0.047,-0.047
Parvg,-0.074,0.074
Madd,0.005,-0.005
Cnksr3,-0.689,0.689
Gm10418,0.183,-0.183
Topbp1-ps1,,
Usp54,-0.183,0.183
Slfn9,0.07,-0.07
Traj2,-0.228,0.228
Gm5565,,
Tmed10-ps,-3.194,3.194
Vmn1r160,,
Gm9845,-6.747,6.747
Ktn1,-0.106,0.106
Gm21054,,
Arhgap36,,
Oxct1,0.101,-0.101
Gm3749,,
Kdm4dl,-0.0,0.0
Arl1,0.165,-0.165
Gm12622,-0.349,0.349
Gm43382,,
Gm12691,-0.819,0.819
Tmem254a,-0.79,0.79
Wdsub1,0.318,-0.318
Tyw5,0.073,-0.073
Gm28739,,
Erp27,-0.042,0.042
AC125259.2,,
Gm43991,,
Ddn,0.352,-0.352
Csf2ra,0.726,-0.726
Olfr1078-ps1,,
Olfr935,,
Gm8992,,
Olfr827,-0.242,0.242
Gm17221,,
Bet1,-0.01,0.01
Oat,-0.127,0.127
Tpi-rs4,,
Itpa-ps3,,
Defb15,,
Gm17849,-0.166,0.166
Cdca7,-0.289,0.289
Gm19684,0.16,-0.16
AC087559.2,,
Ube2l3-ps1,-0.338,0.338
Wipi2,0.094,-0.094
Gm11105,,
Aldh4a1,0.039,-0.039
1110008P14Rik,0.108,-0.108
Ncoa1,0.128,-0.128
AC132307.4,0.942,-0.942
Gm3106,,
Gm527,0.061,-0.061
Gm37030,,
Nhp2,-0.116,0.116
Igsf8,-0.129,0.129
Gm15158,-0.338,0.338
Lcn3,,
Med11,0.087,-0.087
Gm8874,1.104,-1.104
Cxcl3,0.143,-0.143
Dock10,0.0,-0.0
Hoxb4,0.561,-0.561
Nbeal2,-0.143,0.143
Gm14667,0.056,-0.056
Vmn2r59,0.038,-0.038
Ttll10,-0.998,0.998
Ganc,0.291,-0.291
Hey1,-0.123,0.123
Gm12312,-2.243,2.243
Arhgap5,-0.294,0.294
Gm28567,,
Morc2a,-0.059,0.059
Gm47537,,
Nfil3,-0.175,0.175
Mob3a,0.049,-0.049
Rgn,,
Zdbf2,-1.156,1.156
Rpl31-ps15,-0.212,0.212
H1f0,-0.12,0.12
Gm43726,2.059,-2.059
Gm14101,,
Ano8,0.104,-0.104
Gm48711,,
Cep135,0.021,-0.021
Grsf1,0.013,-0.013
Ccl27,,
Bche,,
Gm13002,0.423,-0.423
Olfr916,-0.049,0.049
Ssna1,-0.078,0.078
Hivep3,-0.475,0.475
Gm11689,,
Pcdha7,,
Rps12-ps24,-0.422,0.422
Gm48891,,
Nmt2,-0.01,0.01
Bivm,0.3,-0.3
Gm6713,,
Degs2,0.625,-0.625
Nphp1,-0.433,0.433
Gm3512,0.861,-0.861
Tnfrsf12a,0.217,-0.217
Defa-ps11,,
Crnkl1,0.141,-0.141
Defa-ps9,,
Gm6510,,
Usp8,0.055,-0.055
Gm45674,,
Gm9259,1.104,-1.104
AC157910.2,,
Klf3,0.009,-0.009
Rpl35a-ps7,0.774,-0.774
Gm21830,-2.631,2.631
Irx4,,
Baiap2,-0.225,0.225
Rabl6,0.082,-0.082
Cbx2,-0.157,0.157
Gm29192,,
Ppt2,-0.091,0.091
Rac2,0.0,-0.0
Fam136b-ps,-0.45,0.45
Sp1,0.047,-0.047
Zfp318,0.29,-0.29
Akr1c18,,
5430401F13Rik,,
Tsks,1.08,-1.08
Gm5418,,
Rpl17-ps6,,
Olfr564,,
Nemp1,0.128,-0.128
Atp5g1,0.005,-0.005
Gm8302,-1.102,1.102
Toe1,0.101,-0.101
Ddx42,0.07,-0.07
Exosc10,0.051,-0.051
Dcun1d2,0.006,-0.006
Gm18747,,
Zfhx4,-0.818,0.818
Gm46234,,
AA792892,-0.153,0.153
Scyl2,0.012,-0.012
Gm11978,0.619,-0.619
Lurap1,0.843,-0.843
Gm5851,-0.959,0.959
Gm19005,,
Lag3,-0.298,0.298
Gm20447,,
Gm9429,,
Gm4761,-0.085,0.085
Gm49851,,
Rpa1,-0.101,0.101
Csta1,,
Rpl34,-0.039,0.039
Gm12242,-0.616,0.616
Crtam,0.196,-0.196
Olfr1163,,
Trav13d-4,0.888,-0.888
Ing1,-0.08,0.08
Igkv5-45,,
Gm3776,,
Cbr2,-0.156,0.156
Ino80,0.044,-0.044
Cog5,0.049,-0.049
1700013F07Rik,0.255,-0.255
Jag1,0.188,-0.188
Crp,-0.402,0.402
Atad2,-0.098,0.098
Gm7653,1.104,-1.104
Hmgn2l6,1.104,-1.104
Colq,0.564,-0.564
Sik3,0.006,-0.006
Hspd1-ps2,-0.819,0.819
Tmod3,-0.069,0.069
Casq2,,
Mapre1,0.016,-0.016
Rpl23a-ps9,,
Chrna4,-0.338,0.338
Gm6594,0.636,-0.636
Gm18970,,
Gm11885,,
Gm13265,,
Gm45566,,
Ugt1a8,,
Gm19028,1.104,-1.104
CT867961.1,,
Gm17922,-0.819,0.819
Nek6,-0.711,0.711
Trdv2-1,-0.218,0.218
Gm43315,,
Syt13,0.239,-0.239
Gm21808,,
Zfp672,0.085,-0.085
Rin3,-0.127,0.127
Yipf2,-0.002,0.002
Paqr3,0.205,-0.205
Gm2522,,
Gm9894,-0.342,0.342
Gm4803,,
Suco,-0.201,0.201
Gm10434,0.352,-0.352
Gm48064,-1.686,1.686
Umps,-0.144,0.144
Slc12a1,,
Gm2939,1.104,-1.104
Slc9b2,-0.189,0.189
Taf1,0.009,-0.009
Raet1e,1.494,-1.494
Cnot9,-0.051,0.051
Lmcd1,-0.338,0.338
Kansl3,-0.088,0.088
Gm48368,0.082,-0.082
Gm6988,-2.504,2.504
Gprasp1,-0.059,0.059
Plppr3,1.512,-1.512
Vmn1r224,-0.159,0.159
Grm2,-1.085,1.085
Olfr631,,
Gm12006,,
Smarce1-ps1,-0.24,0.24
Gm47498,,
Gm32381,,
Mpped1,,
Pi15,-0.042,0.042
Gm8550,,
Lipc,,
Cul4b,0.008,-0.008
Wdr70,-0.033,0.033
Nap1l3,0.803,-0.803
Zbtb46,0.094,-0.094
Gm6087,,
Gm18132,0.279,-0.279
Gm44282,-0.338,0.338
Nrp2,0.098,-0.098
Rpl9-ps8,0.152,-0.152
Gm45140,-0.499,0.499
Gm16581,1.2,-1.2
Gm48525,,
Mdc1,-0.349,0.349
Spryd7,-0.08,0.08
Defa-ps14,,
Il33,0.147,-0.147
Gm37197,-0.338,0.338
Olfr511-ps1,,
Gm47228,,
Isoc1,0.025,-0.025
Tbx15,1.441,-1.441
Msantd3,,
Rhag,-0.331,0.331
Gm3928,,
Wdr11,0.036,-0.036
Kcmf1,0.115,-0.115
Ltbp3,-1.786,1.786
1110012L19Rik,0.218,-0.218
Hdac9,-0.623,0.623
Olfm1,-0.994,0.994
Gm18305,,
Gm44909,,
Gm48260,-0.114,0.114
Gm42669,0.003,-0.003
Gm48705,-0.338,0.338
Gm12731,,
Wdr59,-0.129,0.129
Traf3ip2,-0.001,0.001
Ttc22,,
Gm45492,-0.443,0.443
4930595M18Rik,,
Gm47935,-0.107,0.107
Tekt3,,
Olfr795-ps1,,
Kir3dl2,,
Gm14909,,
Gm16042,-1.074,1.074
Gm28998,,
Pgm1,0.012,-0.012
Nat8f5,,
Gpr75,0.048,-0.048
Cuzd1,-0.243,0.243
Gm26977,-0.819,0.819
Mrps9,-0.011,0.011
4930449I24Rik,-0.338,0.338
Gm43907,,
Tmed10,0.05,-0.05
Btbd35f27,,
Tmem8b,-0.318,0.318
Olfr1469,-0.115,0.115
Hoxb13,-0.313,0.313
Gm29147,,
Gm4985,1.104,-1.104
Nxnl2,-0.25,0.25
Ppil4,0.042,-0.042
Calhm4,-0.289,0.289
Spsb1,-0.343,0.343
Gm36858,,
Gm4935,,
Fbxl6,0.028,-0.028
Gm8241,,
Kif11,-0.033,0.033
Vmn1r113,,
Gm42694,,
Gm11582,,
Gm8132,0.566,-0.566
Usp7,0.045,-0.045
Flg,0.45,-0.45
Trbv19,-0.462,0.462
Mcoln2,-0.016,0.016
Maco1,0.194,-0.194
Gm47244,,
AC115783.1,-0.819,0.819
Gdpd3,-0.25,0.25
Gm5338,-0.338,0.338
Brix1,0.17,-0.17
Gm11966,,
Cypt1,,
Gm10323,-0.338,0.338
Vsnl1,1.194,-1.194
Hsd17b6,-0.338,0.338
Gm2855,,
Olfr1412,,
Gm5130,,
Tmem59,0.047,-0.047
Ccdc106,1.04,-1.04
Pdxk,0.076,-0.076
Scgb1b3,,
Olfr121,,
Znfx1,0.057,-0.057
Cox8c,,
Eif2b5,0.031,-0.031
Tbc1d2b,-0.098,0.098
Gm49386,-3.152,3.152
Olfr1219,-0.041,0.041
Yipf6,0.081,-0.081
Slc41a2,-0.386,0.386
Gm11904,,
Olfr371,0.102,-0.102
Abcc8,,
Gm10409,0.625,-0.625
Gm10273,7.034,-7.034
Gm48926,-0.819,0.819
Kcnj14,0.439,-0.439
Arntl2,-0.288,0.288
Sub1,-0.057,0.057
Slamf9,2.065,-2.065
Pdss1,-0.123,0.123
Prnd,0.89,-0.89
Mtmr2,0.049,-0.049
Pebp1,-0.002,0.002
Iglj4,,
Zcchc18,-0.014,0.014
Primpol,0.119,-0.119
Gm26925,-1.708,1.708
Gpr137b-ps,0.135,-0.135
Gm5397,,
Ighv7-2,,
Gm5121,-0.764,0.764
Gm15362,,
Mfsd4b3-ps,,
Gm13940,,
Sugp2,-0.09,0.09
Olfr1069-ps1,,
Gm45658,,
Gm36961,,
Fam214a,0.277,-0.277
Setdb2,-0.019,0.019
Rab27a,0.111,-0.111
Zfp275,0.005,-0.005
Mycl,1.811,-1.811
A530032D15Rik,0.139,-0.139
Ighv1-72,-1.371,1.371
4930503E14Rik,,
Chmp5,0.074,-0.074
Gm12079,-5.057,5.057
Qpct,0.507,-0.507
Pcdhga2,-0.338,0.338
Il4ra,0.226,-0.226
Ywhaq-ps3,0.317,-0.317
Cphx2,0.522,-0.522
AC125203.1,,
Defa37,,
Gm15185,-0.196,0.196
Tmx1,-0.055,0.055
Olfr463,-1.594,1.594
Tmsb15b1,0.456,-0.456
Rfx5,-0.016,0.016
Gm12961,-0.338,0.338
Rgs16,-0.591,0.591
Vmn1r-ps16,,
Angptl8,,
Gemin4,0.162,-0.162
Homer1,0.107,-0.107
Tent5d,-0.376,0.376
Olfr1164,,
Ugt8a,,
Cphx1,-0.216,0.216
Gm8384,-0.338,0.338
Aym1,,
Tgm2,-0.721,0.721
Cyb561d2,0.065,-0.065
Plpp7,,
Wdfy4,-0.384,0.384
Mettl27,-0.068,0.068
Chd8,-0.036,0.036
H2al3,,
Pik3c2b,-0.033,0.033
Slc5a9,,
Yipf7,-0.522,0.522
Eif2ak2,0.149,-0.149
Crygc,,
Gm2974,-1.799,1.799
Crocc,-0.018,0.018
Gm2774,-0.721,0.721
Klhl42,0.089,-0.089
Auts2,-0.066,0.066
Rnase6,-2.125,2.125
Dclk3,,
Lrrc58,0.075,-0.075
Runx1t1,-0.152,0.152
Gm10693,1.716,-1.716
4930465K10Rik,-0.454,0.454
Rps2-ps12,,
Rps12-ps10,0.164,-0.164
Gm13784,,
Gm36368,1.978,-1.978
Gm10222,-0.246,0.246
Nagk,-0.07,0.07
Ssty2,,
Ncl,-0.07,0.07
Serhl,0.077,-0.077
Il12a,-0.819,0.819
Gm48806,,
Fgr,-0.421,0.421
Irak3,0.18,-0.18
Olfr563-ps1,,
Ormdl2,-0.102,0.102
Rragc,0.085,-0.085
Olfr417,0.334,-0.334
Gm14016,0.147,-0.147
Zc3h14,0.062,-0.062
Pkd2,-0.163,0.163
Ampd1,-1.124,1.124
Naa38,0.017,-0.017
Gm48973,,
Smcp,,
Fancd2,0.138,-0.138
Tmem40,0.502,-0.502
Cep295nl,-0.015,0.015
Krt9,,
Olfr1037,,
Stk32c,-0.039,0.039
Zfp760,0.131,-0.131
Gm17877,-0.338,0.338
Gm8927,-1.774,1.774
Gm4478,2.326,-2.326
Gm2803,,
Pbx3,-0.045,0.045
Ankrd54,-0.075,0.075
Gm13551,,
Gm49535,,
Cstdc5,,
3110053B16Rik,0.356,-0.356
Gm7897,-0.338,0.338
Dppa4,,
Gm49832,0.128,-0.128
Gm49738,,
Gm7483,,
Krt39,,
Nebl,0.484,-0.484
Vmn2r-ps54,0.489,-0.489
Aig1,-0.129,0.129
Slc4a5,-0.256,0.256
Gm29330,,
Gm20855,,
Gm18410,,
Uqcrfs1,0.054,-0.054
Gm17911,-0.248,0.248
Gm3945,,
Gm9512,-0.205,0.205
Ebpl,-0.092,0.092
2810039B14Rik,-0.22,0.22
Igkv10-94,-0.338,0.338
Tmem241,0.145,-0.145
Gm5930,,
Gm28263,,
Ndufs1,-0.061,0.061
Pramel6,0.513,-0.513
Olfr1311,,
Gm826,-0.338,0.338
Ubtd2,-0.196,0.196
Klra13-ps,0.318,-0.318
Zbtb22,-0.086,0.086
Olfr1116,-0.038,0.038
Ckm,0.227,-0.227
Puf60,0.047,-0.047
Gm12344,0.148,-0.148
Gm12335,0.14,-0.14
Tymp,0.761,-0.761
Gm4862,,
Hspe1-ps1,,
Vmn1r-ps57,,
Zfp58,-0.028,0.028
Rgs20,-0.251,0.251
Egfl6,-0.379,0.379
Nol8,-0.011,0.011
Gm37172,,
Gm6304,0.614,-0.614
Nr1d1,-0.842,0.842
Myo1f,0.036,-0.036
Rtn4rl1,-0.048,0.048
Hephl1,0.374,-0.374
Dohh,-0.158,0.158
Gm49865,,
Angptl3,,
Gm45678,,
Olfr235,,
Magea1,,
Gm13137,,
Pias4,0.021,-0.021
Galp,,
Gprin1,-1.331,1.331
Gng4,-0.019,0.019
Ssc5d,0.173,-0.173
Kif18a,0.067,-0.067
Gm14448,-2.554,2.554
Gm20396,,
Dclre1b,-0.008,0.008
Slc46a2,-0.338,0.338
Rbm10,-0.14,0.14
Gm18520,,
Sgsm3,-0.053,0.053
Bmp15,,
Pxdc1,0.543,-0.543
Gm18869,1.455,-1.455
Prr14,0.087,-0.087
Clvs1,1.832,-1.832
Slc7a10,-0.324,0.324
Gm26731,,
Itprid1,,
Ifnar1,0.155,-0.155
Gm11116,,
Recql5,0.05,-0.05
Zcchc3,0.059,-0.059
Ube3b,0.03,-0.03
Gm18429,,
Olfr975,0.072,-0.072
Gm49444,,
