gene_name,WT_0h_rep1,WT_0h_rep2,WT_0h_rep3,KO_0h_rep1,KO_0h_rep2,KO_0h_rep3,WT_6h_rep1,WT_6h_rep2,WT_6h_rep3,KO_6h_rep1,KO_6h_rep2,WT_24h_rep1,WT_24h_rep2,WT_24h_rep3,KO_24h_rep1,KO_24h_rep2,KO_24h_rep3,WT_48h_rep1,WT_48h_rep2,WT_48h_rep3,KO_48h_rep1,KO_48h_rep2,KO_48h_rep3
Cyp3a11,0.33,0.0,0.207,0.432,0.15,0.0,1.294,0.341,0.112,1.081,1.719,0.242,0.0,0.19,0.459,0.0,0.15,0.132,0.099,0.14,0.427,0.0,0.0
Cyp3a25,0.416,0.148,0.326,0.884,0.237,0.109,1.903,0.269,0.176,0.786,0.903,0.0,0.0,0.0,0.542,0.0,0.119,0.208,0.156,0.111,0.672,0.0,0.0
Cyp3a59,0.298,0.141,0.155,1.036,0.451,0.416,1.619,0.128,0.0,0.749,0.645,0.0,0.165,0.0,1.206,0.0,0.113,0.199,0.074,0.0,0.48,0.0,0.0
Gm5565,0.617,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,2.327,8.02,0.0,0.0,3.541,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0
Gm6309,0.0,0.0,0.0,1.606,0.0,0.0,0.0,0.0,0.0,0.0,2.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922,0.0,0.0,0.0,0.0
1700001J03Rik,10.609,23.499,12.922,18.477,21.443,12.365,4.618,3.046,0.996,0.0,0.0,10.791,7.866,8.463,2.048,4.16,1.342,2.36,3.536,3.758,0.951,5.01,3.359
Rnf6,95.818,85.903,103.88,96.987,89.071,113.395,31.194,46.554,55.14,59.417,39.063,52.478,49.182,54.874,54.066,55.398,48.487,61.75,73.707,81.805,69.38,79.591,65.337
Cdk8,147.138,583.285,265.123,158.04,374.027,313.774,236.542,506.172,335.254,192.733,829.426,730.831,608.931,747.05,669.442,359.397,564.024,429.667,400.26,508.694,267.573,254.505,599.976
Wasf3,0.324,0.108,0.149,0.572,0.087,0.04,1.392,0.443,0.193,1.222,1.156,0.0,0.064,0.164,1.058,0.034,0.13,0.495,0.257,0.243,0.645,0.129,0.0
Gm6408,0.0,0.0,0.0,2.414,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,1.769,2.141,0.0,1.403,0.0,0.0,0.0,0.994,0.0,0.0
Gm6370,0.0,0.0,0.0,0.0,0.0,0.0,0.796,1.575,0.0,2.3,2.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983,0.0,0.0
4930449I24Rik,0.0,0.0,0.0,0.0,0.0,1.272,1.583,0.0,1.025,1.525,2.628,0.0,0.0,0.0,0.0,0.0,0.0,1.213,0.0,1.288,0.0,0.0,0.0
Gm3402,0.0,0.0,0.0,3.966,0.0,0.0,2.379,0.0,0.0,0.764,2.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3404,0.0,0.0,0.0,2.403,0.0,0.0,1.602,0.0,0.0,2.314,0.0,0.0,0.0,0.0,2.131,0.0,1.396,0.0,0.0,0.0,0.989,0.0,0.0
Gm3409,0.0,0.0,0.0,1.586,0.0,0.0,2.378,0.0,0.0,2.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3415,0.0,0.0,0.0,1.586,1.381,0.0,0.0,0.0,0.0,1.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216,0.0,0.0,0.0,0.0,0.0
Gpr12,0.0,0.0,0.0,0.776,0.0,0.0,0.0,0.0,1.005,2.243,0.0,0.0,0.0,0.0,2.065,0.0,0.0,0.0,0.0,0.0,0.959,0.0,0.0
Usp12,282.146,161.496,322.913,255.391,167.378,449.775,42.356,40.997,51.978,57.522,31.118,54.709,59.108,68.907,57.564,61.932,68.877,69.638,60.13,65.654,63.691,67.576,64.857
Rpl21,212.664,198.393,188.205,175.074,260.3,192.307,247.403,386.338,421.436,346.492,189.026,452.003,349.321,434.038,317.086,439.977,430.462,248.737,300.056,295.258,123.594,197.391,198.501
Rasl11a,3.813,3.62,2.986,0.83,1.445,1.333,1.66,0.0,1.074,2.399,0.0,0.0,0.0,0.0,4.417,0.0,0.0,2.545,5.72,5.403,1.026,2.161,0.0
Gtf3a,23.771,37.991,34.945,27.247,26.473,40.709,60.502,102.159,106.186,72.019,74.677,110.131,173.178,129.555,83.436,117.278,144.713,46.612,73.859,81.45,44.229,76.698,71.877
Mtif3,18.217,33.8,33.067,21.452,33.577,45.457,24.152,42.08,29.393,32.643,32.915,43.965,27.167,33.687,39.801,41.645,37.398,31.218,32.502,29.332,26.725,36.836,40.504
Lnx2,37.617,39.21,40.609,41.081,43.727,54.995,43.721,45.617,47.259,75.136,31.623,54.127,55.519,66.14,67.407,66.48,72.004,76.824,76.742,79.709,65.064,68.929,64.182
Polr1d,59.543,54.945,89.571,60.994,47.202,115.078,100.278,127.6,122.604,148.41,94.677,98.012,76.104,97.625,90.63,85.85,95.434,92.498,85.945,101.113,66.051,74.403,77.382
Gsx1,0.75,0.0,0.0,0.979,0.0,0.0,0.0,1.937,0.0,0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001,0.0,0.0,0.0,0.0,0.0
Pdx1,0.287,0.0,1.346,1.497,0.0,0.601,0.374,0.0,0.969,0.361,4.97,0.0,0.0,0.823,1.991,0.0,0.0,1.147,0.0,0.0,0.0,0.0,0.0
Cdx2,0.261,0.0,0.0,1.023,0.0,0.0,0.341,0.0,0.0,1.642,3.395,0.0,0.0,0.0,1.814,0.461,0.0,0.522,0.392,0.0,0.842,0.0,0.0
Urad,0.453,0.0,0.0,0.591,0.515,0.0,2.365,0.585,0.0,0.854,0.0,0.829,0.0,0.0,2.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flt3,0.581,0.276,0.682,1.201,0.935,0.152,1.864,0.188,0.245,1.065,1.364,0.089,0.081,0.139,1.177,0.683,0.386,0.678,0.145,0.154,0.898,0.165,0.276
Pan3,317.284,122.513,225.53,288.691,147.294,236.327,70.019,76.858,95.131,109.972,48.167,111.63,107.659,132.67,119.207,134.645,135.5,231.121,207.861,213.078,241.649,237.614,181.776
Flt1,1.037,0.994,0.997,1.609,0.747,0.301,5.107,0.822,0.486,2.131,3.516,0.639,0.342,0.236,1.747,0.29,0.514,0.966,0.154,0.022,1.557,0.122,0.146
Pomp,45.154,38.156,44.276,41.892,37.661,58.652,80.875,89.958,105.21,102.335,67.706,108.55,86.235,109.064,100.073,99.6,103.303,64.623,75.169,82.737,56.69,71.203,66.734
Slc46a3,10.612,17.018,11.456,13.592,18.273,10.592,1.749,0.799,0.697,2.204,1.34,2.264,0.687,0.296,7.16,0.909,3.754,5.156,3.864,5.036,16.626,19.443,17.321
Mtus2,0.419,0.188,0.287,0.989,0.46,0.148,1.511,0.34,0.334,1.225,1.611,0.362,0.314,0.419,0.964,0.423,0.311,0.395,0.155,0.29,0.683,0.352,0.214
Slc7a1,106.4,83.988,160.387,103.131,100.667,159.247,550.07,633.581,713.086,669.527,409.901,336.158,323.378,419.378,241.667,269.417,277.38,269.371,262.85,267.295,130.227,152.313,159.643
Ubl3,166.49,83.129,113.43,164.918,89.719,108.438,40.135,45.274,56.034,58.461,27.2,61.334,45.246,65.41,48.704,47.492,55.38,104.381,109.651,107.322,73.23,75.064,68.696
Katnal1,4.15,5.16,5.126,6.719,7.177,3.25,2.405,1.661,1.927,3.457,3.295,7.384,6.338,6.882,6.703,5.88,6.988,10.239,10.347,11.616,10.989,10.732,11.576
Gm42791,1.482,2.418,2.268,2.761,2.801,0.908,1.826,0.989,0.703,2.178,1.732,2.865,2.555,2.964,4.222,2.526,2.995,4.165,4.145,5.13,4.969,4.415,5.123
Hmgb1,29.907,30.901,31.894,30.122,32.163,26.772,6.35,5.601,6.438,8.937,5.735,18.162,16.957,19.73,19.957,22.044,22.087,21.696,18.995,21.343,23.418,26.046,24.497
Uspl1,116.283,68.023,85.352,97.996,72.58,78.242,107.479,124.282,141.035,132.092,74.152,125.231,119.358,126.273,100.349,142.738,127.205,117.147,123.858,125.761,94.434,107.979,103.018
Alox5ap,0.216,0.205,1.243,1.037,0.492,0.0,1.037,0.186,0.0,0.817,1.252,0.264,0.481,0.0,1.755,0.255,0.0,1.156,0.325,0.767,0.815,0.245,0.822
Medag,0.338,0.0,0.0,2.097,0.192,0.0,1.103,0.218,0.286,2.02,0.366,0.0,0.0,0.0,1.174,0.0,0.0,0.507,0.0,0.0,1.227,0.431,0.0
Tex26,0.485,0.0,0.084,0.845,0.123,0.339,0.985,0.139,0.364,1.424,2.336,0.0,0.18,0.0,1.31,0.095,0.123,0.539,0.0,0.0,0.522,0.092,0.0
Wdr95,0.791,1.097,0.635,1.033,1.199,0.425,1.457,0.681,0.446,1.199,2.286,0.0,0.271,0.291,1.268,0.322,0.462,0.284,0.183,0.172,0.753,0.207,0.347
Hsph1,47.059,70.27,44.383,38.816,40.472,80.615,113.435,147.059,182.197,165.794,104.679,163.36,210.781,202.264,112.28,226.476,205.795,72.945,120.436,107.483,50.666,69.482,71.831
B3glct,12.341,10.765,12.403,13.245,11.278,11.497,7.549,7.855,8.35,9.411,5.03,6.664,6.606,8.845,8.548,7.765,7.788,11.531,9.001,8.842,7.649,8.501,6.098
Rxfp2,0.404,0.307,0.38,0.985,0.184,0.226,1.09,0.278,0.091,1.016,2.336,0.197,0.09,0.0,0.842,0.048,0.0,0.377,0.0,0.0,0.435,0.046,0.077
Fry,26.831,19.534,20.228,22.459,22.276,15.464,1.878,0.84,0.685,2.486,1.911,2.021,1.648,2.199,3.48,2.089,2.747,10.113,5.548,7.502,13.166,10.117,8.523
Zar1l,0.152,0.433,0.238,0.198,0.691,0.0,1.19,0.0,0.0,1.72,1.976,0.0,0.0,0.0,2.639,0.0,0.0,0.912,0.456,0.0,0.98,0.258,0.433
Brca2,6.303,4.998,5.721,6.69,7.003,3.982,2.292,2.499,3.269,3.289,3.106,45.636,50.902,53.891,43.554,71.668,69.158,76.209,83.323,77.943,67.617,95.103,77.862
N4bp2l1,44.327,66.785,56.38,50.133,72.25,58.624,15.011,14.509,15.521,42.969,19.193,20.561,19.616,23.333,39.71,29.959,33.997,34.779,39.835,46.332,69.61,132.296,98.82
N4bp2l2,244.751,78.471,147.55,259.454,113.268,138.31,63.123,81.35,78.428,99.204,50.115,94.851,76.357,111.826,89.215,101.268,95.936,191.006,184.889,176.536,172.531,177.409,116.959
Pds5b,80.633,28.598,46.637,74.388,38.607,42.42,22.85,24.993,29.283,38.678,16.884,48.817,50.728,57.852,47.565,71.079,60.045,113.855,104.483,98.517,124.011,123.589,82.645
Kl,0.205,0.233,0.128,0.802,0.186,0.172,1.711,0.212,0.069,1.185,0.888,0.3,0.0,0.353,0.285,0.0,0.093,0.082,0.0,0.0,0.925,0.0,0.0
Stard13,0.481,0.343,0.323,0.685,0.137,0.108,2.099,1.444,0.654,1.741,2.758,2.297,2.237,1.876,4.002,7.22,5.48,1.979,2.836,1.553,3.426,5.538,2.865
Gm42906,0.588,0.382,0.428,0.822,0.274,0.175,1.837,1.04,0.688,1.555,2.248,1.457,1.39,1.276,2.525,3.936,3.172,1.788,2.131,1.407,2.196,3.045,1.714
Vmn2r18,0.903,0.214,0.648,0.885,0.086,0.237,1.819,0.389,0.445,1.042,1.469,0.827,0.879,1.189,1.308,0.731,0.429,1.432,1.129,1.2,0.85,1.088,0.644
Rfc3,31.419,9.627,29.894,33.246,16.729,31.705,9.609,14.387,15.125,13.51,8.623,63.347,52.411,55.961,42.838,79.655,71.545,66.078,75.764,61.28,51.341,84.852,63.459
Vmn1r261,0.0,0.0,0.0,0.0,0.0,0.0,7.132,4.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samd9l,153.086,221.496,84.36,97.8,187.525,110.164,6.616,8.141,7.727,19.897,7.769,3.393,2.473,4.435,22.968,9.157,23.775,39.326,39.755,40.308,124.711,156.592,175.321
Hepacam2,0.41,0.117,0.449,0.802,0.093,0.086,0.963,0.0,0.208,0.773,0.888,0.45,0.0,0.353,0.996,0.072,0.0,0.328,0.184,0.261,1.057,0.209,0.0
Vps50,54.179,15.676,27.619,46.473,21.201,24.813,28.881,30.478,35.671,46.903,20.738,33.554,32.232,35.439,26.71,41.856,34.9,49.826,46.292,42.191,42.082,44.935,29.814
Calcr,0.448,0.122,0.267,0.865,0.243,0.09,1.701,0.276,0.217,0.779,1.204,0.469,0.071,0.123,0.593,0.075,0.146,0.299,0.128,0.136,0.689,0.363,0.304
Tfpi2,0.385,0.365,0.301,0.837,0.0,0.134,1.591,0.0,0.108,1.21,2.224,0.0,0.214,0.184,0.668,0.113,0.146,0.513,0.192,0.0,0.31,0.0,0.0
Gngt1,0.0,0.0,2.176,0.605,0.0,0.0,0.605,0.0,0.0,0.0,2.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gng11,0.372,1.058,0.0,0.971,0.0,0.0,2.426,0.96,0.0,0.0,1.611,0.0,0.0,0.0,1.291,0.0,0.0,0.0,0.0,0.0,1.199,0.0,0.0
Bet1,14.407,8.11,3.673,13.785,11.046,7.732,8.97,5.194,11.043,13.278,8.717,16.562,19.003,14.432,18.626,21.876,16.022,21.462,46.74,38.452,25.14,39.017,36.754
Col1a2,0.184,0.0,0.216,0.48,0.313,0.0,2.04,0.237,0.0,0.694,0.398,0.0,0.153,0.0,1.277,0.162,0.209,0.184,0.0,0.0,0.371,0.078,0.0
Casd1,63.941,28.822,33.874,48.369,32.94,31.808,29.493,28.1,33.611,41.845,17.899,41.564,42.904,44.792,40.683,62.684,41.304,52.12,44.414,47.069,52.134,64.033,40.034
Sgce,0.463,0.33,0.109,0.666,0.263,0.097,1.633,0.479,0.039,1.34,1.205,0.17,0.077,0.133,0.322,0.163,0.158,0.51,0.243,0.345,0.635,0.315,0.198
Peg10,0.383,0.364,0.2,0.501,0.29,0.268,1.001,0.66,0.0,0.804,0.0,0.0,0.0,0.0,0.888,0.676,0.0,0.256,0.0,0.0,0.412,0.217,0.0
Ppp1r9a,0.642,0.585,0.603,1.317,0.54,0.094,2.902,0.514,0.239,1.325,2.005,0.423,0.15,0.148,1.384,0.261,0.132,0.437,0.058,0.055,0.839,0.142,0.073
Pon1,0.196,0.0,0.0,0.597,0.297,0.274,0.767,0.675,0.441,0.493,0.566,0.0,0.0,0.0,0.907,0.0,0.297,0.261,0.0,0.0,0.527,0.0,0.0
Pon3,6.762,2.577,5.593,6.967,3.248,3.497,2.488,0.984,0.966,2.876,1.446,2.441,1.43,0.957,2.978,2.101,1.627,2.479,2.572,2.328,5.302,4.048,3.121
Pon2,103.585,42.441,76.099,97.203,47.195,68.826,23.317,28.341,34.086,33.54,15.996,23.773,20.677,25.989,29.224,29.944,31.697,38.793,36.964,34.287,61.353,58.198,46.949
Asb4,0.51,0.0,0.106,0.977,0.155,0.071,1.421,0.351,0.172,1.411,1.474,0.124,0.34,0.098,1.063,0.24,0.0,0.204,0.051,0.072,0.768,0.116,0.0
Pdk4,0.26,0.0,0.0,0.34,0.296,0.0,1.19,0.336,0.44,1.311,1.129,0.0,0.0,0.0,0.905,0.0,0.0,0.261,0.391,0.0,0.21,0.0,0.0
Dync1i1,0.413,0.35,0.437,0.911,0.152,0.129,1.494,0.13,0.217,1.116,1.137,0.204,0.093,0.048,0.756,0.108,0.102,0.38,0.1,0.036,0.504,0.085,0.095
Slc25a13,12.803,6.2,9.822,15.182,9.987,13.46,12.825,15.091,14.8,18.147,10.937,23.949,21.246,27.044,29.191,29.024,27.036,37.608,34.339,36.607,30.487,30.896,27.299
Sem1,204.891,53.31,111.198,170.85,70.042,119.474,43.737,47.962,51.668,72.245,28.085,60.447,55.34,73.716,54.34,75.406,59.715,82.535,110.898,105.758,76.092,115.883,77.42
Dlx6,0.0,0.0,0.0,0.842,0.0,1.353,0.842,1.666,0.545,1.217,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,1.561,0.0,0.0
Dlx5,0.0,0.0,0.617,0.0,0.0,0.0,0.515,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272,0.0,0.0
Sdhaf3,16.317,8.233,6.502,13.913,10.94,4.722,13.48,13.185,14.823,19.503,9.507,20.602,16.571,27.857,24.741,21.809,25.316,28.041,31.198,30.844,24.389,28.432,21.339
Tac1,0.0,0.593,0.0,0.544,0.0,0.0,1.089,0.538,0.0,0.0,0.0,0.0,0.0,0.0,1.448,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0
Asns,0.373,0.0,0.731,1.097,0.636,0.783,10.601,12.296,15.929,21.952,9.306,37.241,42.649,45.819,16.859,40.669,39.52,114.31,155.499,107.879,23.639,49.808,27.384
C1galt1,69.26,42.377,35.896,47.234,53.24,38.104,24.792,25.586,29.313,46.941,20.639,36.859,28.656,34.562,43.34,39.195,40.613,63.408,86.248,79.297,61.62,86.495,77.161
Col28a1,0.528,0.271,0.19,1.007,0.355,0.182,1.324,0.649,0.22,1.199,1.465,0.254,0.289,0.099,1.053,0.122,0.178,0.295,0.195,0.129,0.713,0.103,0.271
Mios,71.611,21.672,35.361,70.152,37.444,38.343,43.338,47.387,51.98,61.606,26.508,42.027,52.861,51.052,30.127,57.569,45.739,79.916,83.651,63.901,63.113,76.353,51.188
Rpa3,28.672,5.938,8.163,27.237,16.594,25.154,10.212,4.041,12.336,16.397,6.782,49.629,34.785,41.916,34.415,62.554,35.613,53.22,67.249,53.181,50.473,92.169,63.871
Umad1,18.689,8.378,7.049,17.463,9.909,5.924,6.847,6.426,6.098,10.171,5.958,13.921,10.012,13.967,17.545,15.455,16.892,42.878,39.995,40.095,58.151,49.985,39.223
Gm45062,19.529,9.056,7.427,18.753,12.134,7.404,5.6,4.927,4.902,10.294,4.957,11.443,8.111,11.196,16.01,13.575,14.028,31.858,30.874,30.832,57.307,49.757,39.884
Glcci1,31.045,14.698,11.478,31.102,23.515,14.451,4.861,3.917,4.735,15.86,4.659,11.803,8.002,11.02,20.734,16.455,15.03,23.544,26.68,26.465,86.104,76.099,62.761
Ica1,0.878,1.202,0.536,1.668,1.971,1.196,1.728,1.503,0.945,1.664,2.621,3.049,1.826,1.9,3.329,1.067,1.376,2.055,1.369,1.866,3.994,3.878,3.542
Nxph1,0.438,0.256,0.211,0.726,0.294,0.13,1.577,0.334,0.133,1.166,1.193,0.206,0.187,0.081,0.82,0.079,0.166,0.27,0.101,0.048,0.589,0.105,0.048
Ndufa4,66.983,38.684,53.914,61.183,33.017,64.858,34.257,44.783,41.171,44.788,34.53,51.455,62.511,62.548,61.033,75.632,63.999,38.444,73.425,61.723,41.573,69.28,50.05
Phf14,119.809,30.846,41.117,95.845,43.68,33.973,13.535,13.755,16.828,22.1,9.875,35.064,29.546,37.672,36.925,42.366,36.654,77.456,79.822,73.177,91.507,93.245,61.947
Thsd7a,0.663,0.406,0.404,0.811,0.377,0.235,1.651,0.219,0.169,0.863,1.053,0.24,0.167,0.077,0.79,0.197,0.097,0.363,0.197,0.156,0.697,0.21,0.187
Tmem106b,56.133,19.705,41.311,52.646,34.809,35.202,8.02,6.705,10.38,14.146,4.501,13.935,11.254,13.412,15.627,13.584,11.423,34.628,34.77,27.206,53.316,64.992,36.474
Vwde,0.442,0.49,0.077,0.899,0.112,0.103,1.669,0.381,0.083,0.804,0.639,0.18,0.246,0.282,0.427,0.043,0.0,0.098,0.184,0.104,0.436,0.042,0.0
Tmem168,133.333,29.1,73.551,90.857,38.211,59.663,22.107,28.948,29.237,30.901,16.016,29.753,35.324,35.354,28.019,39.431,40.511,69.868,83.565,66.591,65.063,73.673,48.409
Bmt2,174.642,45.948,74.94,124.341,54.516,63.907,14.371,15.259,16.254,26.349,11.054,27.295,16.364,24.834,27.022,29.554,25.645,128.288,112.638,94.918,147.104,137.477,84.223
Gpr85,0.0,0.0,0.0,0.402,0.7,0.0,2.411,0.0,0.0,0.774,5.337,0.0,0.0,0.0,1.069,1.629,0.0,0.0,0.462,0.0,0.497,0.0,0.0
2610001J05Rik,31.225,11.433,22.353,18.062,24.342,20.588,12.233,27.662,34.683,34.795,15.474,40.833,31.253,24.338,40.297,33.847,33.52,20.537,29.441,27.493,23.753,45.5,43.213
Ppp1r3a,0.409,0.116,0.0,0.587,0.0,0.086,1.654,0.106,0.138,0.668,0.532,0.15,0.0,0.117,0.284,0.0,0.0,0.245,0.0,0.087,0.264,0.0,0.116
Foxp2,0.343,0.124,0.274,0.709,0.199,0.111,1.467,0.258,0.174,0.88,1.259,0.126,0.073,0.063,0.542,0.088,0.135,0.219,0.215,0.113,0.463,0.43,0.16
Mdfic,3.789,1.533,2.658,4.462,2.73,2.172,60.131,82.435,92.208,70.874,46.503,247.509,293.901,320.92,184.441,398.213,272.162,351.353,448.154,396.048,264.958,350.164,245.161
Tfec,0.493,0.148,0.203,0.474,0.177,0.109,2.337,0.402,0.044,0.848,0.675,0.19,0.087,0.074,0.811,0.229,0.177,0.311,0.039,0.0,0.46,0.088,0.074
Tes,209.154,94.861,148.305,162.442,104.602,147.684,70.805,80.604,96.41,72.074,35.436,91.592,73.628,102.683,45.258,53.217,55.638,258.831,250.453,238.922,99.07,103.596,91.248
Cav2,0.638,0.0,0.0,0.278,0.484,0.0,0.834,0.0,0.0,2.142,0.923,0.0,0.0,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.343,0.0,0.0
Cav1,0.336,0.274,0.15,0.816,0.656,0.403,1.255,0.497,0.406,0.786,1.459,0.0,0.0,0.0,1.169,0.085,0.0,0.096,0.072,0.102,0.543,0.163,0.137
Met,0.505,0.174,0.096,0.98,0.174,0.032,1.8,0.198,0.052,1.156,1.594,0.336,0.102,0.044,1.064,0.054,0.0,0.061,0.023,0.0,0.568,0.0,0.0
Capza2,277.014,64.738,115.168,215.128,89.688,121.354,48.794,50.888,60.3,80.988,30.256,73.967,70.212,78.854,62.173,89.564,76.368,178.983,193.71,169.22,150.91,175.249,109.666
St7,39.999,15.859,20.444,37.945,19.271,23.395,22.101,26.538,27.025,31.443,15.541,41.204,30.13,42.956,41.83,38.842,38.291,59.753,53.596,56.126,45.074,44.688,36.465
Wnt2,0.162,0.0,0.127,0.953,0.092,0.085,1.482,0.314,0.068,0.867,1.054,0.0,0.0,0.116,1.126,0.072,0.0,0.243,0.061,0.086,0.523,0.0,0.0
Asz1,0.581,0.496,0.546,1.024,0.396,0.244,1.138,0.375,0.295,1.096,1.26,0.532,0.0,0.167,1.211,0.103,0.265,0.465,0.131,0.0,0.937,0.198,0.497
Cftr,0.3,0.19,0.191,0.87,0.05,0.14,1.42,0.172,0.188,0.796,1.155,0.284,0.074,0.096,0.54,0.196,0.076,0.267,0.083,0.024,0.824,0.075,0.126
Cttnbp2,0.398,0.162,0.196,0.996,0.207,0.048,1.263,0.206,0.231,0.859,0.987,0.292,0.038,0.163,0.435,0.02,0.104,0.159,0.051,0.048,0.422,0.039,0.0
Lsm8,229.044,39.505,111.513,186.831,62.383,132.578,31.804,31.065,22.927,43.438,13.367,53.052,66.851,61.966,49.271,78.877,50.542,89.477,105.429,105.482,99.986,134.161,88.714
Ankrd7,4.706,2.535,1.394,2.99,2.024,2.401,1.329,0.986,0.0,2.56,3.86,0.0,0.424,0.73,1.768,1.122,0.869,1.273,2.289,0.541,1.026,0.865,0.725
Kcnd2,0.469,0.224,0.267,0.793,0.261,0.145,1.603,0.297,0.166,0.945,1.522,0.108,0.12,0.104,0.764,0.087,0.12,0.223,0.079,0.119,0.503,0.073,0.047
Tspan12,0.52,0.059,0.293,0.924,0.284,0.305,1.63,0.323,0.352,0.759,1.443,0.152,0.139,0.119,1.012,0.184,0.142,0.583,0.125,0.177,0.973,0.035,0.119
Ing3,218.56,74.079,125.002,192.789,104.812,129.745,21.982,29.324,32.115,44.198,14.929,28.248,26.589,25.815,29.464,34.315,29.473,25.143,44.184,38.89,33.334,50.401,35.606
Cped1,0.68,0.302,0.361,0.905,0.326,0.262,1.556,0.403,0.148,1.052,1.353,0.297,0.083,0.143,0.824,0.055,0.043,0.462,0.281,0.172,0.654,0.265,0.089
Wnt16,0.328,0.0,0.257,0.642,0.0,0.0,1.07,0.0,0.277,1.237,2.132,0.0,0.0,0.0,2.278,0.0,0.0,0.656,0.0,0.0,1.587,0.0,0.0
Fam3c,100.149,38.852,66.537,114.367,62.041,61.657,17.507,17.538,20.02,35.054,13.244,41.753,39.969,44.732,56.365,72.703,61.747,78.125,88.017,81.576,135.978,136.101,94.958
Ptprz1,0.352,0.271,0.119,0.733,0.087,0.2,1.789,0.197,0.129,1.041,0.825,0.139,0.127,0.0,0.793,0.084,0.022,0.286,0.043,0.081,0.46,0.032,0.027
Aass,0.444,0.079,0.391,0.834,0.063,0.058,1.45,0.43,0.235,0.803,0.842,0.203,0.0,0.08,0.771,0.0,0.126,0.278,0.042,0.0,0.358,0.047,0.0
Fezf1,0.0,0.0,0.0,1.329,1.156,0.0,1.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cadps2,0.556,0.308,0.477,0.967,0.286,0.215,1.506,0.423,0.228,0.957,1.117,0.15,0.078,0.134,0.915,0.176,0.12,0.463,0.136,0.18,0.722,0.179,0.175
Rnf133,1.175,0.0,0.0,3.07,0.0,0.0,1.535,0.0,0.0,1.478,0.0,0.0,0.0,3.374,0.0,2.074,0.0,0.0,0.0,0.0,1.896,0.0,0.0
Rnf148,0.0,0.0,0.0,1.78,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tas2r118,1.877,0.0,0.0,2.452,0.0,0.0,2.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc13a1,0.338,0.12,0.331,0.911,0.288,0.044,2.181,0.273,0.322,0.825,1.742,0.155,0.0,0.061,1.029,0.037,0.048,0.296,0.159,0.045,0.444,0.144,0.12
Iqub,0.865,0.685,0.565,1.601,0.547,0.252,1.538,0.559,0.447,1.633,1.251,0.176,0.642,0.552,0.919,0.424,0.602,0.577,0.649,0.46,1.047,0.409,0.274
Ndufa5,43.69,10.283,31.381,41.503,13.957,27.27,20.276,12.129,15.868,22.941,4.697,25.781,20.479,34.216,26.346,38.229,19.733,24.936,44.141,36.835,25.928,46.344,25.72
Asb15,0.487,0.0,0.47,0.881,0.0,0.393,1.028,0.581,0.317,0.849,1.3,0.137,0.375,0.108,1.172,0.331,0.597,0.075,0.394,0.159,0.665,0.191,0.32
Lmod2,1.544,0.0,0.0,0.0,1.003,0.463,0.864,0.57,0.0,1.942,0.956,0.0,0.0,0.0,0.766,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wasl,87.464,34.912,52.537,76.191,48.032,57.8,30.6,33.806,42.948,51.828,25.151,61.784,56.405,59.432,54.277,74.031,59.211,105.42,108.656,98.618,101.467,107.457,71.083
Hyal6,0.691,0.0,0.216,0.903,0.0,0.29,1.083,0.714,0.234,0.87,2.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.669,0.0,0.0
Hyal4,0.349,0.249,0.273,0.798,0.397,0.549,1.71,0.226,0.0,1.537,0.0,0.0,0.0,0.0,1.213,0.154,0.199,0.874,0.0,0.0,0.563,0.0,0.0
