gene_name,WT_0h,KO_0h,WT_6h,KO_6h,WT_24h,KO_24h,WT_48h,KO_48h
Olfr27,0.266,0.173,0.519,0.467,0.0,0.346,0.133,0.214
Olfr943,0.095,0.162,0.508,0.693,0.0,0.312,0.032,0.106
Olfr944,0.034,0.089,0.312,0.987,0.0,0.118,0.0,0.0
Olfr1537,0.108,0.459,0.827,0.878,0.0,0.376,0.0,0.233
Olfr945,0.265,0.312,0.489,0.58,0.197,0.148,0.056,0.23
Olfr947,0.123,0.297,0.582,0.271,0.0,0.167,0.096,0.309
Olfr948,0.109,0.071,0.637,0.205,0.0,0.0,0.109,0.088
Olfr949,0.0,0.0,0.0,0.0,0.0,0.0,1.188,0.0
Olfr951,0.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0
Olfr952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr954,0.455,0.278,0.556,0.402,0.0,0.534,0.106,0.0
Olfr955,0.0,0.0,0.0,1.977,0.0,0.0,0.0,0.0
Olfr44,0.138,0.361,0.542,2.571,0.0,0.0,0.0,0.149
Olfr957,0.0,0.361,0.434,1.503,0.0,0.178,0.0,0.163
Olfr958,0.0,0.121,0.723,0.774,0.0,0.641,0.369,0.0
Olfr959,0.324,0.563,0.95,3.472,0.0,0.316,0.0,0.0
AW551984,0.17,0.317,1.047,1.054,0.0,0.42,0.066,0.27
Olfr148,0.608,0.382,0.418,0.201,0.0,0.0,0.0,0.172
Olfr960,0.0,0.591,0.591,0.854,3.314,0.0,0.0,1.46
Olfr961,0.126,0.493,0.164,0.475,0.0,0.0,0.0,0.406
Olfr963,0.246,0.205,0.205,1.616,0.0,0.0,0.236,0.0
Olfr964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr149,0.267,0.862,0.956,1.752,0.245,0.0,0.0,0.518
Olfr965,0.416,0.079,0.873,0.229,0.0,0.699,0.243,0.098
Olfr150,0.365,0.859,0.786,0.284,0.0,0.261,0.151,0.0
Olfr967,0.168,0.0,1.162,1.103,0.358,0.745,0.215,0.0
Olfr968,0.299,0.305,0.718,0.905,0.0,0.339,0.156,0.188
Olfr969,0.155,0.741,0.775,0.373,0.362,0.0,0.198,0.16
Olfr970,0.212,0.469,0.664,0.826,0.155,0.0,0.093,0.15
Olfr971,0.128,0.5,0.993,0.723,0.0,0.0,0.256,0.0
Olfr972,0.068,0.089,0.536,0.258,0.0,0.0,0.0,0.441
Olfr229,0.0,0.272,1.089,0.875,0.0,0.362,0.156,0.168
Olfr974,0.073,0.671,1.174,1.031,0.0,0.51,0.294,0.0
Olfr975,2.149,0.563,0.188,1.356,0.0,0.0,0.575,0.641
Olfr976,0.206,0.63,0.766,0.978,0.268,0.0,0.0,0.0
Olfr977,0.0,0.0,1.543,0.0,0.0,0.0,0.0,0.0
Olfr978,0.189,1.135,0.246,0.712,0.0,0.0,0.0,0.0
Olfr979,0.103,0.538,0.269,2.204,0.0,0.0,0.0,0.0
Olfr980,0.0,0.385,0.421,0.902,0.394,0.0,0.0,0.183
Olfr981,0.279,0.441,0.328,1.536,0.211,0.219,0.126,0.204
Olfr982,0.0,0.739,0.395,0.19,0.739,0.701,0.0,0.326
Olfr983,0.084,0.602,1.021,1.729,0.0,1.169,0.0,0.271
Olfr984,0.498,0.352,0.593,1.187,0.183,0.333,0.111,0.419
Olfr985,1.013,0.379,0.379,0.274,0.0,0.0,0.0,0.0
Tmem225,0.0,0.429,0.801,0.0,0.0,1.42,0.0,0.0
Olfr986,0.584,0.437,0.877,1.14,0.0,0.424,0.0,0.278
Zfp202,14.411,14.039,65.84,62.973,39.231,40.478,31.014,19.498
Scn3b,0.161,0.352,0.729,0.658,0.072,0.349,0.38,0.431
Gramd1b,72.636,81.931,444.96,632.104,383.681,611.882,214.412,329.701
Gm21915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clmp,0.171,0.321,0.413,1.328,0.087,0.416,0.096,0.303
Hspa8,531.075,567.026,1633.823,1177.712,2051.168,1760.692,966.033,591.088
Bsx,0.0,0.124,0.991,0.716,0.0,0.216,0.0,0.27
Jhy,1.746,1.112,0.945,1.739,0.199,0.703,0.276,0.621
Crtam,33.093,19.461,115.349,252.726,68.596,156.22,42.258,137.885
Ubash3b,65.419,32.459,14.726,21.478,39.422,55.587,45.037,56.983
Sorl1,75.238,75.898,3.127,5.613,18.34,20.302,20.866,41.365
Sc5d,39.772,37.84,27.016,29.611,69.838,76.021,98.082,103.988
Tecta,7.743,6.857,0.943,1.259,0.35,0.744,0.455,0.695
Tbcel,70.114,71.808,29.898,33.337,27.334,28.488,41.182,52.938
Grik4,0.283,0.432,0.539,1.416,0.127,0.469,0.13,0.344
Arhgef12,14.9,14.68,10.106,9.475,12.525,14.337,20.989,24.92
Tlcd5,0.142,0.899,1.166,1.668,1.514,0.866,1.83,1.533
Pou2f3,0.252,0.441,0.651,1.043,0.107,0.362,0.144,0.249
Oaf,2.563,2.45,8.827,6.696,3.653,4.231,2.481,3.341
Trim29,0.2,0.174,0.704,1.373,0.0,0.169,0.2,0.289
Nectin1,0.464,0.529,2.535,2.556,1.078,1.531,0.492,0.518
Thy1,278.469,152.266,324.045,101.032,699.425,478.076,540.508,335.457
Gm49380,8.415,8.272,9.835,9.126,11.522,13.734,16.856,27.157
Usp2,87.755,110.921,9.934,11.425,5.169,6.727,4.443,4.459
Rnf26,15.226,14.721,20.407,17.348,24.674,29.209,36.247,53.861
Mfrp,13.943,12.531,0.743,0.712,0.276,0.0,0.604,0.128
C1qtnf5,11.89,10.126,0.868,1.093,0.0,0.0,0.58,0.492
Mcam,3.427,6.862,1.85,2.415,0.944,1.299,3.049,2.267
Cbl,93.841,87.565,59.455,52.99,90.475,94.003,156.763,142.794
Ccdc153,0.17,0.332,1.542,0.48,0.0,0.295,0.509,0.418
Pdzd3,3.848,2.523,0.353,3.769,0.0,1.085,1.977,1.51
Nlrx1,4.814,4.476,1.982,2.905,4.218,4.265,7.082,11.566
Abcg4,0.436,0.779,1.25,1.774,0.841,1.397,2.325,1.805
Hinfp,60.675,62.716,73.794,62.91,79.403,83.217,80.078,85.419
C2cd2l,31.318,27.097,24.069,22.245,46.998,34.901,44.94,38.753
Dpagt1,9.134,8.656,89.626,64.43,80.124,79.669,66.078,55.854
H2ax,69.45,95.547,109.489,78.141,305.175,383.52,454.526,527.522
Hmbs,12.799,11.461,21.7,17.363,63.55,52.994,41.794,34.953
Vps11,98.151,99.795,86.31,78.955,84.71,71.779,53.764,64.593
Hyou1,87.511,84.595,232.271,222.424,237.865,192.122,175.706,90.118
Slc37a4,22.472,22.694,24.636,26.004,72.667,70.247,111.41,89.344
Trappc4,52.052,54.556,110.243,96.325,126.713,113.231,56.561,47.48
Rps25,168.598,181.018,442.386,321.918,426.813,404.599,242.856,177.078
Ccdc84,38.251,34.578,53.604,41.34,94.601,92.806,66.986,70.512
Foxr1,0.0,0.473,0.299,1.635,0.0,0.574,0.115,0.37
Upk2,0.0,0.0,0.325,1.618,0.0,0.0,0.498,0.803
Bcl9l,193.049,115.147,24.485,36.791,53.725,50.005,49.941,71.539
Cxcr5,2.896,3.948,1.992,2.417,3.311,3.873,2.69,2.699
Ddx6,371.188,395.581,91.74,90.19,157.619,165.057,237.939,267.016
Treh,0.632,0.559,0.393,2.049,0.301,0.944,0.635,0.709
Phldb1,1.433,1.084,32.154,21.191,20.221,17.456,16.655,14.873
Arcn1,108.767,110.952,76.759,70.689,114.729,97.834,155.525,110.102
Ift46,44.189,43.892,6.25,6.089,21.448,19.719,37.154,37.252
Tmem25,17.035,14.504,3.445,3.046,3.149,3.55,5.168,3.88
Ttc36,98.156,100.689,50.187,34.894,21.049,35.785,19.524,18.906
Kmt2a,179.553,202.384,180.255,163.002,183.765,194.739,253.103,270.672
Atp5l,105.939,112.269,62.448,56.074,84.938,91.055,89.056,82.736
Ube4a,71.052,73.069,44.376,47.798,63.251,65.731,75.218,83.883
Cd3g,90.149,94.408,54.769,92.479,105.856,175.637,134.193,274.4
Cd3d,213.766,215.456,85.064,103.863,184.695,238.921,175.45,314.427
Cd3e,305.233,302.904,186.744,230.914,393.683,492.702,320.315,445.83
Mpzl2,1.124,1.291,0.463,1.593,3.734,5.087,6.872,3.499
Mpzl3,11.388,10.192,8.336,7.465,15.182,22.991,30.07,22.432
Jaml,17.103,16.776,38.783,19.899,16.096,20.918,60.999,50.069
Scn2b,6.597,5.189,1.74,1.421,0.867,3.551,3.881,4.157
Scn4b,0.626,1.281,0.572,0.936,0.119,0.311,0.25,0.409
Tmprss4,0.299,0.281,0.481,1.524,0.111,0.635,1.292,1.455
BC049352,0.172,0.294,0.72,1.383,0.167,0.631,0.162,0.339
Il10ra,23.442,30.942,22.4,8.475,106.657,47.762,277.101,279.435
Tmprss13,0.22,0.663,0.479,1.773,0.0,0.343,0.109,0.547
Fxyd6,0.229,0.438,0.76,1.076,0.0,0.337,0.241,0.446
Fxyd2,0.137,0.417,0.902,1.25,0.0,0.955,0.08,0.086
Dscaml1,0.247,0.409,0.532,1.447,0.115,0.329,0.116,0.274
Cep164,30.961,31.771,3.83,5.147,23.751,27.644,26.125,31.774
Bace1,9.043,10.815,1.028,1.266,0.35,0.984,0.749,0.766
Rnf214,23.792,26.415,23.181,22.142,42.018,42.038,59.2,65.629
Pcsk7,152.088,144.12,70.649,57.928,86.339,87.649,70.286,82.125
Tagln,37.2,29.612,15.335,17.004,11.71,9.143,7.373,5.996
Sidt2,889.612,911.905,256.898,271.786,190.749,175.05,141.055,170.68
Pafah1b2,43.895,43.442,33.523,32.337,51.926,52.124,59.839,51.28
Sik3,129.251,149.427,96.317,84.246,105.197,110.298,149.176,146.629
Apoa1,5.48,4.927,0.504,0.0,1.99,0.526,0.634,2.801
Apoc3,0.208,0.0,0.544,2.532,0.0,0.0,0.417,0.336
Apoa4,0.0,0.89,0.798,1.708,0.585,0.0,0.408,0.58
Apoa5,0.0,0.447,0.96,1.292,0.0,0.302,0.685,0.0
Zpr1,197.197,211.707,215.189,172.014,194.814,178.334,120.1,94.396
Bud13,27.717,29.008,42.841,36.002,46.996,50.05,41.256,37.659
4931429L15Rik,0.183,0.221,0.675,0.475,0.0,0.43,0.203,0.221
Gm4791,0.11,0.518,0.144,1.429,0.402,0.764,0.0,0.0
Cadm1,0.297,0.513,0.674,1.362,0.197,1.22,0.684,4.015
Nxpe4,0.386,0.414,0.647,1.104,0.178,0.451,0.293,0.649
Nxpe2,0.364,0.606,0.733,1.411,0.174,0.286,0.496,0.708
Rexo2,30.329,25.425,119.582,88.147,146.854,105.998,176.377,149.485
Rbm7,216.521,220.176,94.371,84.618,109.015,111.239,162.039,192.658
Gm5617,59.923,56.833,97.816,73.464,68.104,64.66,41.668,43.747
Nnmt,0.042,0.31,0.221,1.227,0.0,0.0,0.0,0.273
Zbtb16,1.772,3.218,0.592,1.937,0.169,0.555,0.248,0.449
Htr3a,0.121,0.401,0.433,1.718,0.136,0.0,0.0,0.229
Htr3b,0.177,0.505,0.501,0.582,0.179,0.652,0.106,0.185
Usp28,118.468,103.218,37.455,34.248,43.838,42.168,57.207,74.004
Zw10,30.879,30.739,24.761,22.456,53.103,54.562,60.976,62.479
Tmprss5,2.182,2.567,2.759,3.504,4.645,4.82,4.85,3.553
Gm4894,0.187,0.418,0.544,0.738,0.23,0.531,0.028,0.121
Drd2,0.197,0.395,0.466,1.286,0.171,0.349,0.079,0.216
Ankk1,0.095,0.543,0.373,1.386,0.0,0.414,0.071,0.519
Ttc12,0.324,0.597,0.558,1.14,0.033,0.462,0.788,0.891
Ncam1,0.267,0.426,0.649,1.28,0.084,0.268,0.114,0.215
Rpl10,17.165,18.338,14.288,19.054,27.593,19.675,23.339,21.176
Plet1,0.329,0.627,0.556,1.68,0.171,0.178,0.103,0.331
Pts,58.756,56.106,50.884,55.177,76.485,88.901,65.255,122.889
Bco2,0.116,0.447,0.575,0.454,0.231,0.632,0.723,2.823
Il18,0.421,0.556,0.659,0.821,0.076,0.99,0.669,7.939
Tex12,0.195,0.326,0.163,0.236,0.0,0.22,1.42,0.0
Sdhd,51.487,54.472,49.034,44.246,69.068,71.064,61.596,67.521
Timm8b,49.315,55.412,61.321,65.176,58.999,65.409,69.033,66.906
Nkapd1,66.892,81.013,111.173,96.019,97.096,98.951,85.122,75.059
Pih1d2,2.674,3.741,4.514,9.003,9.317,8.449,6.118,6.542
Dlat,18.943,19.728,40.374,31.277,57.601,54.611,50.348,49.069
Dixdc1,0.217,0.367,0.546,0.865,0.336,0.458,0.457,1.119
2310030G06Rik,0.247,0.938,0.322,1.844,0.274,0.716,0.0,0.265
Hspb2,0.0,0.0,0.0,2.867,0.0,0.0,0.882,0.0
Cryab,0.438,0.138,0.0,1.089,0.388,1.345,0.212,0.0
1110032A03Rik,28.939,36.932,8.377,6.209,18.523,15.962,17.646,31.914
Fdxacb1,17.828,14.908,17.954,17.102,32.986,28.875,26.139,22.097
Alg9,21.366,22.667,29.526,23.234,33.023,29.421,52.018,40.653
Ppp2r1b,65.943,65.268,60.045,51.814,60.332,62.425,58.24,50.508
Sik2,52.336,53.735,37.625,41.404,54.345,71.868,79.432,92.236
Layn,0.293,0.33,0.359,1.403,0.0,0.897,0.113,0.532
Btg4,0.211,0.409,0.871,1.142,0.319,0.399,0.165,0.464
4833427G06Rik,0.31,0.543,0.51,0.833,0.098,0.373,0.269,0.132
Gm32742,0.444,0.466,0.428,1.491,0.099,0.613,0.13,0.155
Pou2af1,9.702,7.327,24.534,41.133,10.334,24.317,3.259,11.878
Colca2,0.12,0.293,0.593,1.017,0.0,0.522,0.0,0.494
1810046K07Rik,0.325,0.336,0.361,1.206,0.041,0.474,0.052,0.188
Arhgap20,0.289,0.503,0.599,1.218,0.154,0.976,0.521,1.424
Fdx1,10.849,12.238,5.587,8.622,9.402,12.826,17.468,23.763
Rdx,49.242,49.033,48.892,43.481,73.936,68.333,117.638,83.129
Zc3h12c,0.37,0.727,1.263,2.068,1.157,2.67,2.663,2.385
AI593442,0.131,0.611,0.109,2.487,0.24,0.0,0.0,0.0
Ddx10,49.544,47.732,50.279,54.073,41.439,41.8,72.651,54.398
Exph5,0.291,0.242,0.373,0.647,0.422,0.601,0.651,0.362
Poglut3,0.216,0.401,0.653,1.891,8.234,7.139,14.984,11.047
4930550C14Rik,0.284,0.404,0.448,1.421,0.836,1.339,3.201,2.145
Atm,48.094,54.832,24.766,23.36,53.841,56.788,88.408,117.613
Npat,50.01,50.717,35.061,32.789,70.482,74.696,144.185,107.494
Acat1,22.886,23.803,12.428,9.933,32.853,35.075,39.299,36.897
Cul5,34.421,40.678,39.317,37.901,51.425,51.484,57.124,58.613
Rab39,3.954,5.749,3.682,4.0,3.139,4.923,6.792,5.377
Slc35f2,23.627,22.564,87.117,79.009,72.571,62.11,63.887,44.664
Sln,0.0,0.167,0.983,0.241,0.0,0.0,0.0,0.571
Elmod1,0.604,0.408,0.765,0.989,0.174,0.439,0.304,0.565
Tnfaip8l3,0.259,0.499,0.959,1.739,0.249,0.405,0.175,0.299
Cyp19a1,0.355,0.398,0.893,1.467,0.068,0.071,0.082,0.263
Gldn,0.442,0.553,0.59,1.237,0.172,0.241,0.235,0.147
Dmxl2,0.213,0.309,0.608,1.073,0.569,1.78,1.728,4.927
Sh2d7,0.288,0.473,0.695,0.922,0.0,0.18,0.0,0.417
Cib2,0.623,0.675,0.456,0.581,0.36,0.65,0.242,0.434
Idh3a,54.798,53.373,50.857,43.888,72.241,72.532,69.481,49.415
Acsbg1,3.964,4.583,0.978,2.797,1.573,3.42,1.982,3.778
Dnaja4,29.136,42.398,12.803,14.461,7.679,12.797,8.34,12.26
Wdr61,57.409,64.242,70.657,63.72,69.646,63.317,60.078,50.301
Crabp1,0.135,0.176,1.08,0.762,0.224,0.467,0.0,0.326
Ireb2,94.778,94.448,64.174,57.739,81.725,83.802,128.523,112.404
Hykk,1.818,1.382,0.709,0.983,0.658,0.959,1.067,1.438
AY074887,3.551,0.957,0.956,0.0,2.444,2.545,0.0,2.49
Psma4,127.26,137.17,144.87,108.292,170.847,178.034,140.531,142.026
Chrna5,0.256,0.31,0.732,1.272,0.213,0.448,0.74,0.448
Chrna3,0.482,0.346,0.783,0.452,0.0,0.713,0.154,0.386
Chrnb4,0.299,0.214,0.462,0.898,0.278,0.569,0.041,0.308
Ube2q2,39.655,37.568,45.483,43.307,52.943,51.513,84.708,50.96
Fbxo22,80.005,71.098,63.676,45.872,98.237,91.732,81.287,67.305
Nrg4,0.413,0.492,0.508,1.062,0.158,0.595,0.493,0.476
Tmem266,0.321,0.44,0.501,1.11,0.107,0.637,0.405,0.403
Etfa,13.953,16.634,17.664,20.075,29.9,35.896,46.854,45.561
Isl2,0.811,0.562,1.361,0.707,0.5,0.785,0.375,0.376
Scaper,26.641,24.311,7.614,7.622,10.425,12.695,18.299,18.691
4930563M21Rik,0.487,0.773,0.632,0.824,0.183,0.799,0.436,0.743
Rcn2,31.077,29.934,16.907,11.969,34.778,37.002,42.875,38.099
Pstpip1,121.157,97.924,32.113,33.512,134.203,154.733,194.79,204.716
Tspan3,31.583,36.119,30.219,35.394,30.938,56.823,34.446,71.889
Peak1,637.515,781.987,811.863,1331.188,2119.065,1173.74,1201.745,888.877
Hmg20a,44.278,44.813,17.969,16.254,30.743,36.949,58.466,65.165
AC159819.1,121.29,138.241,110.78,116.081,116.243,158.386,240.308,218.689
Lingo1,0.264,0.424,0.544,1.241,0.112,0.393,0.167,1.16
Odf3l1,0.286,0.138,0.68,0.758,0.0,0.0,0.0,0.17
Cspg4,0.295,0.316,0.581,1.25,0.113,0.917,0.057,0.182
Snx33,65.912,58.189,25.831,24.836,22.162,33.51,17.355,33.749
Imp3,119.534,136.184,173.078,224.967,197.747,188.628,128.4,94.03
Snupn,8.748,9.521,12.146,10.885,20.594,18.685,23.754,16.086
Ptpn9,23.211,21.52,12.681,11.126,21.679,19.339,44.747,26.058
Sin3a,56.768,62.995,72.899,71.416,99.687,111.59,115.616,114.364
Man2c1,237.712,235.538,152.711,119.114,307.624,264.399,173.953,157.686
Neil1,289.469,296.291,27.418,26.425,39.754,41.393,33.423,58.934
Commd4,204.115,162.523,86.018,102.543,104.545,105.69,58.37,106.448
Trcg1,0.163,0.276,0.457,0.993,0.0,0.633,0.486,0.341
1700017B05Rik,201.058,145.259,37.579,28.419,115.74,72.878,134.019,130.748
Ppcdc,32.806,29.658,17.578,18.078,45.18,42.48,38.495,44.384
Scamp5,0.15,0.557,0.412,0.83,0.231,0.476,0.076,0.343
Rpp25,0.0,0.517,1.022,1.493,2.768,0.0,0.593,0.638
Cox5a,26.229,32.005,54.89,43.221,81.654,68.112,62.471,50.538
Fam219b,37.482,41.405,128.816,106.97,156.807,145.074,81.116,76.664
Mpi,10.845,11.294,36.827,24.629,59.365,64.128,45.98,36.823
Scamp2,87.975,99.315,62.635,56.531,59.931,55.505,43.547,48.605
Ulk3,141.969,124.154,102.968,85.343,115.034,93.136,80.302,84.035
Cplx3,10.057,2.864,0.536,1.839,0.0,0.825,1.141,0.551
Lman1l,77.195,37.453,4.937,5.43,3.395,2.384,4.922,3.227
Csk,183.139,138.063,171.45,149.302,363.206,319.283,212.485,210.588
Cyp1a2,0.533,0.109,0.217,1.796,0.239,0.0,0.749,0.812
Cyp1a1,0.635,0.496,0.673,0.958,0.361,0.576,0.195,0.681
Edc3,24.904,27.516,42.926,38.512,69.58,77.951,87.419,89.242
Clk3,261.184,297.124,173.753,158.994,182.382,157.192,174.691,159.376
Arid3b,44.5,33.471,26.138,13.846,54.915,38.043,83.077,40.888
Ubl7,39.56,39.434,26.471,20.303,47.906,38.866,57.572,45.987
Sema7a,4.49,6.932,472.126,284.149,207.242,81.517,112.672,27.898
Cyp11a1,0.366,0.428,1.577,1.379,0.981,0.647,1.399,0.22
Ccdc33,0.286,0.376,0.603,0.953,0.446,0.895,1.08,0.547
Stra6,0.377,0.381,0.45,1.396,1.795,1.535,1.134,0.553
Islr,2.853,2.06,0.532,1.547,0.086,0.292,0.31,0.504
Islr2,15.154,9.058,0.302,1.118,0.201,0.491,0.14,0.885
Pml,87.7,84.727,50.199,27.576,106.35,92.898,158.185,196.079
Stoml1,22.571,20.877,19.418,11.753,33.757,21.541,36.895,33.729
Loxl1,0.066,0.37,0.346,0.936,0.0,0.729,0.384,0.107
Tbc1d21,0.0,0.707,0.43,2.141,0.15,0.456,0.209,0.422
Insyn1,0.151,0.131,0.656,1.414,0.0,0.0,0.182,0.081
Cd276,0.317,0.271,0.579,0.424,0.112,1.704,0.244,0.603
Nptn,175.212,174.758,61.814,76.351,89.327,105.426,183.004,192.09
Rec114,0.261,0.323,0.615,1.269,0.126,0.507,0.265,0.262
Hcn4,0.26,0.323,0.527,1.626,0.052,0.123,0.163,0.274
Neo1,0.252,0.384,0.604,1.258,0.144,0.436,0.223,0.24
Adpgk,47.857,50.692,100.535,91.021,87.606,74.95,90.761,45.569
Bbs4,7.089,6.962,4.39,5.457,9.023,8.997,13.515,15.641
Arih1,220.532,219.596,76.942,79.796,104.968,109.856,207.543,158.548
Tmem202,0.4,0.497,0.742,0.623,0.302,0.573,1.166,0.673
Hexa,43.812,43.779,18.945,18.959,22.017,22.925,24.162,32.507
Celf6,0.458,0.337,0.547,1.093,0.07,0.3,0.709,0.374
Parp6,32.21,28.049,44.406,39.477,41.751,38.731,55.762,48.386
Pkm,148.976,148.621,218.101,169.368,562.689,498.509,976.345,664.18
Gramd2,0.625,0.531,1.461,1.685,1.149,0.771,1.155,0.861
Senp8,1.83,3.242,4.456,8.011,16.055,17.615,19.086,26.157
Myo9a,15.988,11.868,23.552,20.704,19.317,17.99,34.553,24.576
Nr2e3,0.371,0.748,0.927,0.643,1.863,0.266,0.0,0.371
Thsd4,0.268,0.589,0.528,1.233,0.1,0.479,0.172,0.309
Lrrc49,0.254,0.334,0.495,1.21,1.572,2.569,3.219,3.669
Larp6,1.106,1.479,0.866,1.289,1.142,1.246,1.063,1.223
Uaca,0.218,0.376,0.533,1.05,0.858,0.766,0.804,0.459
Tle3,150.971,134.433,126.354,133.018,84.877,108.899,88.566,107.826
Rplp1,515.662,659.008,780.119,761.168,1061.918,1107.599,676.969,377.381
Kif23,7.785,8.698,4.745,6.496,50.121,89.157,114.796,128.705
Paqr5,0.32,0.592,0.485,1.118,0.294,0.659,0.492,0.44
Glce,18.305,17.423,21.603,21.013,28.876,26.076,30.396,27.407
Spesp1,0.392,0.32,0.678,1.964,0.343,0.511,0.196,0.158
Anp32a,73.63,60.295,161.026,149.029,206.953,177.53,153.7,152.091
Coro2b,0.612,0.618,0.647,1.34,0.74,1.017,0.802,0.824
Itga11,0.394,0.348,0.504,0.865,0.144,0.294,0.133,0.17
Fem1b,77.993,91.218,76.709,62.643,102.582,94.207,137.938,101.954
Cln6,12.526,13.705,15.086,9.387,32.797,33.176,28.967,28.05
Calml4,2.665,2.665,1.667,2.07,1.321,1.463,1.51,1.782
Pias1,120.073,132.055,39.006,40.892,43.304,50.88,84.091,102.163
Skor1,7.234,6.192,0.537,1.892,0.191,1.175,0.424,0.341
Map2k5,56.766,60.027,39.785,39.537,53.579,60.508,67.52,76.241
2300009A05Rik,13.207,16.026,30.197,31.72,47.562,43.46,28.239,34.238
Iqch,0.679,0.876,1.022,1.502,0.432,0.669,0.628,0.638
Aagab,83.128,93.024,55.377,61.298,105.932,109.257,97.514,102.52
Smad3,204.652,198.909,100.052,87.96,89.127,51.586,99.907,115.103
Smad6,0.64,0.977,0.71,1.262,0.356,0.599,0.371,0.458
Lctl,0.027,0.187,0.49,1.002,0.0,0.373,0.339,0.305
Zwilch,4.828,5.784,2.89,3.035,65.626,76.545,110.585,103.102
Rpl4,775.271,764.666,868.535,755.529,1052.594,934.735,861.825,537.663
Snapc5,64.685,66.363,60.642,62.597,78.803,72.576,40.087,38.827
Map2k1,45.312,45.752,35.957,35.411,69.136,77.423,165.126,148.677
Uchl4,18.295,14.308,23.279,14.531,36.412,35.172,41.259,20.203
Tipin,5.52,6.874,20.027,18.714,134.369,147.55,130.543,120.578
Dis3l,22.107,29.635,15.22,16.698,14.813,19.384,17.034,22.477
Megf11,1.36,1.316,0.635,1.267,0.238,0.494,0.89,1.239
Rab11a,54.622,54.439,24.001,24.319,28.339,34.31,60.748,60.016
Dennd4a,191.539,246.001,94.598,80.53,84.187,66.971,258.357,210.038
Slc24a1,0.352,0.619,0.708,1.354,0.193,0.487,0.325,0.221
Ints14,44.138,47.901,41.693,36.695,52.735,54.849,52.358,51.481
Hacd3,70.232,95.228,53.99,55.632,81.504,80.612,89.919,69.428
Dpp8,83.588,80.948,69.5,67.792,94.79,101.937,121.88,114.742
Igdcc4,1.032,0.626,0.403,1.071,0.197,0.215,0.544,0.443
Igdcc3,0.235,0.23,0.404,1.471,0.17,0.393,0.323,0.28
Parp16,2.245,2.205,0.745,1.218,2.4,3.031,6.926,7.501
Cilp,0.224,0.462,0.666,0.887,0.343,0.191,0.0,0.177
Clpx,28.275,35.087,32.479,30.645,52.603,46.642,70.404,51.41
Pdcd7,51.963,69.599,43.496,42.157,65.814,73.253,70.277,67.748
Ubap1l,21.773,20.206,17.987,15.579,28.308,29.649,27.018,28.023
Kbtbd13,0.0,0.99,0.0,4.056,0.544,0.0,1.446,3.286
Rasl12,0.27,0.252,0.787,1.487,0.0,0.991,1.239,0.725
Slc51b,0.282,0.0,0.738,0.311,0.0,0.382,0.11,0.089
Mtfmt,32.846,35.797,37.053,36.162,49.78,52.669,53.85,48.151
Spg21,39.633,46.624,27.943,34.353,23.286,24.269,28.981,29.037
Ankdd1a,3.583,2.879,0.402,1.656,0.21,0.54,0.274,0.572
Plekho2,62.095,57.051,8.641,14.986,26.423,32.886,38.095,40.182
Pif1,0.983,1.629,0.417,0.723,19.502,32.781,70.777,67.684
Rbpms2,0.994,0.657,3.942,2.885,1.728,2.29,4.348,1.418
Oaz2,20.032,23.543,9.95,12.0,12.485,14.237,22.453,25.217
Zfp609,18.291,20.159,57.538,36.249,62.758,45.275,134.281,59.876
Trip4,15.728,15.402,14.257,14.677,13.352,14.161,20.177,20.984
Pclaf,0.443,1.078,0.896,1.775,75.388,100.115,139.123,163.414
Csnk1g1,64.115,65.864,38.964,44.77,58.772,57.108,110.733,105.374
Ppib,41.554,40.221,53.597,49.134,88.149,85.348,57.295,50.442
Snx22,5.859,3.134,0.485,1.039,0.0,0.0,0.805,0.0
Snx1,40.003,38.341,55.012,49.138,59.26,62.09,89.506,80.388
Ciao2a,20.524,22.205,42.745,32.665,51.718,53.45,44.36,52.883
Dapk2,0.573,1.36,0.534,1.357,1.46,4.625,10.519,39.26
Herc1,74.323,72.931,27.22,26.5,65.4,59.228,123.703,102.285
Fbxl22,313.175,277.258,43.794,41.333,53.332,64.485,44.447,86.263
Usp3,243.536,218.741,50.388,50.756,82.51,113.916,162.76,245.09
Car12,3.498,2.712,26.802,21.154,39.429,31.114,48.14,17.927
Aph1b,1.379,1.346,0.671,0.884,0.406,0.835,2.486,3.138
Aph1c,20.763,13.973,3.389,2.589,3.088,3.399,5.778,6.029
Rab8b,81.74,62.312,206.426,188.191,189.728,195.12,241.512,197.516
Rps27l,26.566,31.688,46.354,53.307,75.825,59.399,64.423,59.707
Lactb,19.971,16.113,9.107,11.771,11.431,12.703,17.737,17.043
Tpm1,28.966,26.056,37.285,32.082,42.558,46.621,45.746,54.516
Tln2,0.32,0.466,0.638,1.34,0.402,1.635,1.216,1.737
C2cd4b,0.377,2.825,1.274,0.0,0.0,0.0,0.0,0.608
C2cd4a,0.306,0.399,0.0,0.0,0.0,0.0,0.0,0.0
Vps13c,26.313,27.24,8.462,9.264,21.482,23.988,37.938,41.697
