name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00001255719,55,80,234,40,9,150,234,48,95,73,131,128,62,0,131,116,72,47,142,114,112,74,244,29
ENSMUSE00001203560,101,107,314,90,38,215,375,169,162,168,284,267,121,0,177,217,157,87,231,192,209,109,328,62
ENSMUSE00001262960,70,77,256,62,28,175,292,133,129,114,213,210,91,0,134,152,127,75,177,154,161,82,252,43
ENSMUSE00000777263,85,77,137,91,27,123,136,199,85,92,197,98,122,0,104,88,113,87,102,186,156,77,126,68
ENSMUSE00000371212,79,68,128,76,19,110,114,169,76,83,164,86,102,0,94,79,91,81,92,160,133,69,104,58
ENSMUSE00000551538,81,69,129,76,23,111,117,171,78,83,171,86,106,0,95,79,105,81,96,168,141,71,110,60
ENSMUSE00001372251,4,1,1,3,6,0,0,0,4,2,11,0,0,0,0,0,14,1,1,16,17,3,16,5
ENSMUSE00000911112,590,717,1153,209,247,1185,750,394,1102,820,606,742,392,0,832,432,1026,479,522,491,1408,386,444,183
ENSMUSE00000915086,564,699,1128,204,234,1150,734,381,1062,797,584,727,376,0,815,426,986,467,514,477,1329,366,436,178
ENSMUSE00000522561,17,20,29,10,7,28,17,4,25,30,9,19,10,0,27,8,16,18,17,4,42,20,25,9
ENSMUSE00000523163,16,12,28,8,2,30,26,6,23,22,18,20,7,0,25,16,22,6,15,13,20,7,18,7
ENSMUSE00001437175,113,127,212,33,53,243,160,58,261,158,114,144,80,0,151,79,218,97,100,103,297,90,77,31
ENSMUSE00000679188,835,610,2044,1346,289,1279,1519,2340,1227,850,4093,1440,1595,0,1114,856,1229,597,1359,3066,1836,492,1275,765
ENSMUSE00000895250,198,102,472,164,62,252,306,384,263,167,691,266,289,0,232,212,244,131,286,453,407,91,240,95
ENSMUSE00001236332,638,509,1569,1181,227,1027,1212,1954,966,682,3393,1177,1306,0,884,645,980,466,1069,2613,1426,401,1034,667
ENSMUSE00000900678,272,211,627,422,108,458,495,839,397,299,1171,496,552,0,359,261,417,212,443,995,616,172,398,271
ENSMUSE00001251311,112,68,196,167,52,121,144,292,129,91,354,133,223,0,105,74,120,56,136,316,183,51,91,111
ENSMUSE00001274191,498,462,1415,1076,199,945,1093,1713,854,615,3070,1074,1165,0,806,579,891,423,954,2428,1293,350,941,571
ENSMUSE00001267357,204,208,599,530,83,366,441,700,369,249,1372,448,468,0,332,248,360,160,395,1073,515,138,404,266
ENSMUSE00000646255,79,154,332,540,46,155,206,306,107,122,323,307,234,0,86,159,144,131,321,317,217,104,267,465
ENSMUSE00001429024,45,78,179,302,26,82,97,178,51,52,184,150,155,0,43,77,65,68,168,185,116,57,149,251
ENSMUSE00000621226,60,123,236,376,36,116,140,209,96,89,226,222,167,0,71,121,100,95,232,212,132,83,187,345
ENSMUSE00001431283,7,17,34,52,6,9,16,43,16,9,28,26,28,0,11,11,15,17,34,21,13,16,31,48
ENSMUSE00001435956,11,23,78,137,9,33,67,78,19,32,94,73,39,0,17,48,40,30,72,95,64,18,62,119
ENSMUSE00001433726,9,18,61,115,9,26,58,61,14,28,73,61,31,0,15,35,35,22,58,81,54,17,46,94
ENSMUSE00000473930,899,661,816,860,397,979,640,1147,1512,632,1269,634,811,0,759,456,1197,546,620,1064,1307,411,623,601
ENSMUSE00000864442,701,526,640,695,300,807,508,940,1256,496,1067,509,670,0,614,384,978,434,489,927,1108,340,516,492
ENSMUSE00001295110,701,526,639,695,300,806,508,940,1256,495,1067,509,669,0,614,382,977,434,489,927,1106,340,515,492
ENSMUSE00001292383,206,170,195,203,69,307,173,272,357,162,357,164,203,0,207,119,277,119,125,329,424,95,150,143
ENSMUSE00001436863,23,21,40,32,5,65,28,49,34,24,77,37,20,0,33,19,34,27,22,66,86,17,19,15
ENSMUSE00000721771,4,5,11,3,2,6,3,6,3,6,10,6,12,0,3,5,10,5,18,15,17,7,9,3
ENSMUSE00000132525,4,4,11,2,2,6,2,3,3,4,7,6,12,0,3,5,4,4,15,10,10,7,4,2
ENSMUSE00001439263,4,3,6,32,3,6,11,45,8,1,45,7,13,0,2,3,1,4,9,21,9,1,8,20
ENSMUSE00000132535,4,3,6,33,3,7,11,45,9,1,45,7,13,0,2,3,1,4,9,21,9,1,8,20
ENSMUSE00001441314,4,2,4,29,1,3,9,31,7,1,31,6,11,0,2,2,0,2,5,16,8,1,7,15
ENSMUSE00000741787,888,881,1309,1250,407,1406,1152,1611,1356,1006,1735,1061,1188,0,1149,712,1623,910,1178,1428,2159,800,1183,1221
ENSMUSE00000837316,753,756,1065,960,338,1196,927,1359,1131,812,1270,923,1000,0,979,600,1365,758,944,1132,1802,637,989,952
ENSMUSE00001375697,720,720,1009,915,329,1147,877,1303,1075,769,1206,865,967,0,942,574,1301,719,896,1075,1703,606,939,907
ENSMUSE00001436371,63,332,297,8,51,422,174,5,89,265,3,200,3,0,340,93,83,190,102,8,134,112,114,3
ENSMUSE00000485109,56,278,240,6,43,371,151,3,81,230,3,170,3,0,294,80,75,166,81,8,114,96,95,3
ENSMUSE00000268982,56,264,220,5,40,349,143,1,80,214,3,160,3,0,271,72,70,159,81,8,108,87,92,3
ENSMUSE00000500958,0,18,22,6,4,17,3,7,2,11,4,26,2,0,5,0,4,17,32,5,11,15,7,3
ENSMUSE00001438261,0,8,7,14,4,10,0,7,8,10,12,10,13,0,3,3,5,5,11,2,8,6,5,22
ENSMUSE00000891604,274,402,655,1088,84,616,669,1604,542,414,1314,594,991,0,536,441,447,397,605,1336,577,360,741,1080
ENSMUSE00001441619,56,74,91,277,21,102,96,345,85,57,289,72,212,0,71,70,80,67,74,173,77,34,108,280
ENSMUSE00000551295,244,360,597,924,69,551,598,1347,481,371,1126,544,835,0,501,398,383,350,559,1183,512,331,675,887
ENSMUSE00001439466,227,341,572,838,59,530,576,1267,464,361,1068,526,789,0,479,380,358,325,538,1165,494,323,646,812
ENSMUSE00001443677,67,103,222,229,15,169,200,341,139,117,361,216,243,0,153,127,101,100,174,393,167,104,196,202
ENSMUSE00000679137,6262,3605,3688,6943,3896,4847,3207,7829,8265,3462,7980,3055,6132,0,3803,2727,7150,3911,3706,6005,7709,3586,3863,8509
ENSMUSE00001296356,6262,3605,3688,6943,3896,4847,3207,7829,8265,3462,7980,3055,6132,0,3803,2727,7150,3911,3706,6005,7709,3586,3863,8509
ENSMUSE00000268270,371,254,238,508,172,400,200,476,557,277,558,207,382,0,322,168,463,273,269,408,451,230,253,500
ENSMUSE00001437533,375,153,187,322,205,233,139,307,540,158,280,129,232,0,213,92,387,206,162,197,396,182,186,425
ENSMUSE00001032639,376,209,194,421,200,256,169,477,453,178,462,178,372,0,174,156,464,218,193,361,457,207,238,526
ENSMUSE00001206559,61,69,163,55,18,107,65,91,114,56,127,102,106,0,70,62,76,48,83,63,83,38,75,48
ENSMUSE00001438191,61,69,162,55,18,106,65,90,114,56,127,102,106,0,70,62,75,48,79,63,83,38,74,48
ENSMUSE00001438811,61,69,150,53,16,105,55,87,113,55,120,91,103,0,69,59,64,47,68,59,77,36,57,44
ENSMUSE00001295332,56,67,140,51,14,100,53,83,107,54,118,83,102,0,68,56,55,42,68,53,73,33,57,43
ENSMUSE00000779582,21,28,67,20,6,32,19,24,44,11,53,32,38,0,14,20,22,17,22,23,38,9,22,22
ENSMUSE00000370547,0,0,11,5,2,2,5,17,2,2,3,7,6,0,1,4,8,0,6,6,1,3,11,5
ENSMUSE00000806794,529,279,521,1664,237,456,571,3624,984,272,2821,421,2663,0,356,384,711,280,444,2218,1067,273,652,1344
ENSMUSE00000679109,436,241,414,1425,188,384,482,3142,806,222,2313,325,2320,0,292,320,590,229,351,1853,874,220,529,1141
ENSMUSE00001440403,55,32,47,210,48,53,61,538,123,22,369,37,370,0,43,48,91,29,54,232,115,36,73,183
ENSMUSE00001233105,126,53,79,415,56,80,111,990,204,59,666,70,679,0,62,81,145,50,81,502,191,44,125,298
ENSMUSE00001287470,78,27,58,269,32,54,77,587,118,45,405,54,443,0,31,39,87,33,51,328,122,24,85,179
ENSMUSE00001299807,206,118,235,573,88,176,232,1183,393,120,1116,186,858,0,152,148,273,114,200,867,460,117,277,478
ENSMUSE00000751449,148,90,177,395,61,130,169,831,280,96,819,151,629,0,115,110,209,88,147,626,338,87,210,337
ENSMUSE00000751437,229,248,540,109,86,499,392,92,359,364,219,334,86,0,417,270,220,267,294,149,296,243,289,80
ENSMUSE00000679097,218,231,572,289,91,445,413,216,326,340,666,383,188,0,396,275,207,221,343,392,282,219,311,217
ENSMUSE00000679104,129,159,284,60,47,311,214,51,199,212,95,176,47,0,254,143,122,142,122,78,165,128,152,45
ENSMUSE00000795569,37,25,172,173,15,47,101,119,48,53,452,114,104,0,60,69,30,29,131,250,52,47,97,131
ENSMUSE00000679067,242,153,158,453,110,229,151,619,356,136,526,115,467,0,198,125,327,146,130,484,301,120,161,329
ENSMUSE00001437898,147,99,113,293,72,156,95,401,232,85,347,73,312,0,137,85,187,95,95,326,198,69,108,199
ENSMUSE00000472469,242,153,158,453,110,229,151,619,356,136,525,115,467,0,198,125,327,144,130,484,301,120,161,329
ENSMUSE00001442517,38,13,17,59,10,29,17,74,34,10,67,9,72,0,18,16,34,17,17,39,42,12,12,41
ENSMUSE00001437137,66,56,63,144,37,91,54,218,128,50,185,44,167,0,80,47,102,54,58,176,97,42,55,111
ENSMUSE00001440856,36,24,31,81,22,37,20,88,56,19,83,20,59,0,35,23,35,19,15,85,52,16,32,42
ENSMUSE00000296524,119,71,66,205,51,95,72,278,153,64,230,56,192,0,87,59,166,66,43,212,135,63,75,158
ENSMUSE00000679066,91,49,42,151,34,68,52,189,117,47,164,37,146,0,59,39,134,48,35,142,104,48,44,118
ENSMUSE00001439047,0,1,0,1,2,2,2,5,1,0,10,0,8,0,1,1,9,0,2,15,11,3,7,4
ENSMUSE00000717722,308,660,992,522,189,1261,676,460,519,817,986,909,322,0,859,419,436,662,910,736,888,712,780,817
ENSMUSE00001005042,308,660,992,522,189,1261,676,460,519,817,986,909,322,0,859,419,436,662,910,736,888,712,781,817
ENSMUSE00001030911,19,18,36,35,9,46,23,35,26,23,71,29,20,0,22,10,19,27,26,42,19,24,35,46
ENSMUSE00000746469,56,136,107,90,34,209,91,70,80,128,214,122,60,0,124,59,65,102,146,150,121,102,115,146
ENSMUSE00001438135,1,9,17,3,3,16,10,6,6,15,11,15,1,0,15,6,8,11,15,6,17,21,9,14
ENSMUSE00001050347,1,1,10,1,0,5,4,3,2,4,4,5,1,0,14,6,1,3,6,4,4,4,10,5
ENSMUSE00000895350,25,360,1389,227,24,727,1373,72,66,411,153,1099,136,0,844,850,64,254,1089,174,120,260,1568,84
ENSMUSE00001279503,25,360,1389,227,24,727,1373,72,66,411,153,1099,136,0,844,850,64,254,1089,174,120,260,1568,84
ENSMUSE00000913985,3,82,239,63,5,126,274,9,17,77,29,197,31,0,155,145,13,55,208,54,21,56,332,9
ENSMUSE00001286304,22,272,1095,131,22,540,1077,33,44,318,91,857,89,0,624,642,48,187,843,121,89,213,1250,46
ENSMUSE00001217369,22,247,1044,103,19,518,1028,29,40,299,75,823,80,0,590,611,47,166,786,104,86,200,1179,41
ENSMUSE00001225776,8,140,569,62,8,286,559,15,22,158,39,429,40,0,294,310,25,80,387,67,52,104,610,20
ENSMUSE00001278771,20,210,926,88,18,457,881,28,34,265,66,727,63,0,528,538,44,141,692,80,77,171,1000,40
ENSMUSE00001297893,4,32,188,20,4,76,164,5,9,40,10,132,5,0,93,92,8,22,110,12,17,23,153,7
ENSMUSE00001213812,17,188,806,70,16,403,758,24,26,241,58,628,58,0,457,463,37,125,598,69,61,155,891,35
ENSMUSE00000880831,15,158,657,64,14,336,663,18,24,210,52,542,54,0,407,410,34,114,524,60,53,137,777,31
ENSMUSE00001282731,15,141,572,57,13,301,600,16,21,175,47,486,51,0,362,356,30,104,474,54,46,124,699,27
ENSMUSE00001439599,17,4,29,70,8,22,13,26,21,17,90,10,15,0,21,21,20,17,40,84,28,19,21,36
ENSMUSE00000869406,8,2,2,19,1,4,1,26,10,7,27,3,17,0,2,3,5,2,4,23,11,4,16,16
ENSMUSE00000949110,643,616,1318,767,231,1120,1299,1592,999,778,1855,1099,1236,0,986,705,979,526,1116,1565,1315,528,1432,569
ENSMUSE00000294271,640,609,1309,756,228,1109,1287,1576,993,770,1836,1089,1222,0,979,698,974,524,1101,1552,1304,521,1428,563
ENSMUSE00000294261,181,230,460,237,73,370,412,534,279,274,502,383,403,0,324,246,245,161,387,464,381,149,498,163
ENSMUSE00000294100,14,8,15,6,17,13,18,15,10,7,24,11,6,0,5,14,54,6,21,36,52,17,35,2
ENSMUSE00000678805,3,5,6,2,11,5,7,9,5,2,4,4,2,0,3,7,15,3,8,16,22,9,14,2
ENSMUSE00000294018,11,3,9,4,8,7,11,6,5,4,20,7,4,0,2,7,39,3,12,21,31,8,22,0
ENSMUSE00000355646,3,3,7,2,4,6,7,5,4,5,13,4,3,0,1,4,25,2,6,14,21,2,11,0
ENSMUSE00000678798,0,0,1,1,0,1,0,2,1,1,3,0,0,0,0,0,11,1,2,2,5,2,2,0
ENSMUSE00000361280,4,1,2,3,4,6,1,9,4,1,17,2,3,0,2,2,21,3,5,19,17,8,11,1
ENSMUSE00000292712,187,309,761,888,66,622,778,1593,330,419,2185,665,1092,0,534,417,317,309,687,1409,489,309,873,853
ENSMUSE00001223690,161,270,696,733,53,532,689,1358,273,364,1808,579,957,0,461,345,263,264,604,1181,409,271,780,724
ENSMUSE00001306345,36,76,137,160,15,111,128,317,65,70,396,120,218,0,88,50,53,50,120,223,79,58,145,193
ENSMUSE00000774039,35,75,137,157,13,113,128,307,66,70,374,116,219,0,89,51,54,47,123,208,81,56,141,193
ENSMUSE00001037291,62,79,278,162,13,201,283,347,97,132,467,249,278,0,190,128,94,75,211,337,173,88,272,191
ENSMUSE00001217864,57,73,257,142,14,176,262,322,92,123,431,230,247,0,171,117,85,67,191,309,164,83,255,178
ENSMUSE00001123216,51,52,57,47,27,86,42,32,76,50,41,43,29,0,55,27,74,47,13,45,131,47,29,42
ENSMUSE00000385458,86,67,118,124,41,91,89,245,73,60,295,59,196,0,76,69,93,45,53,229,154,54,70,139
ENSMUSE00001438595,20,22,32,37,17,55,54,23,37,31,45,37,10,0,37,19,45,15,25,33,65,24,52,32
ENSMUSE00000132847,266,252,409,181,126,575,438,103,437,352,235,322,49,0,442,268,454,224,252,206,690,298,387,151
ENSMUSE00001438581,15,27,48,18,5,59,36,4,34,29,7,29,2,0,31,26,30,14,26,19,76,29,42,12
ENSMUSE00001439049,223,210,339,126,107,471,349,77,378,298,181,262,38,0,374,231,366,193,210,160,561,258,304,112
ENSMUSE00001439683,213,193,310,116,105,437,328,72,352,280,177,243,36,0,351,212,348,182,190,148,511,236,277,101
ENSMUSE00001438627,93,85,100,47,44,188,124,20,144,95,45,94,17,0,128,82,152,81,52,47,179,89,94,36
ENSMUSE00000292407,14,10,6,8,3,26,16,7,18,15,6,10,2,0,17,4,20,9,4,6,19,6,16,3
ENSMUSE00000955746,27,7,24,267,17,11,153,255,17,5,276,11,242,0,18,136,38,5,27,334,126,28,243,266
ENSMUSE00000961315,20,5,17,246,15,9,127,238,14,4,244,7,219,0,14,113,31,5,22,280,104,22,189,250
ENSMUSE00001315886,37,8,27,437,29,19,250,412,26,7,417,27,364,0,29,221,61,7,43,519,197,36,401,407
ENSMUSE00000951056,12,2,8,145,9,3,58,148,8,1,129,1,120,0,7,61,17,2,10,159,43,13,81,171
ENSMUSE00000947378,23,5,21,209,14,14,142,181,13,5,207,16,170,0,15,125,34,3,20,283,130,21,242,174
ENSMUSE00001317073,10,2,6,86,3,5,41,62,3,0,71,3,71,0,3,40,8,2,7,109,43,9,70,57
ENSMUSE00000957532,9,3,10,31,5,3,33,25,3,2,39,5,28,0,5,28,10,0,5,65,31,8,62,28
ENSMUSE00001234671,17,3,10,191,14,10,127,176,12,3,171,20,145,0,15,109,29,2,21,241,93,14,215,159
ENSMUSE00000950042,9,3,8,178,13,10,111,168,9,2,154,20,128,0,12,101,27,2,20,218,85,11,192,148
ENSMUSE00001438544,1,0,2,4,0,0,0,7,0,0,13,1,1,0,2,0,1,0,0,6,3,1,2,2
ENSMUSE00001199246,3,0,0,8,0,1,4,19,1,1,18,0,7,0,1,3,3,0,0,10,0,1,1,5
ENSMUSE00000550148,8,2,4,85,3,5,13,100,10,3,234,7,45,0,2,1,18,3,8,112,16,7,9,92
ENSMUSE00000550147,8,2,5,88,3,5,13,101,11,3,235,7,46,0,2,1,19,3,8,114,16,7,9,96
ENSMUSE00001436975,6,2,4,71,3,4,11,81,8,2,215,5,38,0,2,1,17,3,6,97,15,6,9,69
ENSMUSE00001441843,6,2,4,73,3,4,11,81,8,2,216,5,39,0,2,1,17,3,6,98,15,6,9,71
ENSMUSE00001307180,319,616,1109,1901,213,1170,1731,1213,812,720,2234,900,759,0,965,1095,737,619,891,1640,1266,726,2298,1709
ENSMUSE00001236522,319,616,1109,1899,213,1170,1731,1213,812,720,2233,900,758,0,964,1095,737,619,891,1640,1265,726,2297,1708
ENSMUSE00001268032,319,616,1109,1899,213,1170,1731,1213,812,720,2233,900,758,0,964,1095,737,619,891,1640,1265,726,2297,1708
ENSMUSE00001217282,33,142,233,464,32,234,378,249,147,130,547,156,188,0,180,196,139,124,178,379,225,101,515,440
ENSMUSE00001310268,12,45,64,134,7,63,122,83,40,41,161,39,48,0,43,62,33,27,37,96,49,25,120,133
ENSMUSE00000550120,0,8,21,17,3,9,4,26,4,5,18,15,6,0,8,4,11,4,17,22,9,8,8,10
ENSMUSE00001440492,0,6,12,6,3,4,1,14,2,3,5,10,4,0,2,4,4,0,10,5,5,4,7,2
ENSMUSE00001439078,0,7,13,8,3,6,3,17,2,4,8,12,5,0,3,4,5,1,12,6,5,4,7,3
ENSMUSE00000132877,0,4,12,8,3,5,3,17,2,3,10,6,5,0,3,4,6,3,10,10,3,3,8,5
ENSMUSE00001437736,0,1,4,8,0,3,1,6,2,0,9,1,1,0,4,0,4,1,2,12,4,4,0,6
ENSMUSE00001401866,0,0,4,1,3,0,0,2,4,0,9,0,1,0,4,1,17,1,8,11,14,3,6,0
ENSMUSE00000426247,1,0,0,3,2,0,0,1,2,0,3,0,1,0,1,0,13,0,1,8,8,0,7,0
ENSMUSE00000476474,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,12,6,2,1,0
ENSMUSE00000645811,1,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,11,0,1,4,3,3,1,0
ENSMUSE00000781964,225,222,419,349,95,329,358,489,393,249,375,341,268,0,235,236,321,180,386,421,418,182,360,332
ENSMUSE00001265963,225,222,419,349,95,329,358,489,393,249,375,341,268,0,235,236,321,180,386,421,418,182,360,332
ENSMUSE00001271088,140,154,254,238,65,210,226,302,253,170,248,220,161,0,158,147,225,110,270,263,289,121,221,209
ENSMUSE00000791090,15,13,26,18,8,20,19,51,19,20,27,15,28,0,16,23,24,9,22,35,16,4,28,22
ENSMUSE00000133120,74,66,60,69,33,98,52,116,125,49,86,43,49,0,53,35,98,52,42,66,139,33,70,104
ENSMUSE00000133121,24,20,21,25,13,28,15,43,47,12,35,10,15,0,19,15,32,16,10,22,51,5,22,42
ENSMUSE00000133119,151,200,199,180,76,327,204,306,311,180,308,169,175,0,181,122,311,151,173,235,451,165,208,225
ENSMUSE00000285174,68,54,47,62,30,80,44,104,112,41,81,40,40,0,50,32,91,46,41,59,121,30,66,90
ENSMUSE00001438405,18,11,10,17,11,26,10,23,27,11,23,8,11,0,13,11,30,12,6,20,21,6,14,29
ENSMUSE00000133117,41,33,33,41,21,61,30,66,60,30,54,28,24,0,30,18,69,31,32,38,81,26,51,51
ENSMUSE00000133114,37,30,31,37,16,50,31,65,60,29,38,28,24,0,26,15,55,29,29,33,73,25,44,50
ENSMUSE00001437989,23,19,12,21,10,16,12,33,38,12,24,11,10,0,14,6,24,12,10,20,32,12,10,36
ENSMUSE00001441885,92,149,146,118,46,248,160,190,202,139,234,131,136,0,136,92,221,105,133,170,326,134,143,131
ENSMUSE00001437946,84,145,146,112,44,243,157,185,190,136,228,126,130,0,129,89,214,99,130,166,320,133,140,121
ENSMUSE00001441980,17,28,16,23,7,43,38,65,43,21,43,26,29,0,32,24,37,19,21,43,49,19,23,36
ENSMUSE00001437748,6,31,85,340,1,54,200,235,14,30,332,87,125,0,39,117,13,49,130,192,36,46,239,375
ENSMUSE00001439296,34,294,595,1699,25,434,1377,919,96,314,1382,567,570,0,343,765,72,294,754,1203,305,340,1738,1531
ENSMUSE00001442778,4,16,57,219,0,37,117,150,8,21,218,49,69,0,29,82,8,34,87,122,16,34,152,233
ENSMUSE00001439432,16,154,286,688,12,235,748,350,44,169,537,286,239,0,180,393,34,141,365,596,169,168,939,590
ENSMUSE00001281596,15,141,252,592,9,218,695,299,40,152,450,265,198,0,172,367,33,130,327,522,161,156,873,488
ENSMUSE00000645764,162,152,128,343,119,547,231,191,193,126,171,119,151,0,296,100,291,135,83,272,1082,289,215,316
ENSMUSE00000508605,79,92,94,279,65,286,126,163,112,74,149,84,123,0,152,63,148,82,55,198,630,174,131,258
ENSMUSE00000284338,118,116,89,218,91,445,192,125,142,101,117,91,108,0,247,83,242,100,58,185,867,232,165,219
ENSMUSE00000731269,10,7,11,28,10,37,20,19,10,16,19,14,18,0,26,14,26,14,6,26,100,26,24,42
ENSMUSE00000764309,58,69,50,128,40,225,117,80,68,54,73,57,69,0,116,45,139,64,38,114,490,149,93,150
ENSMUSE00000803840,18,26,30,63,17,89,48,38,26,22,44,27,40,0,54,27,54,24,9,46,218,64,41,77
ENSMUSE00001440221,18,16,9,27,15,80,26,4,19,10,11,6,13,0,48,13,37,9,6,18,128,22,30,13
ENSMUSE00000397639,158,377,629,178,65,686,488,201,288,390,223,618,126,0,503,400,260,317,476,215,453,250,448,146
ENSMUSE00001438123,157,373,624,175,63,678,483,198,286,388,219,614,124,0,497,395,259,316,472,208,445,247,445,142
ENSMUSE00001441353,19,42,61,23,10,59,40,28,31,40,28,58,11,0,39,35,23,37,46,13,47,13,33,13
ENSMUSE00001439793,158,377,629,178,65,686,488,201,288,390,223,618,126,0,503,400,260,317,476,215,453,250,448,146
ENSMUSE00001442584,43,81,109,46,21,138,83,60,71,71,52,98,33,0,96,81,57,68,99,37,93,40,77,36
ENSMUSE00001437815,19,38,60,20,9,57,38,25,30,39,27,51,10,0,35,33,22,36,40,11,42,12,30,13
ENSMUSE00000282426,36,73,92,43,17,126,67,53,57,57,45,81,31,0,89,74,52,57,85,34,78,32,71,34
ENSMUSE00001439569,123,303,510,138,50,559,400,138,235,335,160,516,91,0,404,326,214,254,388,160,349,213,384,112
ENSMUSE00000282510,126,312,543,143,51,580,425,153,233,340,180,542,97,0,429,342,215,264,407,187,376,219,398,117
ENSMUSE00001443033,120,297,500,131,49,538,389,132,225,329,156,506,84,0,390,318,209,246,380,154,341,207,376,106
ENSMUSE00001437491,23,32,118,23,9,89,83,34,31,50,45,88,30,0,79,55,25,34,63,49,69,31,62,22
ENSMUSE00001190304,4,2,7,6,8,12,4,12,10,6,11,9,4,0,9,7,27,9,11,17,32,13,10,2
ENSMUSE00000915370,14,97,209,63,9,171,243,100,11,56,113,167,70,0,131,186,38,96,180,61,47,77,278,83
ENSMUSE00000133215,14,96,205,62,8,169,241,100,11,56,113,167,71,0,128,182,38,96,175,61,47,75,278,85
ENSMUSE00000898978,8,55,128,29,8,114,150,62,8,42,67,103,40,0,78,111,20,55,117,30,34,47,182,33
ENSMUSE00000133229,36,13,12,51,15,28,17,51,32,15,76,13,47,0,19,9,54,13,9,35,43,11,16,40
ENSMUSE00001316210,1657,1085,2723,1405,607,1951,2456,1595,2606,1407,4158,2104,1155,0,1520,1254,2849,1088,2380,2761,4154,1001,2439,968
ENSMUSE00001315186,50,19,19,64,18,33,26,64,50,23,94,16,57,0,24,10,65,18,13,49,60,14,20,46
ENSMUSE00001317135,1576,1054,2687,1307,579,1904,2420,1496,2512,1372,3988,2079,1072,0,1479,1228,2750,1062,2354,2679,4044,980,2404,887
ENSMUSE00000620396,11,15,21,26,9,21,21,22,28,12,74,10,13,0,11,9,35,11,28,45,57,9,13,18
ENSMUSE00000678179,1508,998,2647,1175,549,1850,2373,1369,2386,1325,3796,2042,998,0,1432,1199,2625,1017,2314,2541,3909,938,2346,814
ENSMUSE00001315606,1113,686,2121,754,395,1388,1924,924,1735,961,2604,1674,709,0,1094,928,1956,756,1838,1803,2907,696,1861,543
ENSMUSE00001314704,414,287,929,303,156,529,857,592,677,377,1495,751,496,0,441,377,767,273,797,1082,1154,259,764,193
ENSMUSE00001322349,279,203,425,98,78,459,346,149,447,312,239,341,126,0,386,182,361,249,313,184,480,213,275,48
ENSMUSE00000493228,141,111,232,53,30,241,174,72,231,146,113,195,75,0,191,98,197,138,164,101,238,108,148,26
ENSMUSE00001333951,199,143,291,60,63,321,242,106,307,224,158,228,87,0,273,119,259,174,235,118,332,158,198,34
ENSMUSE00000886890,46,18,110,280,34,45,273,551,50,16,502,84,416,0,37,164,72,11,75,433,192,47,402,212
ENSMUSE00000133254,12,6,33,90,13,17,95,163,17,1,126,32,105,0,12,60,22,6,19,114,44,14,131,57
ENSMUSE00000133266,43,16,96,260,34,39,241,477,44,15,443,77,372,0,32,153,66,10,66,378,168,42,349,193
ENSMUSE00000133261,43,15,96,261,34,41,243,515,44,16,469,79,391,0,34,152,67,11,70,398,183,44,371,204
ENSMUSE00001438730,6,2,11,47,5,8,30,66,4,0,63,12,49,0,3,25,10,1,6,51,16,4,47,42
ENSMUSE00000912806,23,10,44,97,13,12,86,189,19,8,159,34,154,0,12,68,27,4,34,150,74,17,126,83
ENSMUSE00001437698,22,8,45,133,19,18,123,260,23,13,279,37,214,0,17,72,39,2,38,220,103,24,176,115
ENSMUSE00001439774,2,2,7,13,2,1,17,32,6,2,31,11,42,0,3,11,9,1,10,37,22,5,25,20
ENSMUSE00001102510,12,5,23,23,1,4,17,28,19,6,37,13,13,0,14,3,15,4,18,25,22,11,24,22
ENSMUSE00001437966,140,102,221,66,57,197,186,78,239,139,129,154,63,0,160,103,273,88,141,100,323,85,162,47
ENSMUSE00001439955,127,92,189,51,53,181,163,62,224,115,117,135,61,0,144,87,239,80,122,92,281,79,134,42
ENSMUSE00000678133,63,57,116,35,29,111,93,35,124,62,68,64,38,0,91,49,122,48,55,62,147,47,70,30
ENSMUSE00001441874,119,93,202,57,54,178,163,76,221,127,111,145,59,0,137,95,243,76,129,91,290,81,141,43
ENSMUSE00001439136,106,70,151,41,48,124,128,61,186,106,86,122,47,0,109,76,208,64,105,66,239,61,121,33
ENSMUSE00000716797,292,954,3659,373,145,2255,3206,153,637,1358,562,2908,120,0,1798,1822,656,1109,2828,375,1099,1185,2753,273
ENSMUSE00000277766,82,327,1353,178,36,844,1154,52,207,513,205,946,42,0,647,679,213,387,1081,132,364,389,1155,112
ENSMUSE00000792476,6,43,110,6,5,104,94,2,22,44,6,79,2,0,69,56,23,39,87,9,42,42,111,3
ENSMUSE00001288794,2,0,1,0,2,5,2,1,1,1,3,5,1,0,5,3,4,1,5,3,11,2,10,3
ENSMUSE00000548698,1,6,49,8,3,2,29,17,3,2,25,36,8,0,7,19,23,9,39,22,21,6,24,14
ENSMUSE00001443646,1,4,35,3,3,2,21,10,3,2,17,31,7,0,6,17,17,9,34,16,14,3,17,8
ENSMUSE00000442235,140,192,238,68,73,309,159,113,193,187,108,180,71,0,190,113,161,120,163,61,147,114,124,63
